body_pre,body_post,weight,source_type,descending_type
11895,10449,2,PVLP022,DNpe025
23112,10732,2,PVLP074,DNpe056
23112,11159,2,PVLP074,DNp71
23113,519771,2,CB3863,DNp71
23119,10558,2,CB1549,DNp35
23147,11159,2,PVLP111,DNp71
111277,10259,2,JO-B3,DNp11
11884,10259,2,CB4118,DNp11
23165,10091,2,SAD101,DNpe042
23165,12628,2,SAD101,DNpe042
111004,531898,2,PVLP034,DNp04
111004,10234,2,PVLP034,DNp35
111004,10091,2,PVLP034,DNpe042
23192,10117,2,,DNp02
23193,11159,2,aIPg7,DNp71
23193,12628,2,aIPg7,DNpe042
801426,10931,2,IN18B011,DNpe045
23223,11159,2,CL269,DNp71
23223,10283,2,CL269,DNp103
23226,10361,2,LC4,DNg40
23230,10732,2,LAL163,DNpe056
110667,10106,2,TmY18,DNp11
11863,11334,2,GNG553,DNpe045
11863,10601,2,GNG553,DNpe025
23271,11020,2,LPLC4,DNp05
11851,10558,2,,DNp35
11850,10283,2,GNG525,DNp103
11850,12628,2,GNG525,DNpe042
23307,10010,2,WED193,DNp01
11848,10234,2,PVLP020,DNp35
23310,10223,2,,DNpe056
23323,12628,2,AN10B015,DNpe042
110132,10259,2,Li22,DNp11
801506,10259,2,INXXX063,DNp11
11841,10223,2,CB1301,DNpe056
23365,519771,2,PVLP088,DNp71
23375,10091,2,CL099,DNpe042
11834,11334,2,SIP091,DNpe045
23387,10223,2,,DNpe056
23393,10417,2,AVLP596,DNp103
23394,10259,2,LPLC4,DNp11
23403,519771,2,VES100,DNp71
11827,10001,2,CB1076,DNp01
11826,10106,2,PVLP151,DNp11
23439,11334,2,CB1995,DNpe045
23451,11334,2,PLP064_a,DNpe045
11818,10001,2,CB0758,DNp01
11814,10989,2,DNa04,DNp03
23504,11159,2,aIPg7,DNp71
23504,12628,2,aIPg7,DNpe042
11812,10732,2,LC31b,DNpe056
11812,10601,2,LC31b,DNpe025
801621,10106,2,IN06B054,DNp11
23524,10931,2,AVLP461,DNpe045
801628,11020,2,IN02A008,DNp05
23526,10558,2,LC9,DNp35
108853,12628,2,LoVP12,DNpe042
23544,10732,2,WED072,DNpe056
23546,10732,2,AVLP555,DNpe056
801653,10283,2,IN06B008,DNp103
108638,10091,2,PS005_e,DNpe042
11798,10931,2,PVLP138,DNpe045
11798,10417,2,PVLP138,DNp103
23590,10558,2,LPLC2,DNp35
108348,10106,2,Tm6,DNp11
11794,519771,2,LC31b,DNp71
11794,10091,2,LC31b,DNpe042
11791,10223,2,SIP104m,DNpe056
11790,10361,2,CB0397,DNg40
23637,12628,2,LHAD2c1,DNpe042
11789,11573,2,PLP015,DNpe021
801711,524001,2,IN02A013,DNp05
23659,10417,2,AVLP064,DNp103
23659,10283,2,AVLP064,DNp103
11785,10283,2,MBON33,DNp103
23673,10732,2,LHPD2c1,DNpe056
23680,11159,2,SIP141m,DNp71
11782,10923,2,SAD106,DNg40
11782,10197,2,SAD106,DNp02
801746,10197,2,IN06B042,DNp02
23691,10732,2,CB0829,DNpe056
23693,11159,2,VES023,DNp71
23695,10449,2,pC1_14a,DNpe025
23717,10283,2,,DNp103
23727,10091,2,AVLP256,DNpe042
107613,524001,2,PVLP214m,DNp05
23743,10223,2,LHAV1a1,DNpe056
107513,11573,2,LC4,DNpe021
11768,10234,2,AVLP593,DNp35
23780,10732,2,LHPV3a3_b,DNpe056
23784,10923,2,AN09B024,DNg40
11762,531898,2,PVLP013,DNp04
23792,10283,2,LC4,DNp103
11761,10283,2,VP1d+VP4_l2PN1,DNp103
11759,10449,2,SAD057,DNpe025
23807,10417,2,PVLP082,DNp103
801835,10223,2,IN03B034,DNpe056
107028,10259,2,Tm5c,DNp11
107008,10091,2,CL12X,DNpe042
107008,12628,2,CL12X,DNpe042
107003,10931,2,ICL005m,DNpe045
11754,10117,2,SAD052,DNp02
107003,10417,2,ICL005m,DNp103
801845,10601,2,IN27X002,DNpe025
801845,10931,2,IN27X002,DNpe045
106954,10259,2,TmY3,DNp11
23827,10449,2,PVLP048,DNpe025
23836,11137,2,GNG331,DNp04
23850,10584,2,OA-ASM2,DNp06
23850,10223,2,OA-ASM2,DNpe056
11742,10283,2,DNp104,DNp103
11742,10091,2,DNp104,DNpe042
106567,12628,2,CL118,DNpe042
106567,10361,2,CL118,DNg40
23878,10584,2,LPLC2,DNp06
23878,11159,2,LPLC2,DNp71
23889,11573,2,PLP150,DNpe021
23891,10223,2,DNge120,DNpe056
23891,10259,2,DNge120,DNp11
106373,10106,2,Tm5c,DNp11
23913,10234,2,LC17,DNp35
106293,12628,2,AN08B094,DNpe042
23919,10449,2,LPLC2,DNpe025
23919,10259,2,LPLC2,DNp11
23920,11334,2,CB3930,DNpe045
801939,10223,2,IN09A014,DNpe056
106185,10283,2,LoVP12,DNp103
23944,10091,2,CL261,DNpe042
23945,10283,2,AVLP190,DNp103
106154,10106,2,Tm6,DNp11
801956,10117,2,IN18B032,DNp02
11724,10558,2,DNp64,DNp35
23963,10417,2,SAD100,DNp103
23963,10228,2,SAD100,DNp06
23964,10923,2,CB1787,DNg40
23985,10106,2,CB3024,DNp11
23985,10117,2,CB3024,DNp02
23985,10001,2,CB3024,DNp01
801990,11137,2,SNpp30,DNp04
105806,12628,2,AN07B070,DNpe042
24022,10091,2,AN09B024,DNpe042
11713,10601,2,DNg101,DNpe025
11712,10584,2,PLP019,DNp06
24060,10601,2,AVLP743m,DNpe025
11711,10558,2,GNG006,DNp35
24065,10361,2,AVLP121,DNg40
24065,10228,2,AVLP121,DNp06
24070,10223,2,AVLP310,DNpe056
105382,524001,2,CL046,DNp05
24104,10234,2,AVLP261_a,DNp35
11706,10361,2,DNg111,DNg40
105289,11334,2,ICL003m,DNpe045
802097,10259,2,IN05B032,DNp11
24125,10228,2,PVLP028,DNp06
24125,11159,2,PVLP028,DNp71
24125,531898,2,PVLP028,DNp04
24133,10106,2,AN19B001,DNp11
24134,10417,2,AVLP067,DNp103
24136,10449,2,SMP702m,DNpe025
105059,10106,2,Li22,DNp11
24150,10931,2,CL056,DNpe045
11701,10283,2,mALD3,DNp103
11700,11573,2,CB1072,DNpe021
11700,11334,2,CB1072,DNpe045
11697,531898,2,AVLP500,DNp04
802166,10259,2,IN05B032,DNp11
104767,11573,2,PVLP134,DNpe021
24198,12628,2,CL272_a1,DNpe042
11693,10923,2,DNd03,DNg40
11693,10601,2,DNd03,DNpe025
11693,10223,2,DNd03,DNpe056
11691,10732,2,LHCENT11,DNpe056
104669,10989,2,PS004,DNp03
24227,524001,2,PVLP004,DNp05
802187,10223,2,IN23B009,DNpe056
24244,10259,2,TmY15,DNp11
24249,10732,2,,DNpe056
24268,10558,2,LPLC2,DNp35
24268,10601,2,LPLC2,DNpe025
24274,11159,2,CL118,DNp71
24277,10923,2,PS331,DNg40
24294,519771,2,AVLP059,DNp71
24298,10584,2,CL121_a,DNp06
24298,10417,2,CL121_a,DNp103
24298,10931,2,CL121_a,DNpe045
802244,519771,2,ANXXX008,DNp71
24308,10449,2,LPLC2,DNpe025
802259,11573,2,IN14B009,DNpe021
11680,10234,2,AVLP211,DNp35
11680,12628,2,AVLP211,DNpe042
24321,10931,2,,DNpe045
24324,10584,2,AVLP136,DNp06
11678,11573,2,SMP527,DNpe021
11678,10931,2,SMP527,DNpe045
24342,12628,2,AVLP526,DNpe042
24346,10752,2,LT77,DNp03
24347,10584,2,CL117,DNp06
11675,10283,2,CL065,DNp103
103920,10361,2,AMMC002,DNg40
103856,11573,2,LoVP12,DNpe021
24372,10732,2,AVLP192_b,DNpe056
24372,10601,2,AVLP192_b,DNpe025
24373,12628,2,VES096,DNpe042
103821,10361,2,PS208,DNg40
103744,10259,2,Tm37,DNp11
11667,10228,2,WED119,DNp06
11666,10010,2,SAD108,DNp01
11666,10117,2,SAD108,DNp02
24403,11159,2,CL268,DNp71
24403,10931,2,CL268,DNpe045
24403,10584,2,CL268,DNp06
103595,10223,2,LPC1,DNpe056
24409,10558,2,LC17,DNp35
24410,10223,2,CB1852,DNpe056
24410,12628,2,CB1852,DNpe042
802359,11020,2,IN07B023,DNp05
802359,10106,2,IN07B023,DNp11
802359,10259,2,IN07B023,DNp11
24426,12628,2,CL122_a,DNpe042
24426,519771,2,CL122_a,DNp71
11664,10558,2,AVLP209,DNp35
11661,11573,2,WED208,DNpe021
802378,10223,2,IN00A031,DNpe056
802383,10228,2,IN20A.22A003,DNp06
802385,10558,2,IN06B024,DNp35
103261,11573,2,PVLP108,DNpe021
24465,11137,2,PVLP046,DNp04
11656,10931,2,AVLP369,DNpe045
24489,10601,2,LH007m,DNpe025
24496,10091,2,CL261,DNpe042
802410,11334,2,INXXX355,DNpe045
24504,10361,2,CB3302,DNg40
24504,10449,2,CB3302,DNpe025
24508,10732,2,LPLC1,DNpe056
24509,11159,2,PVLP112,DNp71
11649,10449,2,SIP104m,DNpe025
102914,10259,2,LPC1,DNp11
24538,10234,2,AVLP261_a,DNp35
11647,10732,2,DNpe006,DNpe056
24548,10283,2,CB2481,DNp103
24552,10417,2,CB2624,DNp103
24561,10601,2,PVLP085,DNpe025
24568,10931,2,LPLC2,DNpe045
802455,10931,2,INXXX008,DNpe045
102662,12628,2,CL023,DNpe042
802478,10001,2,GFC2,DNp01
24606,10417,2,CB3499,DNp103
24610,10283,2,CB3264,DNp103
24613,519771,2,SIP145m,DNp71
102507,10259,2,Tlp12,DNp11
24621,10584,2,CB3435,DNp06
24626,10584,2,WED127,DNp06
24626,10106,2,WED127,DNp11
24626,10117,2,WED127,DNp02
24626,11334,2,WED127,DNpe045
102419,10001,2,ICL004m_b,DNp01
11637,10989,2,PLP092,DNp03
102413,10449,2,AOTU059,DNpe025
802561,10228,2,IN00A048,DNp06
24687,10558,2,PVLP131,DNp35
24687,10091,2,PVLP131,DNpe042
11626,11159,2,PLP208,DNp71
24717,10558,2,AVLP526,DNp35
11613,10283,2,DNp45,DNp103
24761,11159,2,,DNp71
24771,10558,2,CB1044,DNp35
24772,10234,2,PVLP046,DNp35
24800,10601,2,LPLC2,DNpe025
24800,12628,2,LPLC2,DNpe042
802681,10010,2,IN06B008,DNp01
802681,10283,2,IN06B008,DNp103
802681,11573,2,IN06B008,DNpe021
24824,10417,2,LC6,DNp103
24829,12628,2,aSP10A_a,DNpe042
24840,10234,2,LPLC2,DNp35
24840,10931,2,LPLC2,DNpe045
101221,10234,2,PVLP128,DNp35
101193,11020,2,PS007,DNp05
802730,10259,2,IN11A020,DNp11
11601,11159,2,5-HTPLP01,DNp71
24862,10752,2,GNG659,DNp03
24865,10091,2,AVLP059,DNpe042
11599,519771,2,AVLP429,DNp71
11599,10732,2,AVLP429,DNpe056
11599,10449,2,AVLP429,DNpe025
11599,10259,2,AVLP429,DNp11
24876,10228,2,CB4173,DNp06
24893,519771,2,CB3277,DNp71
24905,10259,2,MeLo13,DNp11
11590,10417,2,MeVP23,DNp103
24928,10197,2,CB1194,DNp02
100641,10417,2,,DNp103
11589,10361,2,GNG311,DNg40
100551,10259,2,LC29,DNp11
100485,10449,2,LC4,DNpe025
11583,10010,2,VP1d+VP4_l2PN2,DNp01
802868,11137,2,IN11A020,DNp04
802868,10584,2,IN11A020,DNp06
11580,519771,2,AVLP539,DNp71
11579,10732,2,LT82a,DNpe056
24993,10449,2,AVLP521,DNpe025
100234,10449,2,AN05B050_a,DNpe025
100230,10223,2,LLPC1,DNpe056
25025,10234,2,CB2090,DNp35
25031,10417,2,LPLC1,DNp103
25035,11573,2,CL267,DNpe021
11571,11020,2,AOTU042,DNp05
99978,10106,2,T2a,DNp11
802935,12628,2,IN23B012,DNpe042
25055,11573,2,LoVP26,DNpe021
25055,524001,2,LoVP26,DNp05
25058,10931,2,AVLP040,DNpe045
25058,10584,2,AVLP040,DNp06
11569,10223,2,5-HTPLP01,DNpe056
11567,10923,2,WED046,DNg40
25075,10234,2,CB1255,DNp35
25075,10283,2,CB1255,DNp103
25092,10923,2,ANXXX082,DNg40
11562,10449,2,MeVP18,DNpe025
99700,10361,2,,DNg40
25108,10361,2,JO-A2,DNg40
25108,10228,2,JO-A2,DNp06
99687,11334,2,AVLP195,DNpe045
25110,10259,2,CB4248,DNp11
25110,10283,2,CB4248,DNp103
802995,10223,2,IN00A031,DNpe056
25138,10106,2,Li26,DNp11
99541,12628,2,ICL004m_a,DNpe042
11549,531898,2,AVLP535,DNp04
99333,10223,2,LLPC1,DNpe056
25193,11573,2,LC6,DNpe021
25196,12628,2,PRW012,DNpe042
25204,10223,2,pC1_13a,DNpe056
11542,10601,2,GNG351,DNpe025
25225,12628,2,AVLP558,DNpe042
11540,10989,2,DNge152,DNp03
11538,12628,2,CB1005,DNpe042
11538,10283,2,CB1005,DNp103
25235,10732,2,CL078_c,DNpe056
11537,10283,2,CL365,DNp103
11537,10558,2,CL365,DNp35
11536,10417,2,AVLP243,DNp103
11535,10449,2,AVLP749m,DNpe025
25253,10601,2,LPLC2,DNpe025
11532,10732,2,PPM1203,DNpe056
11532,11334,2,PPM1203,DNpe045
11532,10923,2,PPM1203,DNg40
11532,10283,2,PPM1203,DNp103
25260,10417,2,LPLC1,DNp103
25267,11159,2,LPLC2,DNp71
25289,10223,2,VES023,DNpe056
25292,10558,2,AVLP265,DNp35
25292,10931,2,AVLP265,DNpe045
25298,10732,2,LLPC1,DNpe056
25301,10449,2,SIP122m,DNpe025
98666,10259,2,Y14,DNp11
25326,11573,2,CB2412,DNpe021
98545,10417,2,LAL136_a,DNp103
25348,519771,2,CB2330,DNp71
25357,10989,2,DNg02_d,DNp03
25377,10234,2,CB1932,DNp35
25377,10601,2,CB1932,DNpe025
25381,10228,2,CL117,DNp06
98266,10234,2,LC18,DNp35
803227,10228,2,IN05B043,DNp06
25392,10228,2,PVLP111,DNp06
25392,10449,2,PVLP111,DNpe025
25395,10732,2,PVLP209m,DNpe056
803251,10732,2,IN00A042,DNpe056
11508,11020,2,AN02A001,DNp05
25416,10283,2,LHAV1a3,DNp103
25423,10558,2,LC17,DNp35
11507,11020,2,PLP211,DNp05
11507,10106,2,PLP211,DNp11
11507,10259,2,PLP211,DNp11
25434,10931,2,AVLP312,DNpe045
25438,10752,2,SAD064,DNp03
25471,519771,2,SAD006,DNp71
25473,10234,2,SIP118m,DNp35
25473,10558,2,SIP118m,DNp35
25473,11573,2,SIP118m,DNpe021
25478,10449,2,FLA001m,DNpe025
11498,10010,2,LPLC2,DNp01
25497,11334,2,LPLC2,DNpe045
25497,10732,2,LPLC2,DNpe056
803337,11020,2,IN06A014,DNp05
25503,11159,2,AVLP461,DNp71
25524,10449,2,LPLC2,DNpe025
25538,10091,2,AVLP526,DNpe042
803377,11573,2,IN07B054,DNpe021
803377,10228,2,IN07B054,DNp06
11486,10228,2,DNd03,DNp06
25555,10228,2,LAL136_b,DNp06
25558,10234,2,LC17,DNp35
11485,10931,2,MeVPLo1,DNpe045
803397,10223,2,INXXX331,DNpe056
25571,10558,2,,DNp35
25572,10449,2,LPLC2,DNpe025
25572,524001,2,LPLC2,DNp05
25588,10106,2,TmY19b,DNp11
25593,10106,2,CB1194,DNp11
25593,10117,2,CB1194,DNp02
25608,10989,2,PVLP125,DNp03
25615,12628,2,CL261,DNpe042
25615,10558,2,CL261,DNp35
11476,10259,2,SAD112_b,DNp11
96986,10259,2,Tm3,DNp11
11475,10923,2,DNg27,DNg40
11475,10417,2,DNg27,DNp103
803449,11137,2,IN00A048,DNp04
11472,10091,2,PVLP015,DNpe042
11472,10010,2,PVLP015,DNp01
803537,11159,2,IN17A028,DNp71
25724,12628,2,CL121_b,DNpe042
96507,10106,2,Tm3,DNp11
803564,10732,2,IN00A008,DNpe056
11462,10106,2,AVLP502,DNp11
803583,10223,2,INXXX056,DNpe056
96349,10259,2,T2,DNp11
803597,10197,2,IN05B065,DNp02
96290,10106,2,Tm6,DNp11
11457,10732,2,LAL108,DNpe056
11456,10117,2,AMMC013,DNp02
803630,10223,2,IN00A045,DNpe056
25826,10091,2,AVLP194_c2,DNpe042
25826,11159,2,AVLP194_c2,DNp71
11451,10106,2,SAD051_a,DNp11
11451,10117,2,SAD051_a,DNp02
803653,10931,2,IN04A002,DNpe045
11448,10091,2,OCG06,DNpe042
25839,10091,2,AVLP176_d,DNpe042
11446,10732,2,MeVP49,DNpe056
25854,10234,2,LPLC2,DNp35
25854,10449,2,LPLC2,DNpe025
25856,10091,2,AVLP311_a1,DNpe042
25861,12628,2,DNge038,DNpe042
11444,11573,2,PLP016,DNpe021
25880,10223,2,SAD009,DNpe056
803734,10732,2,IN00A045,DNpe056
803737,10584,2,IN01A050,DNp06
803743,524001,2,IN07B023,DNp05
25912,10283,2,CB2207,DNp103
25912,11334,2,CB2207,DNpe045
25955,10228,2,CB3433,DNp06
25955,10091,2,CB3433,DNpe042
803792,10197,2,IN11A020,DNp02
803792,12628,2,IN11A020,DNpe042
803795,10584,2,GFC3,DNp06
11431,11137,2,AN05B102a,DNp04
25970,10449,2,PVLP048,DNpe025
803841,10259,2,IN18B038,DNp11
95237,519771,2,PVLP111,DNp71
11425,10091,2,CB0429,DNpe042
11425,10417,2,CB0429,DNp103
11425,10283,2,CB0429,DNp103
803860,10752,2,IN06B042,DNp03
26005,11573,2,PLP053,DNpe021
26012,10259,2,AN03B011,DNp11
11423,12628,2,CRE100,DNpe042
95118,10223,2,LPC1,DNpe056
26018,10361,2,GNG349,DNg40
26018,10923,2,GNG349,DNg40
26021,10259,2,CB3499,DNp11
95089,10106,2,Tm3,DNp11
26046,10106,2,TmY19a,DNp11
26084,10361,2,CB2207,DNg40
94840,10106,2,Tm6,DNp11
803971,10584,2,IN18B038,DNp06
803984,10931,2,IN12A053_a,DNpe045
803986,531898,2,IN00A050,DNp04
26134,10228,2,CB3739,DNp06
11405,10584,2,LAL016,DNp06
26146,10417,2,ANXXX154,DNp103
26147,12628,2,LPLC2,DNpe042
804032,10931,2,INXXX423,DNpe045
804069,10197,2,IN00A036,DNp02
804069,10223,2,IN00A036,DNpe056
26198,519771,2,VES019,DNp71
94247,524001,2,PVLP060,DNp05
94221,11334,2,CB2207,DNpe045
26226,10732,2,,DNpe056
804115,524001,2,IN08B051_b,DNp05
26256,10449,2,AOTU059,DNpe025
804145,10449,2,IN12B028,DNpe025
26262,10558,2,LC31b,DNp35
93867,11137,2,CB2175,DNp04
11381,10931,2,CL094,DNpe045
804194,10732,2,IN00A031,DNpe056
11378,11137,2,CB1280,DNp04
26290,10752,2,PS208,DNp03
26290,10106,2,PS208,DNp11
26290,10283,2,PS208,DNp103
11376,10601,2,AVLP017,DNpe025
11375,11334,2,MeVPLo1,DNpe045
11372,11159,2,LC9,DNp71
804253,10259,2,IN18B038,DNp11
93458,10106,2,TmY13,DNp11
26344,10361,2,GNG458,DNg40
26362,11020,2,LC22,DNp05
11366,10449,2,AVLP300_a,DNpe025
26372,10106,2,TmY15,DNp11
26393,10601,2,LPLC2,DNpe025
26393,11159,2,LPLC2,DNp71
93217,10106,2,Tm4,DNp11
11361,519771,2,CL367,DNp71
11361,10361,2,CL367,DNg40
26402,10001,2,WED055_a,DNp01
804351,10091,2,AN27X019,DNpe042
26416,10931,2,LPLC2,DNpe045
26416,10234,2,LPLC2,DNp35
804364,12628,2,IN07B054,DNpe042
804364,10417,2,IN07B054,DNp103
26430,10234,2,VES019,DNp35
26430,10417,2,VES019,DNp103
26430,10558,2,VES019,DNp35
26430,11334,2,VES019,DNpe045
26438,11573,2,AVLP459,DNpe021
92936,10223,2,DNge083,DNpe056
26481,10283,2,AVLP525,DNp103
26510,11020,2,LC22,DNp05
804452,10197,2,IN00A055,DNp02
11343,10601,2,SMP586,DNpe025
26528,10234,2,LPLC2,DNp35
92538,10558,2,AVLP455,DNp35
92485,10106,2,Tm4,DNp11
11336,10091,2,GNG589,DNpe042
804540,10989,2,IN19A026,DNp03
26577,12628,2,AVLP274_a,DNpe042
11334,10558,2,DNpe045,DNp35
92242,10106,2,Tm3,DNp11
11331,10449,2,AVLP758m,DNpe025
804594,10117,2,IN23B008,DNp02
92194,10223,2,CB2869,DNpe056
11325,10091,2,AVLP034,DNpe042
26650,11573,2,CB1017,DNpe021
26650,12628,2,CB1017,DNpe042
91953,11573,2,MeVP1,DNpe021
26687,10601,2,AN01B005,DNpe025
26687,524001,2,AN01B005,DNp05
26696,10106,2,TmY19b,DNp11
26704,10228,2,AVLP182,DNp06
26722,11334,2,aIPg5,DNpe045
26741,10234,2,PVLP048,DNp35
26741,519771,2,PVLP048,DNp71
11313,10558,2,AVLP395,DNp35
11311,519771,2,CL248,DNp71
11311,10283,2,CL248,DNp103
11311,10931,2,CL248,DNpe045
804856,10001,2,IN18B034,DNp01
804856,531898,2,IN18B034,DNp04
11303,524001,2,PLP211,DNp05
11303,10361,2,PLP211,DNg40
11303,10106,2,PLP211,DNp11
11302,10449,2,DNg104,DNpe025
26863,10558,2,LC17,DNp35
91134,11573,2,CB3907,DNpe021
804905,10584,2,IN00A048,DNp06
804905,12628,2,IN00A048,DNpe042
804905,531898,2,IN00A048,DNp04
26893,12628,2,AVLP182,DNpe042
11298,11573,2,DNp49,DNpe021
11298,10197,2,DNp49,DNp02
91061,10106,2,Tm4,DNp11
26911,10091,2,AVLP198,DNpe042
26915,11334,2,LPLC2,DNpe045
90960,10091,2,LoVP12,DNpe042
90960,12628,2,LoVP12,DNpe042
804978,10117,2,IN00A036,DNp02
11290,10923,2,DNp66,DNg40
90782,10449,2,AVLP205,DNpe025
11287,10106,2,WED108,DNp11
11285,524001,2,CB1078,DNp05
11285,10283,2,CB1078,DNp103
26996,10106,2,LC9,DNp11
27010,10259,2,CB0956,DNp11
90589,10361,2,AMMC035,DNg40
90589,10010,2,AMMC035,DNp01
11279,12628,2,CL365,DNpe042
27023,10091,2,LPLC2,DNpe042
27029,10283,2,CB1550,DNp103
27029,10091,2,CB1550,DNpe042
27037,10228,2,AVLP178,DNp06
27055,11334,2,CB4102,DNpe045
11272,12628,2,PVLP062,DNpe042
11272,11573,2,PVLP062,DNpe021
27067,10106,2,LC10a,DNp11
805105,10091,2,IN06B063,DNpe042
11268,519771,2,CL319,DNp71
11268,11573,2,CL319,DNpe021
11268,10223,2,CL319,DNpe056
27091,10001,2,WED118,DNp01
11266,10752,2,PS359,DNp03
27103,10283,2,VES019,DNp103
27121,10228,2,AVLP145,DNp06
11261,10417,2,DNp54,DNp103
27165,10558,2,LC11,DNp35
11259,12628,2,DNp68,DNpe042
805229,11334,2,IN27X003,DNpe045
27181,10234,2,CL004,DNp35
27181,12628,2,CL004,DNpe042
89820,10106,2,Tm5c,DNp11
11257,11159,2,DNp45,DNp71
11257,10584,2,DNp45,DNp06
89779,10989,2,CB4072,DNp03
89700,11573,2,LC6,DNpe021
805278,10259,2,IN05B061,DNp11
11253,10732,2,SAD071,DNpe056
89662,10584,2,LLPC1,DNp06
89662,10732,2,LLPC1,DNpe056
11252,531898,2,PVLP017,DNp04
11252,10931,2,PVLP017,DNpe045
11252,10361,2,PVLP017,DNg40
11252,10197,2,PVLP017,DNp02
11252,10091,2,PVLP017,DNpe042
27250,10601,2,GNG146,DNpe025
27250,519771,2,GNG146,DNp71
11251,10283,2,DNpe043,DNp103
27254,10091,2,DNg01_c,DNpe042
11250,10732,2,AVLP501,DNpe056
27270,11159,2,SAD200m,DNp71
89494,10106,2,T2a,DNp11
27291,10732,2,LLPC1,DNpe056
27294,10228,2,PVLP064,DNp06
805362,10283,2,AN27X011,DNp103
11242,10106,2,SAD110,DNp11
11242,10584,2,SAD110,DNp06
27331,519771,2,AVLP461,DNp71
89239,12628,2,AVLP198,DNpe042
89239,10091,2,AVLP198,DNpe042
11237,10106,2,AVLP594,DNp11
11231,10417,2,GNG107,DNp103
27393,10931,2,SLP228,DNpe045
27399,10259,2,LPLC2,DNp11
27399,10931,2,LPLC2,DNpe045
11228,10923,2,GNG112,DNg40
27408,11159,2,CB2472,DNp71
27408,10558,2,CB2472,DNp35
27408,10923,2,CB2472,DNg40
27413,10417,2,CL055,DNp103
805485,11137,2,IN05B085,DNp04
805485,531898,2,IN05B085,DNp04
805525,10010,2,IN18B034,DNp01
27467,10558,2,AVLP311_a1,DNp35
27471,12628,2,LPLC2,DNpe042
11218,10228,2,AVLP039,DNp06
11218,10234,2,AVLP039,DNp35
27500,10449,2,CB4072,DNpe025
27500,10989,2,CB4072,DNp03
11216,10989,2,PS230,DNp03
27516,10223,2,AVLP234,DNpe056
27516,10558,2,AVLP234,DNp35
11214,519771,2,LoVC22,DNp71
11214,10931,2,LoVC22,DNpe045
27585,10283,2,CB1932,DNp103
27604,10223,2,LPC1,DNpe056
88105,10732,2,aSP10B,DNpe056
11205,10106,2,SAD073,DNp11
11205,10228,2,SAD073,DNp06
11205,10417,2,SAD073,DNp103
27619,10732,2,PVLP216m,DNpe056
27619,10223,2,PVLP216m,DNpe056
27620,11334,2,CB1638,DNpe045
11204,11334,2,DNp49,DNpe045
27648,519771,2,CL120,DNp71
88007,10234,2,LC18,DNp35
27658,10584,2,CB1463,DNp06
87921,10091,2,CL024_a,DNpe042
11193,10197,2,ALIN6,DNp02
11193,10417,2,ALIN6,DNp103
27714,10234,2,ANXXX152,DNp35
27716,10449,2,LPLC2,DNpe025
27796,10091,2,LPLC2,DNpe042
805992,519771,2,AN27X011,DNp71
805994,10989,2,IN06B055,DNp03
805998,10259,2,IN06B036,DNp11
27805,10223,2,AVLP527,DNpe056
27805,10558,2,AVLP527,DNp35
806005,10001,2,IN00A043,DNp01
806005,10417,2,IN00A043,DNp103
27809,10584,2,LC14a-1,DNp06
87323,10223,2,PLP053,DNpe056
27827,10601,2,CB1852,DNpe025
27829,10361,2,LC4,DNg40
27829,10234,2,LC4,DNp35
27832,10223,2,AVLP394,DNpe056
87222,10106,2,T2a,DNp11
11177,10558,2,DNp09,DNp35
11177,10117,2,DNp09,DNp02
27839,10283,2,AVLP385,DNp103
27841,11020,2,WED056,DNp05
806077,11137,2,IN05B085,DNp04
806077,531898,2,IN05B085,DNp04
87056,10106,2,Tm4,DNp11
27878,10732,2,CL266_b2,DNpe056
27878,10601,2,CL266_b2,DNpe025
806125,10584,2,IN07B054,DNp06
27887,10558,2,CB0115,DNp35
27911,12628,2,CL096,DNpe042
806171,10732,2,IN06B056,DNpe056
806184,10001,2,IN00A059,DNp01
806184,12628,2,IN00A059,DNpe042
806190,10732,2,IN05B066,DNpe056
27933,10931,2,SLP227,DNpe045
27937,10361,2,WED057,DNg40
27944,10989,2,CB4072,DNp03
11164,10010,2,GNG124,DNp01
806217,10417,2,IN00A043,DNp103
27961,10417,2,,DNp103
27961,524001,2,,DNp05
27968,10558,2,PVLP109,DNp35
11160,11334,2,DNd02,DNpe045
86594,531898,2,CB1109,DNp04
86590,10732,2,,DNpe056
86551,10223,2,LPC1,DNpe056
806284,10091,2,IN11A021,DNpe042
806284,10197,2,IN11A021,DNp02
806286,10931,2,IN06A050,DNpe045
28011,10259,2,LPLC2,DNp11
28011,10931,2,LPLC2,DNpe045
806316,531898,2,IN11A014,DNp04
11154,10417,2,WED189,DNp103
86320,10106,2,Tm4,DNp11
86314,10106,2,LPC1,DNp11
806407,10361,2,IN11A042,DNg40
11145,10417,2,MBON20,DNp103
28092,10584,2,,DNp06
28092,10732,2,,DNpe056
28097,10283,2,AVLP047,DNp103
28105,10417,2,ANXXX154,DNp103
28105,10449,2,ANXXX154,DNpe025
806440,10106,2,IN18B038,DNp11
11142,10558,2,PS059,DNp35
28136,12628,2,AVLP527,DNpe042
28139,10010,2,SMP501,DNp01
11137,12628,2,DNp04,DNpe042
11137,10989,2,DNp04,DNp03
28140,10223,2,LPLC4,DNpe056
28160,10449,2,CL001,DNpe025
28165,12628,2,AN08B084,DNpe042
11133,10732,2,DNp70,DNpe056
