body_pre,body_post,weight,source_type,descending_type
11573,10259,20,DNpe021,DNp11
24177,10584,20,LPLC1,DNp06
13651,10449,20,PVLP211m_c,DNpe025
13282,12628,20,CB0647,DNpe042
39620,10732,20,LPLC2,DNpe056
39620,10584,20,LPLC2,DNp06
10801,524001,20,LPLC4,DNp05
513552,10989,20,CB0734,DNp03
522346,531898,20,PVLP013,DNp04
34372,11137,20,LPLC2,DNp04
518586,10091,20,CL269,DNpe042
21240,10584,20,LPLC1,DNp06
28109,10228,20,AVLP525,DNp06
17270,10752,20,LC4,DNp03
16445,10558,20,PVLP123,DNp35
18940,10091,20,AN05B006,DNpe042
12661,10259,20,LPLC1,DNp11
27037,10283,20,AVLP178,DNp103
30087,10752,20,LC4,DNp03
525497,10584,20,PVLP034,DNp06
20967,524001,20,LC4,DNp05
25636,10001,20,LPLC2,DNp01
814460,10001,20,AN08B098,DNp01
14262,10228,20,OCG06,DNp06
19095,10417,20,CB3630,DNp103
11154,10197,20,WED189,DNp02
21249,10558,20,LC11,DNp35
157265,10223,20,LLPC1,DNpe056
521988,10234,20,CB3404,DNp35
17356,10449,20,CB1883,DNpe025
10094,10091,20,AVLP597,DNpe042
517078,10449,20,LPLC2,DNpe025
536933,10752,20,LC22,DNp03
10604,10091,20,CL063,DNpe042
829966,10001,20,,DNp01
26416,531898,20,LPLC2,DNp04
19842,11137,20,LPLC2,DNp04
115450,10417,20,AVLP040,DNp103
15352,10228,20,CB3692,DNp06
14993,10228,20,PLP017,DNp06
32911,10449,20,SIP119m,DNpe025
31918,10283,20,AVLP037,DNp103
17998,10010,20,SAD021_c,DNp01
19608,10923,20,LPLC2,DNg40
25473,10228,20,SIP118m,DNp06
26344,10091,20,GNG458,DNpe042
10499,10584,20,DNge039,DNp06
15711,11573,20,CL090_e,DNpe021
531014,10223,20,LPLC2,DNpe056
20219,524001,20,LPLC4,DNp05
17918,10449,20,AVLP734m,DNpe025
11015,11020,20,MeVPMe3,DNp05
13487,10234,20,LC11,DNp35
15696,10091,20,GNG554,DNpe042
21722,10584,20,LPLC1,DNp06
33122,524001,20,AOTU007,DNp05
524971,10601,20,PVLP005,DNpe025
31661,10234,20,LPLC1,DNp35
36377,10584,20,LPLC1,DNp06
30803,10989,20,LC4,DNp03
20239,10584,20,SIP118m,DNp06
15059,10449,20,VES022,DNpe025
25473,12628,20,SIP118m,DNpe042
19911,10361,20,LPLC2,DNg40
16710,11020,20,VES203m,DNp05
36519,10228,20,AVLP176_c,DNp06
10944,10228,20,SAD098,DNp06
23240,10417,20,CB3433,DNp103
20661,10558,20,AVLP262,DNp35
21165,11020,20,LC4,DNp05
28302,10417,20,CB2624,DNp103
20143,10010,20,CB4102,DNp01
800062,10923,20,IN06B001,DNg40
21540,10989,20,LPLC1,DNp03
11705,11573,20,CL257,DNpe021
10287,10417,20,AVLP606,DNp103
516909,10228,20,LC4,DNp06
13600,10417,20,CB2664,DNp103
22297,10449,20,AVLP709m,DNpe025
521693,10259,20,PVLP122,DNp11
11315,10417,20,CB2132,DNp103
22127,10732,20,AVLP221,DNpe056
11675,11020,20,CL065,DNp05
11652,12628,20,GNG584,DNpe042
15582,10228,20,AVLP508,DNp06
41890,10558,20,LHAV2b4,DNp35
118417,10010,20,PS005_e,DNp01
13095,10223,20,LHAV2b2_b,DNpe056
34110,10732,20,LPLC2,DNpe056
34110,10923,20,LPLC2,DNg40
514191,10752,20,LPLC1,DNp03
15253,10228,20,LPLC1,DNp06
27805,12628,20,AVLP527,DNpe042
13919,10001,20,CL022_b,DNp01
534038,11334,20,PVLP062,DNpe045
529031,11137,20,GNG300,DNp04
534038,10931,20,PVLP062,DNpe045
36717,10283,20,SAD023,DNp103
12614,10361,20,SAD092,DNg40
27816,10223,20,ANXXX027,DNpe056
38073,11573,20,AVLP197,DNpe021
28297,10417,20,CB3435,DNp103
521212,519771,20,ICL012m,DNp71
517677,10234,20,SIP146m,DNp35
524366,10010,20,LPLC2,DNp01
14169,12628,20,GNG575,DNpe042
517333,519771,20,AVLP521,DNp71
25902,10558,20,LC11,DNp35
19712,10228,20,LC31a,DNp06
807820,10091,20,IN00A048,DNpe042
27566,10923,20,LPLC2,DNg40
27566,10584,20,LPLC2,DNp06
513235,12628,20,AN00A006,DNpe042
19830,519771,20,LPLC2,DNp71
524375,10228,20,CB1108,DNp06
524670,10417,20,PLP013,DNp103
29529,10989,20,LPLC1,DNp03
52886,10234,20,AVLP260,DNp35
28652,10106,20,LC9,DNp11
14861,10601,20,WED060,DNpe025
15792,12628,20,CL071_b,DNpe042
22324,10558,20,LPLC1,DNp35
13114,10584,20,SAD064,DNp06
10667,10091,20,AVLP210,DNpe042
25121,11159,20,AVLP521,DNp71
69439,10449,20,AVLP299_c,DNpe025
12051,10931,20,AOTU101m,DNpe045
14017,10117,20,CL022_c,DNp02
12051,12628,20,AOTU101m,DNpe042
521675,10197,20,AN05B006,DNp02
65709,11334,20,CB1005,DNpe045
19672,10601,20,pC1_13a,DNpe025
21804,10117,20,LC4,DNp02
803986,10584,20,IN00A050,DNp06
24687,12628,20,PVLP131,DNpe042
519320,10752,20,SIP020_c,DNp03
525351,11573,20,CB3908,DNpe021
16637,12628,20,CL095,DNpe042
21795,10417,20,CL108,DNp103
27716,531898,20,LPLC2,DNp04
19589,10001,20,LPLC2,DNp01
10995,531898,20,PVLP120,DNp04
22922,10259,20,LC4,DNp11
15846,10752,20,SAD044,DNp03
15861,10283,20,PVLP026,DNp103
21522,10417,20,CB2512,DNp103
19454,10106,20,PVLP024,DNp11
31828,10106,20,LC9,DNp11
22911,10558,20,LPLC1,DNp35
22261,11137,20,LPLC2,DNp04
523644,10931,20,SAD072,DNpe045
22772,10752,20,LC4,DNp03
16251,10283,20,CB2659,DNp103
13722,10417,20,LC23,DNp103
30356,10106,20,LC9,DNp11
29865,10283,20,LC31a,DNp103
33396,10584,20,LPLC2,DNp06
83492,519771,20,AVLP177_a,DNp71
10698,10228,20,CL092,DNp06
19209,11334,20,CL266_a1,DNpe045
537095,10417,20,CB2459,DNp103
19209,10584,20,CL266_a1,DNp06
520815,12628,20,FLA017,DNpe042
28249,10584,20,LPLC1,DNp06
28249,10106,20,LPLC1,DNp11
28239,10234,20,LPLC1,DNp35
15831,10010,20,AVLP605,DNp01
514792,10259,20,LPLC1,DNp11
32061,10106,20,LC9,DNp11
28741,10283,20,LPLC2,DNp103
14164,10234,20,LC11,DNp35
523834,10449,20,mAL_m5c,DNpe025
26528,10417,20,LPLC2,DNp103
11303,10228,20,PLP211,DNp06
11507,10584,20,PLP211,DNp06
521115,531898,20,LPLC2,DNp04
55129,10283,20,LC31a,DNp103
34276,10106,20,LC9,DNp11
22883,10752,20,LPLC4,DNp03
520606,10234,20,PVLP014,DNp35
54235,10558,20,LC31a,DNp35
25267,10283,20,LPLC2,DNp103
28585,12628,20,aSP10B,DNpe042
11311,12628,20,CL248,DNpe042
10069,10989,20,AN07B004,DNp03
514293,11573,20,CL268,DNpe021
29295,10283,20,AVLP177_a,DNp103
514293,10417,20,CL268,DNp103
12020,10228,20,AVLP592,DNp06
19721,10228,20,AVLP040,DNp06
15753,10223,20,LHAV2b2_d,DNpe056
25839,11334,20,AVLP176_d,DNpe045
12384,10228,20,LPLC2,DNp06
523808,10417,20,VES099,DNp103
11448,10584,20,OCG06,DNp06
101681,10001,20,AN08B098,DNp01
534319,10234,20,AVLP189_b,DNp35
15299,10091,20,SIP118m,DNpe042
52652,524001,20,LPLC4,DNp05
13790,10449,20,AVLP761m,DNpe025
31301,10752,20,LC4,DNp03
12384,10417,20,LPLC2,DNp103
19638,10228,20,CB1314,DNp06
17284,11137,20,,DNp04
12384,10010,20,LPLC2,DNp01
22047,10091,20,AN00A006,DNpe042
16578,10417,20,AVLP521,DNp103
536444,10361,20,LPLC2,DNg40
556556,10752,20,LPLC4,DNp03
514711,10417,20,AVLP168,DNp103
21336,10106,20,LC4,DNp11
12768,10361,20,SAD110,DNg40
15774,10584,20,AVLP109,DNp06
44345,10931,20,CB3439,DNpe045
29598,10584,20,LPLC2,DNp06
23349,10417,20,LPLC2,DNp103
12628,10091,20,DNpe042,DNpe042
12693,10752,20,PS180,DNp03
15733,10923,20,CB3544,DNg40
32170,10283,20,LC31a,DNp103
20730,12628,20,AVLP541,DNpe042
806294,10091,20,IN00A059,DNpe042
30153,10001,20,AMMC019,DNp01
21003,10228,20,LPLC1,DNp06
521210,10584,20,PLP017,DNp06
17653,10228,20,LC4,DNp06
23942,11020,20,PVLP207m,DNp05
556556,524001,20,LPLC4,DNp05
12940,10234,20,AVLP573,DNp35
25027,10010,20,LPLC2,DNp01
17857,10259,20,LPLC1,DNp11
20624,10449,20,AVLP551,DNpe025
24338,10117,20,LC4,DNp02
14245,10106,20,MeLo8,DNp11
39118,11573,20,,DNpe021
41097,10417,20,LPLC2,DNp103
13786,10989,20,PLP018,DNp03
80085,10197,20,CL022_b,DNp02
25790,10584,20,AVLP037,DNp06
22966,10989,20,LC4,DNp03
25286,10449,20,LPLC2,DNpe025
520409,10228,20,CL268,DNp06
25435,10752,20,LPLC1,DNp03
25615,11334,20,CL261,DNpe045
11851,10091,20,,DNpe042
15052,11573,19,PVLP100,DNpe021
10263,531898,19,GNG300,DNp04
25538,10732,19,AVLP526,DNpe056
10804,11159,19,MBON20,DNp71
37192,10417,19,PVLP008_c,DNp103
30893,10361,19,LPLC2,DNg40
30895,10417,19,LPLC2,DNp103
527654,10752,19,PS208,DNp03
81112,10259,19,LC4,DNp11
25524,531898,19,LPLC2,DNp04
81112,10228,19,LC4,DNp06
31006,524001,19,LC23,DNp05
34681,10001,19,LPLC2,DNp01
12501,10223,19,PLP018,DNpe056
10180,524001,19,AN02A002,DNp05
25607,531898,19,PVLP046,DNp04
29295,10234,19,AVLP177_a,DNp35
22848,10228,19,SIP145m,DNp06
18710,10584,19,LPLC1,DNp06
23938,10283,19,LPLC1,DNp103
19787,519771,19,LPLC2,DNp71
22828,10417,19,PVLP080_b,DNp103
80085,10234,19,CL022_b,DNp35
30883,10001,19,CL323,DNp01
525460,10449,19,AVLP729m,DNpe025
517015,10234,19,LC21,DNp35
22623,10091,19,CB1534,DNpe042
849981,10001,19,IN00A039,DNp01
34409,10584,19,SIP145m,DNp06
19183,519771,19,LHAV2b2_a,DNp71
806719,10228,19,IN00A050,DNp06
106185,11159,19,LoVP12,DNp71
521947,10417,19,AVLP189_a,DNp103
20162,11137,19,LPLC2,DNp04
62261,10558,19,LC21,DNp35
17774,10010,19,LPLC2,DNp01
30877,10752,19,LPLC1,DNp03
11128,10234,19,AVLP085,DNp35
16074,10558,19,PVLP072,DNp35
10315,10091,19,SAD073,DNpe042
34407,531898,19,LPLC2,DNp04
20758,10259,19,LPLC1,DNp11
550121,10449,19,AOTU008,DNpe025
25497,10923,19,LPLC2,DNg40
806737,10010,19,IN13A022,DNp01
22562,10732,19,PVLP082,DNpe056
29955,10417,19,LPLC2,DNp103
15424,10417,19,PVLP031,DNp103
21877,10417,19,LC31a,DNp103
15018,10361,19,LC4,DNg40
22584,10417,19,,DNp103
24221,10584,19,,DNp06
18365,524001,19,LPLC4,DNp05
64850,10584,19,CB3683,DNp06
25490,10558,19,LC11,DNp35
18319,10106,19,TmY19b,DNp11
47539,10283,19,CB2431,DNp103
111787,10752,19,LC4,DNp03
23870,10361,19,CB1908,DNg40
802561,12628,19,IN00A048,DNpe042
12891,10283,19,SMP456,DNp103
41144,10417,19,CB0477,DNp103
27124,10234,19,LC11,DNp35
136628,10259,19,CB1638,DNp11
20138,10106,19,CB2254,DNp11
20103,11137,19,LPLC2,DNp04
31257,10001,19,LPLC2,DNp01
512176,10197,19,CB2824,DNp02
32967,10584,19,CB2228,DNp06
521212,11159,19,ICL012m,DNp71
24800,10923,19,LPLC2,DNg40
10992,12628,19,PVLP122,DNpe042
11954,10091,19,AVLP751m,DNpe042
27878,11334,19,CL266_b2,DNpe045
27878,12628,19,CL266_b2,DNpe042
536395,10234,19,LPLC1,DNp35
18237,11334,19,CB2330,DNpe045
10798,10417,19,SMP543,DNp103
578193,10558,19,SIP146m,DNp35
88408,10001,19,AN08B098,DNp01
19458,10449,19,CL122_b,DNpe025
25956,10106,19,Li30,DNp11
22309,10283,19,CB3201,DNp103
12444,10558,19,AVLP592,DNp35
17699,10106,19,TmY19a,DNp11
534870,11334,19,CL118,DNpe045
22309,11137,19,CB3201,DNp04
24595,10091,19,aSP10A_b,DNpe042
23403,11334,19,VES100,DNpe045
10667,10931,19,AVLP210,DNpe045
512159,10931,19,CL263,DNpe045
19349,531898,19,CB0154,DNp04
23394,524001,19,LPLC4,DNp05
12803,10228,19,CB0432,DNp06
23392,10106,19,LC4,DNp11
84378,10361,19,AN08B103,DNg40
84378,10923,19,AN08B103,DNg40
14318,10417,19,LC31a,DNp103
25854,10417,19,LPLC2,DNp103
18028,10283,19,PVLP034,DNp103
515480,10283,19,CB3666,DNp103
24268,10732,19,LPLC2,DNpe056
30630,10091,19,CL359,DNpe042
957696,10010,19,JO-B1_a,DNp01
107939,10558,19,LPLC1,DNp35
530067,12628,19,SIP118m,DNpe042
52652,10259,19,LPLC4,DNp11
12462,10234,19,CB1717,DNp35
12081,11334,19,CL111,DNpe045
521017,10091,19,CL269,DNpe042
24605,531898,19,LPLC2,DNp04
17340,10228,19,LC4,DNp06
10115,11573,19,AVLP016,DNpe021
17734,10228,19,LPLC1,DNp06
19356,10584,19,SAD021,DNp06
21342,531898,19,CL323,DNp04
26911,10417,19,AVLP198,DNp103
23333,10558,19,LPLC1,DNp35
21318,10601,19,LPLC2,DNpe025
524765,10091,19,ICL006m,DNpe042
10020,10001,19,AMMC-A1,DNp01
30469,10234,19,LC11,DNp35
12963,10417,19,CL287,DNp103
108777,10601,19,SIP147m,DNpe025
32507,10001,19,LPLC2,DNp01
12904,10989,19,PS180,DNp03
11601,10283,19,5-HTPLP01,DNp103
83492,10931,19,AVLP177_a,DNpe045
32820,10558,19,LC21,DNp35
11187,531898,19,LoVP54,DNp04
513900,10234,19,LC11,DNp35
17965,10283,19,VES098,DNp103
22767,10283,19,AVLP264,DNp103
802286,531898,19,IN00A051,DNp04
16870,10091,19,CB3019,DNpe042
18696,10417,19,AN05B023c,DNp103
26088,10752,19,AN08B010,DNp03
22206,10558,19,WED114,DNp35
32237,10010,19,LPLC2,DNp01
66271,10234,19,LC21,DNp35
824191,10010,19,,DNp01
524501,11573,19,AVLP176_b,DNpe021
33439,10923,19,LPLC2,DNg40
10297,10106,19,LHAD1g1,DNp11
15225,10259,19,WED072,DNp11
511997,10197,19,AN17B013,DNp02
16809,10752,19,LC4,DNp03
26163,10106,19,LPLC4,DNp11
11285,10117,19,CB1078,DNp02
26167,11020,19,LPLC4,DNp05
12614,10228,19,SAD092,DNp06
520401,10091,19,AVLP591,DNpe042
828773,11137,19,,DNp04
24342,10449,19,AVLP526,DNpe025
21540,10283,19,LPLC1,DNp103
17633,10601,19,AVLP706m,DNpe025
523644,10259,19,SAD072,DNp11
21413,11159,19,AVLP179,DNp71
22261,10923,19,LPLC2,DNg40
24105,10259,19,LC14a-1,DNp11
17718,10449,19,AVLP709m,DNpe025
11804,11334,19,CL069,DNpe045
521516,10259,19,Li30,DNp11
28871,11137,19,LPLC2,DNp04
14956,10989,19,PS002,DNp03
12058,10449,19,SIP107m,DNpe025
196917,12628,19,SMP461,DNpe042
13722,10558,19,LC23,DNp35
23446,10417,19,CB3201,DNp103
25136,10417,19,LPLC2,DNp103
19210,10584,19,LPLC1,DNp06
47890,519771,19,AVLP187,DNp71
520078,10234,19,LPLC1,DNp35
15893,10259,19,LPLC1,DNp11
20074,10752,19,LPLC1,DNp03
11762,10106,19,PVLP013,DNp11
19386,10283,19,GNG345,DNp103
10257,10001,19,AMMC-A1,DNp01
22867,10228,19,LPLC1,DNp06
17478,10228,19,LC4,DNp06
22975,10117,19,LC4,DNp02
22496,11334,19,VES100,DNpe045
30041,10923,19,LPLC2,DNg40
16424,10283,19,PVLP027,DNp103
10604,10931,19,CL063,DNpe045
21074,10584,19,LPLC1,DNp06
32381,10584,19,AVLP176_c,DNp06
524971,10732,19,PVLP005,DNpe056
14899,10584,19,AN05B006,DNp06
28033,10558,19,LPLC1,DNp35
110697,10010,19,AN08B099_e,DNp01
27355,10361,19,LPLC2,DNg40
20905,12628,19,SIP118m,DNpe042
12242,10259,19,SAD055,DNp11
15718,10752,19,WED072,DNp03
527282,10601,19,SIP147m,DNpe025
527282,10449,19,SIP147m,DNpe025
11154,10584,19,WED189,DNp06
11154,10228,19,WED189,DNp06
16168,10228,19,GNG343,DNp06
18011,10283,19,AVLP107,DNp103
35294,10223,19,LPLC2,DNpe056
23223,10091,19,CL269,DNpe042
143239,11159,19,LC31a,DNp71
18804,10283,19,AN09B012,DNp103
27355,10223,19,LPLC2,DNpe056
11988,10106,19,SAD072,DNp11
32180,10558,19,LC21,DNp35
20694,10001,19,LPLC2,DNp01
18115,10283,19,LC23,DNp103
24731,524001,19,VES200m,DNp05
29578,10752,19,CB0734,DNp03
14988,10417,19,AVLP263,DNp103
11249,10228,19,WED190,DNp06
24721,10558,19,CB2412,DNp35
24411,10558,19,PVLP124,DNp35
13894,10228,19,CL066,DNp06
555734,10417,19,LPLC1,DNp103
20697,11573,19,CL266_a3,DNpe021
14894,12628,19,SMP471,DNpe042
33612,10558,19,VES023,DNp35
518439,10361,19,LC4,DNg40
20976,10752,19,LC4,DNp03
36377,10106,19,LPLC1,DNp11
520232,10989,19,PS003,DNp03
24187,10732,19,LPLC2,DNpe056
18705,10584,19,AVLP040,DNp06
22705,10584,19,,DNp06
514526,524001,19,CL128a,DNp05
19842,10601,19,LPLC2,DNpe025
28422,10558,19,LC11,DNp35
512415,10931,19,PVLP123,DNpe045
15694,524001,19,VES203m,DNp05
520233,10752,19,PLP150,DNp03
28425,10010,19,CL121_a,DNp01
10856,519771,19,DNge129,DNp71
17153,11334,19,CB2281,DNpe045
802506,10989,19,IN11B002,DNp03
520022,10584,19,SIP145m,DNp06
27023,10223,19,LPLC2,DNpe056
10759,10010,19,DNb01,DNp01
42126,10234,19,CB2412,DNp35
10759,10989,19,DNb01,DNp03
513133,12628,19,CB4166,DNpe042
12384,519771,19,LPLC2,DNp71
112292,10417,19,LPLC2,DNp103
11311,10091,19,CL248,DNpe042
802507,10989,19,IN06B042,DNp03
59222,10558,19,LC21,DNp35
29435,10752,19,LPLC1,DNp03
13546,10197,19,SAD051_a,DNp02
29061,10558,19,LC11,DNp35
524268,11020,19,AOTU063_a,DNp05
536052,12628,19,AVLP492,DNpe042
14309,10732,19,AVLP163,DNpe056
20588,10117,19,LC4,DNp02
26290,10989,19,PS208,DNp03
518730,10752,19,LC4,DNp03
518731,519771,19,LPLC2,DNp71
21282,10752,19,LPLC1,DNp03
53847,10234,19,LC21,DNp35
535044,10106,19,CL128a,DNp11
31089,10584,19,AVLP168,DNp06
29660,10558,19,LC11,DNp35
10323,10931,19,CL366,DNpe045
570458,10234,19,AVLP176_d,DNp35
521734,10449,19,PVLP005,DNpe025
824851,10010,18,,DNp01
18340,10752,18,WED125,DNp03
26704,10283,18,AVLP182,DNp103
20838,10449,18,SCL001m,DNpe025
516980,10259,18,CB0414,DNp11
531899,10197,18,AVLP452,DNp02
523808,10931,18,VES099,DNpe045
29600,10558,18,LC11,DNp35
517122,10259,18,LC9,DNp11
21029,10234,18,LC11,DNp35
527704,10923,18,CL038,DNg40
828336,10117,18,,DNp02
11303,10584,18,PLP211,DNp06
50995,10417,18,PLP174,DNp103
36539,10558,18,LC11,DNp35
555309,10259,18,GNG385,DNp11
33696,10234,18,LC21,DNp35
15577,10283,18,AVLP263,DNp103
22677,10601,18,LPLC2,DNpe025
11938,10001,18,CL066,DNp01
26872,10010,18,SIP118m,DNp01
10033,10117,18,DNg56,DNp02
824680,10001,18,,DNp01
926518,10010,18,IN12B015,DNp01
517155,10259,18,TmY15,DNp11
520401,12628,18,AVLP591,DNpe042
29785,11159,18,CL121_b,DNp71
523874,524001,18,CB3673a,DNp05
10681,11334,18,CL110,DNpe045
37613,10584,18,LPLC2,DNp06
37613,10923,18,LPLC2,DNg40
824324,10010,18,,DNp01
11927,10931,18,PVLP122,DNpe045
11927,10091,18,PVLP122,DNpe042
17426,10106,18,PVLP123,DNp11
523564,10234,18,PVLP011,DNp35
13704,10091,18,AVLP541,DNpe042
17616,10106,18,PVLP123,DNp11
25027,10223,18,LPLC2,DNpe056
22911,10106,18,LPLC1,DNp11
18742,10283,18,LPLC1,DNp103
26869,10752,18,PS094,DNp03
14875,10001,18,WED207,DNp01
517752,10752,18,LC4,DNp03
10287,10361,18,AVLP606,DNg40
514526,10752,18,CL128a,DNp03
34535,11159,18,LHAV1a4,DNp71
21562,10732,18,LPLC2,DNpe056
10017,531898,18,AMMC-A1,DNp04
17698,10931,18,SMP158,DNpe045
518983,10228,18,LC4,DNp06
10667,10361,18,AVLP210,DNg40
20535,11137,18,LPLC2,DNp04
525015,10091,18,CL249,DNpe042
30579,10584,18,CB4228,DNp06
12215,12628,18,PVLP122,DNpe042
13603,10283,18,AVLP211,DNp103
18108,11159,18,LHAV2b2_a,DNp71
21417,12628,18,aSP10B,DNpe042
513879,10989,18,SIP020_b,DNp03
26132,10558,18,LC11,DNp35
26134,524001,18,CB3739,DNp05
11205,11334,18,SAD073,DNpe045
18478,10228,18,LC4,DNp06
49749,11020,18,LC22,DNp05
20509,10234,18,CB2316,DNp35
41839,10106,18,LPLC4,DNp11
561511,10283,18,AVLP197,DNp103
27624,10197,18,LC4,DNp02
516001,12628,18,AVLP176_b,DNpe042
21318,10283,18,LPLC2,DNp103
515091,10417,18,PLP144,DNp103
15158,10283,18,SMP159,DNp103
16917,10361,18,LC4,DNg40
22372,10417,18,CL267,DNp103
162461,11159,18,GNG103,DNp71
10775,10752,18,AN01A089,DNp03
65991,10752,18,PVLP021,DNp03
513651,10449,18,pC1_7b,DNpe025
32362,519771,18,AVLP526,DNp71
40841,531898,18,LPLC2,DNp04
20572,10752,18,LC4,DNp03
22092,10283,18,SAD101,DNp103
801758,10601,18,IN09A006,DNpe025
14658,11334,18,PS355,DNpe045
22092,10417,18,SAD101,DNp103
514591,12628,18,GNG491,DNpe042
94111,10091,18,CB3450,DNpe042
94111,10417,18,CB3450,DNp103
11654,10558,18,AVLP077,DNp35
14761,10234,18,AVLP039,DNp35
30276,524001,18,LPLC4,DNp05
18831,10234,18,CB1932,DNp35
151573,10417,18,PLP174,DNp103
903701,10001,18,IN13A022,DNp01
17857,10752,18,LPLC1,DNp03
10917,12628,18,AVLP215,DNpe042
107003,10091,18,ICL005m,DNpe042
28420,10558,18,LC11,DNp35
34845,10228,18,LC4,DNp06
21342,10931,18,CL323,DNpe045
19977,10228,18,PVLP074,DNp06
14323,10283,18,WED092,DNp103
13472,10001,18,SAD053,DNp01
10323,10601,18,CL366,DNpe025
28011,10361,18,LPLC2,DNg40
10883,11334,18,CL361,DNpe045
520020,11334,18,AVLP717m,DNpe045
20016,11020,18,LC4,DNp05
38542,10923,18,LPLC2,DNg40
514077,10449,18,pC1_11b,DNpe025
21628,10449,18,AVLP551,DNpe025
21512,10923,18,AN08B013,DNg40
28741,10732,18,LPLC2,DNpe056
38336,10091,18,AVLP385,DNpe042
20440,10752,18,LC4,DNp03
26033,10989,18,LPLC1,DNp03
33303,10417,18,LPLC2,DNp103
20292,10234,18,LPLC1,DNp35
19034,10923,18,LPLC2,DNg40
555985,10228,18,AVLP166,DNp06
534038,10117,18,PVLP062,DNp02
28698,10283,18,PVLP128,DNp103
30512,10010,18,LPLC2,DNp01
14385,11159,18,GNG118,DNp71
12475,10106,18,LoVC15,DNp11
18918,11573,18,LPLC4,DNpe021
24829,10223,18,aSP10A_a,DNpe056
12964,10732,18,AVLP369,DNpe056
21967,10234,18,LPLC1,DNp35
30388,10558,18,LC11,DNp35
13336,10732,18,AVLP437,DNpe056
526472,11334,18,AVLP451,DNpe045
14030,10449,18,LPLC2,DNpe025
11154,10259,18,WED189,DNp11
11520,10117,18,SAD110,DNp02
18929,10584,18,LPLC2,DNp06
18396,10361,18,LC4,DNg40
18929,11137,18,LPLC2,DNp04
32223,531898,18,LPLC2,DNp04
15831,10361,18,AVLP605,DNg40
16983,10259,18,AN17B016,DNp11
14441,10283,18,WED092,DNp103
12205,11334,18,AVLP539,DNpe045
25354,12628,18,CB3450,DNpe042
35409,10417,18,AN08B049,DNp103
18925,10732,18,AVLP541,DNpe056
20447,10449,18,AOTU008,DNpe025
14364,10001,18,AN10B019,DNp01
889975813,10752,18,,DNp03
26058,10558,18,LC11,DNp35
519300,10558,18,CL211,DNp35
11764,11020,18,AOTU064,DNp05
143239,10283,18,LC31a,DNp103
27835,10106,18,TmY15,DNp11
122182,10091,18,CL210_a,DNpe042
25352,12628,18,AVLP529,DNpe042
17531,10010,18,SAD021_c,DNp01
525289,531898,18,CB0956,DNp04
40955,10197,18,CB3381,DNp02
28585,10732,18,aSP10B,DNpe056
29955,10361,18,LPLC2,DNg40
534295,10417,18,CL077,DNp103
15666,10259,18,Li17,DNp11
19911,10223,18,LPLC2,DNpe056
34409,12628,18,SIP145m,DNpe042
20692,12628,18,CL215,DNpe042
14106,10106,18,CB2664,DNp11
12974,10091,18,LAL182,DNpe042
12773,10449,18,AVLP316,DNpe025
518379,10001,18,SAD021_c,DNp01
514954,10259,18,TmY19a,DNp11
803337,10106,18,IN06A014,DNp11
25839,12628,18,AVLP176_d,DNpe042
29241,10283,18,CB3439,DNp103
16931,10091,18,SAD073,DNpe042
10184,11334,18,CL366,DNpe045
29986,10001,18,LPLC2,DNp01
530850,11334,18,AVLP176_d,DNpe045
25209,531898,18,LPLC2,DNp04
521815,10283,18,VES054,DNp103
25209,10361,18,LPLC2,DNg40
20697,10361,18,CL266_a3,DNg40
13764,10417,18,LPLC2,DNp103
22536,11159,18,AVLP525,DNp71
26574,10558,18,LC11,DNp35
10353,11159,18,AVLP538,DNp71
514846,10228,18,LPLC1,DNp06
17065,11137,18,CB3513,DNp04
29865,11159,18,LC31a,DNp71
29873,11137,18,LPLC2,DNp04
513184,10931,18,AVLP036,DNpe045
85544,10283,18,AVLP452,DNp103
10001,10283,18,DNp01,DNp103
21795,10091,18,CL108,DNpe042
10804,11334,18,MBON20,DNpe045
19420,11020,18,LC4,DNp05
21799,10601,18,CL123_b,DNpe025
518016,10752,18,LC4,DNp03
12129,10010,18,SAD053,DNp01
19904,10417,18,CB0046,DNp103
12459,10558,18,WED109,DNp35
30638,10106,18,LC9,DNp11
20338,11334,18,CB1498,DNpe045
39118,10752,18,,DNp03
18659,10584,18,CB4094,DNp06
107939,10106,18,LPLC1,DNp11
17584,10923,18,PVLP123,DNg40
17987,10923,18,LC4,DNg40
55129,10558,18,LC31a,DNp35
511752,10259,18,CB0307,DNp11
20749,10601,18,LPLC2,DNpe025
13405,10197,18,CB4179,DNp02
13405,10558,18,CB4179,DNp35
29904,10558,18,LC11,DNp35
17054,10989,18,LC4,DNp03
11580,10091,18,AVLP539,DNpe042
66151,11137,18,PVLP068,DNp04
535044,11020,18,CL128a,DNp05
10386,10001,18,PVLP031,DNp01
24788,10449,18,CL117,DNpe025
536395,10228,18,LPLC1,DNp06
24788,12628,18,CL117,DNpe042
529959,10449,18,AOTU008,DNpe025
15049,10228,18,LPLC1,DNp06
11860,12628,18,IB115,DNpe042
521328,10931,18,CL266_b2,DNpe045
532942,11334,18,VES053,DNpe045
30877,10234,18,LPLC1,DNp35
26333,10558,18,LPLC1,DNp35
21740,10931,18,CB3595,DNpe045
555383,10197,18,PVLP076,DNp02
15324,10601,18,AVLP734m,DNpe025
16127,10584,18,GNG337,DNp06
28397,10417,18,CB3439,DNp103
