body_pre,body_post,weight,source_type,target_type
514670,410724271,2,LPLC2,UNKNOWN
514670,410773096,2,LPLC2,UNKNOWN
514670,343474406,2,LPLC2,UNKNOWN
514670,347683496,2,LPLC2,UNKNOWN
514670,337879482,2,LPLC2,UNKNOWN
514670,326768593,2,LPLC2,UNKNOWN
514670,331697273,2,LPLC2,UNKNOWN
514670,335926284,2,LPLC2,UNKNOWN
514670,321490182,2,LPLC2,UNKNOWN
514670,382483198,2,LPLC2,UNKNOWN
514670,383346398,2,LPLC2,UNKNOWN
514670,365930295,2,LPLC2,UNKNOWN
514670,312832392,2,LPLC2,UNKNOWN
514670,315539716,2,LPLC2,UNKNOWN
514670,317113412,2,LPLC2,UNKNOWN
514670,305394185,2,LPLC2,UNKNOWN
514670,307388238,2,LPLC2,UNKNOWN
514670,307960165,2,LPLC2,UNKNOWN
514670,337637033,2,LPLC2,UNKNOWN
514670,293758747,2,LPLC2,UNKNOWN
514670,294080141,2,LPLC2,UNKNOWN
514670,161216243,2,LPLC2,UNKNOWN
514670,162625685,2,LPLC2,UNKNOWN
514670,166230593,2,LPLC2,UNKNOWN
514670,196671179,2,LPLC2,UNKNOWN
514670,185214656,2,LPLC2,UNKNOWN
514670,185581782,2,LPLC2,UNKNOWN
514670,264763379,2,LPLC2,UNKNOWN
514670,270443728,2,LPLC2,UNKNOWN
514670,263821077,2,LPLC2,UNKNOWN
514670,251486994,2,LPLC2,UNKNOWN
514670,252464231,2,LPLC2,UNKNOWN
514670,255014262,2,LPLC2,UNKNOWN
514670,247359215,2,LPLC2,UNKNOWN
514670,247654064,2,LPLC2,UNKNOWN
514670,278434113,2,LPLC2,UNKNOWN
514670,237695478,2,LPLC2,UNKNOWN
514670,238487168,2,LPLC2,UNKNOWN
514670,242910130,2,LPLC2,UNKNOWN
514670,226862702,2,LPLC2,UNKNOWN
514670,226921754,2,LPLC2,UNKNOWN
514670,233027191,2,LPLC2,UNKNOWN
514670,179885274,2,LPLC2,UNKNOWN
514670,183238117,2,LPLC2,UNKNOWN
514670,166999088,2,LPLC2,UNKNOWN
514670,533129,2,LPLC2,LC4
514670,543563,2,LPLC2,TmY5a
514670,222235274,2,LPLC2,UNKNOWN
514670,226360276,2,LPLC2,UNKNOWN
514670,522346,2,LPLC2,PVLP013
514670,518275,2,LPLC2,PVLP072
514670,524366,2,LPLC2,LPLC2
514670,526286,2,LPLC2,LC4
514670,521326,2,LPLC2,AVLP259
514670,922186,2,LPLC2,
514670,165616,2,LPLC2,PVLP037
514670,91616,2,LPLC2,LPLC4
514670,111903,2,LPLC2,LPLC2
514670,358514,2,LPLC2,
514670,139381,2,LPLC2,CB4163
514670,136723622,2,LPLC2,UNKNOWN
514670,129935111,2,LPLC2,UNKNOWN
514670,107493909,2,LPLC2,UNKNOWN
514670,34051,2,LPLC2,LPLC2
514670,40841,2,LPLC2,LPLC2
514670,32737,2,LPLC2,LPLC2
514670,33303,2,LPLC2,LPLC2
514670,33571,2,LPLC2,Y3
514670,62394,2,LPLC2,TmY5a
514670,33965,2,LPLC2,LPLC2
514670,25413,2,LPLC2,LC13
514670,29815,2,LPLC2,LPLC2
514670,26107,2,LPLC2,LOLP1
514670,27023,2,LPLC2,LPLC2
514670,27399,2,LPLC2,LPLC2
514670,19977,2,LPLC2,PVLP074
514670,20240,2,LPLC2,LPLC2
514670,23312,2,LPLC2,PVLP110
514670,21342,2,LPLC2,CL323
514670,30194,2,LPLC2,SAD013
514670,28011,2,LPLC2,LPLC2
514670,28125,2,LPLC2,Y3
514670,13741,2,LPLC2,AVLP331a
514670,13764,2,LPLC2,LPLC2
514670,15951,2,LPLC2,LPLC4
514670,18621,2,LPLC2,CB0929
514670,19302,2,LPLC2,
514670,11027,2,LPLC2,Pm13
514670,11498,2,LPLC2,LPLC2
514670,11545,2,LPLC2,LoVP53
514670,10993,2,LPLC2,AVLP078
514670,10778,2,LPLC2,CL286
525844,10449,2,LPLC2,DNpe025
525844,10580,2,LPLC2,DNp70
525844,10214,2,LPLC2,LPT50
525844,10220,2,LPLC2,LoVC16
525844,13132,2,LPLC2,LPLC2
525844,10020,2,LPLC2,AMMC-A1
525844,10074,2,LPLC2,PVLP010
525844,11191,2,LPLC2,AVLP340
525844,11677,2,LPLC2,PVLP151
525844,29319,2,LPLC2,LPLC2
525844,19977,2,LPLC2,PVLP074
525844,20329,2,LPLC2,LPLC2
525844,21299,2,LPLC2,LPLC2
525844,21342,2,LPLC2,CL323
525844,10778,2,LPLC2,CL286
525844,17544,2,LPLC2,LPLC2
525844,17775,2,LPLC2,LPLC2
525844,17857,2,LPLC2,LPLC1
525844,17880,2,LPLC2,LPLC2
525844,30194,2,LPLC2,SAD013
525844,27716,2,LPLC2,LPLC2
525844,33303,2,LPLC2,LPLC2
525844,33406,2,LPLC2,LPLC2
525844,29702,2,LPLC2,LPLC2
525844,521115,2,LPLC2,LPLC2
525844,521326,2,LPLC2,AVLP259
525844,26416,2,LPLC2,LPLC2
525844,34407,2,LPLC2,LPLC2
525844,40841,2,LPLC2,LPLC2
525844,54350,2,LPLC2,Li14
525844,514956,2,LPLC2,LC4
525844,515900,2,LPLC2,LC4
525844,512347,2,LPLC2,AVLP153
525844,150255795,2,LPLC2,UNKNOWN
525844,151035992,2,LPLC2,UNKNOWN
525844,155374967,2,LPLC2,UNKNOWN
525844,132113615,2,LPLC2,UNKNOWN
525844,132199032,2,LPLC2,UNKNOWN
525844,133164110,2,LPLC2,UNKNOWN
525844,149721243,2,LPLC2,UNKNOWN
525844,82104,2,LPLC2,TmY13
525844,588414,2,LPLC2,CB4163
525844,149923506,2,LPLC2,UNKNOWN
525844,529811,2,LPLC2,AVLP476
525844,532839,2,LPLC2,CL140
525844,534331,2,LPLC2,Y3
525844,115023871,2,LPLC2,UNKNOWN
525844,130618040,2,LPLC2,UNKNOWN
525844,101235599,2,LPLC2,UNKNOWN
525844,101294725,2,LPLC2,UNKNOWN
525844,107735122,2,LPLC2,UNKNOWN
525844,265191438,2,LPLC2,UNKNOWN
525844,266436841,2,LPLC2,UNKNOWN
525844,245734452,2,LPLC2,UNKNOWN
525844,251736058,2,LPLC2,UNKNOWN
525844,243160742,2,LPLC2,UNKNOWN
525844,221760543,2,LPLC2,UNKNOWN
525844,226217305,2,LPLC2,UNKNOWN
525844,519392,2,LPLC2,WED061
525844,229077553,2,LPLC2,UNKNOWN
525844,211371803,2,LPLC2,UNKNOWN
525844,217212380,2,LPLC2,UNKNOWN
525844,221596507,2,LPLC2,UNKNOWN
525844,200542831,2,LPLC2,UNKNOWN
525844,200892051,2,LPLC2,UNKNOWN
525844,269744105,2,LPLC2,UNKNOWN
525844,185614918,2,LPLC2,UNKNOWN
525844,170559973,2,LPLC2,UNKNOWN
525844,156664890,2,LPLC2,UNKNOWN
525844,165952034,2,LPLC2,UNKNOWN
525844,227168441,2,LPLC2,UNKNOWN
525844,327410123,2,LPLC2,UNKNOWN
525844,280077196,2,LPLC2,UNKNOWN
525844,284697522,2,LPLC2,UNKNOWN
525844,286893370,2,LPLC2,UNKNOWN
525844,294405798,2,LPLC2,UNKNOWN
525844,268768396,2,LPLC2,UNKNOWN
525844,307851307,2,LPLC2,UNKNOWN
525844,309828096,2,LPLC2,UNKNOWN
525844,432481370,2,LPLC2,UNKNOWN
525844,416945436,2,LPLC2,UNKNOWN
525844,420365456,2,LPLC2,UNKNOWN
525844,420421992,2,LPLC2,UNKNOWN
525844,403803169,2,LPLC2,UNKNOWN
525844,431762194,2,LPLC2,UNKNOWN
525844,312485583,2,LPLC2,UNKNOWN
525844,320484061,2,LPLC2,UNKNOWN
525844,325286485,2,LPLC2,UNKNOWN
525844,325309974,2,LPLC2,UNKNOWN
525844,301940631,2,LPLC2,UNKNOWN
525844,304201234,2,LPLC2,UNKNOWN
525844,357158590,2,LPLC2,UNKNOWN
525844,364509784,2,LPLC2,UNKNOWN
525844,366019196,2,LPLC2,UNKNOWN
525844,342843296,2,LPLC2,UNKNOWN
525844,346935130,2,LPLC2,UNKNOWN
525844,354049230,2,LPLC2,UNKNOWN
525844,354101145,2,LPLC2,UNKNOWN
525844,337168559,2,LPLC2,UNKNOWN
525844,337612415,2,LPLC2,UNKNOWN
525844,339742375,2,LPLC2,UNKNOWN
525844,405911391,2,LPLC2,UNKNOWN
525844,409337966,2,LPLC2,UNKNOWN
525844,413212250,2,LPLC2,UNKNOWN
525844,397826627,2,LPLC2,UNKNOWN
525844,399871389,2,LPLC2,UNKNOWN
525844,369917367,2,LPLC2,UNKNOWN
525844,369953001,2,LPLC2,UNKNOWN
525844,375683297,2,LPLC2,UNKNOWN
525844,524550090,2,LPLC2,UNKNOWN
525844,524687127,2,LPLC2,UNKNOWN
525844,524699719,2,LPLC2,UNKNOWN
525844,505312756,2,LPLC2,UNKNOWN
525844,517427542,2,LPLC2,UNKNOWN
525844,476481182,2,LPLC2,UNKNOWN
525844,473317929,2,LPLC2,UNKNOWN
525844,443407188,2,LPLC2,UNKNOWN
525844,444523170,2,LPLC2,UNKNOWN
525844,587980175,2,LPLC2,UNKNOWN
525844,589805632,2,LPLC2,UNKNOWN
525844,593812410,2,LPLC2,UNKNOWN
525844,577391199,2,LPLC2,UNKNOWN
525844,579498856,2,LPLC2,UNKNOWN
525844,614418632,2,LPLC2,UNKNOWN
525844,752437775,2,LPLC2,UNKNOWN
525844,721520380,2,LPLC2,UNKNOWN
525844,727217626,2,LPLC2,UNKNOWN
525844,563026771,2,LPLC2,UNKNOWN
525844,569332395,2,LPLC2,UNKNOWN
525844,576231235,2,LPLC2,UNKNOWN
525844,529812602,2,LPLC2,UNKNOWN
525844,647983205,2,LPLC2,UNKNOWN
525844,653353098,2,LPLC2,UNKNOWN
525844,634922810,2,LPLC2,UNKNOWN
525844,623873038,2,LPLC2,UNKNOWN
525844,677760489,2,LPLC2,UNKNOWN
525844,656153851,2,LPLC2,UNKNOWN
525844,660445875,2,LPLC2,UNKNOWN
525844,661284140,2,LPLC2,UNKNOWN
525844,904741692,2,LPLC2,UNKNOWN
525844,880611904,2,LPLC2,UNKNOWN
525844,878775626,2,LPLC2,UNKNOWN
525844,879434886,2,LPLC2,UNKNOWN
525844,879481600,2,LPLC2,UNKNOWN
525844,869746448,2,LPLC2,UNKNOWN
525844,641708201,2,LPLC2,UNKNOWN
525844,603260876,2,LPLC2,UNKNOWN
525844,601690936,2,LPLC2,UNKNOWN
525844,586506944,2,LPLC2,UNKNOWN
525844,829619086,2,LPLC2,UNKNOWN
525844,832577025,2,LPLC2,UNKNOWN
525844,813484860,2,LPLC2,UNKNOWN
525844,805808694,2,LPLC2,UNKNOWN
525844,788446860,2,LPLC2,UNKNOWN
525844,1025738980,2,LPLC2,UNKNOWN
525844,1010877712,2,LPLC2,UNKNOWN
525844,780133795,2,LPLC2,UNKNOWN
525844,776390551,2,LPLC2,UNKNOWN
525844,777011993,2,LPLC2,UNKNOWN
525844,777233494,2,LPLC2,UNKNOWN
525844,666695638,2,LPLC2,UNKNOWN
525844,673472385,2,LPLC2,UNKNOWN
525844,663715793,2,LPLC2,UNKNOWN
525844,665225884,2,LPLC2,UNKNOWN
525844,666446377,2,LPLC2,UNKNOWN
525844,715026861,2,LPLC2,UNKNOWN
525844,718727439,2,LPLC2,UNKNOWN
525844,693743781,2,LPLC2,UNKNOWN
525844,680814113,2,LPLC2,UNKNOWN
525844,685093735,2,LPLC2,UNKNOWN
525844,827319992,2,LPLC2,UNKNOWN
525844,904205065,2,LPLC2,UNKNOWN
525844,789056564,2,LPLC2,UNKNOWN
525844,790012771,2,LPLC2,UNKNOWN
525844,791522491,2,LPLC2,UNKNOWN
525844,870614233,2,LPLC2,UNKNOWN
525844,871204875,2,LPLC2,UNKNOWN
525844,872266005,2,LPLC2,UNKNOWN
525844,872350058,2,LPLC2,UNKNOWN
525844,852907895,2,LPLC2,UNKNOWN
525844,984964555,2,LPLC2,UNKNOWN
525844,988313847,2,LPLC2,UNKNOWN
525844,978448929,2,LPLC2,UNKNOWN
525844,971130289,2,LPLC2,UNKNOWN
525844,964848079,2,LPLC2,UNKNOWN
525844,965096194,2,LPLC2,UNKNOWN
525844,1017037791,2,LPLC2,UNKNOWN
525844,1017075789,2,LPLC2,UNKNOWN
525844,991023330,2,LPLC2,UNKNOWN
525844,951781281,2,LPLC2,UNKNOWN
525844,953161698,2,LPLC2,UNKNOWN
525844,929818349,2,LPLC2,UNKNOWN
525844,939521414,2,LPLC2,UNKNOWN
525844,908757222,2,LPLC2,UNKNOWN
525844,899071423,2,LPLC2,UNKNOWN
525844,967964394,2,LPLC2,UNKNOWN
525844,1035720429,2,LPLC2,UNKNOWN
13764,1036863490,2,LPLC2,UNKNOWN
13764,1024884930,2,LPLC2,UNKNOWN
13764,983387037,2,LPLC2,UNKNOWN
13764,987679882,2,LPLC2,UNKNOWN
13764,987923668,2,LPLC2,UNKNOWN
13764,988203761,2,LPLC2,UNKNOWN
13764,979389773,2,LPLC2,UNKNOWN
13764,1011846792,2,LPLC2,UNKNOWN
13764,992623210,2,LPLC2,UNKNOWN
13764,995251432,2,LPLC2,UNKNOWN
13764,918007722,2,LPLC2,UNKNOWN
13764,1011698347,2,LPLC2,UNKNOWN
13764,941096497,2,LPLC2,UNKNOWN
13764,968651275,2,LPLC2,UNKNOWN
13764,940075241,2,LPLC2,UNKNOWN
13764,876886456,2,LPLC2,UNKNOWN
13764,883257652,2,LPLC2,UNKNOWN
13764,872618760,2,LPLC2,UNKNOWN
13764,874235407,2,LPLC2,UNKNOWN
13764,968987183,2,LPLC2,UNKNOWN
13764,958955641,2,LPLC2,UNKNOWN
13764,963302461,2,LPLC2,UNKNOWN
13764,948595596,2,LPLC2,UNKNOWN
13764,888934717,2,LPLC2,UNKNOWN
13764,892059225,2,LPLC2,UNKNOWN
13764,919223127,2,LPLC2,UNKNOWN
13764,920634263,2,LPLC2,UNKNOWN
13764,924393635,2,LPLC2,UNKNOWN
13764,925157133,2,LPLC2,UNKNOWN
13764,857554642,2,LPLC2,UNKNOWN
13764,848828439,2,LPLC2,UNKNOWN
13764,850494736,2,LPLC2,UNKNOWN
13764,851014778,2,LPLC2,UNKNOWN
13764,851528560,2,LPLC2,UNKNOWN
13764,836456674,2,LPLC2,UNKNOWN
13764,938972000,2,LPLC2,UNKNOWN
13764,917347180,2,LPLC2,UNKNOWN
13764,888836127,2,LPLC2,UNKNOWN
13764,855519070,2,LPLC2,UNKNOWN
13764,836736705,2,LPLC2,UNKNOWN
13764,897836746,2,LPLC2,UNKNOWN
13764,862892336,2,LPLC2,UNKNOWN
13764,864052625,2,LPLC2,UNKNOWN
13764,868912596,2,LPLC2,UNKNOWN
13764,777381143,2,LPLC2,UNKNOWN
13764,777980678,2,LPLC2,UNKNOWN
13764,779433054,2,LPLC2,UNKNOWN
13764,816775815,2,LPLC2,UNKNOWN
13764,767665941,2,LPLC2,UNKNOWN
13764,757867258,2,LPLC2,UNKNOWN
13764,765512778,2,LPLC2,UNKNOWN
13764,747661275,2,LPLC2,UNKNOWN
13764,746807556,2,LPLC2,UNKNOWN
13764,725962986,2,LPLC2,UNKNOWN
13764,733730526,2,LPLC2,UNKNOWN
13764,809163603,2,LPLC2,UNKNOWN
13764,795334685,2,LPLC2,UNKNOWN
13764,724173886,2,LPLC2,UNKNOWN
13764,714397631,2,LPLC2,UNKNOWN
13764,666234222,2,LPLC2,UNKNOWN
13764,668421489,2,LPLC2,UNKNOWN
13764,677570288,2,LPLC2,UNKNOWN
13764,649722441,2,LPLC2,UNKNOWN
13764,714757312,2,LPLC2,UNKNOWN
13764,716997177,2,LPLC2,UNKNOWN
13764,718108748,2,LPLC2,UNKNOWN
13764,734785358,2,LPLC2,UNKNOWN
13764,719395462,2,LPLC2,UNKNOWN
13764,721555832,2,LPLC2,UNKNOWN
13764,703876161,2,LPLC2,UNKNOWN
13764,706551212,2,LPLC2,UNKNOWN
13764,706733744,2,LPLC2,UNKNOWN
13764,707927953,2,LPLC2,UNKNOWN
13764,698060450,2,LPLC2,UNKNOWN
13764,698396549,2,LPLC2,UNKNOWN
13764,634187658,2,LPLC2,UNKNOWN
13764,635281855,2,LPLC2,UNKNOWN
13764,682674240,2,LPLC2,UNKNOWN
13764,652518513,2,LPLC2,UNKNOWN
13764,685453848,2,LPLC2,UNKNOWN
13764,681716627,2,LPLC2,UNKNOWN
13764,682315777,2,LPLC2,UNKNOWN
13764,600508123,2,LPLC2,UNKNOWN
13764,612003987,2,LPLC2,UNKNOWN
13764,591435761,2,LPLC2,UNKNOWN
13764,576701817,2,LPLC2,UNKNOWN
13764,551719480,2,LPLC2,UNKNOWN
13764,553497501,2,LPLC2,UNKNOWN
13764,555852996,2,LPLC2,UNKNOWN
13764,558135855,2,LPLC2,UNKNOWN
13764,620371044,2,LPLC2,UNKNOWN
13764,478093565,2,LPLC2,UNKNOWN
13764,479335468,2,LPLC2,UNKNOWN
13764,572006202,2,LPLC2,UNKNOWN
13764,557561131,2,LPLC2,UNKNOWN
13764,508330079,2,LPLC2,UNKNOWN
13764,486313426,2,LPLC2,UNKNOWN
13764,489542248,2,LPLC2,UNKNOWN
13764,474368622,2,LPLC2,UNKNOWN
13764,477239582,2,LPLC2,UNKNOWN
13764,535021104,2,LPLC2,UNKNOWN
13764,542595467,2,LPLC2,UNKNOWN
13764,544428709,2,LPLC2,UNKNOWN
13764,464943967,2,LPLC2,UNKNOWN
13764,545264228,2,LPLC2,UNKNOWN
13764,529441679,2,LPLC2,UNKNOWN
13764,529973717,2,LPLC2,UNKNOWN
13764,517722923,2,LPLC2,UNKNOWN
13764,508548402,2,LPLC2,UNKNOWN
13764,509928169,2,LPLC2,UNKNOWN
13764,514579140,2,LPLC2,UNKNOWN
13764,497814066,2,LPLC2,UNKNOWN
13764,402931554,2,LPLC2,UNKNOWN
13764,405681572,2,LPLC2,UNKNOWN
13764,390862185,2,LPLC2,UNKNOWN
13764,392460816,2,LPLC2,UNKNOWN
13764,394670855,2,LPLC2,UNKNOWN
13764,498703570,2,LPLC2,UNKNOWN
13764,456529890,2,LPLC2,UNKNOWN
13764,435251933,2,LPLC2,UNKNOWN
13764,440690919,2,LPLC2,UNKNOWN
13764,424087334,2,LPLC2,UNKNOWN
13764,425431529,2,LPLC2,UNKNOWN
13764,429325079,2,LPLC2,UNKNOWN
13764,431776422,2,LPLC2,UNKNOWN
13764,420480469,2,LPLC2,UNKNOWN
13764,420575555,2,LPLC2,UNKNOWN
13764,421842476,2,LPLC2,UNKNOWN
13764,406033310,2,LPLC2,UNKNOWN
13764,398628387,2,LPLC2,UNKNOWN
13764,460747130,2,LPLC2,UNKNOWN
13764,445471552,2,LPLC2,UNKNOWN
13764,418637200,2,LPLC2,UNKNOWN
13764,412394310,2,LPLC2,UNKNOWN
13764,394722001,2,LPLC2,UNKNOWN
13764,414864149,2,LPLC2,UNKNOWN
13764,384513675,2,LPLC2,UNKNOWN
13764,310371408,2,LPLC2,UNKNOWN
13764,282078399,2,LPLC2,UNKNOWN
13764,279708077,2,LPLC2,UNKNOWN
13764,371277834,2,LPLC2,UNKNOWN
13764,378261580,2,LPLC2,UNKNOWN
13764,379000394,2,LPLC2,UNKNOWN
13764,352627664,2,LPLC2,UNKNOWN
13764,356690406,2,LPLC2,UNKNOWN
13764,313728782,2,LPLC2,UNKNOWN
13764,347726504,2,LPLC2,UNKNOWN
13764,348165424,2,LPLC2,UNKNOWN
13764,252501689,2,LPLC2,UNKNOWN
13764,213816212,2,LPLC2,UNKNOWN
13764,206008372,2,LPLC2,UNKNOWN
13764,230766609,2,LPLC2,UNKNOWN
13764,273718975,2,LPLC2,UNKNOWN
13764,256864033,2,LPLC2,UNKNOWN
13764,258336951,2,LPLC2,UNKNOWN
13764,256173297,2,LPLC2,UNKNOWN
13764,247681486,2,LPLC2,UNKNOWN
13764,250115541,2,LPLC2,UNKNOWN
13764,272473840,2,LPLC2,UNKNOWN
13764,179669704,2,LPLC2,UNKNOWN
13764,181089360,2,LPLC2,UNKNOWN
13764,182303374,2,LPLC2,UNKNOWN
13764,184689769,2,LPLC2,UNKNOWN
13764,164076704,2,LPLC2,UNKNOWN
13764,165872086,2,LPLC2,UNKNOWN
13764,157377676,2,LPLC2,UNKNOWN
13764,238680314,2,LPLC2,UNKNOWN
13764,230291453,2,LPLC2,UNKNOWN
13764,160228648,2,LPLC2,UNKNOWN
13764,137058386,2,LPLC2,UNKNOWN
13764,123762367,2,LPLC2,UNKNOWN
13764,111676,2,LPLC2,Tm33
13764,537451,2,LPLC2,TmY21
13764,530752,2,LPLC2,TmY13
13764,517079,2,LPLC2,LPLC2
13764,108324622,2,LPLC2,UNKNOWN
13764,526286,2,LPLC2,LC4
13764,527055,2,LPLC2,TmY4
13764,130123665,2,LPLC2,UNKNOWN
13764,117016953,2,LPLC2,UNKNOWN
13764,117628181,2,LPLC2,UNKNOWN
13764,145115713,2,LPLC2,UNKNOWN
13764,525844,2,LPLC2,LPLC2
13764,526032,2,LPLC2,AVLP711m
13764,67727,2,LPLC2,TmY13
13764,69185,2,LPLC2,TmY13
13764,48808,2,LPLC2,LPC1
13764,58036,2,LPLC2,Y12
13764,139381,2,LPLC2,CB4163
13764,33965,2,LPLC2,LPLC2
13764,34407,2,LPLC2,LPLC2
13764,536444,2,LPLC2,LPLC2
13764,116637,2,LPLC2,T5c
13764,31105,2,LPLC2,LPLC2
13764,28011,2,LPLC2,LPLC2
13764,25438,2,LPLC2,SAD064
13764,25524,2,LPLC2,LPLC2
13764,23665,2,LPLC2,LPLC2
13764,24523,2,LPLC2,LC4
13764,24568,2,LPLC2,LPLC2
13764,22595,2,LPLC2,TmY13
13764,20589,2,LPLC2,TmY5a
13764,40811,2,LPLC2,LPLC2
13764,42797,2,LPLC2,Li34a
13764,23247,2,LPLC2,LPLC2
13764,23349,2,LPLC2,LPLC2
13764,22253,2,LPLC2,LPLC2
13764,29815,2,LPLC2,LPLC2
13764,29955,2,LPLC2,LPLC2
13764,27023,2,LPLC2,LPLC2
13764,18739,2,LPLC2,CB1852
13764,18936,2,LPLC2,LPLC2
13764,21051,2,LPLC2,LLPC1
13764,21604,2,LPLC2,LPi2c
13764,17059,2,LPLC2,LPLC2
13764,12395,2,LPLC2,IB114
13764,11303,2,LPLC2,PLP211
13764,11430,2,LPLC2,LPT52
13764,11191,2,LPLC2,AVLP340
13764,11895,2,LPLC2,PVLP022
13764,14030,2,LPLC2,LPLC2
13764,10993,2,LPLC2,AVLP078
13764,18155,2,LPLC2,LPLC4
13764,10223,2,LPLC2,DNpe056
13764,10345,2,LPLC2,LT40
13764,17774,2,LPLC2,LPLC2
13764,17911,2,LPLC2,TmY14
13764,10091,2,LPLC2,DNpe042
13726,1019680150,2,LPLC2,UNKNOWN
13726,1023673919,2,LPLC2,UNKNOWN
13726,1028711937,2,LPLC2,UNKNOWN
13726,1038369395,2,LPLC2,UNKNOWN
13726,1040070647,2,LPLC2,UNKNOWN
13726,975365222,2,LPLC2,UNKNOWN
13726,1003908710,2,LPLC2,UNKNOWN
13726,1000013273,2,LPLC2,UNKNOWN
13726,996570354,2,LPLC2,UNKNOWN
13726,996800268,2,LPLC2,UNKNOWN
13726,990917592,2,LPLC2,UNKNOWN
13726,992768763,2,LPLC2,UNKNOWN
13726,981808228,2,LPLC2,UNKNOWN
13726,985354446,2,LPLC2,UNKNOWN
13726,977622731,2,LPLC2,UNKNOWN
13726,978903351,2,LPLC2,UNKNOWN
13726,980528437,2,LPLC2,UNKNOWN
13726,974646902,2,LPLC2,UNKNOWN
13726,930224345,2,LPLC2,UNKNOWN
13726,931186061,2,LPLC2,UNKNOWN
13726,918155527,2,LPLC2,UNKNOWN
13726,920515090,2,LPLC2,UNKNOWN
13726,922163292,2,LPLC2,UNKNOWN
13726,907604318,2,LPLC2,UNKNOWN
13726,907645484,2,LPLC2,UNKNOWN
13726,991843010,2,LPLC2,UNKNOWN
13726,913062837,2,LPLC2,UNKNOWN
13726,926653619,2,LPLC2,UNKNOWN
13726,966676800,2,LPLC2,UNKNOWN
13726,969496192,2,LPLC2,UNKNOWN
13726,972546945,2,LPLC2,UNKNOWN
13726,912543692,2,LPLC2,UNKNOWN
13726,961620027,2,LPLC2,UNKNOWN
13726,947532616,2,LPLC2,UNKNOWN
13726,947925039,2,LPLC2,UNKNOWN
13726,957053973,2,LPLC2,UNKNOWN
13726,947377666,2,LPLC2,UNKNOWN
13726,889581273,2,LPLC2,UNKNOWN
13726,893454107,2,LPLC2,UNKNOWN
13726,958997731,2,LPLC2,UNKNOWN
13726,880180202,2,LPLC2,UNKNOWN
13726,868572312,2,LPLC2,UNKNOWN
13726,933601377,2,LPLC2,UNKNOWN
13726,935791434,2,LPLC2,UNKNOWN
13726,936124199,2,LPLC2,UNKNOWN
13726,941526227,2,LPLC2,UNKNOWN
13726,925827284,2,LPLC2,UNKNOWN
13726,926215588,2,LPLC2,UNKNOWN
13726,815083123,2,LPLC2,UNKNOWN
13726,804543152,2,LPLC2,UNKNOWN
13726,806164707,2,LPLC2,UNKNOWN
13726,806754196,2,LPLC2,UNKNOWN
13726,802392722,2,LPLC2,UNKNOWN
13726,814678035,2,LPLC2,UNKNOWN
13726,814199419,2,LPLC2,UNKNOWN
13726,845545654,2,LPLC2,UNKNOWN
13726,834737220,2,LPLC2,UNKNOWN
13726,857282663,2,LPLC2,UNKNOWN
13726,769549840,2,LPLC2,UNKNOWN
13726,770061150,2,LPLC2,UNKNOWN
13726,770181547,2,LPLC2,UNKNOWN
13726,773716480,2,LPLC2,UNKNOWN
13726,858190435,2,LPLC2,UNKNOWN
13726,862194900,2,LPLC2,UNKNOWN
13726,849265688,2,LPLC2,UNKNOWN
13726,854682472,2,LPLC2,UNKNOWN
13726,789987821,2,LPLC2,UNKNOWN
13726,768745774,2,LPLC2,UNKNOWN
13726,768849575,2,LPLC2,UNKNOWN
13726,766523032,2,LPLC2,UNKNOWN
13726,768530929,2,LPLC2,UNKNOWN
13726,735035875,2,LPLC2,UNKNOWN
13726,735159657,2,LPLC2,UNKNOWN
13726,736554218,2,LPLC2,UNKNOWN
13726,729406584,2,LPLC2,UNKNOWN
13726,816456930,2,LPLC2,UNKNOWN
13726,704923533,2,LPLC2,UNKNOWN
13726,707991376,2,LPLC2,UNKNOWN
13726,692878200,2,LPLC2,UNKNOWN
13726,700466141,2,LPLC2,UNKNOWN
13726,684462015,2,LPLC2,UNKNOWN
13726,670111511,2,LPLC2,UNKNOWN
13726,653345637,2,LPLC2,UNKNOWN
13726,657562035,2,LPLC2,UNKNOWN
13726,686056201,2,LPLC2,UNKNOWN
13726,747155528,2,LPLC2,UNKNOWN
13726,750064878,2,LPLC2,UNKNOWN
13726,624022122,2,LPLC2,UNKNOWN
13726,612146757,2,LPLC2,UNKNOWN
13726,710026315,2,LPLC2,UNKNOWN
13726,712503825,2,LPLC2,UNKNOWN
13726,717911166,2,LPLC2,UNKNOWN
13726,647830231,2,LPLC2,UNKNOWN
13726,631368552,2,LPLC2,UNKNOWN
13726,641341173,2,LPLC2,UNKNOWN
13726,664895259,2,LPLC2,UNKNOWN
13726,645556350,2,LPLC2,UNKNOWN
13726,664672959,2,LPLC2,UNKNOWN
13726,581381891,2,LPLC2,UNKNOWN
13726,680685640,2,LPLC2,UNKNOWN
13726,673815543,2,LPLC2,UNKNOWN
13726,674249477,2,LPLC2,UNKNOWN
13726,570194907,2,LPLC2,UNKNOWN
13726,555343882,2,LPLC2,UNKNOWN
13726,591359927,2,LPLC2,UNKNOWN
13726,521150574,2,LPLC2,UNKNOWN
13726,522355656,2,LPLC2,UNKNOWN
13726,593863967,2,LPLC2,UNKNOWN
13726,584718115,2,LPLC2,UNKNOWN
13726,585617333,2,LPLC2,UNKNOWN
