body_post,LC4,LPLC2,target_type,receives_from_both
553366243,7.0,0.0,UNKNOWN,False
561137814,7.0,0.0,UNKNOWN,False
562214463,7.0,0.0,UNKNOWN,False
564101713,7.0,0.0,UNKNOWN,False
564230819,7.0,0.0,UNKNOWN,False
565286621,7.0,0.0,UNKNOWN,False
567709011,7.0,0.0,UNKNOWN,False
570240994,7.0,0.0,UNKNOWN,False
571497662,7.0,0.0,UNKNOWN,False
572438079,7.0,0.0,UNKNOWN,False
574297712,7.0,0.0,UNKNOWN,False
575101245,7.0,0.0,UNKNOWN,False
575550019,7.0,0.0,UNKNOWN,False
577797007,7.0,0.0,UNKNOWN,False
578512666,7.0,0.0,UNKNOWN,False
578962340,7.0,0.0,UNKNOWN,False
579411794,7.0,0.0,UNKNOWN,False
582824653,7.0,0.0,UNKNOWN,False
585242186,7.0,0.0,UNKNOWN,False
585826600,7.0,0.0,UNKNOWN,False
586986149,7.0,0.0,UNKNOWN,False
588487543,7.0,0.0,UNKNOWN,False
588837171,7.0,0.0,UNKNOWN,False
591538601,7.0,0.0,UNKNOWN,False
593902651,7.0,0.0,UNKNOWN,False
594819344,7.0,0.0,UNKNOWN,False
597771785,7.0,0.0,UNKNOWN,False
602224607,7.0,0.0,UNKNOWN,False
607493201,7.0,0.0,UNKNOWN,False
611074360,7.0,0.0,UNKNOWN,False
611585906,7.0,0.0,UNKNOWN,False
618969156,7.0,0.0,UNKNOWN,False
619547379,7.0,0.0,UNKNOWN,False
620889760,7.0,0.0,UNKNOWN,False
623112525,7.0,0.0,UNKNOWN,False
624373761,7.0,0.0,UNKNOWN,False
628328326,7.0,0.0,UNKNOWN,False
628852557,7.0,0.0,UNKNOWN,False
629841735,7.0,0.0,UNKNOWN,False
630394556,7.0,0.0,UNKNOWN,False
631776932,7.0,0.0,UNKNOWN,False
633654861,7.0,0.0,UNKNOWN,False
635651850,7.0,0.0,UNKNOWN,False
636798660,7.0,0.0,UNKNOWN,False
636929917,7.0,0.0,UNKNOWN,False
641465023,7.0,0.0,UNKNOWN,False
643906708,7.0,0.0,UNKNOWN,False
645091902,7.0,0.0,UNKNOWN,False
647563766,7.0,0.0,UNKNOWN,False
652235099,7.0,0.0,UNKNOWN,False
653264857,7.0,0.0,UNKNOWN,False
655404306,7.0,0.0,UNKNOWN,False
661753814,7.0,0.0,UNKNOWN,False
663073112,7.0,0.0,UNKNOWN,False
665508507,7.0,0.0,UNKNOWN,False
665762646,7.0,0.0,UNKNOWN,False
667012406,7.0,0.0,UNKNOWN,False
672235005,7.0,0.0,UNKNOWN,False
673492633,7.0,0.0,UNKNOWN,False
674816983,7.0,0.0,UNKNOWN,False
677297926,7.0,0.0,UNKNOWN,False
678579574,7.0,0.0,UNKNOWN,False
679796024,7.0,0.0,UNKNOWN,False
680203425,7.0,0.0,UNKNOWN,False
681494102,7.0,0.0,UNKNOWN,False
683288651,7.0,0.0,UNKNOWN,False
683890400,7.0,0.0,UNKNOWN,False
686103229,7.0,0.0,UNKNOWN,False
686349759,7.0,0.0,UNKNOWN,False
689357688,7.0,0.0,UNKNOWN,False
693070448,7.0,0.0,UNKNOWN,False
693410979,7.0,0.0,UNKNOWN,False
693788847,7.0,0.0,UNKNOWN,False
702658176,7.0,0.0,UNKNOWN,False
703754675,7.0,0.0,UNKNOWN,False
704065413,7.0,0.0,UNKNOWN,False
705313309,7.0,0.0,UNKNOWN,False
706252306,7.0,0.0,UNKNOWN,False
707835094,7.0,0.0,UNKNOWN,False
716619130,7.0,0.0,UNKNOWN,False
718032506,7.0,0.0,UNKNOWN,False
719475012,7.0,0.0,UNKNOWN,False
720853541,7.0,0.0,UNKNOWN,False
721409676,7.0,0.0,UNKNOWN,False
722107073,7.0,0.0,UNKNOWN,False
723818037,7.0,0.0,UNKNOWN,False
725119922,7.0,0.0,UNKNOWN,False
726198545,7.0,0.0,UNKNOWN,False
727815804,7.0,0.0,UNKNOWN,False
729711133,7.0,0.0,UNKNOWN,False
732044362,7.0,0.0,UNKNOWN,False
734249123,7.0,0.0,UNKNOWN,False
734736039,7.0,0.0,UNKNOWN,False
745735480,7.0,0.0,UNKNOWN,False
746155878,7.0,0.0,UNKNOWN,False
746517279,7.0,0.0,UNKNOWN,False
748043139,7.0,0.0,UNKNOWN,False
750689895,7.0,0.0,UNKNOWN,False
750913377,7.0,0.0,UNKNOWN,False
756471660,7.0,0.0,UNKNOWN,False
756879101,7.0,0.0,UNKNOWN,False
757070704,7.0,0.0,UNKNOWN,False
758115936,7.0,0.0,,False
759347422,7.0,0.0,UNKNOWN,False
759414548,7.0,0.0,UNKNOWN,False
761452814,7.0,0.0,UNKNOWN,False
762704312,7.0,0.0,UNKNOWN,False
764087857,7.0,0.0,UNKNOWN,False
764300016,7.0,0.0,UNKNOWN,False
765603298,7.0,0.0,UNKNOWN,False
768689251,7.0,0.0,UNKNOWN,False
770164660,7.0,0.0,UNKNOWN,False
771385034,7.0,0.0,UNKNOWN,False
772469241,7.0,0.0,UNKNOWN,False
772527028,7.0,0.0,UNKNOWN,False
772825915,7.0,0.0,UNKNOWN,False
772915990,7.0,0.0,UNKNOWN,False
775134046,7.0,0.0,UNKNOWN,False
778412702,7.0,0.0,UNKNOWN,False
781727026,7.0,0.0,UNKNOWN,False
782307274,7.0,0.0,UNKNOWN,False
784723204,7.0,0.0,UNKNOWN,False
786789948,7.0,0.0,UNKNOWN,False
786805159,7.0,0.0,UNKNOWN,False
792666076,7.0,0.0,UNKNOWN,False
794486335,7.0,0.0,UNKNOWN,False
804114732,7.0,0.0,UNKNOWN,False
804792803,7.0,0.0,UNKNOWN,False
808061810,7.0,0.0,UNKNOWN,False
813855584,7.0,0.0,UNKNOWN,False
815039715,7.0,0.0,UNKNOWN,False
817822453,7.0,0.0,UNKNOWN,False
818589012,7.0,0.0,UNKNOWN,False
819558662,7.0,0.0,UNKNOWN,False
823289347,7.0,0.0,UNKNOWN,False
824809888,7.0,0.0,UNKNOWN,False
828366887,7.0,0.0,UNKNOWN,False
829224823,7.0,0.0,UNKNOWN,False
830919297,7.0,0.0,UNKNOWN,False
830974217,7.0,0.0,UNKNOWN,False
831362094,7.0,0.0,UNKNOWN,False
831944256,7.0,0.0,UNKNOWN,False
833137902,7.0,0.0,UNKNOWN,False
834766667,7.0,0.0,UNKNOWN,False
838307191,7.0,0.0,UNKNOWN,False
842730953,7.0,0.0,UNKNOWN,False
843820628,7.0,0.0,UNKNOWN,False
846167226,7.0,0.0,UNKNOWN,False
847246661,7.0,0.0,UNKNOWN,False
851380564,7.0,0.0,UNKNOWN,False
853362518,7.0,0.0,UNKNOWN,False
855543471,7.0,0.0,UNKNOWN,False
856307271,7.0,0.0,UNKNOWN,False
858800861,7.0,0.0,UNKNOWN,False
860472951,7.0,0.0,UNKNOWN,False
862196189,7.0,0.0,UNKNOWN,False
863169461,7.0,0.0,UNKNOWN,False
863283319,7.0,0.0,UNKNOWN,False
864029922,7.0,0.0,UNKNOWN,False
867304568,7.0,0.0,UNKNOWN,False
868513462,7.0,0.0,UNKNOWN,False
868756769,7.0,0.0,UNKNOWN,False
869102204,7.0,0.0,UNKNOWN,False
871457849,7.0,0.0,UNKNOWN,False
871547078,7.0,0.0,UNKNOWN,False
872011536,7.0,0.0,UNKNOWN,False
872950953,7.0,0.0,UNKNOWN,False
875061318,7.0,0.0,UNKNOWN,False
876489933,7.0,0.0,UNKNOWN,False
876746938,7.0,0.0,UNKNOWN,False
884081208,7.0,0.0,UNKNOWN,False
884825595,7.0,0.0,UNKNOWN,False
887430616,7.0,0.0,UNKNOWN,False
888511154,7.0,0.0,UNKNOWN,False
889946292,7.0,0.0,UNKNOWN,False
891341994,7.0,0.0,UNKNOWN,False
891969698,7.0,0.0,UNKNOWN,False
894196938,7.0,0.0,UNKNOWN,False
899159091,7.0,0.0,UNKNOWN,False
900450392,7.0,0.0,UNKNOWN,False
901651916,7.0,0.0,UNKNOWN,False
905226193,7.0,0.0,UNKNOWN,False
905663745,7.0,0.0,UNKNOWN,False
907647763,7.0,0.0,UNKNOWN,False
909932881,7.0,0.0,UNKNOWN,False
910022464,7.0,0.0,UNKNOWN,False
910227624,7.0,0.0,UNKNOWN,False
910998642,7.0,0.0,UNKNOWN,False
911480082,7.0,0.0,UNKNOWN,False
912910620,7.0,0.0,UNKNOWN,False
913370247,7.0,0.0,UNKNOWN,False
915440118,7.0,0.0,UNKNOWN,False
918198114,7.0,0.0,UNKNOWN,False
918381429,7.0,0.0,UNKNOWN,False
918643850,7.0,0.0,UNKNOWN,False
923927185,7.0,0.0,UNKNOWN,False
924639291,7.0,0.0,UNKNOWN,False
926637890,7.0,0.0,UNKNOWN,False
927659520,7.0,0.0,UNKNOWN,False
928047770,7.0,0.0,UNKNOWN,False
932757023,7.0,0.0,UNKNOWN,False
932848557,7.0,0.0,UNKNOWN,False
936261494,7.0,0.0,UNKNOWN,False
936689351,7.0,0.0,UNKNOWN,False
940598195,7.0,0.0,UNKNOWN,False
942364291,7.0,0.0,UNKNOWN,False
946496235,7.0,0.0,UNKNOWN,False
946634788,7.0,0.0,UNKNOWN,False
952232915,7.0,0.0,UNKNOWN,False
953773708,7.0,0.0,UNKNOWN,False
955428716,7.0,0.0,UNKNOWN,False
957225057,7.0,0.0,UNKNOWN,False
961365904,7.0,0.0,UNKNOWN,False
964273601,7.0,0.0,UNKNOWN,False
967377030,7.0,0.0,UNKNOWN,False
968338337,7.0,0.0,UNKNOWN,False
971853440,7.0,0.0,UNKNOWN,False
974095138,7.0,0.0,UNKNOWN,False
975005510,7.0,0.0,UNKNOWN,False
979004280,7.0,0.0,UNKNOWN,False
979927667,7.0,0.0,UNKNOWN,False
980197663,7.0,0.0,UNKNOWN,False
983837818,7.0,0.0,UNKNOWN,False
985229606,7.0,0.0,UNKNOWN,False
989259738,7.0,0.0,UNKNOWN,False
990292095,7.0,0.0,UNKNOWN,False
992337876,7.0,0.0,UNKNOWN,False
995023195,7.0,0.0,UNKNOWN,False
999466247,7.0,0.0,UNKNOWN,False
999563073,7.0,0.0,UNKNOWN,False
1001855589,7.0,0.0,UNKNOWN,False
1002755318,7.0,0.0,UNKNOWN,False
1003160664,7.0,0.0,UNKNOWN,False
1003793211,7.0,0.0,UNKNOWN,False
1004075611,7.0,0.0,UNKNOWN,False
1004308584,7.0,0.0,UNKNOWN,False
1006019612,7.0,0.0,UNKNOWN,False
1008181189,7.0,0.0,UNKNOWN,False
1008257703,7.0,0.0,UNKNOWN,False
1008495032,7.0,0.0,UNKNOWN,False
1010660401,7.0,0.0,UNKNOWN,False
1014166159,7.0,0.0,UNKNOWN,False
1016135673,7.0,0.0,UNKNOWN,False
1017187189,7.0,0.0,UNKNOWN,False
1018375774,7.0,0.0,UNKNOWN,False
1018801347,7.0,0.0,UNKNOWN,False
1019891229,7.0,0.0,UNKNOWN,False
1020958956,7.0,0.0,UNKNOWN,False
1021085841,7.0,0.0,UNKNOWN,False
1021274931,7.0,0.0,UNKNOWN,False
1021342416,7.0,0.0,UNKNOWN,False
1024586882,7.0,0.0,UNKNOWN,False
1025104158,7.0,0.0,UNKNOWN,False
1027530297,7.0,0.0,UNKNOWN,False
1027749188,7.0,0.0,UNKNOWN,False
1030471903,7.0,0.0,UNKNOWN,False
1031858930,7.0,0.0,UNKNOWN,False
1031910232,7.0,0.0,UNKNOWN,False
1033766948,7.0,0.0,UNKNOWN,False
1035679173,7.0,0.0,UNKNOWN,False
1038771375,7.0,0.0,UNKNOWN,False
10512,6.0,0.0,ANXXX109,False
10922,6.0,0.0,AN08B010,False
11091,6.0,0.0,AVLP542,False
11361,6.0,0.0,CL367,False
12475,6.0,0.0,LoVC15,False
14209,6.0,0.0,Li28,False
16815,6.0,0.0,GNG343,False
19160,6.0,0.0,LC23,False
34583,6.0,0.0,AVLP149,False
40871,6.0,0.0,Li25,False
41911,6.0,0.0,Li25,False
75060,6.0,0.0,WED047,False
82195,6.0,0.0,MeLo13,False
448363,6.0,0.0,,False
519920,6.0,0.0,AVLP152,False
529023,6.0,0.0,CL303,False
533457,6.0,0.0,LoVP50,False
101984479,6.0,0.0,UNKNOWN,False
103951444,6.0,0.0,UNKNOWN,False
104135981,6.0,0.0,UNKNOWN,False
104286613,6.0,0.0,UNKNOWN,False
106268288,6.0,0.0,UNKNOWN,False
106349879,6.0,0.0,UNKNOWN,False
107583073,6.0,0.0,UNKNOWN,False
109996384,6.0,0.0,UNKNOWN,False
113013950,6.0,0.0,UNKNOWN,False
113687090,6.0,0.0,UNKNOWN,False
114023467,6.0,0.0,UNKNOWN,False
114483768,6.0,0.0,UNKNOWN,False
115639616,6.0,0.0,UNKNOWN,False
116184389,6.0,0.0,UNKNOWN,False
116452470,6.0,0.0,UNKNOWN,False
117581216,6.0,0.0,UNKNOWN,False
118054962,6.0,0.0,UNKNOWN,False
118427788,6.0,0.0,UNKNOWN,False
119548477,6.0,0.0,UNKNOWN,False
122413181,6.0,0.0,UNKNOWN,False
122717364,6.0,0.0,UNKNOWN,False
123939951,6.0,0.0,UNKNOWN,False
123945171,6.0,0.0,UNKNOWN,False
126622896,6.0,0.0,UNKNOWN,False
127826579,6.0,0.0,UNKNOWN,False
128303843,6.0,0.0,UNKNOWN,False
130116075,6.0,0.0,UNKNOWN,False
130235205,6.0,0.0,UNKNOWN,False
130406960,6.0,0.0,UNKNOWN,False
132242984,6.0,0.0,UNKNOWN,False
132622768,6.0,0.0,UNKNOWN,False
133405130,6.0,0.0,UNKNOWN,False
133658650,6.0,0.0,UNKNOWN,False
135945641,6.0,0.0,UNKNOWN,False
137506568,6.0,0.0,UNKNOWN,False
138810228,6.0,0.0,UNKNOWN,False
139432493,6.0,0.0,UNKNOWN,False
139872829,6.0,0.0,UNKNOWN,False
140739524,6.0,0.0,UNKNOWN,False
145393457,6.0,0.0,UNKNOWN,False
145785767,6.0,0.0,UNKNOWN,False
147106454,6.0,0.0,UNKNOWN,False
147269858,6.0,0.0,UNKNOWN,False
151234105,6.0,0.0,UNKNOWN,False
152626515,6.0,0.0,UNKNOWN,False
152885640,6.0,0.0,UNKNOWN,False
153230542,6.0,0.0,UNKNOWN,False
155919190,6.0,0.0,UNKNOWN,False
159760735,6.0,0.0,UNKNOWN,False
160801847,6.0,0.0,UNKNOWN,False
160969407,6.0,0.0,UNKNOWN,False
161609306,6.0,0.0,UNKNOWN,False
162905791,6.0,0.0,UNKNOWN,False
163195413,6.0,0.0,UNKNOWN,False
164017746,6.0,0.0,UNKNOWN,False
165185411,6.0,0.0,UNKNOWN,False
165364788,6.0,0.0,UNKNOWN,False
165709217,6.0,0.0,UNKNOWN,False
166209103,6.0,0.0,UNKNOWN,False
168674626,6.0,0.0,UNKNOWN,False
170617490,6.0,0.0,UNKNOWN,False
172509842,6.0,0.0,UNKNOWN,False
172723663,6.0,0.0,UNKNOWN,False
175585120,6.0,0.0,UNKNOWN,False
176465859,6.0,0.0,UNKNOWN,False
178260784,6.0,0.0,UNKNOWN,False
180730714,6.0,0.0,UNKNOWN,False
180737369,6.0,0.0,UNKNOWN,False
181008193,6.0,0.0,UNKNOWN,False
181682051,6.0,0.0,UNKNOWN,False
182021801,6.0,0.0,UNKNOWN,False
182435147,6.0,0.0,UNKNOWN,False
182853322,6.0,0.0,UNKNOWN,False
185652672,6.0,0.0,UNKNOWN,False
185882405,6.0,0.0,UNKNOWN,False
186830863,6.0,0.0,UNKNOWN,False
188459188,6.0,0.0,UNKNOWN,False
188463329,6.0,0.0,UNKNOWN,False
192500700,6.0,0.0,UNKNOWN,False
194847387,6.0,0.0,UNKNOWN,False
198457470,6.0,0.0,UNKNOWN,False
199899495,6.0,0.0,UNKNOWN,False
203024520,6.0,0.0,UNKNOWN,False
203490762,6.0,0.0,UNKNOWN,False
203641627,6.0,0.0,UNKNOWN,False
204844096,6.0,0.0,UNKNOWN,False
205103730,6.0,0.0,UNKNOWN,False
207186286,6.0,0.0,UNKNOWN,False
207429035,6.0,0.0,UNKNOWN,False
209299291,6.0,0.0,UNKNOWN,False
209652053,6.0,0.0,UNKNOWN,False
211615658,6.0,0.0,UNKNOWN,False
214436839,6.0,0.0,UNKNOWN,False
215826558,6.0,0.0,UNKNOWN,False
218042023,6.0,0.0,UNKNOWN,False
218279924,6.0,0.0,UNKNOWN,False
219060530,6.0,0.0,UNKNOWN,False
220199322,6.0,0.0,UNKNOWN,False
220884873,6.0,0.0,UNKNOWN,False
221110422,6.0,0.0,UNKNOWN,False
221345738,6.0,0.0,UNKNOWN,False
221583678,6.0,0.0,UNKNOWN,False
221855251,6.0,0.0,UNKNOWN,False
226469028,6.0,0.0,UNKNOWN,False
226690646,6.0,0.0,UNKNOWN,False
229676858,6.0,0.0,UNKNOWN,False
229885232,6.0,0.0,UNKNOWN,False
229953879,6.0,0.0,UNKNOWN,False
230121283,6.0,0.0,UNKNOWN,False
231070803,6.0,0.0,UNKNOWN,False
231890723,6.0,0.0,UNKNOWN,False
232977480,6.0,0.0,UNKNOWN,False
233367440,6.0,0.0,UNKNOWN,False
234126642,6.0,0.0,UNKNOWN,False
234189320,6.0,0.0,UNKNOWN,False
236652198,6.0,0.0,UNKNOWN,False
237618488,6.0,0.0,UNKNOWN,False
238666629,6.0,0.0,UNKNOWN,False
239953157,6.0,0.0,UNKNOWN,False
240427057,6.0,0.0,UNKNOWN,False
243837769,6.0,0.0,UNKNOWN,False
244945682,6.0,0.0,UNKNOWN,False
245295129,6.0,0.0,UNKNOWN,False
245313773,6.0,0.0,UNKNOWN,False
246595684,6.0,0.0,UNKNOWN,False
248805247,6.0,0.0,UNKNOWN,False
250727902,6.0,0.0,UNKNOWN,False
250821568,6.0,0.0,UNKNOWN,False
250875352,6.0,0.0,UNKNOWN,False
251166496,6.0,0.0,UNKNOWN,False
251387935,6.0,0.0,UNKNOWN,False
252276418,6.0,0.0,UNKNOWN,False
253539356,6.0,0.0,UNKNOWN,False
254466063,6.0,0.0,UNKNOWN,False
260044715,6.0,0.0,UNKNOWN,False
260207045,6.0,0.0,UNKNOWN,False
261335535,6.0,0.0,UNKNOWN,False
263081866,6.0,0.0,UNKNOWN,False
263724570,6.0,0.0,UNKNOWN,False
263842555,6.0,0.0,UNKNOWN,False
263975514,6.0,0.0,UNKNOWN,False
267161006,6.0,0.0,UNKNOWN,False
267171386,6.0,0.0,UNKNOWN,False
267452418,6.0,0.0,UNKNOWN,False
267637187,6.0,0.0,UNKNOWN,False
268565295,6.0,0.0,UNKNOWN,False
268594077,6.0,0.0,UNKNOWN,False
270226908,6.0,0.0,UNKNOWN,False
270262644,6.0,0.0,UNKNOWN,False
270775610,6.0,0.0,UNKNOWN,False
272319107,6.0,0.0,UNKNOWN,False
273233161,6.0,0.0,UNKNOWN,False
273955313,6.0,0.0,UNKNOWN,False
273958253,6.0,0.0,UNKNOWN,False
273973156,6.0,0.0,UNKNOWN,False
274398472,6.0,0.0,UNKNOWN,False
274805222,6.0,0.0,UNKNOWN,False
274991504,6.0,0.0,UNKNOWN,False
275545213,6.0,0.0,UNKNOWN,False
280780287,6.0,0.0,UNKNOWN,False
282835116,6.0,0.0,UNKNOWN,False
282938706,6.0,0.0,UNKNOWN,False
283697734,6.0,0.0,UNKNOWN,False
284420905,6.0,0.0,UNKNOWN,False
285144911,6.0,0.0,UNKNOWN,False
285267093,6.0,0.0,UNKNOWN,False
285446690,6.0,0.0,UNKNOWN,False
287038942,6.0,0.0,UNKNOWN,False
287813458,6.0,0.0,UNKNOWN,False
288678964,6.0,0.0,UNKNOWN,False
289379256,6.0,0.0,UNKNOWN,False
291198727,6.0,0.0,UNKNOWN,False
292803723,6.0,0.0,UNKNOWN,False
294929243,6.0,0.0,UNKNOWN,False
295797051,6.0,0.0,UNKNOWN,False
298561436,6.0,0.0,UNKNOWN,False
298944852,6.0,0.0,UNKNOWN,False
299038961,6.0,0.0,UNKNOWN,False
303516783,6.0,0.0,UNKNOWN,False
305199398,6.0,0.0,UNKNOWN,False
305326117,6.0,0.0,UNKNOWN,False
305404412,6.0,0.0,UNKNOWN,False
305890130,6.0,0.0,UNKNOWN,False
306044310,6.0,0.0,UNKNOWN,False
308978070,6.0,0.0,UNKNOWN,False
310362991,6.0,0.0,UNKNOWN,False
311555199,6.0,0.0,UNKNOWN,False
311784479,6.0,0.0,UNKNOWN,False
313253428,6.0,0.0,UNKNOWN,False
315175311,6.0,0.0,UNKNOWN,False
315328399,6.0,0.0,UNKNOWN,False
316113058,6.0,0.0,UNKNOWN,False
316792265,6.0,0.0,UNKNOWN,False
316872825,6.0,0.0,UNKNOWN,False
317536714,6.0,0.0,UNKNOWN,False
318113161,6.0,0.0,UNKNOWN,False
322277829,6.0,0.0,UNKNOWN,False
323037306,6.0,0.0,UNKNOWN,False
323068678,6.0,0.0,UNKNOWN,False
324764960,6.0,0.0,UNKNOWN,False
325613902,6.0,0.0,UNKNOWN,False
325726226,6.0,0.0,UNKNOWN,False
326808035,6.0,0.0,UNKNOWN,False
328504917,6.0,0.0,UNKNOWN,False
330105088,6.0,0.0,UNKNOWN,False
332358379,6.0,0.0,UNKNOWN,False
333765872,6.0,0.0,UNKNOWN,False
334219101,6.0,0.0,UNKNOWN,False
336191274,6.0,0.0,UNKNOWN,False
336574985,6.0,0.0,UNKNOWN,False
336948269,6.0,0.0,UNKNOWN,False
337071558,6.0,0.0,UNKNOWN,False
337749916,6.0,0.0,UNKNOWN,False
340324716,6.0,0.0,UNKNOWN,False
342924262,6.0,0.0,UNKNOWN,False
343456752,6.0,0.0,UNKNOWN,False
343642592,6.0,0.0,UNKNOWN,False
347385654,6.0,0.0,UNKNOWN,False
347744195,6.0,0.0,UNKNOWN,False
349521274,6.0,0.0,UNKNOWN,False
352118951,6.0,0.0,UNKNOWN,False
353904296,6.0,0.0,UNKNOWN,False
353921660,6.0,0.0,UNKNOWN,False
354035957,6.0,0.0,UNKNOWN,False
354816015,6.0,0.0,UNKNOWN,False
356007838,6.0,0.0,UNKNOWN,False
357768968,6.0,0.0,UNKNOWN,False
358694356,6.0,0.0,UNKNOWN,False
359246465,6.0,0.0,UNKNOWN,False
360624316,6.0,0.0,UNKNOWN,False
360709772,6.0,0.0,UNKNOWN,False
362775489,6.0,0.0,UNKNOWN,False
363990672,6.0,0.0,UNKNOWN,False
364194992,6.0,0.0,UNKNOWN,False
364496757,6.0,0.0,UNKNOWN,False
364634102,6.0,0.0,UNKNOWN,False
365475702,6.0,0.0,UNKNOWN,False
365926518,6.0,0.0,UNKNOWN,False
368798008,6.0,0.0,UNKNOWN,False
368846684,6.0,0.0,UNKNOWN,False
369076745,6.0,0.0,UNKNOWN,False
369776770,6.0,0.0,UNKNOWN,False
371232456,6.0,0.0,UNKNOWN,False
372352848,6.0,0.0,UNKNOWN,False
372496957,6.0,0.0,UNKNOWN,False
374084954,6.0,0.0,UNKNOWN,False
376897790,6.0,0.0,UNKNOWN,False
379830564,6.0,0.0,UNKNOWN,False
380201183,6.0,0.0,UNKNOWN,False
381414014,6.0,0.0,UNKNOWN,False
383631262,6.0,0.0,UNKNOWN,False
386047250,6.0,0.0,UNKNOWN,False
386514597,6.0,0.0,UNKNOWN,False
387020991,6.0,0.0,UNKNOWN,False
388064813,6.0,0.0,UNKNOWN,False
389102207,6.0,0.0,UNKNOWN,False
389459045,6.0,0.0,UNKNOWN,False
389740122,6.0,0.0,UNKNOWN,False
390359086,6.0,0.0,UNKNOWN,False
390960610,6.0,0.0,UNKNOWN,False
391541593,6.0,0.0,UNKNOWN,False
393332363,6.0,0.0,UNKNOWN,False
394109170,6.0,0.0,UNKNOWN,False
394505686,6.0,0.0,UNKNOWN,False
398322175,6.0,0.0,UNKNOWN,False
401633325,6.0,0.0,UNKNOWN,False
402067971,6.0,0.0,UNKNOWN,False
402304352,6.0,0.0,UNKNOWN,False
402360889,6.0,0.0,UNKNOWN,False
403914369,6.0,0.0,UNKNOWN,False
403947301,6.0,0.0,UNKNOWN,False
405866807,6.0,0.0,UNKNOWN,False
406898147,6.0,0.0,UNKNOWN,False
408394367,6.0,0.0,UNKNOWN,False
410711953,6.0,0.0,UNKNOWN,False
414946198,6.0,0.0,UNKNOWN,False
415034362,6.0,0.0,UNKNOWN,False
417110529,6.0,0.0,UNKNOWN,False
417222735,6.0,0.0,UNKNOWN,False
419526549,6.0,0.0,UNKNOWN,False
419947349,6.0,0.0,UNKNOWN,False
421716008,6.0,0.0,UNKNOWN,False
422594128,6.0,0.0,UNKNOWN,False
423948312,6.0,0.0,UNKNOWN,False
424344458,6.0,0.0,UNKNOWN,False
424378887,6.0,0.0,UNKNOWN,False
425971783,6.0,0.0,UNKNOWN,False
427176142,6.0,0.0,UNKNOWN,False
427502768,6.0,0.0,UNKNOWN,False
430595469,6.0,0.0,UNKNOWN,False
430885805,6.0,0.0,UNKNOWN,False
430922966,6.0,0.0,UNKNOWN,False
431720814,6.0,0.0,UNKNOWN,False
433798060,6.0,0.0,UNKNOWN,False
433882140,6.0,0.0,UNKNOWN,False
435177174,6.0,0.0,UNKNOWN,False
435746395,6.0,0.0,UNKNOWN,False
436800427,6.0,0.0,UNKNOWN,False
437197778,6.0,0.0,UNKNOWN,False
439545602,6.0,0.0,UNKNOWN,False
439602313,6.0,0.0,UNKNOWN,False
440811592,6.0,0.0,UNKNOWN,False
442454986,6.0,0.0,UNKNOWN,False
442783023,6.0,0.0,UNKNOWN,False
445174114,6.0,0.0,UNKNOWN,False
445859930,6.0,0.0,UNKNOWN,False
445912992,6.0,0.0,UNKNOWN,False
446223941,6.0,0.0,UNKNOWN,False
447579812,6.0,0.0,UNKNOWN,False
448607007,6.0,0.0,UNKNOWN,False
450681924,6.0,0.0,UNKNOWN,False
450950728,6.0,0.0,UNKNOWN,False
451388128,6.0,0.0,UNKNOWN,False
451547727,6.0,0.0,UNKNOWN,False
452526443,6.0,0.0,UNKNOWN,False
452765191,6.0,0.0,UNKNOWN,False
453845855,6.0,0.0,UNKNOWN,False
454559110,6.0,0.0,UNKNOWN,False
455813213,6.0,0.0,UNKNOWN,False
456423589,6.0,0.0,UNKNOWN,False
457399154,6.0,0.0,UNKNOWN,False
459352250,6.0,0.0,UNKNOWN,False
461323019,6.0,0.0,UNKNOWN,False
461809021,6.0,0.0,UNKNOWN,False
461875969,6.0,0.0,UNKNOWN,False
464012636,6.0,0.0,UNKNOWN,False
465388361,6.0,0.0,UNKNOWN,False
468424529,6.0,0.0,UNKNOWN,False
468759892,6.0,0.0,UNKNOWN,False
469563758,6.0,0.0,UNKNOWN,False
475709398,6.0,0.0,UNKNOWN,False
477674100,6.0,0.0,UNKNOWN,False
479806234,6.0,0.0,UNKNOWN,False
481110970,6.0,0.0,UNKNOWN,False
482184410,6.0,0.0,UNKNOWN,False
482572846,6.0,0.0,UNKNOWN,False
485070057,6.0,0.0,UNKNOWN,False
485894284,6.0,0.0,UNKNOWN,False
486237235,6.0,0.0,UNKNOWN,False
487291559,6.0,0.0,UNKNOWN,False
488261935,6.0,0.0,UNKNOWN,False
490208294,6.0,0.0,UNKNOWN,False
491690445,6.0,0.0,UNKNOWN,False
494856058,6.0,0.0,UNKNOWN,False
496270009,6.0,0.0,UNKNOWN,False
497819943,6.0,0.0,UNKNOWN,False
497865858,6.0,0.0,UNKNOWN,False
498083489,6.0,0.0,UNKNOWN,False
498229780,6.0,0.0,UNKNOWN,False
499760502,6.0,0.0,UNKNOWN,False
501783311,6.0,0.0,UNKNOWN,False
502945988,6.0,0.0,UNKNOWN,False
503206474,6.0,0.0,UNKNOWN,False
507486481,6.0,0.0,UNKNOWN,False
514193416,6.0,0.0,UNKNOWN,False
515996984,6.0,0.0,UNKNOWN,False
516389989,6.0,0.0,UNKNOWN,False
516978402,6.0,0.0,UNKNOWN,False
518213243,6.0,0.0,UNKNOWN,False
