body_post,LC4,LPLC2,target_type,receives_from_both
408235731,0.0,2.0,UNKNOWN,False
408316559,0.0,2.0,UNKNOWN,False
408412395,0.0,2.0,UNKNOWN,False
408413428,0.0,2.0,UNKNOWN,False
408595352,0.0,2.0,UNKNOWN,False
408692284,0.0,2.0,UNKNOWN,False
408708807,0.0,2.0,UNKNOWN,False
408784836,0.0,2.0,UNKNOWN,False
408868833,0.0,2.0,UNKNOWN,False
408898703,0.0,2.0,UNKNOWN,False
408907537,0.0,2.0,UNKNOWN,False
408915995,0.0,2.0,UNKNOWN,False
409135626,0.0,2.0,UNKNOWN,False
409274596,0.0,2.0,UNKNOWN,False
409379878,0.0,2.0,UNKNOWN,False
409580236,0.0,2.0,UNKNOWN,False
409585998,0.0,2.0,UNKNOWN,False
409712439,0.0,2.0,UNKNOWN,False
409730895,0.0,2.0,UNKNOWN,False
409765542,0.0,2.0,UNKNOWN,False
409794217,0.0,2.0,UNKNOWN,False
410016351,0.0,2.0,UNKNOWN,False
410065112,0.0,2.0,UNKNOWN,False
410074819,0.0,2.0,UNKNOWN,False
410077912,0.0,2.0,UNKNOWN,False
410094660,0.0,2.0,UNKNOWN,False
410145062,0.0,2.0,UNKNOWN,False
410198345,0.0,2.0,UNKNOWN,False
410258704,0.0,2.0,UNKNOWN,False
410272603,0.0,2.0,UNKNOWN,False
410470246,0.0,2.0,UNKNOWN,False
410598936,0.0,2.0,UNKNOWN,False
410612775,0.0,2.0,UNKNOWN,False
410645576,0.0,2.0,UNKNOWN,False
410675271,0.0,2.0,UNKNOWN,False
410675577,0.0,2.0,UNKNOWN,False
410706352,0.0,2.0,UNKNOWN,False
410748368,0.0,2.0,UNKNOWN,False
410756148,0.0,2.0,UNKNOWN,False
410942475,0.0,2.0,UNKNOWN,False
411028589,0.0,2.0,UNKNOWN,False
411138445,0.0,2.0,UNKNOWN,False
411139589,0.0,2.0,UNKNOWN,False
411144983,0.0,2.0,UNKNOWN,False
411194434,0.0,2.0,UNKNOWN,False
411351032,0.0,2.0,UNKNOWN,False
411390462,0.0,2.0,UNKNOWN,False
411448976,0.0,2.0,UNKNOWN,False
411455044,0.0,2.0,UNKNOWN,False
411572279,0.0,2.0,UNKNOWN,False
411607817,0.0,2.0,UNKNOWN,False
411762388,0.0,2.0,UNKNOWN,False
411770853,0.0,2.0,UNKNOWN,False
411812707,0.0,2.0,UNKNOWN,False
411840164,0.0,2.0,UNKNOWN,False
411911487,0.0,2.0,UNKNOWN,False
411919899,0.0,2.0,UNKNOWN,False
412036899,0.0,2.0,UNKNOWN,False
412062622,0.0,2.0,UNKNOWN,False
412117933,0.0,2.0,UNKNOWN,False
412134482,0.0,2.0,UNKNOWN,False
412227661,0.0,2.0,UNKNOWN,False
412397122,0.0,2.0,UNKNOWN,False
412426679,0.0,2.0,UNKNOWN,False
412547303,0.0,2.0,UNKNOWN,False
412653511,0.0,2.0,UNKNOWN,False
412800298,0.0,2.0,UNKNOWN,False
412830065,0.0,2.0,UNKNOWN,False
412877019,0.0,2.0,UNKNOWN,False
412899596,0.0,2.0,UNKNOWN,False
412918747,0.0,2.0,UNKNOWN,False
413057856,0.0,2.0,UNKNOWN,False
413136377,0.0,2.0,UNKNOWN,False
413219815,0.0,2.0,UNKNOWN,False
413362648,0.0,2.0,UNKNOWN,False
413424598,0.0,2.0,UNKNOWN,False
413440344,0.0,2.0,UNKNOWN,False
413492299,0.0,2.0,UNKNOWN,False
413494119,0.0,2.0,UNKNOWN,False
413524519,0.0,2.0,UNKNOWN,False
413745153,0.0,2.0,UNKNOWN,False
413764796,0.0,2.0,UNKNOWN,False
413790800,0.0,2.0,UNKNOWN,False
413874736,0.0,2.0,UNKNOWN,False
413899404,0.0,2.0,UNKNOWN,False
414060250,0.0,2.0,UNKNOWN,False
414170429,0.0,2.0,UNKNOWN,False
414281126,0.0,2.0,UNKNOWN,False
414375987,0.0,2.0,UNKNOWN,False
414435169,0.0,2.0,UNKNOWN,False
414436743,0.0,2.0,UNKNOWN,False
414447255,0.0,2.0,UNKNOWN,False
414696415,0.0,2.0,UNKNOWN,False
414733602,0.0,2.0,UNKNOWN,False
414843269,0.0,2.0,UNKNOWN,False
414864149,0.0,2.0,UNKNOWN,False
414886462,0.0,2.0,UNKNOWN,False
415024256,0.0,2.0,UNKNOWN,False
415054153,0.0,2.0,UNKNOWN,False
415130921,0.0,2.0,UNKNOWN,False
415144936,0.0,2.0,UNKNOWN,False
415166678,0.0,2.0,UNKNOWN,False
415203921,0.0,2.0,UNKNOWN,False
415309016,0.0,2.0,UNKNOWN,False
415351129,0.0,2.0,UNKNOWN,False
415434149,0.0,2.0,UNKNOWN,False
415454639,0.0,2.0,UNKNOWN,False
415563733,0.0,2.0,UNKNOWN,False
415631309,0.0,2.0,UNKNOWN,False
415810952,0.0,2.0,UNKNOWN,False
415818009,0.0,2.0,UNKNOWN,False
415838735,0.0,2.0,UNKNOWN,False
415861457,0.0,2.0,UNKNOWN,False
415873202,0.0,2.0,UNKNOWN,False
416023969,0.0,2.0,UNKNOWN,False
416084151,0.0,2.0,UNKNOWN,False
416199589,0.0,2.0,UNKNOWN,False
416245201,0.0,2.0,UNKNOWN,False
416426952,0.0,2.0,UNKNOWN,False
416492574,0.0,2.0,UNKNOWN,False
416515564,0.0,2.0,UNKNOWN,False
416535075,0.0,2.0,UNKNOWN,False
416578317,0.0,2.0,UNKNOWN,False
416582489,0.0,2.0,UNKNOWN,False
416584773,0.0,2.0,UNKNOWN,False
416623472,0.0,2.0,UNKNOWN,False
416642992,0.0,2.0,UNKNOWN,False
416643203,0.0,2.0,UNKNOWN,False
416742221,0.0,2.0,UNKNOWN,False
416824791,0.0,2.0,UNKNOWN,False
416852580,0.0,2.0,UNKNOWN,False
417085534,0.0,2.0,UNKNOWN,False
417327283,0.0,2.0,UNKNOWN,False
417513133,0.0,2.0,UNKNOWN,False
417534013,0.0,2.0,UNKNOWN,False
417742239,0.0,2.0,UNKNOWN,False
417756172,0.0,2.0,UNKNOWN,False
417807990,0.0,2.0,UNKNOWN,False
417812905,0.0,2.0,UNKNOWN,False
417936860,0.0,2.0,UNKNOWN,False
418167067,0.0,2.0,UNKNOWN,False
418223365,0.0,2.0,UNKNOWN,False
418276785,0.0,2.0,UNKNOWN,False
418280702,0.0,2.0,UNKNOWN,False
418378322,0.0,2.0,UNKNOWN,False
418512373,0.0,2.0,UNKNOWN,False
418588231,0.0,2.0,UNKNOWN,False
418626432,0.0,2.0,UNKNOWN,False
418637200,0.0,2.0,UNKNOWN,False
418707572,0.0,2.0,UNKNOWN,False
418733893,0.0,2.0,UNKNOWN,False
418798413,0.0,2.0,UNKNOWN,False
418983290,0.0,2.0,UNKNOWN,False
419023721,0.0,2.0,UNKNOWN,False
419097745,0.0,2.0,UNKNOWN,False
419199917,0.0,2.0,UNKNOWN,False
419326999,0.0,2.0,UNKNOWN,False
419503141,0.0,2.0,UNKNOWN,False
419538629,0.0,2.0,UNKNOWN,False
419617957,0.0,2.0,UNKNOWN,False
419620056,0.0,2.0,UNKNOWN,False
419703812,0.0,2.0,UNKNOWN,False
419781999,0.0,2.0,UNKNOWN,False
419818850,0.0,2.0,UNKNOWN,False
419897282,0.0,2.0,UNKNOWN,False
419907533,0.0,2.0,UNKNOWN,False
420108285,0.0,2.0,UNKNOWN,False
420150151,0.0,2.0,UNKNOWN,False
420241219,0.0,2.0,UNKNOWN,False
420253668,0.0,2.0,UNKNOWN,False
420263237,0.0,2.0,UNKNOWN,False
420335780,0.0,2.0,UNKNOWN,False
420365456,0.0,2.0,UNKNOWN,False
420480469,0.0,2.0,UNKNOWN,False
420654632,0.0,2.0,UNKNOWN,False
420773338,0.0,2.0,UNKNOWN,False
420798390,0.0,2.0,UNKNOWN,False
420830425,0.0,2.0,UNKNOWN,False
420840735,0.0,2.0,UNKNOWN,False
420849828,0.0,2.0,UNKNOWN,False
420873623,0.0,2.0,UNKNOWN,False
420931733,0.0,2.0,UNKNOWN,False
420940197,0.0,2.0,UNKNOWN,False
420957484,0.0,2.0,UNKNOWN,False
421017966,0.0,2.0,UNKNOWN,False
421028924,0.0,2.0,UNKNOWN,False
421030907,0.0,2.0,UNKNOWN,False
421111187,0.0,2.0,UNKNOWN,False
421319285,0.0,2.0,UNKNOWN,False
421529148,0.0,2.0,UNKNOWN,False
421669693,0.0,2.0,UNKNOWN,False
421680333,0.0,2.0,UNKNOWN,False
421707647,0.0,2.0,UNKNOWN,False
421723647,0.0,2.0,UNKNOWN,False
421727905,0.0,2.0,UNKNOWN,False
421730061,0.0,2.0,UNKNOWN,False
421759207,0.0,2.0,UNKNOWN,False
421786024,0.0,2.0,UNKNOWN,False
421812635,0.0,2.0,UNKNOWN,False
421842476,0.0,2.0,UNKNOWN,False
421913863,0.0,2.0,UNKNOWN,False
421923067,0.0,2.0,UNKNOWN,False
421931400,0.0,2.0,UNKNOWN,False
421963839,0.0,2.0,UNKNOWN,False
422006636,0.0,2.0,UNKNOWN,False
422065138,0.0,2.0,UNKNOWN,False
422071169,0.0,2.0,UNKNOWN,False
422137591,0.0,2.0,UNKNOWN,False
422154029,0.0,2.0,UNKNOWN,False
422167279,0.0,2.0,UNKNOWN,False
422278639,0.0,2.0,UNKNOWN,False
422316912,0.0,2.0,UNKNOWN,False
422321478,0.0,2.0,UNKNOWN,False
422414405,0.0,2.0,UNKNOWN,False
422423505,0.0,2.0,UNKNOWN,False
422471070,0.0,2.0,UNKNOWN,False
422571046,0.0,2.0,UNKNOWN,False
422633648,0.0,2.0,UNKNOWN,False
422820452,0.0,2.0,UNKNOWN,False
422944466,0.0,2.0,UNKNOWN,False
423008561,0.0,2.0,UNKNOWN,False
423014240,0.0,2.0,UNKNOWN,False
423072673,0.0,2.0,UNKNOWN,False
423082111,0.0,2.0,UNKNOWN,False
423087282,0.0,2.0,UNKNOWN,False
423092039,0.0,2.0,UNKNOWN,False
423328589,0.0,2.0,UNKNOWN,False
423371781,0.0,2.0,UNKNOWN,False
423383079,0.0,2.0,UNKNOWN,False
423448088,0.0,2.0,UNKNOWN,False
423516387,0.0,2.0,UNKNOWN,False
423530136,0.0,2.0,UNKNOWN,False
423598272,0.0,2.0,UNKNOWN,False
423651824,0.0,2.0,UNKNOWN,False
423744219,0.0,2.0,UNKNOWN,False
423921736,0.0,2.0,UNKNOWN,False
424087334,0.0,2.0,UNKNOWN,False
424242936,0.0,2.0,UNKNOWN,False
424297293,0.0,2.0,UNKNOWN,False
424335317,0.0,2.0,UNKNOWN,False
424533265,0.0,2.0,UNKNOWN,False
424567742,0.0,2.0,UNKNOWN,False
424571786,0.0,2.0,UNKNOWN,False
424572612,0.0,2.0,UNKNOWN,False
424709371,0.0,2.0,UNKNOWN,False
424740681,0.0,2.0,UNKNOWN,False
424840364,0.0,2.0,UNKNOWN,False
425126321,0.0,2.0,UNKNOWN,False
425131278,0.0,2.0,UNKNOWN,False
425172939,0.0,2.0,UNKNOWN,False
425301392,0.0,2.0,UNKNOWN,False
425320442,0.0,2.0,UNKNOWN,False
425364901,0.0,2.0,UNKNOWN,False
425414057,0.0,2.0,UNKNOWN,False
425428594,0.0,2.0,UNKNOWN,False
425488713,0.0,2.0,UNKNOWN,False
425605314,0.0,2.0,UNKNOWN,False
425785206,0.0,2.0,UNKNOWN,False
425814780,0.0,2.0,UNKNOWN,False
425972944,0.0,2.0,UNKNOWN,False
425977997,0.0,2.0,UNKNOWN,False
426013428,0.0,2.0,UNKNOWN,False
426013922,0.0,2.0,UNKNOWN,False
426045712,0.0,2.0,UNKNOWN,False
426046804,0.0,2.0,UNKNOWN,False
426210819,0.0,2.0,UNKNOWN,False
426369191,0.0,2.0,UNKNOWN,False
426373679,0.0,2.0,UNKNOWN,False
426423201,0.0,2.0,UNKNOWN,False
426461396,0.0,2.0,UNKNOWN,False
426489174,0.0,2.0,UNKNOWN,False
426600587,0.0,2.0,UNKNOWN,False
426668890,0.0,2.0,UNKNOWN,False
426704900,0.0,2.0,UNKNOWN,False
426793164,0.0,2.0,UNKNOWN,False
426803592,0.0,2.0,UNKNOWN,False
426810098,0.0,2.0,UNKNOWN,False
426905534,0.0,2.0,UNKNOWN,False
426921453,0.0,2.0,UNKNOWN,False
426928209,0.0,2.0,UNKNOWN,False
427035418,0.0,2.0,UNKNOWN,False
427041509,0.0,2.0,UNKNOWN,False
427114517,0.0,2.0,UNKNOWN,False
427264214,0.0,2.0,UNKNOWN,False
427339518,0.0,2.0,UNKNOWN,False
427375062,0.0,2.0,UNKNOWN,False
427400966,0.0,2.0,UNKNOWN,False
427448522,0.0,2.0,UNKNOWN,False
427538601,0.0,2.0,UNKNOWN,False
427619493,0.0,2.0,UNKNOWN,False
427640239,0.0,2.0,UNKNOWN,False
427679643,0.0,2.0,UNKNOWN,False
427686673,0.0,2.0,UNKNOWN,False
427719571,0.0,2.0,UNKNOWN,False
427752374,0.0,2.0,UNKNOWN,False
427764645,0.0,2.0,UNKNOWN,False
427857823,0.0,2.0,UNKNOWN,False
428061468,0.0,2.0,UNKNOWN,False
428081091,0.0,2.0,UNKNOWN,False
428227415,0.0,2.0,UNKNOWN,False
428268904,0.0,2.0,UNKNOWN,False
428303444,0.0,2.0,UNKNOWN,False
428303769,0.0,2.0,UNKNOWN,False
428304095,0.0,2.0,UNKNOWN,False
428355525,0.0,2.0,UNKNOWN,False
428625750,0.0,2.0,UNKNOWN,False
428648730,0.0,2.0,UNKNOWN,False
428653190,0.0,2.0,UNKNOWN,False
428665371,0.0,2.0,UNKNOWN,False
428728656,0.0,2.0,UNKNOWN,False
428830519,0.0,2.0,UNKNOWN,False
428870899,0.0,2.0,UNKNOWN,False
428929658,0.0,2.0,UNKNOWN,False
428990228,0.0,2.0,UNKNOWN,False
429219233,0.0,2.0,UNKNOWN,False
429229228,0.0,2.0,UNKNOWN,False
429246076,0.0,2.0,UNKNOWN,False
429449186,0.0,2.0,UNKNOWN,False
429462676,0.0,2.0,UNKNOWN,False
429688613,0.0,2.0,UNKNOWN,False
429722622,0.0,2.0,UNKNOWN,False
429844103,0.0,2.0,UNKNOWN,False
429859890,0.0,2.0,UNKNOWN,False
429885005,0.0,2.0,UNKNOWN,False
429942353,0.0,2.0,UNKNOWN,False
429942476,0.0,2.0,UNKNOWN,False
430038916,0.0,2.0,UNKNOWN,False
430043408,0.0,2.0,UNKNOWN,False
430065200,0.0,2.0,UNKNOWN,False
430112256,0.0,2.0,UNKNOWN,False
430120362,0.0,2.0,UNKNOWN,False
430261481,0.0,2.0,UNKNOWN,False
430422987,0.0,2.0,UNKNOWN,False
430485136,0.0,2.0,UNKNOWN,False
430528774,0.0,2.0,UNKNOWN,False
430569571,0.0,2.0,UNKNOWN,False
430636789,0.0,2.0,UNKNOWN,False
430743065,0.0,2.0,UNKNOWN,False
430780009,0.0,2.0,UNKNOWN,False
430804023,0.0,2.0,UNKNOWN,False
430870564,0.0,2.0,UNKNOWN,False
430965945,0.0,2.0,UNKNOWN,False
431076787,0.0,2.0,UNKNOWN,False
431128296,0.0,2.0,UNKNOWN,False
431187600,0.0,2.0,UNKNOWN,False
431203141,0.0,2.0,UNKNOWN,False
431248777,0.0,2.0,UNKNOWN,False
431275783,0.0,2.0,UNKNOWN,False
431291996,0.0,2.0,UNKNOWN,False
431364320,0.0,2.0,UNKNOWN,False
431386748,0.0,2.0,UNKNOWN,False
431398493,0.0,2.0,UNKNOWN,False
431430518,0.0,2.0,UNKNOWN,False
431443385,0.0,2.0,UNKNOWN,False
431500080,0.0,2.0,UNKNOWN,False
431507646,0.0,2.0,UNKNOWN,False
431511743,0.0,2.0,UNKNOWN,False
431540289,0.0,2.0,UNKNOWN,False
431564319,0.0,2.0,UNKNOWN,False
431573250,0.0,2.0,UNKNOWN,False
431585231,0.0,2.0,UNKNOWN,False
431627362,0.0,2.0,UNKNOWN,False
431762194,0.0,2.0,UNKNOWN,False
431827420,0.0,2.0,UNKNOWN,False
431894181,0.0,2.0,UNKNOWN,False
431894881,0.0,2.0,UNKNOWN,False
431945271,0.0,2.0,UNKNOWN,False
432026580,0.0,2.0,UNKNOWN,False
432066648,0.0,2.0,UNKNOWN,False
432076194,0.0,2.0,UNKNOWN,False
432179446,0.0,2.0,UNKNOWN,False
432320520,0.0,2.0,UNKNOWN,False
432320733,0.0,2.0,UNKNOWN,False
432347627,0.0,2.0,UNKNOWN,False
432411634,0.0,2.0,UNKNOWN,False
432500968,0.0,2.0,UNKNOWN,False
432502472,0.0,2.0,UNKNOWN,False
432609487,0.0,2.0,UNKNOWN,False
432755972,0.0,2.0,UNKNOWN,False
432917816,0.0,2.0,UNKNOWN,False
432962097,0.0,2.0,UNKNOWN,False
432972835,0.0,2.0,UNKNOWN,False
433042810,0.0,2.0,UNKNOWN,False
433060075,0.0,2.0,UNKNOWN,False
433239375,0.0,2.0,UNKNOWN,False
433333578,0.0,2.0,UNKNOWN,False
433379829,0.0,2.0,UNKNOWN,False
433398318,0.0,2.0,UNKNOWN,False
433451483,0.0,2.0,UNKNOWN,False
433562275,0.0,2.0,UNKNOWN,False
433570604,0.0,2.0,UNKNOWN,False
433615973,0.0,2.0,UNKNOWN,False
433629624,0.0,2.0,UNKNOWN,False
433637224,0.0,2.0,UNKNOWN,False
433651073,0.0,2.0,UNKNOWN,False
433732112,0.0,2.0,UNKNOWN,False
433875015,0.0,2.0,UNKNOWN,False
433881580,0.0,2.0,UNKNOWN,False
433940226,0.0,2.0,UNKNOWN,False
434025378,0.0,2.0,UNKNOWN,False
434104464,0.0,2.0,UNKNOWN,False
434524279,0.0,2.0,UNKNOWN,False
434555186,0.0,2.0,UNKNOWN,False
434701705,0.0,2.0,UNKNOWN,False
434752954,0.0,2.0,UNKNOWN,False
434768579,0.0,2.0,UNKNOWN,False
434810768,0.0,2.0,UNKNOWN,False
434815321,0.0,2.0,UNKNOWN,False
434847235,0.0,2.0,UNKNOWN,False
434951095,0.0,2.0,UNKNOWN,False
434958138,0.0,2.0,UNKNOWN,False
434958826,0.0,2.0,UNKNOWN,False
435053398,0.0,2.0,UNKNOWN,False
435214692,0.0,2.0,UNKNOWN,False
435242760,0.0,2.0,UNKNOWN,False
435261598,0.0,2.0,UNKNOWN,False
435270697,0.0,2.0,UNKNOWN,False
435368704,0.0,2.0,UNKNOWN,False
435386247,0.0,2.0,UNKNOWN,False
435522798,0.0,2.0,UNKNOWN,False
435566229,0.0,2.0,UNKNOWN,False
435652985,0.0,2.0,UNKNOWN,False
435672367,0.0,2.0,UNKNOWN,False
435821640,0.0,2.0,UNKNOWN,False
436024972,0.0,2.0,UNKNOWN,False
436035880,0.0,2.0,UNKNOWN,False
436053077,0.0,2.0,UNKNOWN,False
436105411,0.0,2.0,UNKNOWN,False
436167511,0.0,2.0,UNKNOWN,False
436176873,0.0,2.0,UNKNOWN,False
436593680,0.0,2.0,UNKNOWN,False
436602310,0.0,2.0,UNKNOWN,False
436729435,0.0,2.0,UNKNOWN,False
436767870,0.0,2.0,UNKNOWN,False
436791951,0.0,2.0,UNKNOWN,False
436858612,0.0,2.0,UNKNOWN,False
436918946,0.0,2.0,UNKNOWN,False
436949542,0.0,2.0,UNKNOWN,False
436968143,0.0,2.0,UNKNOWN,False
437037720,0.0,2.0,UNKNOWN,False
437119110,0.0,2.0,UNKNOWN,False
437145689,0.0,2.0,UNKNOWN,False
437228291,0.0,2.0,UNKNOWN,False
437234440,0.0,2.0,UNKNOWN,False
437236930,0.0,2.0,UNKNOWN,False
437240890,0.0,2.0,UNKNOWN,False
437405910,0.0,2.0,UNKNOWN,False
437419170,0.0,2.0,UNKNOWN,False
437462992,0.0,2.0,UNKNOWN,False
437512381,0.0,2.0,UNKNOWN,False
437524611,0.0,2.0,UNKNOWN,False
437546008,0.0,2.0,UNKNOWN,False
437663049,0.0,2.0,UNKNOWN,False
437681694,0.0,2.0,UNKNOWN,False
437691026,0.0,2.0,UNKNOWN,False
437829197,0.0,2.0,UNKNOWN,False
437885930,0.0,2.0,UNKNOWN,False
437949027,0.0,2.0,UNKNOWN,False
437952313,0.0,2.0,UNKNOWN,False
437982991,0.0,2.0,UNKNOWN,False
438004799,0.0,2.0,UNKNOWN,False
438187910,0.0,2.0,UNKNOWN,False
438230983,0.0,2.0,UNKNOWN,False
438411381,0.0,2.0,UNKNOWN,False
438423192,0.0,2.0,UNKNOWN,False
438430092,0.0,2.0,UNKNOWN,False
438445026,0.0,2.0,UNKNOWN,False
438467980,0.0,2.0,UNKNOWN,False
438523023,0.0,2.0,UNKNOWN,False
438523865,0.0,2.0,UNKNOWN,False
438532071,0.0,2.0,UNKNOWN,False
438638960,0.0,2.0,UNKNOWN,False
438788693,0.0,2.0,UNKNOWN,False
438910526,0.0,2.0,UNKNOWN,False
438941279,0.0,2.0,UNKNOWN,False
439026248,0.0,2.0,UNKNOWN,False
439036910,0.0,2.0,UNKNOWN,False
439037565,0.0,2.0,UNKNOWN,False
439047058,0.0,2.0,UNKNOWN,False
439094118,0.0,2.0,UNKNOWN,False
439097193,0.0,2.0,UNKNOWN,False
439286169,0.0,2.0,UNKNOWN,False
439319559,0.0,2.0,UNKNOWN,False
439353354,0.0,2.0,UNKNOWN,False
439387232,0.0,2.0,UNKNOWN,False
439464533,0.0,2.0,UNKNOWN,False
439494692,0.0,2.0,UNKNOWN,False
439509044,0.0,2.0,UNKNOWN,False
439707736,0.0,2.0,UNKNOWN,False
439708915,0.0,2.0,UNKNOWN,False
439861807,0.0,2.0,UNKNOWN,False
439865174,0.0,2.0,UNKNOWN,False
439916855,0.0,2.0,UNKNOWN,False
439937659,0.0,2.0,UNKNOWN,False
439961239,0.0,2.0,UNKNOWN,False
440053756,0.0,2.0,UNKNOWN,False
440099920,0.0,2.0,UNKNOWN,False
440140767,0.0,2.0,UNKNOWN,False
440211766,0.0,2.0,UNKNOWN,False
440213944,0.0,2.0,UNKNOWN,False
440235653,0.0,2.0,UNKNOWN,False
440240101,0.0,2.0,UNKNOWN,False
440332484,0.0,2.0,UNKNOWN,False
440367618,0.0,2.0,UNKNOWN,False
440409527,0.0,2.0,UNKNOWN,False
440488286,0.0,2.0,UNKNOWN,False
440577254,0.0,2.0,UNKNOWN,False
440600263,0.0,2.0,UNKNOWN,False
440690919,0.0,2.0,UNKNOWN,False
440699841,0.0,2.0,UNKNOWN,False
440782307,0.0,2.0,UNKNOWN,False
440855860,0.0,2.0,UNKNOWN,False
440858599,0.0,2.0,UNKNOWN,False
440906796,0.0,2.0,UNKNOWN,False
440944967,0.0,2.0,UNKNOWN,False
441068263,0.0,2.0,UNKNOWN,False
441168074,0.0,2.0,UNKNOWN,False
441198579,0.0,2.0,UNKNOWN,False
441255265,0.0,2.0,UNKNOWN,False
441293936,0.0,2.0,UNKNOWN,False
441298732,0.0,2.0,UNKNOWN,False
441386893,0.0,2.0,UNKNOWN,False
441422504,0.0,2.0,UNKNOWN,False
441428356,0.0,2.0,UNKNOWN,False
441595035,0.0,2.0,UNKNOWN,False
441725145,0.0,2.0,UNKNOWN,False
441890095,0.0,2.0,UNKNOWN,False
442047153,0.0,2.0,UNKNOWN,False
442197325,0.0,2.0,UNKNOWN,False
442292552,0.0,2.0,UNKNOWN,False
442301913,0.0,2.0,UNKNOWN,False
442360195,0.0,2.0,UNKNOWN,False
442539502,0.0,2.0,UNKNOWN,False
442555121,0.0,2.0,UNKNOWN,False
442587716,0.0,2.0,UNKNOWN,False
442608671,0.0,2.0,UNKNOWN,False
442682970,0.0,2.0,UNKNOWN,False
442756622,0.0,2.0,UNKNOWN,False
442781690,0.0,2.0,UNKNOWN,False
442801855,0.0,2.0,UNKNOWN,False
442821254,0.0,2.0,UNKNOWN,False
442835559,0.0,2.0,UNKNOWN,False
442904692,0.0,2.0,UNKNOWN,False
442977784,0.0,2.0,UNKNOWN,False
443248088,0.0,2.0,UNKNOWN,False
443348025,0.0,2.0,UNKNOWN,False
443370687,0.0,2.0,UNKNOWN,False
443385228,0.0,2.0,UNKNOWN,False
443397443,0.0,2.0,UNKNOWN,False
443475815,0.0,2.0,UNKNOWN,False
443661826,0.0,2.0,UNKNOWN,False
443719721,0.0,2.0,UNKNOWN,False
443767017,0.0,2.0,UNKNOWN,False
443922912,0.0,2.0,UNKNOWN,False
444275083,0.0,2.0,UNKNOWN,False
444278908,0.0,2.0,UNKNOWN,False
444331734,0.0,2.0,UNKNOWN,False
444409456,0.0,2.0,UNKNOWN,False
444521884,0.0,2.0,UNKNOWN,False
444526046,0.0,2.0,UNKNOWN,False
444544707,0.0,2.0,UNKNOWN,False
444548774,0.0,2.0,UNKNOWN,False
444619796,0.0,2.0,UNKNOWN,False
444622322,0.0,2.0,UNKNOWN,False
444629414,0.0,2.0,UNKNOWN,False
444640143,0.0,2.0,UNKNOWN,False
444667203,0.0,2.0,UNKNOWN,False
444692903,0.0,2.0,UNKNOWN,False
444862548,0.0,2.0,UNKNOWN,False
444988966,0.0,2.0,UNKNOWN,False
445185339,0.0,2.0,UNKNOWN,False
445191902,0.0,2.0,UNKNOWN,False
445434347,0.0,2.0,UNKNOWN,False
445454698,0.0,2.0,UNKNOWN,False
445488041,0.0,2.0,UNKNOWN,False
445498131,0.0,2.0,UNKNOWN,False
445531704,0.0,2.0,UNKNOWN,False
445909221,0.0,2.0,UNKNOWN,False
445910406,0.0,2.0,UNKNOWN,False
445964150,0.0,2.0,UNKNOWN,False
445978807,0.0,2.0,UNKNOWN,False
446037273,0.0,2.0,UNKNOWN,False
446076280,0.0,2.0,UNKNOWN,False
446284433,0.0,2.0,UNKNOWN,False
446330940,0.0,2.0,UNKNOWN,False
446422653,0.0,2.0,UNKNOWN,False
446568635,0.0,2.0,UNKNOWN,False
446663798,0.0,2.0,UNKNOWN,False
446674219,0.0,2.0,UNKNOWN,False
446842032,0.0,2.0,UNKNOWN,False
446877648,0.0,2.0,UNKNOWN,False
446968986,0.0,2.0,UNKNOWN,False
446986462,0.0,2.0,UNKNOWN,False
446987133,0.0,2.0,UNKNOWN,False
446999517,0.0,2.0,UNKNOWN,False
447057257,0.0,2.0,UNKNOWN,False
447067145,0.0,2.0,UNKNOWN,False
447121872,0.0,2.0,UNKNOWN,False
447152480,0.0,2.0,UNKNOWN,False
447266881,0.0,2.0,UNKNOWN,False
447283699,0.0,2.0,UNKNOWN,False
447441499,0.0,2.0,UNKNOWN,False
447460857,0.0,2.0,UNKNOWN,False
447538386,0.0,2.0,UNKNOWN,False
447650232,0.0,2.0,UNKNOWN,False
447684708,0.0,2.0,UNKNOWN,False
447690118,0.0,2.0,UNKNOWN,False
447776092,0.0,2.0,UNKNOWN,False
447803540,0.0,2.0,UNKNOWN,False
447831339,0.0,2.0,UNKNOWN,False
448103563,0.0,2.0,UNKNOWN,False
448260419,0.0,2.0,UNKNOWN,False
448279328,0.0,2.0,UNKNOWN,False
448286873,0.0,2.0,UNKNOWN,False
448378123,0.0,2.0,UNKNOWN,False
448461784,0.0,2.0,UNKNOWN,False
448589871,0.0,2.0,UNKNOWN,False
448602281,0.0,2.0,UNKNOWN,False
448812861,0.0,2.0,UNKNOWN,False
448902946,0.0,2.0,UNKNOWN,False
448906040,0.0,2.0,UNKNOWN,False
448914842,0.0,2.0,UNKNOWN,False
448922109,0.0,2.0,UNKNOWN,False
448942656,0.0,2.0,UNKNOWN,False
449004726,0.0,2.0,UNKNOWN,False
449012433,0.0,2.0,UNKNOWN,False
449015145,0.0,2.0,UNKNOWN,False
449050361,0.0,2.0,UNKNOWN,False
449124515,0.0,2.0,UNKNOWN,False
449154232,0.0,2.0,UNKNOWN,False
449229674,0.0,2.0,UNKNOWN,False
449302128,0.0,2.0,UNKNOWN,False
449302910,0.0,2.0,UNKNOWN,False
449382476,0.0,2.0,UNKNOWN,False
449383553,0.0,2.0,UNKNOWN,False
