body_pre,body_post,weight,source_type,target_type
518016,997250857,3,LC4,UNKNOWN
518016,860472951,3,LC4,UNKNOWN
518016,836986761,3,LC4,UNKNOWN
518439,10373,3,LC4,PVLP141
518439,10173,3,LC4,PVLP151
518439,17608,3,LC4,LC4
518439,14503,3,LC4,AVLP126
518439,29469,3,LC4,LC4
518439,13813,3,LC4,MeLo8
518439,66151,3,LC4,PVLP068
518439,69537,3,LC4,CB4103
518439,55868,3,LC4,LC31b
518439,517368,3,LC4,CB3302
518439,129687,3,LC4,LPLC2
518439,111787,3,LC4,LC4
518439,20434,3,LC4,PVLP046
518439,17478,3,LC4,LC4
518439,233155373,3,LC4,UNKNOWN
518439,218975676,3,LC4,UNKNOWN
518439,178439565,3,LC4,UNKNOWN
518439,107513,3,LC4,LC4
518439,556303,3,LC4,CB1498
518439,532839,3,LC4,CL140
518439,519931,3,LC4,LC4
518439,530729485,3,LC4,UNKNOWN
518439,655753340,3,LC4,UNKNOWN
518439,340349189,3,LC4,UNKNOWN
518439,567025291,3,LC4,UNKNOWN
518439,556728468,3,LC4,UNKNOWN
518439,557465610,3,LC4,UNKNOWN
518439,542017005,3,LC4,UNKNOWN
518439,523681549,3,LC4,UNKNOWN
518439,499491233,3,LC4,UNKNOWN
518439,488298205,3,LC4,
518439,439947304,3,LC4,UNKNOWN
518439,424920987,3,LC4,UNKNOWN
518439,402565248,3,LC4,UNKNOWN
518439,396313746,3,LC4,UNKNOWN
518439,357118006,3,LC4,UNKNOWN
518439,345021098,3,LC4,UNKNOWN
518439,320241232,3,LC4,UNKNOWN
518439,299894002,3,LC4,UNKNOWN
518439,302638663,3,LC4,UNKNOWN
518439,765994046,3,LC4,UNKNOWN
518439,860919033,3,LC4,UNKNOWN
518439,832607221,3,LC4,UNKNOWN
518439,953322472,3,LC4,UNKNOWN
518439,941371657,3,LC4,UNKNOWN
518439,969696016,3,LC4,UNKNOWN
518439,576388259,3,LC4,UNKNOWN
518439,589650230,3,LC4,UNKNOWN
518439,757231298,3,LC4,UNKNOWN
518439,720685080,3,LC4,UNKNOWN
518439,1015355214,3,LC4,UNKNOWN
518439,982657683,3,LC4,UNKNOWN
518439,894597292,3,LC4,UNKNOWN
518439,894897808,3,LC4,UNKNOWN
518544,10449,3,LC4,DNpe025
518544,17246,3,LC4,PLP219
518544,10105,3,LC4,MeVC25
518544,11043,3,LC4,LPT60
518544,10234,3,LC4,DNp35
518544,12349,3,LC4,LC4
518544,13600,3,LC4,CB2664
518544,11118,3,LC4,PVLP137
518544,19454,3,LC4,PVLP024
518544,20967,3,LC4,LC4
518544,18565,3,LC4,MeLo13
518544,19302,3,LC4,
518544,17653,3,LC4,LC4
518544,21026,3,LC4,CB2371
518544,11794,3,LC4,LC31b
518544,511914,3,LC4,LC4
518544,81112,3,LC4,LC4
518544,535341,3,LC4,LC4
518544,310780644,3,LC4,UNKNOWN
518544,521516,3,LC4,Li30
518544,523479,3,LC4,MeLo8
518544,553605873,3,LC4,UNKNOWN
518544,282679346,3,LC4,UNKNOWN
518544,783894589,3,LC4,UNKNOWN
518544,780688533,3,LC4,UNKNOWN
518544,638121414,3,LC4,UNKNOWN
518544,871433709,3,LC4,UNKNOWN
518544,816659428,3,LC4,UNKNOWN
518544,795475743,3,LC4,UNKNOWN
518544,1038581665,3,LC4,UNKNOWN
518730,10361,3,LC4,DNg40
518730,11573,3,LC4,DNpe021
518730,12349,3,LC4,LC4
518730,18432,3,LC4,LC4
518730,17478,3,LC4,LC4
518730,20434,3,LC4,PVLP046
518730,17270,3,LC4,LC4
518730,22257,3,LC4,PVLP046
518730,19856,3,LC4,
518730,27194,3,LC4,PVLP046
518730,24523,3,LC4,LC4
518730,31429,3,LC4,LC4
518730,512366,3,LC4,LC4
518730,77614,3,LC4,LC4
518730,516909,3,LC4,LC4
518730,535341,3,LC4,LC4
518730,524899,3,LC4,LC4
518730,119838,3,LC4,CB4102
518730,35616,3,LC4,LC4
518730,40842,3,LC4,PVLP066
518730,348174904,3,LC4,UNKNOWN
518730,333941760,3,LC4,UNKNOWN
518730,337797384,3,LC4,UNKNOWN
518730,306958231,3,LC4,UNKNOWN
518730,130085768,3,LC4,UNKNOWN
518730,255399175,3,LC4,UNKNOWN
518730,242490839,3,LC4,UNKNOWN
518730,239222284,3,LC4,UNKNOWN
518730,240164875,3,LC4,UNKNOWN
518730,532839,3,LC4,CL140
518730,517752,3,LC4,LC4
518730,195110259,3,LC4,UNKNOWN
518730,540053853,3,LC4,UNKNOWN
518730,488338806,3,LC4,UNKNOWN
518730,458623061,3,LC4,UNKNOWN
518730,454527281,3,LC4,UNKNOWN
518730,439545602,3,LC4,UNKNOWN
518730,483075478,3,LC4,UNKNOWN
518730,458900544,3,LC4,UNKNOWN
518730,377831901,3,LC4,UNKNOWN
518730,650298683,3,LC4,UNKNOWN
518730,652704531,3,LC4,UNKNOWN
518730,633804395,3,LC4,UNKNOWN
518730,596862375,3,LC4,UNKNOWN
518730,572798119,3,LC4,UNKNOWN
518730,729298180,3,LC4,UNKNOWN
518730,700985218,3,LC4,UNKNOWN
518730,795518424,3,LC4,UNKNOWN
518730,783286615,3,LC4,UNKNOWN
518730,734327568,3,LC4,UNKNOWN
518730,834168260,3,LC4,UNKNOWN
518730,816043498,3,LC4,UNKNOWN
518730,740070857,3,LC4,UNKNOWN
518730,744953530,3,LC4,UNKNOWN
518730,919904907,3,LC4,UNKNOWN
518730,923421528,3,LC4,UNKNOWN
518983,10158,3,LC4,LT56
518983,11300,3,LC4,LT82b
518983,11599,3,LC4,AVLP429
518983,12032,3,LC4,LC4
518983,11049,3,LC4,Li30
518983,12586,3,LC4,LC14a-1
518983,18432,3,LC4,LC4
518983,12349,3,LC4,LC4
518983,17340,3,LC4,LC4
518983,15261,3,LC4,CB2664
518983,13122,3,LC4,PVLP130
518983,128237,3,LC4,AOTU034
518983,512121,3,LC4,CB1280
518983,22772,3,LC4,LC4
518983,22922,3,LC4,LC4
518983,20967,3,LC4,LC4
518983,22584,3,LC4,
518983,556303,3,LC4,CB1498
518983,34845,3,LC4,LC4
518983,35262,3,LC4,LC4
518983,181295001,3,LC4,UNKNOWN
518983,469683633,3,LC4,UNKNOWN
518983,471936774,3,LC4,UNKNOWN
518983,445174114,3,LC4,UNKNOWN
518983,263842555,3,LC4,UNKNOWN
518983,425108752,3,LC4,UNKNOWN
518983,391915282,3,LC4,UNKNOWN
518983,365728562,3,LC4,UNKNOWN
518983,328473259,3,LC4,UNKNOWN
518983,288678964,3,LC4,UNKNOWN
518983,283138671,3,LC4,UNKNOWN
518983,273973156,3,LC4,UNKNOWN
518983,155919190,3,LC4,UNKNOWN
518983,168176252,3,LC4,UNKNOWN
518983,689711516,3,LC4,UNKNOWN
518983,672494225,3,LC4,UNKNOWN
518983,659376891,3,LC4,UNKNOWN
518983,668251372,3,LC4,UNKNOWN
518983,564378693,3,LC4,UNKNOWN
518983,814728013,3,LC4,UNKNOWN
518983,782209940,3,LC4,UNKNOWN
518983,767226093,3,LC4,UNKNOWN
518983,862051315,3,LC4,UNKNOWN
518983,897578100,3,LC4,UNKNOWN
518983,893371047,3,LC4,UNKNOWN
518983,986136066,3,LC4,UNKNOWN
518983,790808730,3,LC4,UNKNOWN
518983,841769509,3,LC4,UNKNOWN
518983,995125132,3,LC4,UNKNOWN
518983,1036757775,3,LC4,UNKNOWN
518983,1029957454,3,LC4,UNKNOWN
518983,1034660514,3,LC4,UNKNOWN
519650,10234,3,LC4,DNp35
519650,14091,3,LC4,CB3544
519650,11573,3,LC4,DNpe021
519650,11599,3,LC4,AVLP429
519650,15018,3,LC4,LC4
519650,17556,3,LC4,
519650,18432,3,LC4,LC4
519650,11219,3,LC4,LT82a
519650,19283,3,LC4,LAL300m
519650,11047,3,LC4,PS001
519650,30087,3,LC4,LC4
519650,24523,3,LC4,LC4
519650,25438,3,LC4,SAD064
519650,27194,3,LC4,PVLP046
519650,20143,3,LC4,CB4102
519650,23226,3,LC4,LC4
519650,518730,3,LC4,LC4
519650,520222,3,LC4,CB1958
519650,23202,3,LC4,LC4
519650,191291046,3,LC4,UNKNOWN
519650,170617490,3,LC4,UNKNOWN
519650,255884556,3,LC4,UNKNOWN
519650,525616219,3,LC4,UNKNOWN
519650,155173472,3,LC4,UNKNOWN
519650,526034,3,LC4,PVLP064
519650,396283285,3,LC4,UNKNOWN
519650,961563468,3,LC4,UNKNOWN
519650,891916192,3,LC4,UNKNOWN
519650,895167891,3,LC4,UNKNOWN
519650,843193741,3,LC4,UNKNOWN
519650,692552155,3,LC4,UNKNOWN
519650,642798759,3,LC4,UNKNOWN
519650,675839162,3,LC4,UNKNOWN
15018,966028188,3,LC4,UNKNOWN
15018,809337587,3,LC4,UNKNOWN
15018,816322281,3,LC4,UNKNOWN
15018,805749606,3,LC4,UNKNOWN
15018,972829485,3,LC4,UNKNOWN
15018,836756288,3,LC4,UNKNOWN
15018,739104755,3,LC4,UNKNOWN
15018,746265300,3,LC4,UNKNOWN
15018,889482910,3,LC4,UNKNOWN
15018,862199453,3,LC4,UNKNOWN
15018,660214995,3,LC4,UNKNOWN
15018,655151713,3,LC4,UNKNOWN
15018,565962699,3,LC4,UNKNOWN
15018,692201367,3,LC4,UNKNOWN
15018,501976453,3,LC4,UNKNOWN
15018,601180167,3,LC4,UNKNOWN
15018,580992453,3,LC4,UNKNOWN
15018,660781100,3,LC4,UNKNOWN
15018,462645015,3,LC4,UNKNOWN
15018,490208294,3,LC4,UNKNOWN
15018,546214192,3,LC4,UNKNOWN
15018,547865780,3,LC4,UNKNOWN
15018,455117271,3,LC4,UNKNOWN
15018,384622040,3,LC4,UNKNOWN
15018,263975514,3,LC4,UNKNOWN
15018,157217118,3,LC4,UNKNOWN
15018,180431389,3,LC4,UNKNOWN
15018,287813458,3,LC4,UNKNOWN
15018,143215373,3,LC4,UNKNOWN
15018,513904,3,LC4,SAD049
15018,44076,3,LC4,CB4103
15018,524002,3,LC4,
15018,128986643,3,LC4,UNKNOWN
15018,535341,3,LC4,LC4
15018,515476,3,LC4,LC4
15018,27501,3,LC4,MeLo13
15018,27829,3,LC4,LC4
15018,16305,3,LC4,LT60
15018,29469,3,LC4,LC4
15018,11102,3,LC4,PVLP046
15018,11509,3,LC4,AVLP339
15018,10609,3,LC4,PVLP120
15018,14168,3,LC4,CB1932
15018,14612,3,LC4,CB2676
15018,13088,3,LC4,CB1932
15018,22584,3,LC4,
15018,12275,3,LC4,PVLP151
15018,12349,3,LC4,LC4
519931,12032,3,LC4,LC4
519931,11043,3,LC4,LPT60
519931,10105,3,LC4,MeVC25
519931,10361,3,LC4,DNg40
519931,19283,3,LC4,LAL300m
519931,18478,3,LC4,LC4
519931,16917,3,LC4,LC4
519931,15994,3,LC4,CB3513
519931,13408,3,LC4,MeLo8
519931,14452,3,LC4,MeLo8
519931,17375,3,LC4,SAD064
519931,12395,3,LC4,IB114
519931,17556,3,LC4,
519931,23202,3,LC4,LC4
519931,28980,3,LC4,LC4
519931,30194,3,LC4,SAD013
519931,34845,3,LC4,LC4
519931,23893,3,LC4,LT35
519931,523564,3,LC4,PVLP011
519931,81112,3,LC4,LC4
519931,45885,3,LC4,SAD011
519931,522472,3,LC4,LT82a
519931,22032,3,LC4,PVLP064
519931,134386,3,LC4,CB1958
519931,299557169,3,LC4,UNKNOWN
519931,266738650,3,LC4,UNKNOWN
519931,152996055,3,LC4,UNKNOWN
519931,524900,3,LC4,LoVP93
519931,392658565,3,LC4,UNKNOWN
519931,358925934,3,LC4,UNKNOWN
519931,188463329,3,LC4,UNKNOWN
519931,169067859,3,LC4,UNKNOWN
519931,171476046,3,LC4,UNKNOWN
519931,517752,3,LC4,LC4
519931,834985755,3,LC4,UNKNOWN
519931,801871146,3,LC4,UNKNOWN
519931,795069199,3,LC4,UNKNOWN
519931,1022466353,3,LC4,UNKNOWN
519931,452415283,3,LC4,UNKNOWN
519931,463411492,3,LC4,UNKNOWN
519931,443179934,3,LC4,UNKNOWN
519931,400576909,3,LC4,UNKNOWN
519931,570240994,3,LC4,UNKNOWN
519931,888397205,3,LC4,UNKNOWN
14888,1031910232,3,LC4,UNKNOWN
14888,973879745,3,LC4,UNKNOWN
14888,1020958956,3,LC4,UNKNOWN
14888,993834371,3,LC4,UNKNOWN
14888,1027560121,3,LC4,UNKNOWN
14888,893279802,3,LC4,UNKNOWN
14888,939993669,3,LC4,UNKNOWN
14888,927995228,3,LC4,UNKNOWN
14888,980585471,3,LC4,UNKNOWN
14888,980774101,3,LC4,UNKNOWN
14888,823457240,3,LC4,UNKNOWN
14888,880614380,3,LC4,UNKNOWN
14888,701448423,3,LC4,UNKNOWN
14888,552148022,3,LC4,UNKNOWN
14888,435758228,3,LC4,UNKNOWN
14888,418989031,3,LC4,UNKNOWN
14888,352943561,3,LC4,UNKNOWN
14888,337713093,3,LC4,UNKNOWN
14888,504530223,3,LC4,UNKNOWN
14888,469938646,3,LC4,UNKNOWN
14888,371501805,3,LC4,UNKNOWN
14888,586273120,3,LC4,UNKNOWN
14888,455083190,3,LC4,UNKNOWN
14888,393000931,3,LC4,UNKNOWN
14888,297623896,3,LC4,UNKNOWN
14888,300197801,3,LC4,UNKNOWN
14888,259948993,3,LC4,UNKNOWN
14888,234801401,3,LC4,UNKNOWN
14888,242901544,3,LC4,UNKNOWN
14888,344996471,3,LC4,UNKNOWN
14888,280824645,3,LC4,UNKNOWN
14888,210437961,3,LC4,UNKNOWN
14888,519413,3,LC4,PLP029
14888,159330759,3,LC4,UNKNOWN
14888,145515018,3,LC4,UNKNOWN
14888,533129,3,LC4,LC4
14888,535341,3,LC4,LC4
14888,526286,3,LC4,LC4
14888,520604,3,LC4,PLP150
14888,522346,3,LC4,PVLP013
14888,119838,3,LC4,CB4102
14888,129090,3,LC4,PVLP066
14888,23226,3,LC4,LC4
14888,19454,3,LC4,PVLP024
14888,25438,3,LC4,SAD064
14888,37587,3,LC4,LC4
14888,29469,3,LC4,LC4
14888,519931,3,LC4,LC4
14888,17939,3,LC4,PVLP046
14888,13876,3,LC4,AVLP430
14888,20859,3,LC4,LC4
14888,10220,3,LC4,LoVC16
14888,12344,3,LC4,PVLP094
14888,10449,3,LC4,DNpe025
14888,11043,3,LC4,LPT60
14888,11300,3,LC4,LT82b
14888,11118,3,LC4,PVLP137
14888,11599,3,LC4,AVLP429
14888,10728,3,LC4,WED116
14888,10992,3,LC4,PVLP122
520449,14021,3,LC4,LoVP50
520449,10609,3,LC4,PVLP120
520449,11118,3,LC4,PVLP137
520449,19891,3,LC4,MeLo13
520449,27829,3,LC4,LC4
520449,22032,3,LC4,PVLP064
520449,18275,3,LC4,CL128a
520449,17270,3,LC4,LC4
520449,15052,3,LC4,PVLP100
520449,27194,3,LC4,PVLP046
520449,27294,3,LC4,PVLP064
520449,24523,3,LC4,LC4
520449,35262,3,LC4,LC4
520449,100485,3,LC4,LC4
520449,103145,3,LC4,PLP106
520449,526286,3,LC4,LC4
520449,519650,3,LC4,LC4
520449,556817,3,LC4,SAD023
520449,523564,3,LC4,PVLP011
520449,518016,3,LC4,LC4
520449,103130324,3,LC4,UNKNOWN
520449,535341,3,LC4,LC4
520449,214715938,3,LC4,UNKNOWN
520449,180371499,3,LC4,UNKNOWN
520449,280500909,3,LC4,UNKNOWN
520449,145608670,3,LC4,UNKNOWN
520449,522711,3,LC4,SAD023
520449,330105088,3,LC4,UNKNOWN
520449,492911190,3,LC4,UNKNOWN
520449,375614549,3,LC4,UNKNOWN
520449,352145439,3,LC4,UNKNOWN
520449,383327497,3,LC4,UNKNOWN
520449,133658650,3,LC4,UNKNOWN
520449,568315839,3,LC4,UNKNOWN
520449,620429897,3,LC4,UNKNOWN
520449,421917126,3,LC4,UNKNOWN
520449,503954805,3,LC4,UNKNOWN
520449,406573213,3,LC4,UNKNOWN
520449,421129479,3,LC4,UNKNOWN
520449,1008923499,3,LC4,UNKNOWN
520449,812563020,3,LC4,UNKNOWN
520449,942133875,3,LC4,UNKNOWN
520449,920504809,3,LC4,UNKNOWN
520449,922081649,3,LC4,UNKNOWN
520449,877820611,3,LC4,UNKNOWN
520449,725119922,3,LC4,UNKNOWN
520449,714829758,3,LC4,UNKNOWN
520449,648882049,3,LC4,UNKNOWN
520449,1026082803,3,LC4,UNKNOWN
520449,1022292212,3,LC4,UNKNOWN
520449,1034443529,2,LC4,UNKNOWN
520449,1035679173,2,LC4,UNKNOWN
520449,1038473531,2,LC4,UNKNOWN
520449,1022468333,2,LC4,UNKNOWN
520449,877310926,2,LC4,UNKNOWN
520449,879742552,2,LC4,UNKNOWN
520449,916167749,2,LC4,UNKNOWN
520449,1009828455,2,LC4,UNKNOWN
520449,1014097870,2,LC4,UNKNOWN
520449,1018916192,2,LC4,UNKNOWN
520449,1004943335,2,LC4,UNKNOWN
520449,1026111576,2,LC4,UNKNOWN
520449,983696533,2,LC4,UNKNOWN
520449,984605394,2,LC4,UNKNOWN
520449,985252743,2,LC4,UNKNOWN
520449,992041554,2,LC4,UNKNOWN
520449,799839470,2,LC4,UNKNOWN
520449,776893908,2,LC4,UNKNOWN
520449,786594022,2,LC4,UNKNOWN
520449,769832254,2,LC4,UNKNOWN
520449,774892702,2,LC4,UNKNOWN
520449,756437521,2,LC4,UNKNOWN
520449,760259262,2,LC4,UNKNOWN
520449,763273610,2,LC4,UNKNOWN
520449,966958309,2,LC4,UNKNOWN
520449,766106489,2,LC4,UNKNOWN
520449,750648906,2,LC4,UNKNOWN
520449,752259959,2,LC4,UNKNOWN
520449,926035966,2,LC4,UNKNOWN
520449,907559433,2,LC4,UNKNOWN
520449,975249929,2,LC4,UNKNOWN
520449,963516653,2,LC4,UNKNOWN
520449,897957406,2,LC4,UNKNOWN
520449,905764432,2,LC4,UNKNOWN
520449,896717069,2,LC4,UNKNOWN
520449,950389966,2,LC4,UNKNOWN
520449,938927629,2,LC4,UNKNOWN
520449,940598195,2,LC4,UNKNOWN
520449,864620976,2,LC4,UNKNOWN
520449,866329183,2,LC4,UNKNOWN
520449,849025013,2,LC4,UNKNOWN
520449,803230150,2,LC4,UNKNOWN
520449,811043133,2,LC4,UNKNOWN
520449,817938671,2,LC4,UNKNOWN
520449,821717323,2,LC4,UNKNOWN
520449,795977584,2,LC4,UNKNOWN
520449,796072901,2,LC4,UNKNOWN
520449,873089225,2,LC4,UNKNOWN
520449,728923248,2,LC4,UNKNOWN
520449,571556502,2,LC4,UNKNOWN
520449,717470934,2,LC4,UNKNOWN
520449,722976504,2,LC4,UNKNOWN
520449,708079470,2,LC4,UNKNOWN
520449,711413371,2,LC4,UNKNOWN
520449,693621546,2,LC4,UNKNOWN
520449,697728363,2,LC4,UNKNOWN
520449,698635078,2,LC4,UNKNOWN
520449,676324409,2,LC4,UNKNOWN
520449,682693142,2,LC4,UNKNOWN
520449,687081649,2,LC4,UNKNOWN
520449,658315448,2,LC4,UNKNOWN
520449,660425341,2,LC4,UNKNOWN
520449,667427582,2,LC4,UNKNOWN
520449,856303679,2,LC4,UNKNOWN
520449,841599690,2,LC4,UNKNOWN
520449,835653421,2,LC4,UNKNOWN
520449,837064746,2,LC4,UNKNOWN
520449,639452130,2,LC4,UNKNOWN
520449,602810437,2,LC4,UNKNOWN
520449,605322271,2,LC4,UNKNOWN
520449,610039745,2,LC4,UNKNOWN
520449,586986149,2,LC4,UNKNOWN
520449,589052407,2,LC4,UNKNOWN
520449,573867389,2,LC4,UNKNOWN
520449,577797007,2,LC4,UNKNOWN
520449,552101834,2,LC4,UNKNOWN
520449,637503875,2,LC4,UNKNOWN
520449,630223021,2,LC4,UNKNOWN
520449,534702097,2,LC4,UNKNOWN
520449,535388024,2,LC4,UNKNOWN
520449,535939184,2,LC4,UNKNOWN
520449,537691416,2,LC4,UNKNOWN
520449,528786338,2,LC4,UNKNOWN
520449,529285523,2,LC4,UNKNOWN
520449,326808035,2,LC4,UNKNOWN
520449,424196431,2,LC4,UNKNOWN
520449,416140849,2,LC4,UNKNOWN
520449,505935023,2,LC4,UNKNOWN
520449,497781061,2,LC4,UNKNOWN
520449,470856200,2,LC4,UNKNOWN
520449,475431273,2,LC4,UNKNOWN
520449,448227559,2,LC4,UNKNOWN
520449,461122177,2,LC4,UNKNOWN
520449,431884849,2,LC4,UNKNOWN
520449,432655936,2,LC4,UNKNOWN
520449,421566816,2,LC4,UNKNOWN
520449,633006479,2,LC4,UNKNOWN
520449,273299224,2,LC4,UNKNOWN
520449,277830273,2,LC4,UNKNOWN
520449,278669218,2,LC4,UNKNOWN
520449,310735651,2,LC4,UNKNOWN
520449,310799431,2,LC4,UNKNOWN
520449,366470123,2,LC4,UNKNOWN
520449,387776257,2,LC4,UNKNOWN
520449,388561311,2,LC4,UNKNOWN
520449,389149382,2,LC4,UNKNOWN
520449,397044221,2,LC4,UNKNOWN
520449,357382257,2,LC4,UNKNOWN
520449,334067626,2,LC4,UNKNOWN
520449,335898050,2,LC4,UNKNOWN
520449,377052598,2,LC4,UNKNOWN
520449,384382890,2,LC4,UNKNOWN
520449,373637598,2,LC4,UNKNOWN
520449,358038352,2,LC4,UNKNOWN
520449,360457241,2,LC4,UNKNOWN
520449,327112680,2,LC4,UNKNOWN
520449,322523646,2,LC4,UNKNOWN
520449,325143674,2,LC4,UNKNOWN
520449,325247203,2,LC4,UNKNOWN
520449,348405670,2,LC4,UNKNOWN
520449,350504067,2,LC4,UNKNOWN
520449,312670886,2,LC4,UNKNOWN
520449,321676103,2,LC4,UNKNOWN
520449,287727901,2,LC4,UNKNOWN
520449,287998084,2,LC4,UNKNOWN
520449,290679817,2,LC4,UNKNOWN
520449,293789866,2,LC4,UNKNOWN
520449,188062867,2,LC4,UNKNOWN
520449,127826579,2,LC4,UNKNOWN
520449,130570841,2,LC4,UNKNOWN
520449,118383785,2,LC4,UNKNOWN
520449,213353257,2,LC4,UNKNOWN
520449,189049930,2,LC4,UNKNOWN
520449,191996292,2,LC4,UNKNOWN
520449,192500700,2,LC4,UNKNOWN
520449,200554409,2,LC4,UNKNOWN
520449,126166649,2,LC4,UNKNOWN
520449,170101571,2,LC4,UNKNOWN
520449,171083128,2,LC4,UNKNOWN
520449,110588855,2,LC4,UNKNOWN
520449,511914,2,LC4,LC4
520449,522472,2,LC4,LT82a
520449,524899,2,LC4,LC4
520449,252204904,2,LC4,UNKNOWN
520449,256503565,2,LC4,UNKNOWN
520449,236180193,2,LC4,UNKNOWN
520449,243992380,2,LC4,UNKNOWN
520449,244682777,2,LC4,UNKNOWN
520449,209545206,2,LC4,UNKNOWN
520449,514282,2,LC4,
520449,515900,2,LC4,LC4
520449,111903,2,LC4,LPLC2
520449,512705,2,LC4,LC4
520449,22922,2,LC4,LC4
520449,20859,2,LC4,LC4
520449,21168,2,LC4,AVLP149
520449,17375,2,LC4,SAD064
520449,17544,2,LC4,LPLC2
520449,17556,2,LC4,
520449,16520,2,LC4,PLP219
520449,18478,2,LC4,LC4
520449,16459,2,LC4,PVLP024
520449,17340,2,LC4,LC4
520449,11017,2,LC4,PVLP093
520449,11049,2,LC4,Li30
520449,11187,2,LC4,LoVP54
520449,11300,2,LC4,LT82b
520449,13600,2,LC4,CB2664
520449,14091,2,LC4,CB3544
520449,12242,2,LC4,SAD055
520449,10251,2,LC4,MeVP53
520449,10129,2,LC4,LoVC16
520449,10173,2,LC4,PVLP151
520449,13112,2,LC4,MeLo8
520449,10263,2,LC4,GNG300
14888,11573,2,LC4,DNpe021
14888,10933,2,LC4,MeLo8
14888,10936,2,LC4,LT61b
14888,11102,2,LC4,PVLP046
14888,17270,2,LC4,LC4
14888,14091,2,LC4,CB3544
14888,15261,2,LC4,CB2664
14888,12966,2,LC4,LoVC13
14888,13112,2,LC4,MeLo8
14888,13600,2,LC4,CB2664
14888,20976,2,LC4,LC4
14888,21721,2,LC4,LC4
14888,18394,2,LC4,MeLo10
14888,17315,2,LC4,Li30
14888,40842,2,LC4,PVLP066
14888,31308,2,LC4,LC4
14888,512821,2,LC4,CB4248
14888,147605,2,LC4,
14888,523624,2,LC4,PVLP018
14888,155851377,2,LC4,UNKNOWN
14888,130406960,2,LC4,UNKNOWN
14888,139057289,2,LC4,UNKNOWN
14888,121331243,2,LC4,UNKNOWN
14888,515476,2,LC4,LC4
14888,516909,2,LC4,LC4
14888,517426,2,LC4,PVLP026
14888,154913619,2,LC4,UNKNOWN
14888,155321450,2,LC4,UNKNOWN
14888,517752,2,LC4,LC4
14888,518016,2,LC4,LC4
14888,102112462,2,LC4,UNKNOWN
14888,102433330,2,LC4,UNKNOWN
14888,531901,2,LC4,AVLP203_c
14888,168059314,2,LC4,UNKNOWN
14888,183894941,2,LC4,UNKNOWN
14888,193925933,2,LC4,UNKNOWN
14888,176595681,2,LC4,UNKNOWN
14888,282938706,2,LC4,UNKNOWN
14888,260940591,2,LC4,UNKNOWN
14888,268983642,2,LC4,UNKNOWN
14888,272943205,2,LC4,UNKNOWN
14888,248131919,2,LC4,UNKNOWN
14888,319058982,2,LC4,UNKNOWN
14888,323931109,2,LC4,UNKNOWN
14888,314949855,2,LC4,UNKNOWN
14888,214870913,2,LC4,UNKNOWN
14888,215650207,2,LC4,UNKNOWN
14888,218851765,2,LC4,UNKNOWN
14888,226339897,2,LC4,UNKNOWN
14888,204391713,2,LC4,UNKNOWN
14888,208530957,2,LC4,UNKNOWN
14888,243992380,2,LC4,UNKNOWN
14888,226628430,2,LC4,UNKNOWN
14888,277602188,2,LC4,UNKNOWN
14888,280012899,2,LC4,UNKNOWN
14888,251448370,2,LC4,UNKNOWN
14888,255399175,2,LC4,UNKNOWN
14888,399387978,2,LC4,UNKNOWN
14888,401290787,2,LC4,UNKNOWN
14888,380417596,2,LC4,UNKNOWN
14888,305499238,2,LC4,UNKNOWN
14888,287352484,2,LC4,UNKNOWN
14888,291123290,2,LC4,UNKNOWN
14888,301422672,2,LC4,UNKNOWN
14888,397682570,2,LC4,UNKNOWN
14888,316799925,2,LC4,UNKNOWN
14888,354548900,2,LC4,UNKNOWN
14888,359246465,2,LC4,UNKNOWN
14888,361190939,2,LC4,UNKNOWN
14888,362775489,2,LC4,UNKNOWN
14888,352731168,2,LC4,UNKNOWN
14888,340064344,2,LC4,UNKNOWN
14888,340487706,2,LC4,UNKNOWN
14888,343456752,2,LC4,UNKNOWN
14888,325606609,2,LC4,UNKNOWN
14888,352642511,2,LC4,UNKNOWN
14888,495195750,2,LC4,UNKNOWN
14888,477432254,2,LC4,UNKNOWN
14888,458127561,2,LC4,UNKNOWN
14888,459199828,2,LC4,UNKNOWN
14888,460747607,2,LC4,UNKNOWN
14888,384680071,2,LC4,UNKNOWN
14888,363778176,2,LC4,UNKNOWN
14888,366820875,2,LC4,UNKNOWN
14888,432926021,2,LC4,UNKNOWN
14888,433304934,2,LC4,UNKNOWN
14888,435499311,2,LC4,UNKNOWN
14888,437421265,2,LC4,UNKNOWN
14888,420747875,2,LC4,UNKNOWN
14888,514911223,2,LC4,UNKNOWN
14888,517601640,2,LC4,UNKNOWN
14888,509702292,2,LC4,UNKNOWN
14888,502945988,2,LC4,UNKNOWN
14888,503416798,2,LC4,UNKNOWN
14888,408520017,2,LC4,UNKNOWN
14888,411545340,2,LC4,UNKNOWN
14888,413806964,2,LC4,UNKNOWN
14888,438573615,2,LC4,UNKNOWN
14888,445899392,2,LC4,UNKNOWN
14888,443507992,2,LC4,UNKNOWN
14888,503924847,2,LC4,UNKNOWN
14888,504164510,2,LC4,UNKNOWN
14888,606205314,2,LC4,UNKNOWN
14888,607950069,2,LC4,UNKNOWN
14888,609794832,2,LC4,UNKNOWN
14888,583602144,2,LC4,UNKNOWN
14888,571919648,2,LC4,UNKNOWN
14888,652841029,2,LC4,UNKNOWN
14888,654360995,2,LC4,UNKNOWN
