body_pre,body_post,weight,source_type,descending_type
18396,10197,7,LC4,DNp02
17608,10197,7,LC4,DNp02
514956,10197,7,LC4,DNp02
38065,10117,7,LC4,DNp02
107513,10197,6,LC4,DNp02
37587,10197,6,LC4,DNp02
15018,10197,6,LC4,DNp02
30803,10117,4,LC4,DNp02
21862,10117,2,LPLC2,DNp02
35889,10117,1,LPLC2,DNp02
28044,10117,1,LPLC2,DNp02
19842,10117,1,LPLC2,DNp02
27624,10752,49,LC4,DNp03
17653,10752,48,LC4,DNp03
17608,10752,44,LC4,DNp03
17340,10752,44,LC4,DNp03
17478,10752,43,LC4,DNp03
515900,10752,42,LC4,DNp03
530029,10752,41,LC4,DNp03
518439,10752,37,LC4,DNp03
24523,10752,36,LC4,DNp03
81112,10752,35,LC4,DNp03
20859,10752,34,LC4,DNp03
15018,10752,34,LC4,DNp03
18396,10752,34,LC4,DNp03
27750,10752,33,LC4,DNp03
37587,10752,33,LC4,DNp03
511914,10752,33,LC4,DNp03
535341,10752,33,LC4,DNp03
514508,10752,32,LC4,DNp03
21804,10989,31,LC4,DNp03
29469,10752,31,LC4,DNp03
520449,10752,31,LC4,DNp03
532254,10752,31,LC4,DNp03
515476,10752,30,LC4,DNp03
29417,10752,30,LC4,DNp03
77614,10752,30,LC4,DNp03
512366,10752,29,LC4,DNp03
18478,10752,28,LC4,DNp03
32597,10752,28,LC4,DNp03
21721,10752,28,LC4,DNp03
12349,10752,28,LC4,DNp03
12032,10752,27,LC4,DNp03
518983,10752,27,LC4,DNp03
28945,10989,26,LC4,DNp03
514956,10752,26,LC4,DNp03
28980,10752,25,LC4,DNp03
512705,10752,25,LC4,DNp03
100485,10752,25,LC4,DNp03
31429,10752,24,LC4,DNp03
23202,10752,24,LC4,DNp03
519931,10752,24,LC4,DNp03
17860,10989,24,LC4,DNp03
16628,10989,23,LC4,DNp03
533129,10752,23,LC4,DNp03
524899,10752,23,LC4,DNp03
516909,10752,22,LC4,DNp03
18432,10752,22,LC4,DNp03
34845,10752,22,LC4,DNp03
107513,10752,22,LC4,DNp03
526286,10752,22,LC4,DNp03
22847,10989,22,LC4,DNp03
35262,10752,21,LC4,DNp03
17266,10989,21,LC4,DNp03
12824,10752,21,LC4,DNp03
14888,10752,20,LC4,DNp03
17270,10752,20,LC4,DNp03
30087,10752,20,LC4,DNp03
30803,10989,20,LC4,DNp03
22772,10752,20,LC4,DNp03
31301,10752,20,LC4,DNp03
22966,10989,20,LC4,DNp03
111787,10752,19,LC4,DNp03
16809,10752,19,LC4,DNp03
20976,10752,19,LC4,DNp03
518730,10752,19,LC4,DNp03
517752,10752,18,LC4,DNp03
20572,10752,18,LC4,DNp03
20440,10752,18,LC4,DNp03
518016,10752,18,LC4,DNp03
17054,10989,18,LC4,DNp03
19634,10989,18,LC4,DNp03
27829,10752,17,LC4,DNp03
22328,10989,17,LC4,DNp03
31262,10989,16,LC4,DNp03
519650,10752,16,LC4,DNp03
20967,10752,16,LC4,DNp03
21287,10989,15,LC4,DNp03
21313,10989,15,LC4,DNp03
30480,10989,15,LC4,DNp03
33137,10752,14,LC4,DNp03
17364,10989,14,LC4,DNp03
16128,10989,14,LC4,DNp03
21225,10989,13,LC4,DNp03
19794,10989,13,LC4,DNp03
23929,10989,13,LC4,DNp03
20917,10989,13,LC4,DNp03
19543,10989,13,LC4,DNp03
17548,10989,13,LC4,DNp03
22922,10752,13,LC4,DNp03
26112,10989,13,LC4,DNp03
20399,10989,13,LC4,DNp03
20016,10989,13,LC4,DNp03
16917,10752,13,LC4,DNp03
29514,10752,13,LC4,DNp03
31308,10752,12,LC4,DNp03
19954,10989,12,LC4,DNp03
19260,10989,12,LC4,DNp03
29563,10989,12,LC4,DNp03
23392,10989,12,LC4,DNp03
35616,10752,12,LC4,DNp03
38065,10989,11,LC4,DNp03
22975,10989,11,LC4,DNp03
23226,10752,11,LC4,DNp03
23098,10989,10,LC4,DNp03
23792,10989,10,LC4,DNp03
19550,10989,10,LC4,DNp03
17668,10989,9,LC4,DNp03
25584,10989,9,LC4,DNp03
18127,10989,9,LC4,DNp03
21151,10989,9,LC4,DNp03
17926,10989,9,LC4,DNp03
24338,10989,9,LC4,DNp03
19420,10989,8,LC4,DNp03
22194,10989,8,LC4,DNp03
16138,10989,8,LC4,DNp03
20673,10989,8,LC4,DNp03
518544,10752,8,LC4,DNp03
21165,10989,7,LC4,DNp03
20542,10989,7,LC4,DNp03
20588,10989,7,LC4,DNp03
22034,10989,6,LC4,DNp03
18189,10989,6,LC4,DNp03
527408,10989,4,LC4,DNp03
21336,10989,3,LC4,DNp03
20282,10989,3,LC4,DNp03
17987,10989,3,LC4,DNp03
20808,10989,2,LC4,DNp03
29753,10752,1,LPLC2,DNp03
81112,531898,172,LC4,DNp04
12349,531898,160,LC4,DNp04
515900,531898,158,LC4,DNp04
512366,531898,154,LC4,DNp04
17054,11137,154,LC4,DNp04
27624,531898,148,LC4,DNp04
17653,531898,147,LC4,DNp04
24523,531898,141,LC4,DNp04
14888,531898,132,LC4,DNp04
520449,531898,132,LC4,DNp04
37587,531898,132,LC4,DNp04
17548,11137,132,LC4,DNp04
17340,531898,131,LC4,DNp04
518439,531898,129,LC4,DNp04
16128,11137,128,LC4,DNp04
77614,531898,128,LC4,DNp04
530029,531898,128,LC4,DNp04
21804,11137,126,LC4,DNp04
17478,531898,125,LC4,DNp04
31262,11137,123,LC4,DNp04
23929,11137,122,LC4,DNp04
16809,531898,120,LC4,DNp04
17987,11137,119,LC4,DNp04
16628,11137,118,LC4,DNp04
20859,531898,111,LC4,DNp04
518983,531898,111,LC4,DNp04
511914,531898,110,LC4,DNp04
20282,11137,109,LC4,DNp04
12824,531898,108,LC4,DNp04
518730,531898,108,LC4,DNp04
27750,531898,107,LC4,DNp04
19550,11137,106,LC4,DNp04
19543,11137,106,LC4,DNp04
27829,531898,106,LC4,DNp04
17608,531898,106,LC4,DNp04
34845,531898,106,LC4,DNp04
15018,531898,104,LC4,DNp04
20917,11137,104,LC4,DNp04
19954,11137,101,LC4,DNp04
17364,11137,100,LC4,DNp04
514956,531898,99,LC4,DNp04
20588,11137,99,LC4,DNp04
526286,531898,99,LC4,DNp04
20967,531898,99,LC4,DNp04
111787,531898,97,LC4,DNp04
19794,11137,96,LC4,DNp04
22847,11137,94,LC4,DNp04
20542,11137,94,LC4,DNp04
30087,531898,93,LC4,DNp04
32597,531898,92,LC4,DNp04
18432,531898,92,LC4,DNp04
17926,11137,92,LC4,DNp04
29469,531898,91,LC4,DNp04
527408,11137,90,LC4,DNp04
33137,531898,90,LC4,DNp04
18478,531898,89,LC4,DNp04
18127,11137,89,LC4,DNp04
25584,11137,89,LC4,DNp04
26112,11137,88,LC4,DNp04
22034,11137,87,LC4,DNp04
21313,11137,87,LC4,DNp04
17270,531898,87,LC4,DNp04
18396,531898,86,LC4,DNp04
30803,11137,86,LC4,DNp04
23202,531898,86,LC4,DNp04
512705,531898,86,LC4,DNp04
22975,11137,86,LC4,DNp04
21225,11137,85,LC4,DNp04
515476,531898,85,LC4,DNp04
22194,11137,85,LC4,DNp04
20440,531898,85,LC4,DNp04
18189,11137,84,LC4,DNp04
12032,531898,84,LC4,DNp04
30480,11137,84,LC4,DNp04
22772,531898,83,LC4,DNp04
21721,531898,83,LC4,DNp04
518016,531898,83,LC4,DNp04
35262,531898,83,LC4,DNp04
21287,11137,82,LC4,DNp04
31429,531898,81,LC4,DNp04
31301,531898,80,LC4,DNp04
20808,11137,79,LC4,DNp04
107513,531898,78,LC4,DNp04
29563,11137,78,LC4,DNp04
516909,531898,77,LC4,DNp04
23098,11137,77,LC4,DNp04
524899,531898,77,LC4,DNp04
29417,531898,76,LC4,DNp04
17860,11137,76,LC4,DNp04
21336,11137,76,LC4,DNp04
24338,11137,74,LC4,DNp04
100485,531898,74,LC4,DNp04
29514,531898,74,LC4,DNp04
19260,11137,73,LC4,DNp04
514508,531898,73,LC4,DNp04
535341,531898,72,LC4,DNp04
532254,531898,72,LC4,DNp04
20572,531898,72,LC4,DNp04
22966,11137,71,LC4,DNp04
20399,11137,71,LC4,DNp04
533129,531898,69,LC4,DNp04
22922,531898,68,LC4,DNp04
20976,531898,67,LC4,DNp04
21151,11137,67,LC4,DNp04
17266,11137,67,LC4,DNp04
16138,11137,67,LC4,DNp04
16917,531898,66,LC4,DNp04
31308,531898,66,LC4,DNp04
28945,11137,64,LC4,DNp04
22328,11137,64,LC4,DNp04
23392,11137,63,LC4,DNp04
20016,11137,63,LC4,DNp04
35616,531898,63,LC4,DNp04
19420,11137,62,LC4,DNp04
38065,11137,62,LC4,DNp04
20673,11137,61,LC4,DNp04
17668,11137,61,LC4,DNp04
21165,11137,58,LC4,DNp04
23226,531898,58,LC4,DNp04
519650,531898,57,LC4,DNp04
517752,531898,55,LC4,DNp04
514670,531898,55,LPLC2,DNp04
23792,11137,54,LC4,DNp04
19634,11137,53,LC4,DNp04
518544,531898,53,LC4,DNp04
28980,531898,50,LC4,DNp04
13726,531898,50,LPLC2,DNp04
14030,531898,48,LPLC2,DNp04
519931,531898,47,LC4,DNp04
18672,11137,47,LPLC2,DNp04
20584,11137,46,LPLC2,DNp04
12384,531898,44,LPLC2,DNp04
515971,531898,44,LPLC2,DNp04
21769,11137,44,LPLC2,DNp04
100103,531898,43,LPLC2,DNp04
17775,531898,42,LPLC2,DNp04
22253,531898,42,LPLC2,DNp04
23247,531898,39,LPLC2,DNp04
517078,531898,38,LPLC2,DNp04
18936,531898,38,LPLC2,DNp04
95241,531898,38,LPLC2,DNp04
19146,11137,37,LPLC2,DNp04
17059,531898,37,LPLC2,DNp04
13132,531898,34,LPLC2,DNp04
22218,11137,34,LPLC2,DNp04
14102,531898,33,LPLC2,DNp04
14465,11137,33,LPLC2,DNp04
21299,531898,32,LPLC2,DNp04
17774,531898,31,LPLC2,DNp04
11498,531898,31,LPLC2,DNp04
21361,531898,30,LPLC2,DNp04
20749,11137,30,LPLC2,DNp04
17990,531898,30,LPLC2,DNp04
20240,531898,30,LPLC2,DNp04
19229,11137,30,LPLC2,DNp04
21703,11137,29,LPLC2,DNp04
20694,11137,29,LPLC2,DNp04
517819,531898,29,LPLC2,DNp04
20182,11137,29,LPLC2,DNp04
23665,531898,29,LPLC2,DNp04
26730,11137,29,LPLC2,DNp04
20334,11137,29,LPLC2,DNp04
20047,11137,28,LPLC2,DNp04
18900,531898,28,LPLC2,DNp04
27796,531898,28,LPLC2,DNp04
13764,531898,28,LPLC2,DNp04
112292,531898,27,LPLC2,DNp04
15804,531898,26,LPLC2,DNp04
23349,531898,26,LPLC2,DNp04
27399,531898,26,LPLC2,DNp04
21899,11137,25,LPLC2,DNp04
25511,11137,24,LPLC2,DNp04
19830,531898,24,LPLC2,DNp04
22677,11137,24,LPLC2,DNp04
134521,531898,24,LPLC2,DNp04
20799,531898,24,LPLC2,DNp04
22557,531898,24,LPLC2,DNp04
17551,11137,23,LPLC2,DNp04
19249,11137,23,LPLC2,DNp04
17880,531898,23,LPLC2,DNp04
24568,531898,23,LPLC2,DNp04
19034,11137,23,LPLC2,DNp04
25575,531898,23,LPLC2,DNp04
23878,11137,23,LPLC2,DNp04
20329,531898,23,LPLC2,DNp04
24840,531898,22,LPLC2,DNp04
32737,531898,22,LPLC2,DNp04
19549,11137,22,LPLC2,DNp04
21808,11137,22,LPLC2,DNp04
21318,11137,21,LPLC2,DNp04
518731,531898,21,LPLC2,DNp04
19589,11137,21,LPLC2,DNp04
28044,11137,21,LPLC2,DNp04
25316,11137,21,LPLC2,DNp04
34372,11137,20,LPLC2,DNp04
26416,531898,20,LPLC2,DNp04
19842,11137,20,LPLC2,DNp04
27716,531898,20,LPLC2,DNp04
22261,11137,20,LPLC2,DNp04
521115,531898,20,LPLC2,DNp04
25524,531898,19,LPLC2,DNp04
20162,11137,19,LPLC2,DNp04
34407,531898,19,LPLC2,DNp04
20103,11137,19,LPLC2,DNp04
24605,531898,19,LPLC2,DNp04
28871,11137,19,LPLC2,DNp04
20535,11137,18,LPLC2,DNp04
40841,531898,18,LPLC2,DNp04
18929,11137,18,LPLC2,DNp04
32223,531898,18,LPLC2,DNp04
25209,531898,18,LPLC2,DNp04
29873,11137,18,LPLC2,DNp04
30895,531898,18,LPLC2,DNp04
27023,531898,17,LPLC2,DNp04
27471,11137,17,LPLC2,DNp04
21045,11137,17,LPLC2,DNp04
29702,531898,17,LPLC2,DNp04
20471,11137,17,LPLC2,DNp04
20269,11137,16,LPLC2,DNp04
19608,11137,16,LPLC2,DNp04
33406,531898,16,LPLC2,DNp04
24800,11137,16,LPLC2,DNp04
25854,531898,16,LPLC2,DNp04
32507,11137,15,LPLC2,DNp04
25497,11137,15,LPLC2,DNp04
19787,531898,15,LPLC2,DNp04
23919,531898,14,LPLC2,DNp04
41097,531898,14,LPLC2,DNp04
24308,531898,14,LPLC2,DNp04
28011,531898,14,LPLC2,DNp04
25636,11137,14,LPLC2,DNp04
21562,11137,14,LPLC2,DNp04
34051,531898,14,LPLC2,DNp04
30207,11137,14,LPLC2,DNp04
129687,531898,14,LPLC2,DNp04
531014,531898,13,LPLC2,DNp04
111903,531898,13,LPLC2,DNp04
29986,11137,13,LPLC2,DNp04
31563,531898,13,LPLC2,DNp04
25136,531898,13,LPLC2,DNp04
29014,11137,13,LPLC2,DNp04
24118,11137,13,LPLC2,DNp04
19911,531898,12,LPLC2,DNp04
29598,11137,12,LPLC2,DNp04
31257,11137,12,LPLC2,DNp04
29183,11137,12,LPLC2,DNp04
33965,531898,12,LPLC2,DNp04
26528,531898,12,LPLC2,DNp04
25572,531898,12,LPLC2,DNp04
35294,531898,12,LPLC2,DNp04
27566,11137,12,LPLC2,DNp04
27355,531898,11,LPLC2,DNp04
24401,11137,11,LPLC2,DNp04
517079,531898,11,LPLC2,DNp04
29391,11137,11,LPLC2,DNp04
536444,531898,11,LPLC2,DNp04
24187,11137,11,LPLC2,DNp04
25253,11137,11,LPLC2,DNp04
35632,11137,10,LPLC2,DNp04
28003,11137,10,LPLC2,DNp04
50287,11137,9,LPLC2,DNp04
25027,531898,9,LPLC2,DNp04
23590,11137,9,LPLC2,DNp04
33185,11137,9,LPLC2,DNp04
35889,11137,9,LPLC2,DNp04
29815,531898,9,LPLC2,DNp04
25286,531898,9,LPLC2,DNp04
39620,11137,9,LPLC2,DNp04
26393,11137,9,LPLC2,DNp04
24268,11137,8,LPLC2,DNp04
520764,531898,8,LPLC2,DNp04
37431,11137,8,LPLC2,DNp04
31105,531898,8,LPLC2,DNp04
32237,531898,8,LPLC2,DNp04
29319,531898,8,LPLC2,DNp04
29287,11137,8,LPLC2,DNp04
30512,531898,8,LPLC2,DNp04
21862,11137,8,LPLC2,DNp04
23550,531898,8,LPLC2,DNp04
23497,11137,8,LPLC2,DNp04
28188,531898,8,LPLC2,DNp04
33303,531898,8,LPLC2,DNp04
525844,531898,8,LPLC2,DNp04
40811,531898,8,LPLC2,DNp04
34681,11137,7,LPLC2,DNp04
35680,11137,7,LPLC2,DNp04
26915,11137,7,LPLC2,DNp04
26147,11137,7,LPLC2,DNp04
30041,11137,7,LPLC2,DNp04
30893,531898,7,LPLC2,DNp04
30938,11137,7,LPLC2,DNp04
31964,11137,7,LPLC2,DNp04
29753,531898,7,LPLC2,DNp04
33439,11137,6,LPLC2,DNp04
524366,531898,6,LPLC2,DNp04
533895,531898,6,LPLC2,DNp04
17544,531898,6,LPLC2,DNp04
29955,531898,5,LPLC2,DNp04
25267,11137,5,LPLC2,DNp04
28741,11137,5,LPLC2,DNp04
34110,11137,5,LPLC2,DNp04
34655,531898,5,LPLC2,DNp04
29216,11137,4,LPLC2,DNp04
37613,11137,3,LPLC2,DNp04
31988,11137,2,LPLC2,DNp04
33694,11137,2,LPLC2,DNp04
35838,11137,2,LPLC2,DNp04
55627,11137,1,LPLC2,DNp04
38542,11137,1,LPLC2,DNp04
37925,11137,1,LPLC2,DNp04
33396,11137,1,LPLC2,DNp04
17364,11020,38,LC4,DNp05
17478,524001,35,LC4,DNp05
17266,11020,35,LC4,DNp05
20440,524001,34,LC4,DNp05
19260,11020,33,LC4,DNp05
524899,524001,32,LC4,DNp05
17668,11020,30,LC4,DNp05
519931,524001,29,LC4,DNp05
18478,524001,28,LC4,DNp05
17860,11020,28,LC4,DNp05
20859,524001,28,LC4,DNp05
31308,524001,26,LC4,DNp05
19634,11020,25,LC4,DNp05
21151,11020,25,LC4,DNp05
516909,524001,24,LC4,DNp05
16628,11020,24,LC4,DNp05
515900,524001,23,LC4,DNp05
16128,11020,23,LC4,DNp05
18127,11020,22,LC4,DNp05
22922,524001,22,LC4,DNp05
28980,524001,22,LC4,DNp05
12824,524001,22,LC4,DNp05
20572,524001,21,LC4,DNp05
17653,524001,21,LC4,DNp05
81112,524001,20,LC4,DNp05
20967,524001,20,LC4,DNp05
21165,11020,20,LC4,DNp05
20016,11020,18,LC4,DNp05
19420,11020,18,LC4,DNp05
16138,11020,18,LC4,DNp05
520449,524001,17,LC4,DNp05
17548,11020,17,LC4,DNp05
17054,11020,17,LC4,DNp05
20542,11020,16,LC4,DNp05
533129,524001,16,LC4,DNp05
532254,524001,15,LC4,DNp05
526286,524001,15,LC4,DNp05
17987,11020,15,LC4,DNp05
17926,11020,14,LC4,DNp05
26112,11020,14,LC4,DNp05
33137,524001,14,LC4,DNp05
19550,11020,14,LC4,DNp05
23202,524001,14,LC4,DNp05
511914,524001,13,LC4,DNp05
20917,11020,12,LC4,DNp05
22772,524001,12,LC4,DNp05
23098,11020,12,LC4,DNp05
21287,11020,11,LC4,DNp05
518983,524001,11,LC4,DNp05
20673,11020,11,LC4,DNp05
35616,524001,10,LC4,DNp05
20976,524001,10,LC4,DNp05
21721,524001,10,LC4,DNp05
518544,524001,10,LC4,DNp05
23226,524001,10,LC4,DNp05
518730,524001,10,LC4,DNp05
100485,524001,10,LC4,DNp05
21225,11020,10,LC4,DNp05
18432,524001,9,LC4,DNp05
12032,524001,9,LC4,DNp05
17270,524001,9,LC4,DNp05
18189,11020,9,LC4,DNp05
14888,524001,8,LC4,DNp05
21313,11020,8,LC4,DNp05
519650,524001,8,LC4,DNp05
23392,11020,8,LC4,DNp05
24523,524001,7,LC4,DNp05
19794,11020,7,LC4,DNp05
25584,11020,6,LC4,DNp05
29417,524001,6,LC4,DNp05
21336,11020,6,LC4,DNp05
27829,524001,6,LC4,DNp05
20399,11020,5,LC4,DNp05
22847,11020,5,LC4,DNp05
23792,11020,5,LC4,DNp05
514508,524001,5,LC4,DNp05
535341,524001,5,LC4,DNp05
22328,11020,4,LC4,DNp05
24338,11020,4,LC4,DNp05
512705,524001,4,LC4,DNp05
19954,11020,4,LC4,DNp05
21299,524001,4,LPLC2,DNp05
22194,11020,3,LC4,DNp05
22034,11020,3,LC4,DNp05
12349,524001,3,LC4,DNp05
31301,524001,3,LC4,DNp05
17340,524001,3,LC4,DNp05
517752,524001,3,LC4,DNp05
25524,524001,3,LPLC2,DNp05
28044,11020,3,LPLC2,DNp05
29391,11020,3,LPLC2,DNp05
20471,11020,3,LPLC2,DNp05
518016,524001,2,LC4,DNp05
16917,524001,2,LC4,DNp05
19543,11020,2,LC4,DNp05
31429,524001,2,LC4,DNp05
536444,524001,2,LPLC2,DNp05
20535,11020,2,LPLC2,DNp05
25572,524001,2,LPLC2,DNp05
35680,11020,2,LPLC2,DNp05
37587,524001,1,LC4,DNp05
77614,524001,1,LC4,DNp05
29469,524001,1,LC4,DNp05
21804,11020,1,LC4,DNp05
20808,11020,1,LC4,DNp05
515476,524001,1,LC4,DNp05
35889,11020,1,LPLC2,DNp05
34372,11020,1,LPLC2,DNp05
29702,524001,1,LPLC2,DNp05
27399,524001,1,LPLC2,DNp05
27355,524001,1,LPLC2,DNp05
26393,11020,1,LPLC2,DNp05
24187,11020,1,LPLC2,DNp05
23497,11020,1,LPLC2,DNp05
21862,11020,1,LPLC2,DNp05
21769,11020,1,LPLC2,DNp05
20269,11020,1,LPLC2,DNp05
20182,11020,1,LPLC2,DNp05
20103,11020,1,LPLC2,DNp05
19608,11020,1,LPLC2,DNp05
517078,524001,1,LPLC2,DNp05
111903,10228,51,LPLC2,DNp06
17544,10228,47,LPLC2,DNp06
25286,10228,40,LPLC2,DNp06
19830,10228,37,LPLC2,DNp06
26730,10584,35,LPLC2,DNp06
30893,10228,31,LPLC2,DNp06
24308,10228,30,LPLC2,DNp06
35632,10584,29,LPLC2,DNp06
515900,10228,26,LC4,DNp06
24268,10584,25,LPLC2,DNp06
25316,10584,23,LPLC2,DNp06
21299,10228,22,LPLC2,DNp06
26416,10228,22,LPLC2,DNp06
23497,10584,22,LPLC2,DNp06
14888,10228,21,LC4,DNp06
13132,10228,21,LPLC2,DNp06
516909,10228,20,LC4,DNp06
17653,10228,20,LC4,DNp06
39620,10584,20,LPLC2,DNp06
27566,10584,20,LPLC2,DNp06
33396,10584,20,LPLC2,DNp06
12384,10228,20,LPLC2,DNp06
29598,10584,20,LPLC2,DNp06
81112,10228,19,LC4,DNp06
17340,10228,19,LC4,DNp06
17478,10228,19,LC4,DNp06
518983,10228,18,LC4,DNp06
18478,10228,18,LC4,DNp06
34845,10228,18,LC4,DNp06
37613,10584,18,LPLC2,DNp06
18929,10584,18,LPLC2,DNp06
29469,10228,17,LC4,DNp06
17608,10228,17,LC4,DNp06
21769,10584,17,LPLC2,DNp06
12349,10228,16,LC4,DNp06
107513,10228,16,LC4,DNp06
20859,10228,16,LC4,DNp06
27355,10228,16,LPLC2,DNp06
33303,10228,16,LPLC2,DNp06
19589,10584,16,LPLC2,DNp06
20588,10584,15,LC4,DNp06
27624,10228,15,LC4,DNp06
21336,10584,15,LC4,DNp06
34681,10584,15,LPLC2,DNp06
13764,10228,15,LPLC2,DNp06
29183,10584,15,LPLC2,DNp06
28003,10584,15,LPLC2,DNp06
20440,10228,14,LC4,DNp06
77614,10228,14,LC4,DNp06
24605,10228,14,LPLC2,DNp06
19549,10584,14,LPLC2,DNp06
22677,10584,14,LPLC2,DNp06
21318,10584,14,LPLC2,DNp06
14102,10228,14,LPLC2,DNp06
35838,10584,14,LPLC2,DNp06
29815,10228,14,LPLC2,DNp06
519650,10228,13,LC4,DNp06
23202,10228,13,LC4,DNp06
12824,10228,13,LC4,DNp06
21721,10228,13,LC4,DNp06
23392,10584,13,LC4,DNp06
20016,10584,13,LC4,DNp06
21808,10584,13,LPLC2,DNp06
23919,10228,13,LPLC2,DNp06
40841,10228,13,LPLC2,DNp06
19249,10584,13,LPLC2,DNp06
27471,10584,13,LPLC2,DNp06
21045,10584,13,LPLC2,DNp06
19420,10584,12,LC4,DNp06
21151,10584,12,LC4,DNp06
20967,10228,12,LC4,DNp06
31301,10228,12,LC4,DNp06
17270,10228,12,LC4,DNp06
18189,10584,12,LC4,DNp06
24523,10228,12,LC4,DNp06
22194,10584,12,LC4,DNp06
517752,10228,12,LC4,DNp06
23098,10584,12,LC4,DNp06
19911,10228,12,LPLC2,DNp06
31964,10584,12,LPLC2,DNp06
29287,10584,12,LPLC2,DNp06
31563,10228,12,LPLC2,DNp06
20240,10228,12,LPLC2,DNp06
11498,10228,12,LPLC2,DNp06
22557,10228,12,LPLC2,DNp06
27023,10228,12,LPLC2,DNp06
25572,10228,12,LPLC2,DNp06
24338,10584,11,LC4,DNp06
30803,10584,11,LC4,DNp06
20399,10584,11,LC4,DNp06
22975,10584,11,LC4,DNp06
20917,10584,11,LC4,DNp06
512366,10228,11,LC4,DNp06
19634,10584,11,LC4,DNp06
25136,10228,11,LPLC2,DNp06
17551,10584,11,LPLC2,DNp06
30512,10228,11,LPLC2,DNp06
23665,10228,11,LPLC2,DNp06
20047,10584,11,LPLC2,DNp06
32237,10228,11,LPLC2,DNp06
37925,10584,11,LPLC2,DNp06
30041,10584,11,LPLC2,DNp06
22218,10584,11,LPLC2,DNp06
21899,10584,11,LPLC2,DNp06
22034,10584,10,LC4,DNp06
18396,10228,10,LC4,DNp06
16138,10584,10,LC4,DNp06
32597,10228,10,LC4,DNp06
524899,10228,10,LC4,DNp06
17668,10584,10,LC4,DNp06
17266,10584,10,LC4,DNp06
29955,10228,10,LPLC2,DNp06
19229,10584,10,LPLC2,DNp06
20749,10584,10,LPLC2,DNp06
20162,10584,10,LPLC2,DNp06
23550,10228,10,LPLC2,DNp06
30938,10584,10,LPLC2,DNp06
524366,10228,10,LPLC2,DNp06
517079,10228,10,LPLC2,DNp06
22253,10228,10,LPLC2,DNp06
19794,10584,9,LC4,DNp06
23792,10584,9,LC4,DNp06
530029,10228,9,LC4,DNp06
17364,10584,9,LC4,DNp06
21287,10584,9,LC4,DNp06
23929,10584,9,LC4,DNp06
533129,10228,9,LC4,DNp06
21313,10584,9,LC4,DNp06
15018,10228,9,LC4,DNp06
31308,10228,9,LC4,DNp06
16628,10584,9,LC4,DNp06
512705,10228,9,LC4,DNp06
30087,10228,9,LC4,DNp06
518439,10228,9,LC4,DNp06
21165,10584,9,LC4,DNp06
23590,10584,9,LPLC2,DNp06
20334,10584,9,LPLC2,DNp06
17059,10228,9,LPLC2,DNp06
14030,10228,9,LPLC2,DNp06
33439,10584,9,LPLC2,DNp06
29702,10228,9,LPLC2,DNp06
20799,10228,9,LPLC2,DNp06
19842,10584,9,LPLC2,DNp06
33406,10228,9,LPLC2,DNp06
520449,10228,8,LC4,DNp06
31429,10228,8,LC4,DNp06
18127,10584,8,LC4,DNp06
17054,10584,8,LC4,DNp06
29563,10584,8,LC4,DNp06
22847,10584,8,LC4,DNp06
515476,10228,8,LC4,DNp06
22966,10584,8,LC4,DNp06
26112,10584,8,LC4,DNp06
518544,10228,8,LC4,DNp06
25511,10584,8,LPLC2,DNp06
31257,10584,8,LPLC2,DNp06
30895,10228,8,LPLC2,DNp06
33694,10584,8,LPLC2,DNp06
517819,10228,8,LPLC2,DNp06
18672,10584,8,LPLC2,DNp06
27716,10228,8,LPLC2,DNp06
23247,10228,8,LPLC2,DNp06
19260,10584,7,LC4,DNp06
17926,10584,7,LC4,DNp06
27750,10228,7,LC4,DNp06
28945,10584,7,LC4,DNp06
527408,10584,7,LC4,DNp06
519931,10228,7,LC4,DNp06
22922,10228,7,LC4,DNp06
37587,10228,7,LC4,DNp06
20572,10228,7,LC4,DNp06
31988,10584,7,LPLC2,DNp06
34110,10584,7,LPLC2,DNp06
35294,10228,7,LPLC2,DNp06
536444,10228,7,LPLC2,DNp06
533895,10228,7,LPLC2,DNp06
517078,10228,7,LPLC2,DNp06
29319,10228,7,LPLC2,DNp06
40811,10228,7,LPLC2,DNp06
21562,10584,7,LPLC2,DNp06
525844,10228,7,LPLC2,DNp06
24187,10584,7,LPLC2,DNp06
25636,10584,7,LPLC2,DNp06
26915,10584,7,LPLC2,DNp06
20694,10584,7,LPLC2,DNp06
19608,10584,7,LPLC2,DNp06
23226,10228,6,LC4,DNp06
25584,10584,6,LC4,DNp06
18432,10228,6,LC4,DNp06
29514,10228,6,LC4,DNp06
22772,10228,6,LC4,DNp06
20542,10584,6,LC4,DNp06
12032,10228,6,LC4,DNp06
17987,10584,6,LC4,DNp06
511914,10228,6,LC4,DNp06
16917,10228,6,LC4,DNp06
17548,10584,6,LC4,DNp06
526286,10228,6,LC4,DNp06
32223,10228,6,LPLC2,DNp06
23349,10228,6,LPLC2,DNp06
24401,10584,6,LPLC2,DNp06
25209,10228,6,LPLC2,DNp06
34372,10584,6,LPLC2,DNp06
25854,10228,6,LPLC2,DNp06
21862,10584,6,LPLC2,DNp06
28044,10584,6,LPLC2,DNp06
30207,10584,6,LPLC2,DNp06
55627,10584,6,LPLC2,DNp06
14465,10584,6,LPLC2,DNp06
29417,10228,5,LC4,DNp06
20808,10584,5,LC4,DNp06
20282,10584,5,LC4,DNp06
