source_type,intermediate_type,descending_type,intermediate_neurons,path_instances,total_visual_to_intermediate_weight,total_intermediate_to_descending_weight
LPLC2,MeVP18,DNd04,5,5,43,11
LPLC2,CB4101,DNbe005,1,1,49,11
LC4,PVLP137,DNpe020,2,3,1420,11
LPLC2,LoVP89,DNg102,1,2,2,11
LPLC2,AVLP538,DNpe052,1,1,29,11
LC4,AVLP610,DNp06,2,2,105,11
LC4,PLP209,DNp57,1,2,2,11
LPLC2,AVLP200,DNpe031,1,4,24,11
LC4,CB1498,DNpe031,2,6,1074,11
LPLC2,CB4101,DNg96,1,1,49,11
LPLC2,CB4101,DNg109,1,2,98,11
LPLC2,AVLP398,DNg87,1,1,1,11
LPLC2,WED060,DNb05,2,2,53,11
LC4,AVLP396,DNp66,1,1,3,11
LPLC2,LT40,DNb09,2,2,6,11
LPLC2,LoVC7,DNg110,2,4,4,11
LC4,PVLP120,DNpe045,2,4,532,11
LC4,LoVP108,DNp43,1,1,2,11
LC4,AN09B023,DNpe016,1,1,3,11
LC4,SAD011,DNp09,1,1,1,11
LC4,CB3682,DNp02,1,1,8,11
LPLC2,MeVP51,DNp66,2,2,13,11
LC4,LoVP18,DNg02_a,4,6,8,11
LPLC2,MeVP29,DNp104,1,1,1,11
LPLC2,PVLP213m,DNbe001,3,3,39,11
LPLC2,5-HTPMPV03,DNge152,2,2,12,11
LPLC2,5-HTPMPV03,DNg29,2,3,21,11
LC4,LoVP93,DNp26,1,2,90,11
LC4,LoVP18,DNp102,4,4,8,11
LC4,PPM1203,DNp66,1,1,6,11
LPLC2,CL213,DNge064,2,3,68,11
LC4,GNG340,DNg81,1,2,18,11
LPLC2,LPT59,DNge175,2,2,18,11
LC4,PVLP201m_a,DNg88,1,1,4,11
LPLC2,LPT59,DNge111,2,5,43,11
LC4,SAD013,DNbe001,2,3,293,11
LPLC2,LT82a,DNp18,2,2,40,11
LPLC2,AVLP076,DNg104,2,2,12,11
LC4,WED060,DNp71,2,2,17,11
LPLC2,AVLP037,,1,1,2,11
LPLC2,LT86,DNpe001,1,1,2,11
LPLC2,5-HTPMPV03,DNg02_c,2,7,39,11
LC4,PLP241,DNge107,1,1,12,11
LPLC2,AVLP205,pIP1,3,4,45,11
LC4,PVLP201m_a,DNg75,1,1,4,11
LC4,SAD013,DNb05,2,2,198,11
LC4,LoVP101,DNg34,1,1,3,11
LC4,CB1717,DNp66,2,2,14,11
LC4,SAD013,DNa03,2,3,301,11
LPLC2,CL038,DNpe026,2,2,5,11
LPLC2,5-HTPMPV03,DNg100,2,4,24,11
LC4,LoVP101,DNp38,1,2,6,11
LC4,WED117,DNp10,2,2,4,11
LPLC2,CL053,DNge110,2,3,74,11
LPLC2,LPT59,DNb05,2,3,29,11
LPLC2,PLP230,DNge127,1,1,24,11
LC4,AVLP542,DNp29,2,2,17,11
LPLC2,PVLP010,DNge145,2,3,51,11
LPLC2,LPT60,DNp27,2,4,42,11
LC4,LoVP85,DNpe013,2,3,910,11
LPLC2,VSm,DNpe015,3,4,21,11
LC4,WED116,DNpe021,1,2,328,11
LPLC2,5-HTPMPV03,DNge016,2,4,24,11
LC4,PVLP201m_d,DNbe003,1,1,1,11
LPLC2,CL140,DNae003,2,2,209,11
LC4,LoVP53,DNp05,2,2,37,11
LPLC2,PVLP034,DNpe040,6,6,46,11
LPLC2,LoVP92,DNbe003,4,6,72,11
LC4,PVLP122,DNp45,4,4,1973,11
LC4,PVLP201m_d,DNg13,1,1,1,11
LPLC2,SAD013,DNp73,2,2,165,11
LC4,WED060,DNb05,2,2,17,11
LC4,PVLP027,DNp70,2,3,76,11
LPLC2,LoVP47,DNp07,2,2,3,11
LC4,WED116,DNpe042,1,2,328,11
LPLC2,LT82b,DNge148,2,3,58,11
LC4,CB3588,DNg29,1,2,2,11
LC4,LoVP25,DNpe022,1,2,2,11
LPLC2,CL213,DNg60,2,3,68,11
LPLC2,PLP034,DNge127,1,1,3,11
LC4,AN10B019,DNg93,3,5,11,11
LC4,LoVP93,DNa02,5,5,135,11
LPLC2,5-HTPMPV03,DNge140,2,4,24,11
LC4,AVLP476,DNpe031,1,2,12,11
LPLC2,AVLP610,DNp06,2,2,8,11
LPLC2,OA-VUMa4,DNae009,2,3,217,11
LPLC2,LoVC7,DNp59,2,2,2,11
LC4,PVLP026,DNp02,2,2,326,11
LPLC2,LT82b,DNg97,2,2,41,11
LPLC2,PVLP034,DNge103,4,4,35,11
LC4,AN10B019,DNge148,3,4,16,11
LC4,PLP301m,DNb01,1,2,4,11
LC4,AN10B019,DNp02,3,3,9,11
LC4,CL066,DNp59,1,2,6,11
LC4,PVLP022,aSP22,3,3,2778,11
LC4,LAL301m,DNb02,2,4,74,11
LC4,WED107,DNp26,2,3,10,11
LPLC2,WED117,DNg74_a,2,2,3,11
LC4,UNKNOWN,DNp05,10,10,66,11
LC4,PS180,DNg02_c,1,3,6,11
LC4,OA-VUMa4,DNge006,2,4,8,11
LC4,PVLP111,DNp71,5,5,15,11
LC4,OA-VUMa4,DNg75,2,4,8,11
LC4,LAL026_b,DNpe056,1,1,42,11
LC4,SAD014,DNp70,3,3,24,11
LC4,,DNp09,3,3,603,11
LC4,PVLP141,DNge041,2,2,1539,11
LPLC2,CB4170,DNpe031,2,3,15,11
LC4,AVLP476,DNp66,1,1,6,11
LPLC2,AVLP572,DNpe045,2,3,3,11
LPLC2,5-HTPMPV03,DNpe026,2,4,24,11
LC4,OA-VUMa4,DNae009,2,3,6,11
LPLC2,SAD013,DNa03,2,3,180,11
LC4,AN27X011,DNg82,1,2,4,11
LPLC2,LoVP93,DNp26,1,2,20,11
LPLC2,PVLP076,DNp43,2,2,1338,11
LC4,CL128a,DNg02_d,2,2,61,11
LC4,LAL301m,DNa01,2,2,37,11
LC4,PVLP021,DNp103,4,4,3435,11
LC4,OA-VUMa4,DNpe010,2,3,6,11
LC4,CL367,DNp34,2,3,17,11
LPLC2,PVLP080_b,DNp11,3,3,6,11
LPLC2,SAD014,DNp70,3,3,33,11
LPLC2,LT51,DNge007,1,1,9,11
LC4,SAD044,DNde005,2,2,7,11
LC4,LoVC15,DNp103,6,6,28,11
LC4,LoVC17,DNp102,2,2,2,11
LC4,5-HTPMPV03,DNg100,2,4,4,11
LC4,AN08B010,DNg110,2,3,28,11
LC4,CB1638,DNg40,4,4,32,11
LPLC2,PVLP080_a,DNp103,2,2,6,11
LPLC2,LoVP53,DNp05,2,2,87,11
LPLC2,PVLP022,aSP22,3,3,874,11
LPLC2,OLVC5,DNg74_b,1,2,2,11
LPLC2,PLP034,DNp63,1,2,6,11
LC4,SAD013,DNp73,2,2,198,11
LPLC2,AVLP720m,DNge138,2,4,4,11
LC4,LAL026_b,DNae005,1,1,42,11
LC4,PS002,DNp70,3,5,19,11
LPLC2,PVLP128,DNpe021,4,4,13,11
LC4,LoVC7,DNg110,2,4,46,11
LPLC2,PVLP137,DNpe020,2,3,460,11
LPLC2,vCal1,DNb04,2,3,3,11
LC4,PS002,DNg97,2,2,7,11
LC4,LoVC7,DNp59,2,2,23,11
LC4,AVLP083,DNpe052,1,1,3,11
LPLC2,AVLP322,DNp35,1,1,3,11
LPLC2,LT82a,DNae002,2,2,40,11
LPLC2,LoVP50,DNpe021,5,5,10,11
LPLC2,LoVC5,DNpe003,1,3,3,11
LC4,PLP230,DNge127,1,1,1,11
LPLC2,PVLP130,DNp12,2,2,2601,11
LPLC2,MeVP51,DNpe056,2,2,13,11
LC4,CB3879,DNpe031,1,2,10,11
LPLC2,VST1,DNge097,2,2,2,11
LPLC2,AVLP746m,DNpe052,2,2,22,11
LPLC2,AVLP592,DNp09,2,2,100,11
LPLC2,PVLP027,DNp70,2,3,65,11
LPLC2,PVLP026,DNp02,2,2,57,11
LPLC2,AVLP591,DNp23,2,2,17,11
LC4,OA-VUMa4,CB0429,2,4,8,11
LC4,PS038,DNp63,2,3,7,11
LPLC2,LoVP101,DNae007,2,2,5,11
LPLC2,CB4179,DNg105,2,3,8,11
LPLC2,AVLP016,DNpe024,1,1,1,11
LC4,LAL026_b,DNa04,1,1,42,11
LC4,SAD013,DNp19,2,2,198,11
LC4,WED119,DNge094,2,4,6,11
LC4,5-HTPMPV03,DNg02_c,2,7,7,11
LPLC2,PVLP070,DNpe020,4,6,233,11
LC4,SAD013,DNp103,2,2,198,11
LPLC2,5-HTPLP01,DNp70,2,2,5,11
LPLC2,LoVP93,DNa02,5,5,101,11
LPLC2,AVLP591,DNpe043,2,2,17,11
LPLC2,LPT50,DNpe008,2,3,165,11
LC4,LT82a,DNp18,2,2,360,11
LC4,LC39a,DNp27,1,2,12,11
LC4,LT40,DNb09,2,2,34,11
LC4,PLP029,DNp04,2,2,562,11
LC4,CB4118,DNg105,3,4,12,11
LPLC2,LC19,DNg111,6,6,30,11
LPLC2,AVLP079,DNpe021,1,1,9,11
LC4,WED196,DNge113,1,4,8,11
LPLC2,SAD013,DNp103,2,2,165,11
LPLC2,LoVP18,DNb04,3,4,4,11
LC4,CL140,DNae003,2,2,434,11
LC4,WED106,DNge031,3,3,8,11
LPLC2,PVLP014,DNpe043,2,4,60,11
LC4,PLP029,DNbe007,2,2,562,11
LC4,,DNd05,1,1,290,11
LC4,WED125,DNp01,1,1,287,11
LPLC2,PVLP018,DNpe021,1,1,8,11
LPLC2,LoVP18,DNg02_c,3,5,5,11
LC4,CL309,DNpe010,1,2,2,11
LC4,CB2664,DNge130,2,3,185,11
LC4,WED193,DNg24,1,2,42,11
LPLC2,CB1932,DNpe031,3,6,22,11
LC4,5-HTPMPV03,DNge084,2,4,4,11
LC4,LC31a,DNpe030,4,4,9,11
LPLC2,CB1932,DNpe021,3,4,5,11
LC4,PLP034,DNae010,2,2,305,11
LC4,AN01A055,DNg84,1,2,2,11
LC4,CB2664,DNp05,4,5,316,11
LPLC2,LC23,DNpe005,3,5,12,11
LC4,CB4162,DNp64,2,2,10,11
LC4,CL001,DNp01,1,1,1,11
LPLC2,Y11,DNp27,11,11,17,11
LC4,PVLP015,DNp07,2,2,833,11
LC4,LPT60,DNp27,2,4,1302,11
LC4,LC23,DNpe005,4,5,64,11
LC4,LT51,DNg13,4,4,5,11
LC4,PLP019,DNp70,1,2,2,11
LC4,5-HTPMPV03,DNge016,2,4,4,11
LPLC2,PVLP209m,DNde003,1,2,6,11
LC4,AVLP429,DNp30,2,3,621,11
LC4,SAD053,DNg40,2,2,17,11
LC4,Tlp12,DNp11,5,5,7,11
LC4,AVLP429,DNp69,2,4,818,11
LPLC2,LAL301m,DNge037,1,1,12,11
LPLC2,PVLP111,DNp71,5,5,6968,11
LPLC2,PVLP141,DNge041,2,2,46,11
LC4,LT64,DNp07,2,2,2,11
LC4,LC22,DNpe056,5,5,7,11
LC4,PLP208,DNpe012_b,2,2,8,11
LPLC2,LoVC18,DNp43,4,4,21,11
LC4,PLP208,DNpe005,2,2,8,11
LC4,PVLP076,DNp43,2,2,9,11
LPLC2,AVLP429,DNp30,2,3,80,11
LPLC2,AVLP429,DNp69,2,4,104,11
LPLC2,LC14a-1,DNp103,2,2,4,11
LC4,PLP019,DNg01_b,1,1,1,11
LC4,PLP208,DNp10,2,2,8,11
LC4,LC23,DNp07,6,6,38,11
LC4,CB2676,DNp42,2,2,16,11
LC4,WED196,DNp12,1,2,4,11
LPLC2,PVLP113,DNpe056,1,1,2,11
LC4,AVLP016,DNp60,2,2,115,11
LPLC2,LoVC18,DNp103,4,5,26,11
LPLC2,LoVC18,DNp09,4,5,24,11
LPLC2,PVLP114,DNa03,1,1,46,11
LC4,CB1280,DNg35,2,2,155,11
LC4,LT51,DNge007,1,1,1,11
LPLC2,LC31a,DNp45,7,7,25,11
LPLC2,LC31a,DNpe030,4,4,16,11
LPLC2,LAL026_b,DNpe056,1,1,2,11
LPLC2,CB1498,DNpe031,2,6,10,11
LPLC2,LLPC1,DNpe005,9,9,11,11
LC4,LLPC3,DNbe001,3,3,4,11
LPLC2,VSm,DNge114,3,5,18,11
LPLC2,LC36,DNpe028,3,4,4,11
LC4,5-HTPMPV03,DNpe026,2,4,4,11
LPLC2,LC37,DNbe002,1,2,4,11
LC4,CB4179,DNg105,2,3,21,11
LC4,LC35b,DNp26,1,1,3,11
LC4,PVLP128,DNp69,2,3,9,11
LC4,AVLP016,DNg104,2,2,115,11
LPLC2,LoVP85,DNpe013,2,3,42,11
LPLC2,LoVP86,DNa01,1,1,1,11
LPLC2,LHAV2b4,DNpe039,5,5,9,11
LC4,LC36,DNg82,4,5,9,11
LPLC2,LT73,DNpe052,3,3,25,11
LPLC2,OA-VUMa4,DNpe010,2,3,217,11
LC4,LHAD1g1,DNpe024,2,2,555,11
LC4,CL286,DNg93,1,2,2,11
LC4,PLP093,DNg82,2,4,420,11
LPLC2,PVLP203m,DNge046,1,3,6,11
LC4,AVLP501,DNde002,1,1,1,11
LC4,CB4248,DNge054,3,4,11,11
LC4,LC37,DNbe002,1,2,2,11
LPLC2,LHAD1g1,DNpe024,2,2,2049,11
LC4,AVLP120,DNge148,1,1,1,11
LC4,LC6,DNpe039,6,6,6,11
LPLC2,PVLP015,DNp07,2,2,185,11
LC4,WED127,DNa15,2,2,104,11
LC4,PVLP128,DNa07,2,3,10,11
LC4,LC39a,DNbe007,1,1,1,11
LC4,PVLP128,DNpe024,2,2,5,11
LPLC2,CB1688,DNg40,1,1,72,11
LC4,5-HTPMPV03,DNge152,2,2,2,11
LC4,PLP060,DNp54,2,2,57,11
LPLC2,AVLP476,DNpe031,1,2,14,11
LC4,CB2153,DNg99,1,2,4,11
LPLC2,LT64,DNp07,2,2,3,11
LC4,AVLP594,DNpe035,1,2,2,11
LPLC2,PVLP120,DNpe045,2,4,2208,11
LC4,PLP150,DNb05,4,6,535,11
LC4,PVLP130,DNp12,2,2,1944,11
LPLC2,LoVP86,DNg97,1,1,1,11
LC4,CB2664,DNg99,4,5,306,11
LC4,PVLP126_b,DNp11,2,2,4,11
LC4,CB2664,DNg81,2,2,134,11
LC4,SAD073,DNg100,1,2,6,11
LPLC2,AVLP001,DNa11,2,2,2,11
LC4,PLP034,pIP1,2,2,305,11
LPLC2,AVLP476,DNp66,1,1,7,11
LPLC2,CB1852,DNg104,5,5,897,11
LC4,WED125,DNpe017,3,3,867,11
LPLC2,CB1717,DNp66,2,2,4,11
LC4,WED127,DNpe022,1,1,123,11
LC4,5-HTPMPV03,DNge140,2,4,4,11
LC4,LPLC4,DNpe016,10,10,15,11
LPLC2,PVLP122,DNp45,4,4,954,11
LPLC2,LC35b,DNg01_b,2,2,10,11
LC4,PLP060,DNp103,1,1,46,11
LC4,PVLP010,DNge145,2,3,3414,11
LC4,WED125,DNpe022,3,3,867,11
LC4,PLP060,DNp26,2,2,57,11
LPLC2,CB1688,DNpe056,2,4,372,11
LC4,PLP106,DNp27,4,6,117,11
LPLC2,PVLP013,DNp66,2,2,52,11
LPLC2,5-HTPMPV03,DNge084,2,4,24,11
LPLC2,OA-VUMa4,DNge006,2,4,276,11
LPLC2,SAD013,DNb05,2,2,165,11
LC4,CL367,DNa14,2,4,22,11
LPLC2,LAL026_b,DNa04,1,1,2,11
LC4,CB1958,DNg82,4,5,439,11
LC4,OLVC5,DNg74_b,1,2,2,11
LPLC2,PVLP021,DNp103,4,4,37,11
LPLC2,SAD013,DNbe001,2,3,315,11
LC4,PLP209,DNp05,1,2,2,11
LC4,LT82a,DNae002,2,2,360,11
LC4,ANXXX109,DNg74_a,2,3,34,11
LPLC2,AN27X011,DNg82,1,2,2,11
LC4,Tm24,DNp27,9,9,12,11
LC4,LC19,DNpe022,2,3,3,11
LC4,AVLP452,DNp23,4,5,3017,11
LPLC2,LAL026_b,DNae005,1,1,2,11
LPLC2,PVLP107,DNp35,1,1,1,11
LPLC2,CL319,DNge149,2,2,2,10
LC4,CB3302,DNp66,2,3,31,10
LC4,OCG02b,DNp42,2,3,3,10
LC4,AVLP205,DNp09,1,1,5,10
LPLC2,CL319,DNp09,1,2,2,10
LPLC2,AVLP339,DNp30,2,4,78,10
LPLC2,5-HTPMPV03,DNb07,2,4,24,10
LC4,PLP150,DNp42,5,7,699,10
LPLC2,5-HTPMPV03,DNp31,2,4,24,10
LC4,PLP230,DNg02_c,1,2,2,10
LPLC2,TmY19a,DNp11,4,4,6,10
LC4,PLP230,DNae004,1,1,1,10
LPLC2,LC29,DNp102,3,3,7,10
LPLC2,CL319,DNg100,2,3,3,10
LC4,PS304,DNg34,1,2,2,10
LC4,WED189,DNg29,1,2,10,10
LPLC2,WED045,DNp26,1,1,4,10
LPLC2,5-HTPMPV03,DNae009,2,3,21,10
LC4,LoVC6,DNp57,2,4,4,10
LPLC2,LC23,DNpe024,3,4,9,10
LPLC2,LPC_unclear,DNp49,1,1,4,10
LPLC2,CL319,DNpe053,2,3,3,10
LC4,AVLP109,DNpe040,1,1,3,10
LC4,LC31b,DNp06,5,5,333,10
LPLC2,LoVP93,DNpe055,7,7,136,10
LC4,CB4101,DNg111,4,4,18,10
LC4,PLP034,DNp05,2,2,305,10
LPLC2,LT87,pIP1,1,1,4,10
LPLC2,LC31a,DNp42,6,6,44,10
LC4,AVLP610,DNg13,2,3,175,10
LC4,LC35a,DNa10,6,7,19,10
LC4,AVLP594,DNpe053,2,3,3,10
LC4,CL140,DNp102,2,2,434,10
LPLC2,SAD011,DNp01,1,1,1,10
LPLC2,AVLP711m,pIP1,4,4,389,10
LPLC2,CB1044,DNp35,1,2,2,10
LPLC2,OA-VUMa4,DNg02_c,2,5,355,10
LPLC2,CL286,DNpe053,2,4,50,10
LPLC2,WED060,DNpe031,3,5,119,10
LC4,LC19,DNpe016,2,2,2,10
LPLC2,LC35a,DNa10,6,7,29,10
LC4,PS306,DNpe037,2,3,65,10
LPLC2,OA-VUMa4,DNg02_e,2,3,217,10
LC4,ANXXX109,DNg29,2,4,40,10
LC4,5-HTPMPV03,DNb07,2,4,4,10
LC4,GNG517,DNp42,1,1,3,10
LC4,5-HTPMPV03,DNae009,2,3,3,10
LC4,WED125,DNp63,2,4,1160,10
LPLC2,PLP211,DNge138,2,4,310,10
LC4,AVLP536,DNp64,2,2,5,10
LPLC2,CL309,DNge152,1,1,2,10
LPLC2,MeVP51,DNpe052,1,1,12,10
LPLC2,LC31b,DNp06,5,5,895,10
LC4,OCG06,DNb04,2,3,19,10
LC4,CB2664,DNge107,1,2,122,10
LC4,IB114,DNg16,1,2,416,10
LC4,SAD064,DNp03,6,6,1732,10
LC4,AVLP120,DNp66,1,2,2,10
LC4,PVLP123,DNpe031,4,5,430,10
LC4,PVLP022,DNg40,1,1,807,10
LC4,LAL026_a,DNa11,1,1,124,10
LC4,AVLP016,DNp46,2,2,115,10
LPLC2,CB3598,DNp64,1,1,1,10
LPLC2,AVLP538,DNp09,2,2,40,10
LC4,GNG300,DNg62,2,4,288,10
LPLC2,AVLP492,DNpe045,2,2,2,10
LC4,AOTU034,DNp27,1,2,60,10
LC4,CL367,DNg66,2,2,11,10
LC4,PS306,DNg16,2,4,90,10
LPLC2,AOTU032,aSP22,2,2,19,10
LPLC2,LC19,DNpe004,4,4,22,10
LPLC2,LoVC22,DNpe032,4,6,24,10
LC4,AVLP531,DNpe034,1,2,18,10
LC4,CB4101,DNge050,3,3,46,10
LC4,CB3201,DNp01,3,3,325,10
LC4,OA-VUMa4,DNb04,2,3,6,10
LC4,PLP211,DNpe037,2,3,25,10
LC4,AVLP594,DNd04,2,2,2,10
LPLC2,PVLP128,DNa07,2,3,11,10
LC4,OA-VUMa4,DNg01_c,2,2,4,10
LPLC2,CB4176,DNg07,2,3,3,10
LC4,OA-VUMa4,DNg02_c,2,5,10,10
LPLC2,CB4176,DNbe001,1,2,2,10
LC4,OA-VUMa4,DNg02_e,2,3,6,10
LPLC2,AVLP572,DNpe039,2,4,4,10
LPLC2,LC19,DNge041,3,4,8,10
LPLC2,CL367,DNp69,1,2,14,10
LPLC2,CB3201,DNp69,2,2,4,10
LPLC2,PLP211,DNpe037,2,3,240,10
LPLC2,PLP093,DNg35,1,1,10,10
LPLC2,WED060,DNp02,2,2,37,10
LPLC2,LPLC4,DNg91,7,7,387,10
LPLC2,PVLP206m,DNpe025,3,3,404,10
LPLC2,CB1934,DNpe026,1,2,2,10
LC4,PLP219,DNg42,4,4,1075,10
LPLC2,LPT50,DNge097,2,2,113,10
LPLC2,LoVCLo3,DNpe040,2,3,247,10
LC4,AVLP083,DNp66,1,1,3,10
LPLC2,AVLP076,DNp30,2,2,12,10
LC4,AVLP149,DNp32,4,6,168,10
LC4,LC31a,DNp70,5,5,10,10
LPLC2,LoVC18,DNpe031,4,7,36,10
LC4,LoVC25,DNb04,1,2,2,10
LC4,SAD049,DNpe024,2,2,108,10
LPLC2,AVLP492,DNg40,2,2,2,10
LC4,PVLP151,DNp03,3,3,1179,10
LPLC2,LC23,DNa16,3,3,7,10
LC4,LC31a,DNp42,6,6,18,10
LC4,CL001,DNp35,1,1,1,10
LPLC2,CB4179,DNp66,2,4,6,10
LPLC2,AVLP492,DNp103,2,2,2,10
LC4,PLP029,DNp03,2,2,562,10
LPLC2,PVLP070,DNp45,3,3,160,10
LC4,LT40,DNpe002,2,2,34,10
LPLC2,AVLP437,DNde001,2,2,5,10
LPLC2,PVLP011,DNp11,2,2,11623,10
LC4,WED119,DNp38,2,2,3,10
LC4,CB4101,DNg90,4,4,16,10
LPLC2,LoVP92,DNp18,6,6,40,10
LC4,AN09A005,DNg33,1,2,2,10
LPLC2,CL323,DNpe021,4,4,606,10
LPLC2,LoVP89,DNp57,2,2,2,10
LPLC2,PVLP026,DNp03,2,3,96,10
LPLC2,LC22,DNp27,5,7,13,10
LPLC2,LoVC25,DNb04,1,2,2,10
LPLC2,PVLP071,DNpe021,4,4,3463,10
LC4,LoVCLo3,DNpe040,2,3,35,10
LPLC2,LC35a,DNp08,5,5,29,10
LC4,GNG300,DNp34,2,3,204,10
LC4,PVLP128,DNge017,1,2,4,10
LC4,CL066,DNge043,1,2,6,10
LPLC2,PVLP013,DNp06,2,2,52,10
LPLC2,AVLP258,DNpe056,2,3,1144,10
LC4,5-HTPMPV03,DNp31,2,4,4,10
LPLC2,LoVP93,DNp39,3,3,42,10
LPLC2,AVLP536,DNpe040,1,1,1,10
LPLC2,LoVC18,DNpe024,4,6,32,10
LPLC2,CL131,DNp21,1,2,2,10
LPLC2,LAL026_a,DNg04,2,4,18,10
LPLC2,PVLP151,DNp03,3,3,4698,10
LC4,LoVP85,DNpe055,2,4,1212,10
LPLC2,SAD023,DNp69,4,4,135,10
LC4,GNG506,DNg105,1,2,2,10
LC4,WED104,DNg30,1,2,8,10
LPLC2,CL203,DNge049,1,2,2,10
LPLC2,LoVP85,DNpe055,2,4,62,10
LC4,PVLP128,DNp03,1,1,2,10
LC4,LLPC1,DNp103,4,4,4,10
LC4,PVLP026,DNp03,2,3,518,10
LC4,LLPC1,DNp27,6,6,7,10
LPLC2,CB1638,DNp55,3,3,92,10
LC4,CB3588,DNg106,1,6,6,10
LC4,SAD073,DNp102,2,3,12,10
LC4,LoVP26,DNpe003,4,6,20,10
LC4,SAD073,DNp10,3,6,24,10
LPLC2,PVLP216m,DNpe056,3,4,10,10
LC4,CB0206,DNae009,1,1,2,10
LPLC2,PS181,DNpe037,2,4,68,10
LC4,CL053,DNge110,1,2,2,10
LC4,CB0206,DNb01,1,2,4,10
LC4,PVLP028,DNp71,3,6,40,10
LC4,LC36,DNp57,5,5,8,10
LC4,SAD049,DNg40,1,1,51,10
LPLC2,PLP230,DNae004,1,1,24,10
LC4,PVLP122,DNp66,5,5,3286,10
LC4,GNG343,DNg81,2,3,17,10
LC4,CB3513,DNp35,4,4,2292,10
LPLC2,CL140,DNp102,2,2,209,10
LPLC2,PVLP123,DNbe004,2,3,401,10
LPLC2,AVLP452,DNp23,3,4,8,10
LC4,AVLP076,pIP1,1,1,1,10
LC4,PVLP128,DNa15,1,1,2,10
LPLC2,LT85,DNde001,1,1,1,10
LC4,PVLP011,DNp55,2,2,1011,10
LPLC2,CB3513,DNp35,4,4,134,10
LPLC2,LPi2c,DNp27,6,7,17,10
LC4,PLP099,DNbe001,2,2,34,10
LPLC2,AVLP452,DNp04,3,3,6,10
LC4,PVLP011,DNp11,2,2,1011,10
LC4,SAD098,DNp04,1,1,26,10
LC4,CB3513,DNa07,3,3,1703,10
LC4,PLP300m,DNge026,2,2,9,10
LC4,PLP209,DNp63,1,2,2,10
LC4,CB3544,DNp03,2,2,517,10
LPLC2,WED104,DNg20,2,2,83,10
LPLC2,LC9,DNp27,9,9,15,10
LC4,GNG343,DNg108,2,4,22,10
LPLC2,LT82b,DNpe037,2,2,41,10
LPLC2,PVLP034,DNpe056,6,8,83,10
LPLC2,OA-VUMa4,DNb04,2,3,217,10
LPLC2,OA-VUMa4,DNp15,2,4,276,10
LPLC2,LC6,DNpe039,9,9,11,10
LC4,CB4179,DNp66,2,4,40,10
LPLC2,AVLP610,DNpe042,2,4,16,10
LC4,AVLP605,DNp35,1,2,8,10
LC4,CB4176,DNp71,3,3,14,10
LPLC2,PVLP022,DNg40,1,1,278,10
LC4,CL367,DNg105,2,3,16,10
LPLC2,5-HTPMPV03,DNge181,2,5,27,10
LC4,AVLP016,DNa08,2,2,115,10
LPLC2,LoVP93,DNbe006,6,6,139,10
LC4,OCG06,DNg02_d,2,2,12,10
LC4,LPLC4,DNpe017,3,3,3,10
LC4,ANXXX109,DNg24,2,4,40,10
LC4,WED127,DNpe021,2,2,201,10
LC4,PVLP123,DNbe004,2,3,135,10
LC4,MeLo12,DNp27,7,8,33,10
LC4,LC35a,DNp08,5,5,13,10
LPLC2,LoVP18,DNp59,3,3,3,10
LC4,LoVP101,DNpe001,1,1,3,10
LC4,LC35a,DNp07,6,6,17,10
LPLC2,LT40,DNpe002,2,2,6,10
LC4,CB4176,DNg06,2,3,15,10
LC4,LoVP109,pIP1,1,1,7,10
LPLC2,LoVP18,DNp54,5,5,5,10
LPLC2,CL286,DNp05,2,2,25,10
LC4,PLP249,DNbe001,2,2,18,10
LC4,LoVP101,DNge083,1,1,3,10
LPLC2,AVLP449,CB0429,1,1,1,10
LPLC2,PVLP206m,DNp05,2,2,163,10
LC4,LT82b,DNpe037,2,2,139,10
LC4,AN09B023,DNge063,1,1,3,10
LC4,GNG300,DNpe002,2,3,204,10
LC4,LoVP101,DNg58,1,1,3,10
LPLC2,AVLP202,DNp70,1,2,4,10
LPLC2,LT51,DNg01_c,4,4,149,10
LC4,AVLP542,DNb05,2,2,17,10
LPLC2,LC35a,DNp07,6,6,28,10
LPLC2,AVLP001,DNp29,2,4,4,10
LC4,PLP106,DNp54,3,3,30,10
LPLC2,5-HTPMPV03,DNg51,2,6,30,10
LPLC2,PLP093,DNpe016,1,2,20,10
LPLC2,PVLP122,DNp66,5,5,969,10
LC4,PVLP071,DNpe021,4,4,15,10
LC4,,DNpe040,4,4,959,10
LC4,PLP074,DNa08,1,1,2,10
LPLC2,PVLP209m,DNg101,3,4,30,10
LPLC2,AVLP610,DNg13,2,3,10,10
LPLC2,CB3513,DNa07,3,3,112,10
LC4,WED117,DNp06,2,2,4,10
LC4,LoVP93,DNbe006,6,6,114,10
LPLC2,CB1688,DNp30,2,3,258,10
LC4,5-HTPMPV03,DNge181,2,5,5,10
LPLC2,AVLP537,DNp103,2,2,11,10
LPLC2,CB3544,DNp03,2,2,14,10
LC4,CL053,DNge072,1,2,2,10
LC4,LoVP93,DNp39,3,3,13,10
LC4,AVLP076,DNp71,1,1,1,10
LC4,SAD011,DNg51,1,2,140,10
LPLC2,PVLP137,DNge119,2,3,512,10
LC4,LoVP18,DNg49,4,4,9,10
LPLC2,PS171,DNg71,1,1,3,10
LPLC2,PVLP013,DNp103,2,3,86,10
LPLC2,VST2,DNge108,2,2,5,10
