bodyId_pre,pre_type,pre_side,bodyId_post,post_type,post_side,weight
29873,LPLC2,right,20535,LPLC2,right,4
35294,LPLC2,left,30893,LPLC2,left,4
111787,LC4,left,14888,LC4,left,4
22557,LPLC2,left,517819,LPLC2,left,4
21804,LC4,right,20016,LC4,right,4
21804,LC4,right,20399,LC4,right,4
21804,LC4,right,20542,LC4,right,4
35294,LPLC2,left,31105,LPLC2,left,4
24308,LPLC2,left,28011,LPLC2,left,4
21804,LC4,right,21225,LC4,right,4
37431,LPLC2,right,20103,LPLC2,right,4
30207,LPLC2,right,20334,LPLC2,right,4
23878,LPLC2,right,20535,LPLC2,right,4
29873,LPLC2,right,21045,LPLC2,right,4
29873,LPLC2,right,21313,LC4,right,4
17551,LPLC2,right,35632,LPLC2,right,4
17266,LC4,right,23098,LC4,right,4
29391,LPLC2,right,25316,LPLC2,right,4
111787,LC4,left,12349,LC4,left,4
13764,LPLC2,left,29702,LPLC2,left,4
24308,LPLC2,left,32237,LPLC2,left,4
525844,LPLC2,left,26528,LPLC2,left,4
29873,LPLC2,right,19229,LPLC2,right,4
21769,LPLC2,right,32507,LPLC2,right,4
111787,LC4,left,10228,DNp06,left,4
23878,LPLC2,right,18672,LPLC2,right,4
21769,LPLC2,right,33439,LPLC2,right,4
112292,LPLC2,left,12824,LC4,left,4
29873,LPLC2,right,19842,LPLC2,right,4
21769,LPLC2,right,34681,LPLC2,right,4
21769,LPLC2,right,35680,LPLC2,right,4
24308,LPLC2,left,31105,LPLC2,left,4
22677,LPLC2,right,17548,LC4,right,4
17775,LPLC2,left,20799,LPLC2,left,4
21804,LC4,right,10584,DNp06,right,4
22677,LPLC2,right,14465,LPLC2,right,4
30207,LPLC2,right,30938,LPLC2,right,4
30207,LPLC2,right,31964,LPLC2,right,4
29815,LPLC2,left,23550,LPLC2,left,4
24401,LPLC2,right,20162,LPLC2,right,4
37431,LPLC2,right,21336,LC4,right,4
22772,LC4,left,24523,LC4,left,4
24401,LPLC2,right,19589,LPLC2,right,4
22772,LC4,left,23202,LC4,left,4
13726,LPLC2,left,112292,LPLC2,left,4
511914,LC4,left,22922,LC4,left,4
24401,LPLC2,right,19420,LC4,right,4
22772,LC4,left,20440,LC4,left,4
17266,LC4,right,17926,LC4,right,4
107513,LC4,left,16917,LC4,left,4
533895,LPLC2,left,517819,LPLC2,left,4
17551,LPLC2,right,25497,LPLC2,right,4
21721,LC4,left,20440,LC4,left,4
35889,LPLC2,right,20047,LPLC2,right,4
24338,LC4,right,28945,LC4,right,4
21721,LC4,left,22922,LC4,left,4
107513,LC4,left,22772,LC4,left,4
35294,LPLC2,left,23665,LPLC2,left,4
514670,LPLC2,left,518731,LPLC2,left,4
524899,LC4,left,20572,LC4,left,4
30480,LC4,right,23929,LC4,right,4
17775,LPLC2,left,31563,LPLC2,left,4
22772,LC4,left,514956,LC4,left,4
21703,LPLC2,right,24401,LPLC2,right,4
30512,LPLC2,left,13764,LPLC2,left,4
100485,LC4,left,519650,LC4,left,4
13726,LPLC2,left,95241,LPLC2,left,4
29815,LPLC2,left,24308,LPLC2,left,4
23665,LPLC2,left,35294,LPLC2,left,4
29391,LPLC2,right,55627,LPLC2,right,4
17364,LC4,right,16138,LC4,right,4
23665,LPLC2,left,41097,LPLC2,left,4
21703,LPLC2,right,25636,LPLC2,right,4
17266,LC4,right,10584,DNp06,right,4
17551,LPLC2,right,24187,LPLC2,right,4
30480,LC4,right,30041,LPLC2,right,4
30480,LC4,right,28945,LC4,right,4
24401,LPLC2,right,20269,LPLC2,right,4
21721,LC4,left,23226,LC4,left,4
21721,LC4,left,29469,LC4,left,4
21769,LPLC2,right,19550,LC4,right,4
30207,LPLC2,right,35838,LPLC2,right,4
17775,LPLC2,left,25136,LPLC2,left,4
21769,LPLC2,right,14465,LPLC2,right,4
107513,LC4,left,34845,LC4,left,4
37431,LPLC2,right,20535,LPLC2,right,4
23792,LC4,right,17860,LC4,right,4
22677,LPLC2,right,27566,LPLC2,right,4
24338,LC4,right,20588,LC4,right,4
107513,LC4,left,35262,LC4,left,4
21769,LPLC2,right,18929,LPLC2,right,4
24338,LC4,right,20399,LC4,right,4
21769,LPLC2,right,19146,LPLC2,right,4
22677,LPLC2,right,26730,LPLC2,right,4
21769,LPLC2,right,19229,LPLC2,right,4
29183,LPLC2,right,29287,LPLC2,right,4
112292,LPLC2,left,17775,LPLC2,left,4
17775,LPLC2,left,24308,LPLC2,left,4
13726,LPLC2,left,134521,LPLC2,left,4
29183,LPLC2,right,28741,LPLC2,right,4
35889,LPLC2,right,20584,LPLC2,right,4
525844,LPLC2,left,27796,LPLC2,left,4
29391,LPLC2,right,33439,LPLC2,right,4
29815,LPLC2,left,31563,LPLC2,left,4
29391,LPLC2,right,35632,LPLC2,right,4
21721,LC4,left,32597,LC4,left,4
24338,LC4,right,23392,LC4,right,4
29183,LPLC2,right,26393,LPLC2,right,4
35680,LPLC2,right,10584,DNp06,right,4
24338,LC4,right,22966,LC4,right,4
29391,LPLC2,right,34372,LPLC2,right,4
35889,LPLC2,right,20182,LPLC2,right,4
35889,LPLC2,right,20269,LPLC2,right,4
514670,LPLC2,left,41097,LPLC2,left,4
35294,LPLC2,left,25575,LPLC2,left,4
17775,LPLC2,left,25854,LPLC2,left,4
24338,LC4,right,22194,LC4,right,4
29183,LPLC2,right,27566,LPLC2,right,4
29815,LPLC2,left,40811,LPLC2,left,4
17775,LPLC2,left,25572,LPLC2,left,4
524899,LC4,left,17270,LC4,left,4
23392,LC4,right,20016,LC4,right,4
25584,LC4,right,26112,LC4,right,4
19787,LPLC2,left,20440,LC4,left,4
19787,LPLC2,left,17775,LPLC2,left,4
32223,LPLC2,left,524366,LPLC2,left,4
34110,LPLC2,right,20162,LPLC2,right,4
19787,LPLC2,left,17059,LPLC2,left,4
19034,LPLC2,right,20182,LPLC2,right,4
50287,LPLC2,right,29873,LPLC2,right,4
20329,LPLC2,left,23202,LC4,left,4
19034,LPLC2,right,20269,LPLC2,right,4
20329,LPLC2,left,23349,LPLC2,left,4
19787,LPLC2,left,13764,LPLC2,left,4
40841,LPLC2,left,14102,LPLC2,left,4
20329,LPLC2,left,25286,LPLC2,left,4
20329,LPLC2,left,25575,LPLC2,left,4
26730,LPLC2,right,19589,LPLC2,right,4
28003,LPLC2,right,29183,LPLC2,right,4
18672,LPLC2,right,18929,LPLC2,right,4
26730,LPLC2,right,19842,LPLC2,right,4
20329,LPLC2,left,29753,LPLC2,left,4
50287,LPLC2,right,31988,LPLC2,right,4
33396,LPLC2,right,19034,LPLC2,right,4
14465,LPLC2,right,24187,LPLC2,right,4
517819,LPLC2,left,524366,LPLC2,left,4
25572,LPLC2,left,517079,LPLC2,left,4
25575,LPLC2,left,17775,LPLC2,left,4
18672,LPLC2,right,21769,LPLC2,right,4
50287,LPLC2,right,26915,LPLC2,right,4
518016,LC4,left,17270,LC4,left,4
50287,LPLC2,right,27471,LPLC2,right,4
33303,LPLC2,left,520764,LPLC2,left,4
19787,LPLC2,left,25575,LPLC2,left,4
20282,LC4,right,23392,LC4,right,4
25575,LPLC2,left,15804,LPLC2,left,4
19034,LPLC2,right,19146,LPLC2,right,4
28003,LPLC2,right,23098,LC4,right,4
18672,LPLC2,right,21318,LPLC2,right,4
33303,LPLC2,left,536444,LPLC2,left,4
50287,LPLC2,right,28871,LPLC2,right,4
19787,LPLC2,left,23919,LPLC2,left,4
25572,LPLC2,left,532254,LC4,left,4
19034,LPLC2,right,19249,LPLC2,right,4
16138,LC4,right,17548,LC4,right,4
19034,LPLC2,right,19589,LPLC2,right,4
20329,LPLC2,left,29955,LPLC2,left,4
20329,LPLC2,left,32223,LPLC2,left,4
25497,LPLC2,right,24800,LPLC2,right,4
19634,LC4,right,20917,LC4,right,4
18478,LC4,left,519931,LC4,left,4
38542,LPLC2,right,27566,LPLC2,right,4
34407,LPLC2,left,29955,LPLC2,left,4
50287,LPLC2,right,38542,LPLC2,right,4
19634,LC4,right,19550,LC4,right,4
18478,LC4,left,515900,LC4,left,4
19634,LC4,right,19543,LC4,right,4
521115,LPLC2,left,18936,LPLC2,left,4
20334,LPLC2,right,19842,LPLC2,right,4
32223,LPLC2,left,23550,LPLC2,left,4
520449,LC4,left,533129,LC4,left,4
20334,LPLC2,right,20162,LPLC2,right,4
33396,LPLC2,right,28044,LPLC2,right,4
20334,LPLC2,right,20584,LPLC2,right,4
20334,LPLC2,right,20694,LPLC2,right,4
32223,LPLC2,left,20329,LPLC2,left,4
16138,LC4,right,20399,LC4,right,4
16138,LC4,right,20808,LC4,right,4
20334,LPLC2,right,24118,LPLC2,right,4
20334,LPLC2,right,17926,LC4,right,4
34110,LPLC2,right,18672,LPLC2,right,4
27624,LC4,left,35262,LC4,left,4
19634,LC4,right,21313,LC4,right,4
26730,LPLC2,right,20535,LPLC2,right,4
32223,LPLC2,left,29319,LPLC2,left,4
28003,LPLC2,right,29986,LPLC2,right,4
20329,LPLC2,left,40811,LPLC2,left,4
12032,LC4,left,33137,LC4,left,4
34407,LPLC2,left,27829,LC4,left,4
20329,LPLC2,left,112292,LPLC2,left,4
26730,LPLC2,right,20584,LPLC2,right,4
20329,LPLC2,left,134521,LPLC2,left,4
20329,LPLC2,left,514670,LPLC2,left,4
25572,LPLC2,left,23665,LPLC2,left,4
521115,LPLC2,left,17775,LPLC2,left,4
20329,LPLC2,left,517079,LPLC2,left,4
32223,LPLC2,left,27355,LPLC2,left,4
28003,LPLC2,right,30207,LPLC2,right,4
25572,LPLC2,left,21299,LPLC2,left,4
25572,LPLC2,left,20240,LPLC2,left,4
14102,LPLC2,left,25209,LPLC2,left,4
25572,LPLC2,left,19787,LPLC2,left,4
15804,LPLC2,left,22557,LPLC2,left,4
33303,LPLC2,left,517079,LPLC2,left,4
28003,LPLC2,right,22218,LPLC2,right,4
50287,LPLC2,right,21808,LPLC2,right,4
20269,LPLC2,right,20182,LPLC2,right,4
33303,LPLC2,left,27716,LPLC2,left,4
33303,LPLC2,left,28188,LPLC2,left,4
34407,LPLC2,left,19787,LPLC2,left,4
20269,LPLC2,right,20535,LPLC2,right,4
25575,LPLC2,left,520764,LPLC2,left,4
19794,LC4,right,20399,LC4,right,4
28003,LPLC2,right,17551,LPLC2,right,4
20269,LPLC2,right,21045,LPLC2,right,4
32237,LPLC2,left,40811,LPLC2,left,4
19794,LC4,right,19550,LC4,right,4
28003,LPLC2,right,18929,LPLC2,right,4
20269,LPLC2,right,21769,LPLC2,right,4
19794,LC4,right,19420,LC4,right,4
32237,LPLC2,left,34051,LPLC2,left,4
32237,LPLC2,left,33965,LPLC2,left,4
50287,LPLC2,right,22677,LPLC2,right,4
18936,LPLC2,left,32737,LPLC2,left,4
19794,LC4,right,16628,LC4,right,4
20269,LPLC2,right,20162,LPLC2,right,4
34407,LPLC2,left,18936,LPLC2,left,4
28003,LPLC2,right,21562,LPLC2,right,4
25575,LPLC2,left,533895,LPLC2,left,4
25584,LC4,right,19794,LC4,right,4
518731,LPLC2,left,24605,LPLC2,left,4
25584,LC4,right,19550,LC4,right,4
27716,LPLC2,left,21361,LPLC2,left,4
34407,LPLC2,left,17775,LPLC2,left,4
27829,LC4,left,520449,LC4,left,4
32507,LPLC2,right,18672,LPLC2,right,4
15804,LPLC2,left,24605,LPLC2,left,4
518731,LPLC2,left,25572,LPLC2,left,4
518016,LC4,left,518544,LC4,left,4
20240,LPLC2,left,533895,LPLC2,left,4
27829,LC4,left,532254,LC4,left,4
518731,LPLC2,left,25575,LPLC2,left,4
20269,LPLC2,right,10584,DNp06,right,4
536444,LPLC2,left,24308,LPLC2,left,4
26528,LPLC2,left,25854,LPLC2,left,4
26528,LPLC2,left,26416,LPLC2,left,4
19794,LC4,right,21313,LC4,right,4
16128,LC4,right,23098,LC4,right,4
20269,LPLC2,right,23497,LPLC2,right,4
18936,LPLC2,left,33303,LPLC2,left,4
20269,LPLC2,right,23590,LPLC2,right,4
32237,LPLC2,left,31105,LPLC2,left,4
19787,LPLC2,left,41097,LPLC2,left,4
18672,LPLC2,right,24800,LPLC2,right,4
518016,LC4,left,30087,LC4,left,4
28003,LPLC2,right,20182,LPLC2,right,4
12032,LC4,left,20859,LC4,left,4
518731,LPLC2,left,29815,LPLC2,left,4
26528,LPLC2,left,41097,LPLC2,left,4
12032,LC4,left,20976,LC4,left,4
518016,LC4,left,23202,LC4,left,4
50287,LPLC2,right,25253,LPLC2,right,4
18672,LPLC2,right,24187,LPLC2,right,4
28003,LPLC2,right,20749,LPLC2,right,4
20282,LC4,right,18189,LC4,right,4
18672,LPLC2,right,23497,LPLC2,right,4
25575,LPLC2,left,23202,LC4,left,4
32237,LPLC2,left,23919,LPLC2,left,4
518731,LPLC2,left,32737,LPLC2,left,4
26528,LPLC2,left,514670,LPLC2,left,4
532254,LC4,left,17270,LC4,left,4
50287,LPLC2,right,24187,LPLC2,right,4
20269,LPLC2,right,29287,LPLC2,right,4
33303,LPLC2,left,41097,LPLC2,left,4
20269,LPLC2,right,26730,LPLC2,right,4
19794,LC4,right,16128,LC4,right,4
28003,LPLC2,right,19229,LPLC2,right,4
18672,LPLC2,right,25253,LPLC2,right,4
518016,LC4,left,35262,LC4,left,4
28003,LPLC2,right,19249,LPLC2,right,4
520764,LPLC2,left,17880,LPLC2,left,4
20269,LPLC2,right,25497,LPLC2,right,4
20269,LPLC2,right,26393,LPLC2,right,4
19787,LPLC2,left,524366,LPLC2,left,4
15804,LPLC2,left,23550,LPLC2,left,4
26528,LPLC2,left,32223,LPLC2,left,4
20269,LPLC2,right,27471,LPLC2,right,4
25575,LPLC2,left,34407,LPLC2,left,4
20269,LPLC2,right,28003,LPLC2,right,4
20269,LPLC2,right,28044,LPLC2,right,4
520764,LPLC2,left,17059,LPLC2,left,4
14102,LPLC2,left,27716,LPLC2,left,4
20269,LPLC2,right,29216,LPLC2,right,4
26730,LPLC2,right,24800,LPLC2,right,4
20334,LPLC2,right,24187,LPLC2,right,4
25524,LPLC2,left,100103,LPLC2,left,4
12032,LC4,left,519650,LC4,left,4
20471,LPLC2,right,24401,LPLC2,right,4
18432,LC4,left,29514,LC4,left,4
33406,LPLC2,left,18900,LPLC2,left,4
520449,LC4,left,519931,LC4,left,4
34407,LPLC2,left,514670,LPLC2,left,4
16628,LC4,right,18127,LC4,right,4
19608,LPLC2,right,18672,LPLC2,right,4
20471,LPLC2,right,25511,LPLC2,right,4
28011,LPLC2,left,533895,LPLC2,left,4
55627,LPLC2,right,31964,LPLC2,right,4
20471,LPLC2,right,26147,LPLC2,right,4
25511,LPLC2,right,20162,LPLC2,right,4
19608,LPLC2,right,17668,LC4,right,4
20471,LPLC2,right,27566,LPLC2,right,4
20471,LPLC2,right,28003,LPLC2,right,4
26915,LPLC2,right,20182,LPLC2,right,4
55627,LPLC2,right,31988,LPLC2,right,4
28011,LPLC2,left,536444,LPLC2,left,4
518983,LC4,left,20572,LC4,left,4
19608,LPLC2,right,19229,LPLC2,right,4
18432,LC4,left,32597,LC4,left,4
20471,LPLC2,right,10584,DNp06,right,4
19608,LPLC2,right,19249,LPLC2,right,4
20471,LPLC2,right,17860,LC4,right,4
19034,LPLC2,right,26393,LPLC2,right,4
55627,LPLC2,right,29014,LPLC2,right,4
19034,LPLC2,right,26730,LPLC2,right,4
25511,LPLC2,right,25253,LPLC2,right,4
25511,LPLC2,right,24800,LPLC2,right,4
20471,LPLC2,right,19634,LC4,right,4
15804,LPLC2,left,17059,LPLC2,left,4
40811,LPLC2,left,32737,LPLC2,left,4
28011,LPLC2,left,517079,LPLC2,left,4
16628,LC4,right,17266,LC4,right,4
14102,LPLC2,left,21361,LPLC2,left,4
518983,LC4,left,17478,LC4,left,4
31988,LPLC2,right,19608,LPLC2,right,4
19608,LPLC2,right,19549,LPLC2,right,4
25511,LPLC2,right,21703,LPLC2,right,4
28011,LPLC2,left,525844,LPLC2,left,4
18432,LC4,left,33137,LC4,left,4
25511,LPLC2,right,20749,LPLC2,right,4
31964,LPLC2,right,33185,LPLC2,right,4
28044,LPLC2,right,18929,LPLC2,right,4
16628,LC4,right,19260,LC4,right,4
521115,LPLC2,left,25575,LPLC2,left,4
25497,LPLC2,right,27566,LPLC2,right,4
25497,LPLC2,right,27471,LPLC2,right,4
20535,LPLC2,right,20471,LPLC2,right,4
18432,LC4,left,12349,LC4,left,4
20535,LPLC2,right,20749,LPLC2,right,4
25497,LPLC2,right,26915,LPLC2,right,4
25497,LPLC2,right,26147,LPLC2,right,4
19589,LPLC2,right,29598,LPLC2,right,4
20535,LPLC2,right,21703,LPLC2,right,4
19589,LPLC2,right,29014,LPLC2,right,4
19589,LPLC2,right,28003,LPLC2,right,4
517819,LPLC2,left,14030,LPLC2,left,4
20535,LPLC2,right,21862,LPLC2,right,4
19589,LPLC2,right,27566,LPLC2,right,4
20535,LPLC2,right,21899,LPLC2,right,4
20535,LPLC2,right,22218,LPLC2,right,4
20535,LPLC2,right,22261,LPLC2,right,4
20535,LPLC2,right,23497,LPLC2,right,4
19589,LPLC2,right,27471,LPLC2,right,4
521115,LPLC2,left,26416,LPLC2,left,4
37613,LPLC2,right,37925,LPLC2,right,4
20535,LPLC2,right,19842,LPLC2,right,4
20471,LPLC2,right,39620,LPLC2,right,4
55627,LPLC2,right,33694,LPLC2,right,4
37613,LPLC2,right,55627,LPLC2,right,4
20471,LPLC2,right,35632,LPLC2,right,4
20471,LPLC2,right,35680,LPLC2,right,4
25497,LPLC2,right,35838,LPLC2,right,4
55627,LPLC2,right,34372,LPLC2,right,4
37613,LPLC2,right,39620,LPLC2,right,4
27566,LPLC2,right,29391,LPLC2,right,4
531014,LPLC2,left,515971,LPLC2,left,4
19589,LPLC2,right,29873,LPLC2,right,4
536444,LPLC2,left,34655,LPLC2,left,4
33406,LPLC2,left,23919,LPLC2,left,4
18432,LC4,left,20859,LC4,left,4
20535,LPLC2,right,19034,LPLC2,right,4
31964,LPLC2,right,29391,LPLC2,right,4
33406,LPLC2,left,24840,LPLC2,left,4
26915,LPLC2,right,22261,LPLC2,right,4
25497,LPLC2,right,30041,LPLC2,right,4
531014,LPLC2,left,517819,LPLC2,left,4
20471,LPLC2,right,10001,DNp01,right,4
32223,LPLC2,left,17880,LPLC2,left,4
31988,LPLC2,right,35889,LPLC2,right,4
19034,LPLC2,right,23497,LPLC2,right,4
19034,LPLC2,right,23590,LPLC2,right,4
19034,LPLC2,right,24118,LPLC2,right,4
16138,LC4,right,22966,LC4,right,4
33396,LPLC2,right,33185,LPLC2,right,4
31988,LPLC2,right,33439,LPLC2,right,4
28011,LPLC2,left,26528,LPLC2,left,4
33396,LPLC2,right,33694,LPLC2,right,4
20399,LC4,right,19794,LC4,right,4
33396,LPLC2,right,34681,LPLC2,right,4
25524,LPLC2,left,21361,LPLC2,left,4
16138,LC4,right,23392,LC4,right,4
27566,LPLC2,right,38542,LPLC2,right,4
27566,LPLC2,right,34681,LPLC2,right,4
536444,LPLC2,left,33406,LPLC2,left,4
28011,LPLC2,left,28188,LPLC2,left,4
16138,LC4,right,24338,LC4,right,4
31988,LPLC2,right,30207,LPLC2,right,4
28011,LPLC2,left,29815,LPLC2,left,4
34051,LPLC2,left,514670,LPLC2,left,4
28011,LPLC2,left,25209,LPLC2,left,4
19608,LPLC2,right,20535,LPLC2,right,4
20399,LC4,right,10584,DNp06,right,4
25524,LPLC2,left,40811,LPLC2,left,4
28011,LPLC2,left,14030,LPLC2,left,4
26730,LPLC2,right,25584,LC4,right,4
37925,LPLC2,right,21045,LPLC2,right,4
19608,LPLC2,right,35838,LPLC2,right,4
16138,LC4,right,21225,LC4,right,4
20334,LPLC2,right,29216,LPLC2,right,4
517819,LPLC2,left,32737,LPLC2,left,4
27624,LC4,left,16917,LC4,left,4
518731,LPLC2,left,525844,LPLC2,left,4
26730,LPLC2,right,27471,LPLC2,right,4
25524,LPLC2,left,29753,LPLC2,left,4
25524,LPLC2,left,27796,LPLC2,left,4
14465,LPLC2,right,26730,LPLC2,right,4
20334,LPLC2,right,37431,LPLC2,right,4
28011,LPLC2,left,24308,LPLC2,left,4
517819,LPLC2,left,29955,LPLC2,left,4
28011,LPLC2,left,24840,LPLC2,left,4
19608,LPLC2,right,31964,LPLC2,right,4
20399,LC4,right,22034,LC4,right,4
31988,LPLC2,right,30041,LPLC2,right,4
25524,LPLC2,left,15804,LPLC2,left,4
12032,LC4,left,515476,LC4,left,4
40811,LPLC2,left,34407,LPLC2,left,4
19608,LPLC2,right,21703,LPLC2,right,4
20440,LC4,left,31308,LC4,left,4
27566,LPLC2,right,33185,LPLC2,right,4
26730,LPLC2,right,37431,LPLC2,right,4
26730,LPLC2,right,37613,LPLC2,right,4
31988,LPLC2,right,24268,LPLC2,right,4
27566,LPLC2,right,32507,LPLC2,right,4
25511,LPLC2,right,31257,LPLC2,right,4
28011,LPLC2,left,34051,LPLC2,left,4
28011,LPLC2,left,34655,LPLC2,left,4
40811,LPLC2,left,33965,LPLC2,left,4
517819,LPLC2,left,22772,LC4,left,4
20440,LC4,left,515900,LC4,left,4
20440,LC4,left,516909,LC4,left,4
34407,LPLC2,left,41097,LPLC2,left,4
25511,LPLC2,right,29598,LPLC2,right,4
25511,LPLC2,right,29287,LPLC2,right,4
16138,LC4,right,527408,LC4,right,4
20440,LC4,left,29417,LC4,left,4
25511,LPLC2,right,33185,LPLC2,right,4
517819,LPLC2,left,24308,LPLC2,left,4
28011,LPLC2,left,30893,LPLC2,left,4
25524,LPLC2,left,13726,LPLC2,left,4
18478,LC4,left,18432,LC4,left,4
31988,LPLC2,right,28741,LPLC2,right,4
19608,LPLC2,right,24800,LPLC2,right,4
20399,LC4,right,31262,LC4,right,4
31988,LPLC2,right,27566,LPLC2,right,4
19034,LPLC2,right,25316,LPLC2,right,4
25511,LPLC2,right,39620,LPLC2,right,4
31988,LPLC2,right,26393,LPLC2,right,4
27566,LPLC2,right,33439,LPLC2,right,4
517819,LPLC2,left,25209,LPLC2,left,4
33396,LPLC2,right,38542,LPLC2,right,4
19034,LPLC2,right,26147,LPLC2,right,4
34051,LPLC2,left,41097,LPLC2,left,4
31988,LPLC2,right,25636,LPLC2,right,4
28011,LPLC2,left,32223,LPLC2,left,4
40811,LPLC2,left,34655,LPLC2,left,4
531014,LPLC2,left,518731,LPLC2,left,4
34110,LPLC2,right,24268,LPLC2,right,4
532254,LC4,left,20572,LC4,left,4
32507,LPLC2,right,20103,LPLC2,right,4
520764,LPLC2,left,23919,LPLC2,left,4
27796,LPLC2,left,23919,LPLC2,left,4
20103,LPLC2,right,10584,DNp06,right,4
26112,LC4,right,20808,LC4,right,4
20103,LPLC2,right,17551,LPLC2,right,4
32737,LPLC2,left,25575,LPLC2,left,4
18929,LPLC2,right,20182,LPLC2,right,4
27796,LPLC2,left,24840,LPLC2,left,4
26112,LC4,right,20399,LC4,right,4
40841,LPLC2,left,41097,LPLC2,left,4
20103,LPLC2,right,19549,LPLC2,right,4
38542,LPLC2,right,17364,LC4,right,4
27796,LPLC2,left,25572,LPLC2,left,4
518544,LC4,left,21721,LC4,left,4
32737,LPLC2,left,25136,LPLC2,left,4
20103,LPLC2,right,20182,LPLC2,right,4
27716,LPLC2,left,112292,LPLC2,left,4
26112,LC4,right,18127,LC4,right,4
26393,LPLC2,right,37613,LPLC2,right,4
20103,LPLC2,right,20535,LPLC2,right,4
27796,LPLC2,left,23550,LPLC2,left,4
20047,LPLC2,right,35680,LPLC2,right,4
33185,LPLC2,right,25497,LPLC2,right,4
26112,LC4,right,22194,LC4,right,4
15804,LPLC2,left,524366,LPLC2,left,4
38065,LC4,right,22034,LC4,right,4
518544,LC4,left,32597,LC4,left,4
20047,LPLC2,right,28003,LPLC2,right,4
18929,LPLC2,right,20584,LPLC2,right,4
26112,LC4,right,23929,LC4,right,4
20047,LPLC2,right,28871,LPLC2,right,4
20047,LPLC2,right,29014,LPLC2,right,4
20047,LPLC2,right,29014,LPLC2,right,4
26393,LPLC2,right,31964,LPLC2,right,4
26112,LC4,right,23792,LC4,right,4
26393,LPLC2,right,31988,LPLC2,right,4
41097,LPLC2,left,25136,LPLC2,left,4
38065,LC4,right,21804,LC4,right,4
38065,LC4,right,21313,LC4,right,4
26393,LPLC2,right,34372,LPLC2,right,4
20047,LPLC2,right,31988,LPLC2,right,4
26112,LC4,right,22328,LC4,right,4
20047,LPLC2,right,33185,LPLC2,right,4
26112,LC4,right,17548,LC4,right,4
26112,LC4,right,17364,LC4,right,4
20103,LPLC2,right,20749,LPLC2,right,4
518730,LC4,left,518439,LC4,left,4
20103,LPLC2,right,29014,LPLC2,right,4
533129,LC4,left,518016,LC4,left,4
20103,LPLC2,right,29598,LPLC2,right,4
25854,LPLC2,left,95241,LPLC2,left,4
11498,LPLC2,left,129687,LPLC2,left,4
518544,LC4,left,16917,LC4,left,4
32737,LPLC2,left,19787,LPLC2,left,4
520764,LPLC2,left,30893,LPLC2,left,4
20103,LPLC2,right,33396,LPLC2,right,4
15804,LPLC2,left,27399,LPLC2,left,4
518731,LPLC2,left,13726,LPLC2,left,4
20103,LPLC2,right,33694,LPLC2,right,4
27716,LPLC2,left,31563,LPLC2,left,4
18936,LPLC2,left,17544,LPLC2,left,4
34372,LPLC2,right,26730,LPLC2,right,4
20103,LPLC2,right,35889,LPLC2,right,4
532254,LC4,left,28980,LC4,left,4
20103,LPLC2,right,37613,LPLC2,right,4
18900,LPLC2,left,533895,LPLC2,left,4
518731,LPLC2,left,12032,LC4,left,4
536444,LPLC2,left,28188,LPLC2,left,4
18929,LPLC2,right,18672,LPLC2,right,4
518544,LC4,left,20572,LC4,left,4
27716,LPLC2,left,81112,LC4,left,4
41097,LPLC2,left,27355,LPLC2,left,4
18929,LPLC2,right,19146,LPLC2,right,4
27716,LPLC2,left,40841,LPLC2,left,4
32737,LPLC2,left,23550,LPLC2,left,4
27796,LPLC2,left,26416,LPLC2,left,4
25854,LPLC2,left,533895,LPLC2,left,4
20103,LPLC2,right,24268,LPLC2,right,4
532254,LC4,left,512366,LC4,left,4
33185,LPLC2,right,29216,LPLC2,right,4
20103,LPLC2,right,25316,LPLC2,right,4
25854,LPLC2,left,524366,LPLC2,left,4
27796,LPLC2,left,27716,LPLC2,left,4
518544,LC4,left,18478,LC4,left,4
27716,LPLC2,left,34407,LPLC2,left,4
15804,LPLC2,left,27716,LPLC2,left,4
32737,LPLC2,left,21361,LPLC2,left,4
25854,LPLC2,left,517079,LPLC2,left,4
38065,LC4,right,22328,LC4,right,4
20047,LPLC2,right,25511,LPLC2,right,4
20162,LPLC2,right,16128,LC4,right,4
19954,LC4,right,23392,LC4,right,4
14465,LPLC2,right,20047,LPLC2,right,4
26393,LPLC2,right,21862,LPLC2,right,4
26147,LPLC2,right,29391,LPLC2,right,4
536444,LPLC2,left,27023,LPLC2,left,4
19954,LC4,right,38065,LC4,right,4
536444,LPLC2,left,26528,LPLC2,left,4
20016,LC4,right,10584,DNp06,right,4
18929,LPLC2,right,37613,LPLC2,right,4
20016,LC4,right,16128,LC4,right,4
15804,LPLC2,left,32737,LPLC2,left,4
33185,LPLC2,right,21045,LPLC2,right,4
15804,LPLC2,left,129687,LPLC2,left,4
33137,LC4,left,22922,LC4,left,4
20016,LC4,right,20399,LC4,right,4
19911,LPLC2,left,32737,LPLC2,left,4
19911,LPLC2,left,32223,LPLC2,left,4
33185,LPLC2,right,21769,LPLC2,right,4
19911,LPLC2,left,30893,LPLC2,left,4
19911,LPLC2,left,29955,LPLC2,left,4
520764,LPLC2,left,25524,LPLC2,left,4
15804,LPLC2,left,33406,LPLC2,left,4
26393,LPLC2,right,30938,LPLC2,right,4
14465,LPLC2,right,16628,LC4,right,4
14465,LPLC2,right,19549,LPLC2,right,4
11498,LPLC2,left,24523,LC4,left,4
