bodyId_pre,pre_type,pre_side,pre_nt,bodyId_post,post_type,post_side,weight,weight_normalized,edge_class
35889,LPLC2,right,acetylcholine,25267,LPLC2,right,6,0.03488372093023256,intra_population
24800,LPLC2,right,acetylcholine,20471,LPLC2,right,6,0.03488372093023256,intra_population
29469,LC4,left,acetylcholine,518439,LC4,left,6,0.03488372093023256,intra_population
23247,LPLC2,left,acetylcholine,29319,LPLC2,left,6,0.03488372093023256,intra_population
24840,LPLC2,left,acetylcholine,19911,LPLC2,left,6,0.03488372093023256,intra_population
34407,LPLC2,left,acetylcholine,17990,LPLC2,left,6,0.03488372093023256,intra_population
22253,LPLC2,left,acetylcholine,17059,LPLC2,left,6,0.03488372093023256,intra_population
15804,LPLC2,left,acetylcholine,112292,LPLC2,left,6,0.03488372093023256,intra_population
22253,LPLC2,left,acetylcholine,17775,LPLC2,left,6,0.03488372093023256,intra_population
24840,LPLC2,left,acetylcholine,17059,LPLC2,left,6,0.03488372093023256,intra_population
31262,LC4,right,acetylcholine,527408,LC4,right,6,0.03488372093023256,intra_population
17478,LC4,left,acetylcholine,20976,LC4,left,6,0.03488372093023256,intra_population
18478,LC4,left,acetylcholine,524899,LC4,left,6,0.03488372093023256,intra_population
20808,LC4,right,acetylcholine,20399,LC4,right,6,0.03488372093023256,intra_population
19549,LPLC2,right,acetylcholine,19589,LPLC2,right,6,0.03488372093023256,intra_population
511914,LC4,left,acetylcholine,23202,LC4,left,6,0.03488372093023256,intra_population
519650,LC4,left,acetylcholine,22772,LC4,left,6,0.03488372093023256,intra_population
18900,LPLC2,left,acetylcholine,20859,LC4,left,6,0.03488372093023256,cross_visual
20799,LPLC2,left,acetylcholine,20240,LPLC2,left,6,0.03488372093023256,intra_population
519650,LC4,left,acetylcholine,21721,LC4,left,6,0.03488372093023256,intra_population
13726,LPLC2,left,acetylcholine,40841,LPLC2,left,6,0.03488372093023256,intra_population
519650,LC4,left,acetylcholine,524899,LC4,left,6,0.03488372093023256,intra_population
18900,LPLC2,left,acetylcholine,22253,LPLC2,left,6,0.03488372093023256,intra_population
19954,LC4,right,acetylcholine,20917,LC4,right,6,0.03488372093023256,intra_population
20799,LPLC2,left,acetylcholine,23247,LPLC2,left,6,0.03488372093023256,intra_population
517078,LPLC2,left,acetylcholine,23247,LPLC2,left,6,0.03488372093023256,intra_population
525844,LPLC2,left,acetylcholine,134521,LPLC2,left,6,0.03488372093023256,intra_population
511914,LC4,left,acetylcholine,18432,LC4,left,6,0.03488372093023256,intra_population
28188,LPLC2,left,acetylcholine,34407,LPLC2,left,6,0.03488372093023256,intra_population
525844,LPLC2,left,acetylcholine,517079,LPLC2,left,6,0.03488372093023256,intra_population
20334,LPLC2,right,acetylcholine,23497,LPLC2,right,6,0.03488372093023256,intra_population
19549,LPLC2,right,acetylcholine,19550,LC4,right,6,0.03488372093023256,cross_visual
525844,LPLC2,left,acetylcholine,520764,LPLC2,left,6,0.03488372093023256,intra_population
20329,LPLC2,left,acetylcholine,11498,LPLC2,left,6,0.03488372093023256,intra_population
19420,LC4,right,acetylcholine,16628,LC4,right,6,0.03488372093023256,intra_population
20967,LC4,left,acetylcholine,14888,LC4,left,6,0.03488372093023256,intra_population
20329,LPLC2,left,acetylcholine,14102,LPLC2,left,6,0.03488372093023256,intra_population
17926,LC4,right,acetylcholine,20542,LC4,right,6,0.03488372093023256,intra_population
18900,LPLC2,left,acetylcholine,100103,LPLC2,left,6,0.03488372093023256,intra_population
27716,LPLC2,left,acetylcholine,25572,LPLC2,left,6,0.03488372093023256,intra_population
20047,LPLC2,right,acetylcholine,24187,LPLC2,right,6,0.03488372093023256,intra_population
20329,LPLC2,left,acetylcholine,31105,LPLC2,left,6,0.03488372093023256,intra_population
29014,LPLC2,right,acetylcholine,17551,LPLC2,right,6,0.03488372093023256,intra_population
17054,LC4,right,acetylcholine,18127,LC4,right,6,0.03488372093023256,intra_population
20047,LPLC2,right,acetylcholine,24401,LPLC2,right,6,0.03488372093023256,intra_population
28044,LPLC2,right,acetylcholine,21562,LPLC2,right,6,0.03488372093023256,intra_population
28003,LPLC2,right,acetylcholine,22677,LPLC2,right,6,0.03488372093023256,intra_population
20282,LC4,right,acetylcholine,19543,LC4,right,6,0.03488372093023256,intra_population
12349,LC4,left,acetylcholine,33137,LC4,left,6,0.03488372093023256,intra_population
525844,LPLC2,left,acetylcholine,30893,LPLC2,left,6,0.03488372093023256,intra_population
20808,LC4,right,acetylcholine,20282,LC4,right,6,0.03488372093023256,intra_population
20329,LPLC2,left,acetylcholine,521115,LPLC2,left,6,0.03488372093023256,intra_population
525844,LPLC2,left,acetylcholine,536444,LPLC2,left,6,0.03488372093023256,intra_population
20799,LPLC2,left,acetylcholine,25854,LPLC2,left,6,0.03488372093023256,intra_population
19549,LPLC2,right,acetylcholine,22677,LPLC2,right,6,0.03488372093023256,intra_population
526286,LC4,left,acetylcholine,535341,LC4,left,6,0.03488372093023256,intra_population
527408,LC4,right,acetylcholine,16138,LC4,right,6,0.03488372093023256,intra_population
17987,LC4,right,acetylcholine,21336,LC4,right,6,0.03488372093023256,intra_population
517079,LPLC2,left,acetylcholine,11498,LPLC2,left,6,0.03488372093023256,intra_population
20749,LPLC2,right,acetylcholine,21769,LPLC2,right,6,0.03488372093023256,intra_population
17987,LC4,right,acetylcholine,21287,LC4,right,6,0.03488372093023256,intra_population
526286,LC4,left,acetylcholine,533129,LC4,left,6,0.03488372093023256,intra_population
517079,LPLC2,left,acetylcholine,17775,LPLC2,left,6,0.03488372093023256,intra_population
19549,LPLC2,right,acetylcholine,20694,LPLC2,right,6,0.03488372093023256,intra_population
20016,LC4,right,acetylcholine,22034,LC4,right,6,0.03488372093023256,intra_population
28980,LC4,left,acetylcholine,518983,LC4,left,6,0.03488372093023256,intra_population
19549,LPLC2,right,acetylcholine,19146,LPLC2,right,6,0.03488372093023256,intra_population
28044,LPLC2,right,acetylcholine,25267,LPLC2,right,6,0.03488372093023256,intra_population
525844,LPLC2,left,acetylcholine,29753,LPLC2,left,6,0.03488372093023256,intra_population
17990,LPLC2,left,acetylcholine,17775,LPLC2,left,6,0.03488372093023256,intra_population
20749,LPLC2,right,acetylcholine,20162,LPLC2,right,6,0.03488372093023256,intra_population
18672,LPLC2,right,acetylcholine,19549,LPLC2,right,6,0.03488372093023256,intra_population
12824,LC4,left,acetylcholine,516909,LC4,left,6,0.03488372093023256,intra_population
20749,LPLC2,right,acetylcholine,21318,LPLC2,right,6,0.03488372093023256,intra_population
517078,LPLC2,left,acetylcholine,13726,LPLC2,left,6,0.03488372093023256,intra_population
517078,LPLC2,left,acetylcholine,14030,LPLC2,left,6,0.03488372093023256,intra_population
517078,LPLC2,left,acetylcholine,18900,LPLC2,left,6,0.03488372093023256,intra_population
20799,LPLC2,left,acetylcholine,14102,LPLC2,left,6,0.03488372093023256,intra_population
19954,LC4,right,acetylcholine,16128,LC4,right,6,0.03488372093023256,intra_population
20749,LPLC2,right,acetylcholine,22677,LPLC2,right,6,0.03488372093023256,intra_population
512366,LC4,left,acetylcholine,16809,LC4,left,6,0.03488372093023256,intra_population
20749,LPLC2,right,acetylcholine,27566,LPLC2,right,6,0.03488372093023256,intra_population
19589,LPLC2,right,acetylcholine,20694,LPLC2,right,6,0.03488372093023256,intra_population
517078,LPLC2,left,acetylcholine,17775,LPLC2,left,6,0.03488372093023256,intra_population
515971,LPLC2,left,acetylcholine,26528,LPLC2,left,6,0.03488372093023256,intra_population
20240,LPLC2,left,acetylcholine,22253,LPLC2,left,6,0.03488372093023256,intra_population
18900,LPLC2,left,acetylcholine,17774,LPLC2,left,6,0.03488372093023256,intra_population
18189,LC4,right,acetylcholine,17987,LC4,right,6,0.03488372093023256,intra_population
11498,LPLC2,left,acetylcholine,18936,LPLC2,left,6,0.03488372093023256,intra_population
532254,LC4,left,acetylcholine,20976,LC4,left,6,0.03488372093023256,intra_population
27355,LPLC2,left,acetylcholine,32737,LPLC2,left,6,0.03488372093023256,intra_population
95241,LPLC2,left,acetylcholine,22557,LPLC2,left,6,0.03488372093023256,intra_population
112292,LPLC2,left,acetylcholine,17544,LPLC2,left,6,0.03488372093023256,intra_population
20976,LC4,left,acetylcholine,520449,LC4,left,6,0.03488372093023256,intra_population
29014,LPLC2,right,acetylcholine,28003,LPLC2,right,6,0.03488372093023256,intra_population
18936,LPLC2,left,acetylcholine,24308,LPLC2,left,6,0.03488372093023256,intra_population
12384,LPLC2,left,acetylcholine,19830,LPLC2,left,6,0.03488372093023256,intra_population
19034,LPLC2,right,acetylcholine,28003,LPLC2,right,6,0.03488372093023256,intra_population
22261,LPLC2,right,acetylcholine,31257,LPLC2,right,6,0.03488372093023256,intra_population
27355,LPLC2,left,acetylcholine,112292,LPLC2,left,6,0.03488372093023256,intra_population
20240,LPLC2,left,acetylcholine,112292,LPLC2,left,6,0.03488372093023256,intra_population
19146,LPLC2,right,acetylcholine,25253,LPLC2,right,6,0.03488372093023256,intra_population
21151,LC4,right,acetylcholine,20542,LC4,right,6,0.03488372093023256,intra_population
20182,LPLC2,right,acetylcholine,23497,LPLC2,right,6,0.03488372093023256,intra_population
17880,LPLC2,left,acetylcholine,112292,LPLC2,left,6,0.03488372093023256,intra_population
112292,LPLC2,left,acetylcholine,17059,LPLC2,left,6,0.03488372093023256,intra_population
12384,LPLC2,left,acetylcholine,518731,LPLC2,left,6,0.03488372093023256,intra_population
12384,LPLC2,left,acetylcholine,19787,LPLC2,left,6,0.03488372093023256,intra_population
20269,LPLC2,right,acetylcholine,24187,LPLC2,right,6,0.03488372093023256,intra_population
21299,LPLC2,left,acetylcholine,518730,LC4,left,6,0.03488372093023256,cross_visual
21165,LC4,right,acetylcholine,23098,LC4,right,6,0.03488372093023256,intra_population
28011,LPLC2,left,acetylcholine,40811,LPLC2,left,6,0.03488372093023256,intra_population
17054,LC4,right,acetylcholine,21287,LC4,right,6,0.03488372093023256,intra_population
18929,LPLC2,right,acetylcholine,19249,LPLC2,right,6,0.03488372093023256,intra_population
21225,LC4,right,acetylcholine,20808,LC4,right,6,0.03488372093023256,intra_population
95241,LPLC2,left,acetylcholine,34407,LPLC2,left,6,0.03488372093023256,intra_population
100485,LC4,left,acetylcholine,81112,LC4,left,6,0.03488372093023256,intra_population
17926,LC4,right,acetylcholine,17668,LC4,right,6,0.03488372093023256,intra_population
27716,LPLC2,left,acetylcholine,28011,LPLC2,left,6,0.03488372093023256,intra_population
18936,LPLC2,left,acetylcholine,25854,LPLC2,left,6,0.03488372093023256,intra_population
18936,LPLC2,left,acetylcholine,25572,LPLC2,left,6,0.03488372093023256,intra_population
20162,LPLC2,right,acetylcholine,24800,LPLC2,right,6,0.03488372093023256,intra_population
21165,LC4,right,acetylcholine,19794,LC4,right,6,0.03488372093023256,intra_population
12349,LC4,left,acetylcholine,512705,LC4,left,6,0.03488372093023256,intra_population
517819,LPLC2,left,acetylcholine,27355,LPLC2,left,6,0.03488372093023256,intra_population
28003,LPLC2,right,acetylcholine,39620,LPLC2,right,6,0.03488372093023256,intra_population
19034,LPLC2,right,acetylcholine,20584,LPLC2,right,6,0.03488372093023256,intra_population
28044,LPLC2,right,acetylcholine,19034,LPLC2,right,6,0.03488372093023256,intra_population
19146,LPLC2,right,acetylcholine,20694,LPLC2,right,6,0.03488372093023256,intra_population
20240,LPLC2,left,acetylcholine,30512,LPLC2,left,6,0.03488372093023256,intra_population
533895,LPLC2,left,acetylcholine,23550,LPLC2,left,6,0.03488372093023256,intra_population
20162,LPLC2,right,acetylcholine,25511,LPLC2,right,6,0.03488372093023256,intra_population
19146,LPLC2,right,acetylcholine,19842,LPLC2,right,6,0.03488372093023256,intra_population
21287,LC4,right,acetylcholine,17987,LC4,right,6,0.03488372093023256,intra_population
518731,LPLC2,left,acetylcholine,11498,LPLC2,left,6,0.03488372093023256,intra_population
27399,LPLC2,left,acetylcholine,19911,LPLC2,left,6,0.03488372093023256,intra_population
19034,LPLC2,right,acetylcholine,21703,LPLC2,right,6,0.03488372093023256,intra_population
19146,LPLC2,right,acetylcholine,21703,LPLC2,right,6,0.03488372093023256,intra_population
533895,LPLC2,left,acetylcholine,22253,LPLC2,left,6,0.03488372093023256,intra_population
18396,LC4,left,acetylcholine,512705,LC4,left,6,0.03488372093023256,intra_population
28741,LPLC2,right,acetylcholine,33185,LPLC2,right,6,0.03488372093023256,intra_population
21165,LC4,right,acetylcholine,20542,LC4,right,6,0.03488372093023256,intra_population
20103,LPLC2,right,acetylcholine,32507,LPLC2,right,6,0.03488372093023256,intra_population
533895,LPLC2,left,acetylcholine,13726,LPLC2,left,6,0.03488372093023256,intra_population
20162,LPLC2,right,acetylcholine,19249,LPLC2,right,6,0.03488372093023256,intra_population
518731,LPLC2,left,acetylcholine,17544,LPLC2,left,6,0.03488372093023256,intra_population
19146,LPLC2,right,acetylcholine,19034,LPLC2,right,6,0.03488372093023256,intra_population
18432,LC4,left,acetylcholine,10228,DNp06,left,6,0.03488372093023256,visual_to_readout
21151,LC4,right,acetylcholine,18189,LC4,right,6,0.03488372093023256,intra_population
20182,LPLC2,right,acetylcholine,29014,LPLC2,right,6,0.03488372093023256,intra_population
518730,LC4,left,acetylcholine,17340,LC4,left,6,0.03488372093023256,intra_population
21287,LC4,right,acetylcholine,21313,LC4,right,6,0.03488372093023256,intra_population
19034,LPLC2,right,acetylcholine,20103,LPLC2,right,6,0.03488372093023256,intra_population
21151,LC4,right,acetylcholine,17364,LC4,right,6,0.03488372093023256,intra_population
535341,LC4,left,acetylcholine,21721,LC4,left,6,0.03488372093023256,intra_population
18396,LC4,left,acetylcholine,518439,LC4,left,6,0.03488372093023256,intra_population
11498,LPLC2,left,acetylcholine,14102,LPLC2,left,6,0.03488372093023256,intra_population
21225,LC4,right,acetylcholine,19420,LC4,right,6,0.03488372093023256,intra_population
18936,LPLC2,left,acetylcholine,23349,LPLC2,left,6,0.03488372093023256,intra_population
517752,LC4,left,acetylcholine,516909,LC4,left,6,0.03488372093023256,intra_population
517819,LPLC2,left,acetylcholine,531014,LPLC2,left,6,0.03488372093023256,intra_population
13764,LPLC2,left,acetylcholine,515971,LPLC2,left,6,0.03488372093023256,intra_population
517819,LPLC2,left,acetylcholine,21299,LPLC2,left,6,0.03488372093023256,intra_population
111903,LPLC2,left,acetylcholine,25209,LPLC2,left,6,0.03488372093023256,intra_population
21045,LPLC2,right,acetylcholine,26393,LPLC2,right,6,0.03488372093023256,intra_population
18936,LPLC2,left,acetylcholine,517819,LPLC2,left,6,0.03488372093023256,intra_population
517819,LPLC2,left,acetylcholine,23349,LPLC2,left,6,0.03488372093023256,intra_population
21299,LPLC2,left,acetylcholine,34051,LPLC2,left,6,0.03488372093023256,intra_population
27355,LPLC2,left,acetylcholine,40811,LPLC2,left,6,0.03488372093023256,intra_population
20240,LPLC2,left,acetylcholine,19787,LPLC2,left,6,0.03488372093023256,intra_population
28741,LPLC2,right,acetylcholine,33694,LPLC2,right,6,0.03488372093023256,intra_population
533129,LC4,left,acetylcholine,23202,LC4,left,6,0.03488372093023256,intra_population
20162,LPLC2,right,acetylcholine,20182,LPLC2,right,6,0.03488372093023256,intra_population
20240,LPLC2,left,acetylcholine,14102,LPLC2,left,6,0.03488372093023256,intra_population
28741,LPLC2,right,acetylcholine,34681,LPLC2,right,6,0.03488372093023256,intra_population
19146,LPLC2,right,acetylcholine,20471,LPLC2,right,6,0.03488372093023256,intra_population
536444,LPLC2,left,acetylcholine,31563,LPLC2,left,6,0.03488372093023256,intra_population
28044,LPLC2,right,acetylcholine,20182,LPLC2,right,6,0.03488372093023256,intra_population
100485,LC4,left,acetylcholine,519931,LC4,left,6,0.03488372093023256,intra_population
21045,LPLC2,right,acetylcholine,21808,LPLC2,right,6,0.03488372093023256,intra_population
533129,LC4,left,acetylcholine,17653,LC4,left,6,0.03488372093023256,intra_population
21225,LC4,right,acetylcholine,17364,LC4,right,6,0.03488372093023256,intra_population
13764,LPLC2,left,acetylcholine,10010,DNp01,left,6,0.03488372093023256,visual_to_readout
100485,LC4,left,acetylcholine,512705,LC4,left,6,0.03488372093023256,intra_population
17059,LPLC2,left,acetylcholine,18900,LPLC2,left,6,0.03488372093023256,intra_population
533895,LPLC2,left,acetylcholine,34407,LPLC2,left,6,0.03488372093023256,intra_population
11498,LPLC2,left,acetylcholine,17775,LPLC2,left,6,0.03488372093023256,intra_population
16917,LC4,left,acetylcholine,37587,LC4,left,6,0.03488372093023256,intra_population
20182,LPLC2,right,acetylcholine,19608,LPLC2,right,6,0.03488372093023256,intra_population
17926,LC4,right,acetylcholine,17054,LC4,right,6,0.03488372093023256,intra_population
17926,LC4,right,acetylcholine,17266,LC4,right,6,0.03488372093023256,intra_population
19229,LPLC2,right,acetylcholine,27566,LPLC2,right,6,0.03488372093023256,intra_population
19229,LPLC2,right,acetylcholine,27471,LPLC2,right,6,0.03488372093023256,intra_population
19229,LPLC2,right,acetylcholine,21769,LPLC2,right,6,0.03488372093023256,intra_population
533129,LC4,left,acetylcholine,20967,LC4,left,6,0.03488372093023256,intra_population
536444,LPLC2,left,acetylcholine,531014,LPLC2,left,6,0.03488372093023256,intra_population
533895,LPLC2,left,acetylcholine,521115,LPLC2,left,6,0.03488372093023256,intra_population
18936,LPLC2,left,acetylcholine,23247,LPLC2,left,6,0.03488372093023256,intra_population
532254,LC4,left,acetylcholine,12032,LC4,left,6,0.03488372093023256,intra_population
533895,LPLC2,left,acetylcholine,129687,LPLC2,left,6,0.03488372093023256,intra_population
112292,LPLC2,left,acetylcholine,22253,LPLC2,left,6,0.03488372093023256,intra_population
20976,LC4,left,acetylcholine,24523,LC4,left,6,0.03488372093023256,intra_population
17059,LPLC2,left,acetylcholine,514670,LPLC2,left,6,0.03488372093023256,intra_population
518730,LC4,left,acetylcholine,27829,LC4,left,6,0.03488372093023256,intra_population
19249,LPLC2,right,acetylcholine,18929,LPLC2,right,6,0.03488372093023256,intra_population
18432,LC4,left,acetylcholine,31301,LC4,left,6,0.03488372093023256,intra_population
21225,LC4,right,acetylcholine,20588,LC4,right,6,0.03488372093023256,intra_population
531014,LPLC2,left,acetylcholine,533895,LPLC2,left,6,0.03488372093023256,intra_population
20976,LC4,left,acetylcholine,20572,LC4,left,6,0.03488372093023256,intra_population
20162,LPLC2,right,acetylcholine,20749,LPLC2,right,6,0.03488372093023256,intra_population
20976,LC4,left,acetylcholine,17478,LC4,left,6,0.03488372093023256,intra_population
20269,LPLC2,right,acetylcholine,34681,LPLC2,right,6,0.03488372093023256,intra_population
27355,LPLC2,left,acetylcholine,32237,LPLC2,left,6,0.03488372093023256,intra_population
20162,LPLC2,right,acetylcholine,21862,LPLC2,right,6,0.03488372093023256,intra_population
21045,LPLC2,right,acetylcholine,20047,LPLC2,right,6,0.03488372093023256,intra_population
12384,LPLC2,left,acetylcholine,100103,LPLC2,left,6,0.03488372093023256,intra_population
28044,LPLC2,right,acetylcholine,10584,DNp06,right,6,0.03488372093023256,visual_to_readout
28011,LPLC2,left,acetylcholine,23665,LPLC2,left,6,0.03488372093023256,intra_population
21045,LPLC2,right,acetylcholine,22261,LPLC2,right,6,0.03488372093023256,intra_population
533895,LPLC2,left,acetylcholine,531898,DNp04,left,6,0.03488372093023256,visual_to_readout
19229,LPLC2,right,acetylcholine,24401,LPLC2,right,6,0.03488372093023256,intra_population
27355,LPLC2,left,acetylcholine,33406,LPLC2,left,6,0.03488372093023256,intra_population
19249,LPLC2,right,acetylcholine,18672,LPLC2,right,6,0.03488372093023256,intra_population
518731,LPLC2,left,acetylcholine,28011,LPLC2,left,6,0.03488372093023256,intra_population
533895,LPLC2,left,acetylcholine,517079,LPLC2,left,6,0.03488372093023256,intra_population
20240,LPLC2,left,acetylcholine,17775,LPLC2,left,6,0.03488372093023256,intra_population
533895,LPLC2,left,acetylcholine,518731,LPLC2,left,6,0.03488372093023256,intra_population
21225,LC4,right,acetylcholine,19794,LC4,right,6,0.03488372093023256,intra_population
518730,LC4,left,acetylcholine,28980,LC4,left,6,0.03488372093023256,intra_population
27716,LPLC2,left,acetylcholine,32737,LPLC2,left,6,0.03488372093023256,intra_population
20182,LPLC2,right,acetylcholine,33396,LPLC2,right,6,0.03488372093023256,intra_population
536444,LPLC2,left,acetylcholine,23349,LPLC2,left,6,0.03488372093023256,intra_population
27624,LC4,left,acetylcholine,514956,LC4,left,6,0.03488372093023256,intra_population
27796,LPLC2,left,acetylcholine,32737,LPLC2,left,6,0.03488372093023256,intra_population
20588,LC4,right,acetylcholine,19543,LC4,right,6,0.03488372093023256,intra_population
28945,LC4,right,acetylcholine,31262,LC4,right,6,0.03488372093023256,intra_population
520449,LC4,left,acetylcholine,23226,LC4,left,6,0.03488372093023256,intra_population
18127,LC4,right,acetylcholine,21225,LC4,right,6,0.03488372093023256,intra_population
19608,LPLC2,right,acetylcholine,29287,LPLC2,right,6,0.03488372093023256,intra_population
514508,LC4,left,acetylcholine,524899,LC4,left,6,0.03488372093023256,intra_population
17990,LPLC2,left,acetylcholine,27716,LPLC2,left,6,0.03488372093023256,intra_population
18900,LPLC2,left,acetylcholine,11498,LPLC2,left,6,0.03488372093023256,intra_population
19608,LPLC2,right,acetylcholine,28003,LPLC2,right,6,0.03488372093023256,intra_population
20588,LC4,right,acetylcholine,20808,LC4,right,6,0.03488372093023256,intra_population
524366,LPLC2,left,acetylcholine,531898,DNp04,left,6,0.03488372093023256,visual_to_readout
524899,LC4,left,acetylcholine,22922,LC4,left,6,0.03488372093023256,intra_population
12824,LC4,left,acetylcholine,526286,LC4,left,6,0.03488372093023256,intra_population
17990,LPLC2,left,acetylcholine,27399,LPLC2,left,6,0.03488372093023256,intra_population
13726,LPLC2,left,acetylcholine,23349,LPLC2,left,6,0.03488372093023256,intra_population
28980,LC4,left,acetylcholine,20859,LC4,left,6,0.03488372093023256,intra_population
514508,LC4,left,acetylcholine,27750,LC4,left,6,0.03488372093023256,intra_population
19608,LPLC2,right,acetylcholine,22261,LPLC2,right,6,0.03488372093023256,intra_population
27796,LPLC2,left,acetylcholine,30895,LPLC2,left,6,0.03488372093023256,intra_population
514508,LC4,left,acetylcholine,33137,LC4,left,6,0.03488372093023256,intra_population
27829,LC4,left,acetylcholine,524899,LC4,left,6,0.03488372093023256,intra_population
17059,LPLC2,left,acetylcholine,27399,LPLC2,left,6,0.03488372093023256,intra_population
524899,LC4,left,acetylcholine,20976,LC4,left,6,0.03488372093023256,intra_population
18900,LPLC2,left,acetylcholine,13132,LPLC2,left,6,0.03488372093023256,intra_population
514670,LPLC2,left,acetylcholine,15804,LPLC2,left,6,0.03488372093023256,intra_population
19608,LPLC2,right,acetylcholine,20334,LPLC2,right,6,0.03488372093023256,intra_population
515971,LPLC2,left,acetylcholine,111903,LPLC2,left,6,0.03488372093023256,intra_population
19608,LPLC2,right,acetylcholine,26730,LPLC2,right,6,0.03488372093023256,intra_population
17059,LPLC2,left,acetylcholine,23247,LPLC2,left,6,0.03488372093023256,intra_population
20588,LC4,right,acetylcholine,21225,LC4,right,6,0.03488372093023256,intra_population
514670,LPLC2,left,acetylcholine,17059,LPLC2,left,6,0.03488372093023256,intra_population
516909,LC4,left,acetylcholine,20859,LC4,left,6,0.03488372093023256,intra_population
19911,LPLC2,left,acetylcholine,41097,LPLC2,left,6,0.03488372093023256,intra_population
18189,LC4,right,acetylcholine,16628,LC4,right,6,0.03488372093023256,intra_population
17990,LPLC2,left,acetylcholine,22253,LPLC2,left,6,0.03488372093023256,intra_population
519931,LC4,left,acetylcholine,111787,LC4,left,6,0.03488372093023256,intra_population
512705,LC4,left,acetylcholine,519931,LC4,left,6,0.03488372093023256,intra_population
516909,LC4,left,acetylcholine,21721,LC4,left,6,0.03488372093023256,intra_population
17990,LPLC2,left,acetylcholine,24840,LPLC2,left,6,0.03488372093023256,intra_population
20399,LC4,right,acetylcholine,19794,LC4,right,6,0.03488372093023256,intra_population
524899,LC4,left,acetylcholine,100485,LC4,left,6,0.03488372093023256,intra_population
17990,LPLC2,left,acetylcholine,24568,LPLC2,left,6,0.03488372093023256,intra_population
17059,LPLC2,left,acetylcholine,12384,LPLC2,left,6,0.03488372093023256,intra_population
27471,LPLC2,right,acetylcholine,31988,LPLC2,right,6,0.03488372093023256,intra_population
524899,LC4,left,acetylcholine,518016,LC4,left,6,0.03488372093023256,intra_population
17990,LPLC2,left,acetylcholine,23349,LPLC2,left,6,0.03488372093023256,intra_population
19589,LPLC2,right,acetylcholine,30041,LPLC2,right,6,0.03488372093023256,intra_population
519931,LC4,left,acetylcholine,27829,LC4,left,6,0.03488372093023256,intra_population
516909,LC4,left,acetylcholine,23226,LC4,left,6,0.03488372093023256,intra_population
20673,LC4,right,acetylcholine,21313,LC4,right,6,0.03488372093023256,intra_population
28188,LPLC2,left,acetylcholine,29319,LPLC2,left,6,0.03488372093023256,intra_population
20694,LPLC2,right,acetylcholine,20535,LPLC2,right,6,0.03488372093023256,intra_population
27796,LPLC2,left,acetylcholine,27399,LPLC2,left,6,0.03488372093023256,intra_population
512705,LC4,left,acetylcholine,22922,LC4,left,6,0.03488372093023256,intra_population
516909,LC4,left,acetylcholine,517752,LC4,left,6,0.03488372093023256,intra_population
28003,LPLC2,right,acetylcholine,19034,LPLC2,right,6,0.03488372093023256,intra_population
519931,LC4,left,acetylcholine,17478,LC4,left,6,0.03488372093023256,intra_population
19589,LPLC2,right,acetylcholine,26730,LPLC2,right,6,0.03488372093023256,intra_population
525844,LPLC2,left,acetylcholine,25286,LPLC2,left,6,0.03488372093023256,intra_population
28188,LPLC2,left,acetylcholine,29702,LPLC2,left,6,0.03488372093023256,intra_population
28945,LC4,right,acetylcholine,24338,LC4,right,6,0.03488372093023256,intra_population
13726,LPLC2,left,acetylcholine,27796,LPLC2,left,6,0.03488372093023256,intra_population
18189,LC4,right,acetylcholine,19550,LC4,right,6,0.03488372093023256,intra_population
516909,LC4,left,acetylcholine,526286,LC4,left,6,0.03488372093023256,intra_population
19589,LPLC2,right,acetylcholine,24401,LPLC2,right,6,0.03488372093023256,intra_population
20749,LPLC2,right,acetylcholine,14465,LPLC2,right,6,0.03488372093023256,intra_population
512705,LC4,left,acetylcholine,20572,LC4,left,6,0.03488372093023256,intra_population
19608,LPLC2,right,acetylcholine,22677,LPLC2,right,6,0.03488372093023256,intra_population
518439,LC4,left,acetylcholine,16917,LC4,left,6,0.03488372093023256,intra_population
21165,LC4,right,acetylcholine,19260,LC4,right,6,0.03488372093023256,intra_population
20182,LPLC2,right,acetylcholine,19146,LPLC2,right,6,0.03488372093023256,intra_population
28003,LPLC2,right,acetylcholine,32507,LPLC2,right,6,0.03488372093023256,intra_population
27399,LPLC2,left,acetylcholine,25854,LPLC2,left,6,0.03488372093023256,intra_population
21165,LC4,right,acetylcholine,22034,LC4,right,6,0.03488372093023256,intra_population
27399,LPLC2,left,acetylcholine,26528,LPLC2,left,6,0.03488372093023256,intra_population
19229,LPLC2,right,acetylcholine,20334,LPLC2,right,6,0.03488372093023256,intra_population
111903,LPLC2,left,acetylcholine,20799,LPLC2,left,6,0.03488372093023256,intra_population
28741,LPLC2,right,acetylcholine,33396,LPLC2,right,6,0.03488372093023256,intra_population
517819,LPLC2,left,acetylcholine,100103,LPLC2,left,6,0.03488372093023256,intra_population
20240,LPLC2,left,acetylcholine,22557,LPLC2,left,6,0.03488372093023256,intra_population
17880,LPLC2,left,acetylcholine,526286,LC4,left,6,0.03488372093023256,cross_visual
28003,LPLC2,right,acetylcholine,30207,LPLC2,right,6,0.03488372093023256,intra_population
517819,LPLC2,left,acetylcholine,112292,LPLC2,left,6,0.03488372093023256,intra_population
18478,LC4,left,acetylcholine,20572,LC4,left,6,0.03488372093023256,intra_population
20182,LPLC2,right,acetylcholine,19229,LPLC2,right,6,0.03488372093023256,intra_population
