bodyId_pre,pre_type,pre_side,pre_nt,bodyId_post,post_type,post_side,weight,weight_normalized,edge_class
20694,LPLC2,right,acetylcholine,19842,LPLC2,right,5,0.029069767441860465,intra_population
26730,LPLC2,right,acetylcholine,35632,LPLC2,right,5,0.029069767441860465,intra_population
512705,LC4,left,acetylcholine,12824,LC4,left,5,0.029069767441860465,intra_population
35889,LPLC2,right,acetylcholine,37925,LPLC2,right,5,0.029069767441860465,intra_population
20694,LPLC2,right,acetylcholine,19549,LPLC2,right,5,0.029069767441860465,intra_population
27471,LPLC2,right,acetylcholine,30938,LPLC2,right,5,0.029069767441860465,intra_population
22253,LPLC2,left,acetylcholine,31105,LPLC2,left,5,0.029069767441860465,intra_population
22253,LPLC2,left,acetylcholine,31563,LPLC2,left,5,0.029069767441860465,intra_population
35889,LPLC2,right,acetylcholine,30041,LPLC2,right,5,0.029069767441860465,intra_population
35889,LPLC2,right,acetylcholine,29287,LPLC2,right,5,0.029069767441860465,intra_population
112292,LPLC2,left,acetylcholine,521115,LPLC2,left,5,0.029069767441860465,intra_population
17880,LPLC2,left,acetylcholine,17775,LPLC2,left,5,0.029069767441860465,intra_population
21165,LC4,right,acetylcholine,23392,LC4,right,5,0.029069767441860465,intra_population
55627,LPLC2,right,acetylcholine,26393,LPLC2,right,5,0.029069767441860465,intra_population
29014,LPLC2,right,acetylcholine,28871,LPLC2,right,5,0.029069767441860465,intra_population
21361,LPLC2,left,acetylcholine,22557,LPLC2,left,5,0.029069767441860465,intra_population
29014,LPLC2,right,acetylcholine,28044,LPLC2,right,5,0.029069767441860465,intra_population
21361,LPLC2,left,acetylcholine,23349,LPLC2,left,5,0.029069767441860465,intra_population
100485,LC4,left,acetylcholine,23202,LC4,left,5,0.029069767441860465,intra_population
14030,LPLC2,left,acetylcholine,22253,LPLC2,left,5,0.029069767441860465,intra_population
55627,LPLC2,right,acetylcholine,50287,LPLC2,right,5,0.029069767441860465,intra_population
100485,LC4,left,acetylcholine,24523,LC4,left,5,0.029069767441860465,intra_population
21361,LPLC2,left,acetylcholine,25575,LPLC2,left,5,0.029069767441860465,intra_population
100485,LC4,left,acetylcholine,31308,LC4,left,5,0.029069767441860465,intra_population
21361,LPLC2,left,acetylcholine,27716,LPLC2,left,5,0.029069767441860465,intra_population
55627,LPLC2,right,acetylcholine,35680,LPLC2,right,5,0.029069767441860465,intra_population
55627,LPLC2,right,acetylcholine,34681,LPLC2,right,5,0.029069767441860465,intra_population
100485,LC4,left,acetylcholine,31429,LC4,left,5,0.029069767441860465,intra_population
55627,LPLC2,right,acetylcholine,34110,LPLC2,right,5,0.029069767441860465,intra_population
17059,LPLC2,left,acetylcholine,536444,LPLC2,left,5,0.029069767441860465,intra_population
21361,LPLC2,left,acetylcholine,112292,LPLC2,left,5,0.029069767441860465,intra_population
21361,LPLC2,left,acetylcholine,517079,LPLC2,left,5,0.029069767441860465,intra_population
100485,LC4,left,acetylcholine,520449,LC4,left,5,0.029069767441860465,intra_population
100485,LC4,left,acetylcholine,524899,LC4,left,5,0.029069767441860465,intra_population
55627,LPLC2,right,acetylcholine,28871,LPLC2,right,5,0.029069767441860465,intra_population
14102,LPLC2,left,acetylcholine,31563,LPLC2,left,5,0.029069767441860465,intra_population
35889,LPLC2,right,acetylcholine,26730,LPLC2,right,5,0.029069767441860465,intra_population
514670,LPLC2,left,acetylcholine,13132,LPLC2,left,5,0.029069767441860465,intra_population
20673,LC4,right,acetylcholine,22034,LC4,right,5,0.029069767441860465,intra_population
22218,LPLC2,right,acetylcholine,30207,LPLC2,right,5,0.029069767441860465,intra_population
29287,LPLC2,right,acetylcholine,29183,LPLC2,right,5,0.029069767441860465,intra_population
22218,LPLC2,right,acetylcholine,34110,LPLC2,right,5,0.029069767441860465,intra_population
22218,LPLC2,right,acetylcholine,35889,LPLC2,right,5,0.029069767441860465,intra_population
512366,LC4,left,acetylcholine,29514,LC4,left,5,0.029069767441860465,intra_population
37431,LPLC2,right,acetylcholine,25497,LPLC2,right,5,0.029069767441860465,intra_population
512366,LC4,left,acetylcholine,107513,LC4,left,5,0.029069767441860465,intra_population
512366,LC4,left,acetylcholine,517752,LC4,left,5,0.029069767441860465,intra_population
22253,LPLC2,left,acetylcholine,518731,LPLC2,left,5,0.029069767441860465,intra_population
17990,LPLC2,left,acetylcholine,13764,LPLC2,left,5,0.029069767441860465,intra_population
13726,LPLC2,left,acetylcholine,27023,LPLC2,left,5,0.029069767441860465,intra_population
26730,LPLC2,right,acetylcholine,27471,LPLC2,right,5,0.029069767441860465,intra_population
22261,LPLC2,right,acetylcholine,37613,LPLC2,right,5,0.029069767441860465,intra_population
22261,LPLC2,right,acetylcholine,37925,LPLC2,right,5,0.029069767441860465,intra_population
22261,LPLC2,right,acetylcholine,50287,LPLC2,right,5,0.029069767441860465,intra_population
35838,LPLC2,right,acetylcholine,29183,LPLC2,right,5,0.029069767441860465,intra_population
22328,LC4,right,acetylcholine,10584,DNp06,right,5,0.029069767441860465,visual_to_readout
35838,LPLC2,right,acetylcholine,28741,LPLC2,right,5,0.029069767441860465,intra_population
35838,LPLC2,right,acetylcholine,22975,LC4,right,5,0.029069767441860465,cross_visual
16917,LC4,left,acetylcholine,532254,LC4,left,5,0.029069767441860465,intra_population
22328,LC4,right,acetylcholine,20399,LC4,right,5,0.029069767441860465,intra_population
17774,LPLC2,left,acetylcholine,15804,LPLC2,left,5,0.029069767441860465,intra_population
37431,LPLC2,right,acetylcholine,29216,LPLC2,right,5,0.029069767441860465,intra_population
22218,LPLC2,right,acetylcholine,29598,LPLC2,right,5,0.029069767441860465,intra_population
512366,LC4,left,acetylcholine,15018,LC4,left,5,0.029069767441860465,intra_population
17990,LPLC2,left,acetylcholine,14102,LPLC2,left,5,0.029069767441860465,intra_population
28980,LC4,left,acetylcholine,17340,LC4,left,5,0.029069767441860465,intra_population
28980,LC4,left,acetylcholine,12032,LC4,left,5,0.029069767441860465,intra_population
35889,LPLC2,right,acetylcholine,35838,LPLC2,right,5,0.029069767441860465,intra_population
20694,LPLC2,right,acetylcholine,25316,LPLC2,right,5,0.029069767441860465,intra_population
13726,LPLC2,left,acetylcholine,29702,LPLC2,left,5,0.029069767441860465,intra_population
28980,LC4,left,acetylcholine,22772,LC4,left,5,0.029069767441860465,intra_population
22218,LPLC2,right,acetylcholine,21703,LPLC2,right,5,0.029069767441860465,intra_population
511914,LC4,left,acetylcholine,27829,LC4,left,5,0.029069767441860465,intra_population
22218,LPLC2,right,acetylcholine,21808,LPLC2,right,5,0.029069767441860465,intra_population
20799,LPLC2,left,acetylcholine,18900,LPLC2,left,5,0.029069767441860465,intra_population
20799,LPLC2,left,acetylcholine,17990,LPLC2,left,5,0.029069767441860465,intra_population
511914,LC4,left,acetylcholine,31301,LC4,left,5,0.029069767441860465,intra_population
22218,LPLC2,right,acetylcholine,23590,LPLC2,right,5,0.029069767441860465,intra_population
17990,LPLC2,left,acetylcholine,14030,LPLC2,left,5,0.029069767441860465,intra_population
22218,LPLC2,right,acetylcholine,24268,LPLC2,right,5,0.029069767441860465,intra_population
29287,LPLC2,right,acetylcholine,28741,LPLC2,right,5,0.029069767441860465,intra_population
22218,LPLC2,right,acetylcholine,25253,LPLC2,right,5,0.029069767441860465,intra_population
27471,LPLC2,right,acetylcholine,21769,LPLC2,right,5,0.029069767441860465,intra_population
20799,LPLC2,left,acetylcholine,13764,LPLC2,left,5,0.029069767441860465,intra_population
22218,LPLC2,right,acetylcholine,26915,LPLC2,right,5,0.029069767441860465,intra_population
20799,LPLC2,left,acetylcholine,12384,LPLC2,left,5,0.029069767441860465,intra_population
21721,LC4,left,acetylcholine,515900,LC4,left,5,0.029069767441860465,intra_population
22847,LC4,right,acetylcholine,26112,LC4,right,5,0.029069767441860465,intra_population
29014,LPLC2,right,acetylcholine,22261,LPLC2,right,5,0.029069767441860465,intra_population
13726,LPLC2,left,acetylcholine,13132,LPLC2,left,5,0.029069767441860465,intra_population
34845,LC4,left,acetylcholine,30087,LC4,left,5,0.029069767441860465,intra_population
515971,LPLC2,left,acetylcholine,13764,LPLC2,left,5,0.029069767441860465,intra_population
22922,LC4,left,acetylcholine,22772,LC4,left,5,0.029069767441860465,intra_population
17059,LPLC2,left,acetylcholine,24605,LPLC2,left,5,0.029069767441860465,intra_population
22557,LPLC2,left,acetylcholine,29702,LPLC2,left,5,0.029069767441860465,intra_population
22922,LC4,left,acetylcholine,24523,LC4,left,5,0.029069767441860465,intra_population
22557,LPLC2,left,acetylcholine,34051,LPLC2,left,5,0.029069767441860465,intra_population
27566,LPLC2,right,acetylcholine,37925,LPLC2,right,5,0.029069767441860465,intra_population
22847,LC4,right,acetylcholine,22034,LC4,right,5,0.029069767441860465,intra_population
35262,LC4,left,acetylcholine,16917,LC4,left,5,0.029069767441860465,intra_population
13726,LPLC2,left,acetylcholine,12384,LPLC2,left,5,0.029069767441860465,intra_population
22922,LC4,left,acetylcholine,12824,LC4,left,5,0.029069767441860465,intra_population
35262,LC4,left,acetylcholine,33137,LC4,left,5,0.029069767441860465,intra_population
515900,LC4,left,acetylcholine,12349,LC4,left,5,0.029069767441860465,intra_population
22772,LC4,left,acetylcholine,518544,LC4,left,5,0.029069767441860465,intra_population
22772,LC4,left,acetylcholine,519650,LC4,left,5,0.029069767441860465,intra_population
29319,LPLC2,left,acetylcholine,34655,LPLC2,left,5,0.029069767441860465,intra_population
29319,LPLC2,left,acetylcholine,32737,LPLC2,left,5,0.029069767441860465,intra_population
20535,LPLC2,right,acetylcholine,20694,LPLC2,right,5,0.029069767441860465,intra_population
22557,LPLC2,left,acetylcholine,29319,LPLC2,left,5,0.029069767441860465,intra_population
17054,LC4,right,acetylcholine,17548,LC4,right,5,0.029069767441860465,intra_population
35262,LC4,left,acetylcholine,29514,LC4,left,5,0.029069767441860465,intra_population
20572,LC4,left,acetylcholine,519650,LC4,left,5,0.029069767441860465,intra_population
27566,LPLC2,right,acetylcholine,39620,LPLC2,right,5,0.029069767441860465,intra_population
21721,LC4,left,acetylcholine,27750,LC4,left,5,0.029069767441860465,intra_population
514956,LC4,left,acetylcholine,512366,LC4,left,5,0.029069767441860465,intra_population
514956,LC4,left,acetylcholine,33137,LC4,left,5,0.029069767441860465,intra_population
28871,LPLC2,right,acetylcholine,33694,LPLC2,right,5,0.029069767441860465,intra_population
35294,LPLC2,left,acetylcholine,32223,LPLC2,left,5,0.029069767441860465,intra_population
20542,LC4,right,acetylcholine,21151,LC4,right,5,0.029069767441860465,intra_population
514956,LC4,left,acetylcholine,107513,LC4,left,5,0.029069767441860465,intra_population
17990,LPLC2,left,acetylcholine,517819,LPLC2,left,5,0.029069767441860465,intra_population
20572,LC4,left,acetylcholine,12032,LC4,left,5,0.029069767441860465,intra_population
20542,LC4,right,acetylcholine,19954,LC4,right,5,0.029069767441860465,intra_population
22677,LPLC2,right,acetylcholine,21318,LPLC2,right,5,0.029069767441860465,intra_population
20542,LC4,right,acetylcholine,19543,LC4,right,5,0.029069767441860465,intra_population
20535,LPLC2,right,acetylcholine,26147,LPLC2,right,5,0.029069767441860465,intra_population
17653,LC4,left,acetylcholine,524899,LC4,left,5,0.029069767441860465,intra_population
22772,LC4,left,acetylcholine,31308,LC4,left,5,0.029069767441860465,intra_population
515476,LC4,left,acetylcholine,111787,LC4,left,5,0.029069767441860465,intra_population
22557,LPLC2,left,acetylcholine,33965,LPLC2,left,5,0.029069767441860465,intra_population
13132,LPLC2,left,acetylcholine,27796,LPLC2,left,5,0.029069767441860465,intra_population
22847,LC4,right,acetylcholine,25584,LC4,right,5,0.029069767441860465,intra_population
22557,LPLC2,left,acetylcholine,33303,LPLC2,left,5,0.029069767441860465,intra_population
20542,LC4,right,acetylcholine,26112,LC4,right,5,0.029069767441860465,intra_population
22557,LPLC2,left,acetylcholine,31105,LPLC2,left,5,0.029069767441860465,intra_population
20471,LPLC2,right,acetylcholine,34681,LPLC2,right,5,0.029069767441860465,intra_population
22557,LPLC2,left,acetylcholine,30512,LPLC2,left,5,0.029069767441860465,intra_population
20535,LPLC2,right,acetylcholine,19634,LC4,right,5,0.029069767441860465,cross_visual
22772,LC4,left,acetylcholine,535341,LC4,left,5,0.029069767441860465,intra_population
13132,LPLC2,left,acetylcholine,81112,LC4,left,5,0.029069767441860465,cross_visual
517819,LPLC2,left,acetylcholine,23919,LPLC2,left,5,0.029069767441860465,intra_population
23497,LPLC2,right,acetylcholine,23878,LPLC2,right,5,0.029069767441860465,intra_population
23497,LPLC2,right,acetylcholine,25267,LPLC2,right,5,0.029069767441860465,intra_population
20240,LPLC2,left,acetylcholine,134521,LPLC2,left,5,0.029069767441860465,intra_population
33694,LPLC2,right,acetylcholine,32507,LPLC2,right,5,0.029069767441860465,intra_population
26416,LPLC2,left,acetylcholine,19911,LPLC2,left,5,0.029069767441860465,intra_population
21313,LC4,right,acetylcholine,19550,LC4,right,5,0.029069767441860465,intra_population
33694,LPLC2,right,acetylcholine,29014,LPLC2,right,5,0.029069767441860465,intra_population
23497,LPLC2,right,acetylcholine,29391,LPLC2,right,5,0.029069767441860465,intra_population
23497,LPLC2,right,acetylcholine,18672,LPLC2,right,5,0.029069767441860465,intra_population
23497,LPLC2,right,acetylcholine,17551,LPLC2,right,5,0.029069767441860465,intra_population
20269,LPLC2,right,acetylcholine,19229,LPLC2,right,5,0.029069767441860465,intra_population
27566,LPLC2,right,acetylcholine,33694,LPLC2,right,5,0.029069767441860465,intra_population
20282,LC4,right,acetylcholine,20016,LC4,right,5,0.029069767441860465,intra_population
18396,LC4,left,acetylcholine,16917,LC4,left,5,0.029069767441860465,intra_population
20282,LC4,right,acetylcholine,10584,DNp06,right,5,0.029069767441860465,visual_to_readout
517752,LC4,left,acetylcholine,514508,LC4,left,5,0.029069767441860465,intra_population
26416,LPLC2,left,acetylcholine,77614,LC4,left,5,0.029069767441860465,cross_visual
20269,LPLC2,right,acetylcholine,35889,LPLC2,right,5,0.029069767441860465,intra_population
23349,LPLC2,left,acetylcholine,536444,LPLC2,left,5,0.029069767441860465,intra_population
517752,LC4,left,acetylcholine,518730,LC4,left,5,0.029069767441860465,intra_population
20269,LPLC2,right,acetylcholine,33185,LPLC2,right,5,0.029069767441860465,intra_population
34051,LPLC2,left,acetylcholine,31563,LPLC2,left,5,0.029069767441860465,intra_population
12384,LPLC2,left,acetylcholine,31105,LPLC2,left,5,0.029069767441860465,intra_population
33694,LPLC2,right,acetylcholine,39620,LPLC2,right,5,0.029069767441860465,intra_population
29417,LC4,left,acetylcholine,34845,LC4,left,5,0.029069767441860465,intra_population
517819,LPLC2,left,acetylcholine,25524,LPLC2,left,5,0.029069767441860465,intra_population
13726,LPLC2,left,acetylcholine,18478,LC4,left,5,0.029069767441860465,cross_visual
17668,LC4,right,acetylcholine,21165,LC4,right,5,0.029069767441860465,intra_population
22557,LPLC2,left,acetylcholine,34407,LPLC2,left,5,0.029069767441860465,intra_population
20535,LPLC2,right,acetylcholine,17860,LC4,right,5,0.029069767441860465,cross_visual
17668,LC4,right,acetylcholine,16628,LC4,right,5,0.029069767441860465,intra_population
22772,LC4,left,acetylcholine,20440,LC4,left,5,0.029069767441860465,intra_population
517078,LPLC2,left,acetylcholine,21299,LPLC2,left,5,0.029069767441860465,intra_population
34655,LPLC2,left,acetylcholine,34051,LPLC2,left,5,0.029069767441860465,intra_population
23497,LPLC2,right,acetylcholine,19034,LPLC2,right,5,0.029069767441860465,intra_population
17551,LPLC2,right,acetylcholine,23590,LPLC2,right,5,0.029069767441860465,intra_population
23497,LPLC2,right,acetylcholine,19842,LPLC2,right,5,0.029069767441860465,intra_population
38542,LPLC2,right,acetylcholine,22975,LC4,right,5,0.029069767441860465,cross_visual
33965,LPLC2,left,acetylcholine,29469,LC4,left,5,0.029069767441860465,cross_visual
23497,LPLC2,right,acetylcholine,20182,LPLC2,right,5,0.029069767441860465,intra_population
29417,LC4,left,acetylcholine,27624,LC4,left,5,0.029069767441860465,intra_population
29417,LC4,left,acetylcholine,31429,LC4,left,5,0.029069767441860465,intra_population
23497,LPLC2,right,acetylcholine,20694,LPLC2,right,5,0.029069767441860465,intra_population
33965,LPLC2,left,acetylcholine,24308,LPLC2,left,5,0.029069767441860465,intra_population
517819,LPLC2,left,acetylcholine,24568,LPLC2,left,5,0.029069767441860465,intra_population
23497,LPLC2,right,acetylcholine,21703,LPLC2,right,5,0.029069767441860465,intra_population
33965,LPLC2,left,acetylcholine,20799,LPLC2,left,5,0.029069767441860465,intra_population
17266,LC4,right,acetylcholine,22847,LC4,right,5,0.029069767441860465,intra_population
17990,LPLC2,left,acetylcholine,521115,LPLC2,left,5,0.029069767441860465,intra_population
35294,LPLC2,left,acetylcholine,530029,LC4,left,5,0.029069767441860465,cross_visual
514670,LPLC2,left,acetylcholine,24605,LPLC2,left,5,0.029069767441860465,intra_population
514670,LPLC2,left,acetylcholine,25854,LPLC2,left,5,0.029069767441860465,intra_population
18127,LC4,right,acetylcholine,26112,LC4,right,5,0.029069767441860465,intra_population
516909,LC4,left,acetylcholine,17653,LC4,left,5,0.029069767441860465,intra_population
34655,LPLC2,left,acetylcholine,536444,LPLC2,left,5,0.029069767441860465,intra_population
17990,LPLC2,left,acetylcholine,95241,LPLC2,left,5,0.029069767441860465,intra_population
34655,LPLC2,left,acetylcholine,531898,DNp04,left,5,0.029069767441860465,visual_to_readout
23098,LC4,right,acetylcholine,19550,LC4,right,5,0.029069767441860465,intra_population
22557,LPLC2,left,acetylcholine,21361,LPLC2,left,5,0.029069767441860465,intra_population
20584,LPLC2,right,acetylcholine,19034,LPLC2,right,5,0.029069767441860465,intra_population
18189,LC4,right,acetylcholine,17548,LC4,right,5,0.029069767441860465,intra_population
35680,LPLC2,right,acetylcholine,25511,LPLC2,right,5,0.029069767441860465,intra_population
27624,LC4,left,acetylcholine,30087,LC4,left,5,0.029069767441860465,intra_population
23098,LC4,right,acetylcholine,21165,LC4,right,5,0.029069767441860465,intra_population
20399,LC4,right,acetylcholine,21225,LC4,right,5,0.029069767441860465,intra_population
27566,LPLC2,right,acetylcholine,22218,LPLC2,right,5,0.029069767441860465,intra_population
22557,LPLC2,left,acetylcholine,18936,LPLC2,left,5,0.029069767441860465,intra_population
20399,LC4,right,acetylcholine,20588,LC4,right,5,0.029069767441860465,intra_population
34681,LPLC2,right,acetylcholine,20269,LPLC2,right,5,0.029069767441860465,intra_population
515971,LPLC2,left,acetylcholine,517819,LPLC2,left,5,0.029069767441860465,intra_population
515971,LPLC2,left,acetylcholine,134521,LPLC2,left,5,0.029069767441860465,intra_population
17059,LPLC2,left,acetylcholine,23349,LPLC2,left,5,0.029069767441860465,intra_population
20471,LPLC2,right,acetylcholine,20162,LPLC2,right,5,0.029069767441860465,intra_population
515971,LPLC2,left,acetylcholine,521115,LPLC2,left,5,0.029069767441860465,intra_population
34681,LPLC2,right,acetylcholine,20162,LPLC2,right,5,0.029069767441860465,intra_population
20584,LPLC2,right,acetylcholine,10584,DNp06,right,5,0.029069767441860465,visual_to_readout
22677,LPLC2,right,acetylcholine,18929,LPLC2,right,5,0.029069767441860465,intra_population
515971,LPLC2,left,acetylcholine,25524,LPLC2,left,5,0.029069767441860465,intra_population
26528,LPLC2,left,acetylcholine,29702,LPLC2,left,5,0.029069767441860465,intra_population
20471,LPLC2,right,acetylcholine,24268,LPLC2,right,5,0.029069767441860465,intra_population
34681,LPLC2,right,acetylcholine,29873,LPLC2,right,5,0.029069767441860465,intra_population
514670,LPLC2,left,acetylcholine,33406,LPLC2,left,5,0.029069767441860465,intra_population
35632,LPLC2,right,acetylcholine,24268,LPLC2,right,5,0.029069767441860465,intra_population
22557,LPLC2,left,acetylcholine,25572,LPLC2,left,5,0.029069767441860465,intra_population
515971,LPLC2,left,acetylcholine,23247,LPLC2,left,5,0.029069767441860465,intra_population
28945,LC4,right,acetylcholine,22847,LC4,right,5,0.029069767441860465,intra_population
20471,LPLC2,right,acetylcholine,21562,LPLC2,right,5,0.029069767441860465,intra_population
14465,LPLC2,right,acetylcholine,20471,LPLC2,right,5,0.029069767441860465,intra_population
28871,LPLC2,right,acetylcholine,27471,LPLC2,right,5,0.029069767441860465,intra_population
35632,LPLC2,right,acetylcholine,20535,LPLC2,right,5,0.029069767441860465,intra_population
22557,LPLC2,left,acetylcholine,27399,LPLC2,left,5,0.029069767441860465,intra_population
20572,LC4,left,acetylcholine,526286,LC4,left,5,0.029069767441860465,intra_population
22922,LC4,left,acetylcholine,524899,LC4,left,5,0.029069767441860465,intra_population
17990,LPLC2,left,acetylcholine,514670,LPLC2,left,5,0.029069767441860465,intra_population
22966,LC4,right,acetylcholine,16138,LC4,right,5,0.029069767441860465,intra_population
34681,LPLC2,right,acetylcholine,31257,LPLC2,right,5,0.029069767441860465,intra_population
22922,LC4,left,acetylcholine,519931,LC4,left,5,0.029069767441860465,intra_population
22922,LC4,left,acetylcholine,518730,LC4,left,5,0.029069767441860465,intra_population
515971,LPLC2,left,acetylcholine,25572,LPLC2,left,5,0.029069767441860465,intra_population
22557,LPLC2,left,acetylcholine,25136,LPLC2,left,5,0.029069767441860465,intra_population
35616,LC4,left,acetylcholine,18478,LC4,left,5,0.029069767441860465,intra_population
20535,LPLC2,right,acetylcholine,26915,LPLC2,right,5,0.029069767441860465,intra_population
20535,LPLC2,right,acetylcholine,30938,LPLC2,right,5,0.029069767441860465,intra_population
20535,LPLC2,right,acetylcholine,29873,LPLC2,right,5,0.029069767441860465,intra_population
35262,LC4,left,acetylcholine,530029,LC4,left,5,0.029069767441860465,intra_population
515476,LC4,left,acetylcholine,16917,LC4,left,5,0.029069767441860465,intra_population
20535,LPLC2,right,acetylcholine,28871,LPLC2,right,5,0.029069767441860465,intra_population
516909,LC4,left,acetylcholine,22772,LC4,left,5,0.029069767441860465,intra_population
26528,LPLC2,left,acetylcholine,515971,LPLC2,left,5,0.029069767441860465,intra_population
20572,LC4,left,acetylcholine,18478,LC4,left,5,0.029069767441860465,intra_population
26730,LPLC2,right,acetylcholine,16128,LC4,right,5,0.029069767441860465,cross_visual
514670,LPLC2,left,acetylcholine,531014,LPLC2,left,5,0.029069767441860465,intra_population
22557,LPLC2,left,acetylcholine,515971,LPLC2,left,5,0.029069767441860465,intra_population
27624,LC4,left,acetylcholine,34845,LC4,left,5,0.029069767441860465,intra_population
16917,LC4,left,acetylcholine,22772,LC4,left,5,0.029069767441860465,intra_population
514956,LC4,left,acetylcholine,514508,LC4,left,5,0.029069767441860465,intra_population
22557,LPLC2,left,acetylcholine,514670,LPLC2,left,5,0.029069767441860465,intra_population
514956,LC4,left,acetylcholine,16917,LC4,left,5,0.029069767441860465,intra_population
35294,LPLC2,left,acetylcholine,30512,LPLC2,left,5,0.029069767441860465,intra_population
20542,LC4,right,acetylcholine,25584,LC4,right,5,0.029069767441860465,intra_population
22677,LPLC2,right,acetylcholine,17551,LPLC2,right,5,0.029069767441860465,intra_population
35616,LC4,left,acetylcholine,12349,LC4,left,5,0.029069767441860465,intra_population
35616,LC4,left,acetylcholine,14888,LC4,left,5,0.029069767441860465,intra_population
28871,LPLC2,right,acetylcholine,55627,LPLC2,right,5,0.029069767441860465,intra_population
20535,LPLC2,right,acetylcholine,33185,LPLC2,right,5,0.029069767441860465,intra_population
22677,LPLC2,right,acetylcholine,26915,LPLC2,right,5,0.029069767441860465,intra_population
22677,LPLC2,right,acetylcholine,26730,LPLC2,right,5,0.029069767441860465,intra_population
17990,LPLC2,left,acetylcholine,533895,LPLC2,left,5,0.029069767441860465,intra_population
26730,LPLC2,right,acetylcholine,19550,LC4,right,5,0.029069767441860465,cross_visual
22966,LC4,right,acetylcholine,38065,LC4,right,5,0.029069767441860465,intra_population
17653,LC4,left,acetylcholine,23226,LC4,left,5,0.029069767441860465,intra_population
29319,LPLC2,left,acetylcholine,29815,LPLC2,left,5,0.029069767441860465,intra_population
20572,LC4,left,acetylcholine,533129,LC4,left,5,0.029069767441860465,intra_population
26730,LPLC2,right,acetylcholine,19842,LPLC2,right,5,0.029069767441860465,intra_population
34681,LPLC2,right,acetylcholine,22218,LPLC2,right,5,0.029069767441860465,intra_population
34681,LPLC2,right,acetylcholine,21045,LPLC2,right,5,0.029069767441860465,intra_population
29391,LPLC2,right,acetylcholine,24187,LPLC2,right,5,0.029069767441860465,intra_population
515971,LPLC2,left,acetylcholine,28188,LPLC2,left,5,0.029069767441860465,intra_population
20440,LC4,left,acetylcholine,533129,LC4,left,5,0.029069767441860465,intra_population
22975,LC4,right,acetylcholine,26112,LC4,right,5,0.029069767441860465,intra_population
27624,LC4,left,acetylcholine,530029,LC4,left,5,0.029069767441860465,intra_population
20440,LC4,left,acetylcholine,517752,LC4,left,5,0.029069767441860465,intra_population
22975,LC4,right,acetylcholine,31262,LC4,right,5,0.029069767441860465,intra_population
22975,LC4,right,acetylcholine,20588,LC4,right,5,0.029069767441860465,intra_population
14465,LPLC2,right,acetylcholine,20162,LPLC2,right,5,0.029069767441860465,intra_population
13726,LPLC2,left,acetylcholine,19787,LPLC2,left,5,0.029069767441860465,intra_population
17653,LC4,left,acetylcholine,518544,LC4,left,5,0.029069767441860465,intra_population
22677,LPLC2,right,acetylcholine,25253,LPLC2,right,5,0.029069767441860465,intra_population
17990,LPLC2,left,acetylcholine,517078,LPLC2,left,5,0.029069767441860465,intra_population
26416,LPLC2,left,acetylcholine,37587,LC4,left,5,0.029069767441860465,cross_visual
29417,LC4,left,acetylcholine,10228,DNp06,left,5,0.029069767441860465,visual_to_readout
33694,LPLC2,right,acetylcholine,28003,LPLC2,right,5,0.029069767441860465,intra_population
517079,LPLC2,left,acetylcholine,32237,LPLC2,left,5,0.029069767441860465,intra_population
34407,LPLC2,left,acetylcholine,112292,LPLC2,left,5,0.029069767441860465,intra_population
27716,LPLC2,left,acetylcholine,20240,LPLC2,left,5,0.029069767441860465,intra_population
517078,LPLC2,left,acetylcholine,17774,LPLC2,left,5,0.029069767441860465,intra_population
28871,LPLC2,right,acetylcholine,23497,LPLC2,right,5,0.029069767441860465,intra_population
23349,LPLC2,left,acetylcholine,40811,LPLC2,left,5,0.029069767441860465,intra_population
23247,LPLC2,left,acetylcholine,23202,LC4,left,5,0.029069767441860465,cross_visual
12824,LC4,left,acetylcholine,35262,LC4,left,5,0.029069767441860465,intra_population
34372,LPLC2,right,acetylcholine,22975,LC4,right,5,0.029069767441860465,cross_visual
23349,LPLC2,left,acetylcholine,19787,LPLC2,left,5,0.029069767441860465,intra_population
23349,LPLC2,left,acetylcholine,19911,LPLC2,left,5,0.029069767441860465,intra_population
23349,LPLC2,left,acetylcholine,20329,LPLC2,left,5,0.029069767441860465,intra_population
20282,LC4,right,acetylcholine,38065,LC4,right,5,0.029069767441860465,intra_population
23349,LPLC2,left,acetylcholine,20799,LPLC2,left,5,0.029069767441860465,intra_population
20329,LPLC2,left,acetylcholine,20240,LPLC2,left,5,0.029069767441860465,intra_population
517079,LPLC2,left,acetylcholine,32737,LPLC2,left,5,0.029069767441860465,intra_population
34110,LPLC2,right,acetylcholine,37925,LPLC2,right,5,0.029069767441860465,intra_population
517079,LPLC2,left,acetylcholine,112292,LPLC2,left,5,0.029069767441860465,intra_population
23349,LPLC2,left,acetylcholine,24568,LPLC2,left,5,0.029069767441860465,intra_population
20329,LPLC2,left,acetylcholine,17775,LPLC2,left,5,0.029069767441860465,intra_population
27716,LPLC2,left,acetylcholine,25209,LPLC2,left,5,0.029069767441860465,intra_population
517079,LPLC2,left,acetylcholine,521115,LPLC2,left,5,0.029069767441860465,intra_population
18396,LC4,left,acetylcholine,15018,LC4,left,5,0.029069767441860465,intra_population
517078,LPLC2,left,acetylcholine,14102,LPLC2,left,5,0.029069767441860465,intra_population
29391,LPLC2,right,acetylcholine,26393,LPLC2,right,5,0.029069767441860465,intra_population
