bodyId,type,side,population,role,predicted_nt,predicted_nt_confidence,consensus_nt,nt_evidence
27471,LPLC2,right,visual_input,looming_sensor,acetylcholine,0.9542469799173818,acetylcholine,predicted
27566,LPLC2,right,visual_input,looming_sensor,acetylcholine,0.9568311848431221,acetylcholine,predicted
28003,LPLC2,right,visual_input,looming_sensor,acetylcholine,0.9396712586396865,acetylcholine,predicted
28044,LPLC2,right,visual_input,looming_sensor,acetylcholine,0.9492528312727224,acetylcholine,predicted
28741,LPLC2,right,visual_input,looming_sensor,acetylcholine,0.9522399056190392,acetylcholine,predicted
28871,LPLC2,right,visual_input,looming_sensor,acetylcholine,0.9715259900544789,acetylcholine,predicted
29014,LPLC2,right,visual_input,looming_sensor,acetylcholine,0.955114256050225,acetylcholine,predicted
29183,LPLC2,right,visual_input,looming_sensor,acetylcholine,0.963734446916392,acetylcholine,predicted
29216,LPLC2,right,visual_input,looming_sensor,acetylcholine,0.9445286190347973,acetylcholine,predicted
29287,LPLC2,right,visual_input,looming_sensor,acetylcholine,0.9384881541068631,acetylcholine,predicted
29391,LPLC2,right,visual_input,looming_sensor,acetylcholine,0.9495595755236619,acetylcholine,predicted
29598,LPLC2,right,visual_input,looming_sensor,acetylcholine,0.9615857649049515,acetylcholine,predicted
29873,LPLC2,right,visual_input,looming_sensor,acetylcholine,0.9524139849484892,acetylcholine,predicted
29986,LPLC2,right,visual_input,looming_sensor,acetylcholine,0.966928727614354,acetylcholine,predicted
30041,LPLC2,right,visual_input,looming_sensor,acetylcholine,0.9446232919946487,acetylcholine,predicted
30207,LPLC2,right,visual_input,looming_sensor,acetylcholine,0.9571748022220987,acetylcholine,predicted
30938,LPLC2,right,visual_input,looming_sensor,acetylcholine,0.9396783761658377,acetylcholine,predicted
31257,LPLC2,right,visual_input,looming_sensor,acetylcholine,0.9553946587556852,acetylcholine,predicted
31964,LPLC2,right,visual_input,looming_sensor,acetylcholine,0.9460766902077404,acetylcholine,predicted
31988,LPLC2,right,visual_input,looming_sensor,acetylcholine,0.9489390321740269,acetylcholine,predicted
32507,LPLC2,right,visual_input,looming_sensor,acetylcholine,0.9448088131435587,acetylcholine,predicted
33185,LPLC2,right,visual_input,looming_sensor,acetylcholine,0.9348149618337542,acetylcholine,predicted
33396,LPLC2,right,visual_input,looming_sensor,acetylcholine,0.9451278248313695,acetylcholine,predicted
33439,LPLC2,right,visual_input,looming_sensor,acetylcholine,0.935786446071104,acetylcholine,predicted
33694,LPLC2,right,visual_input,looming_sensor,acetylcholine,0.9557784341822806,acetylcholine,predicted
34110,LPLC2,right,visual_input,looming_sensor,acetylcholine,0.9620058871810008,acetylcholine,predicted
34372,LPLC2,right,visual_input,looming_sensor,acetylcholine,0.9545148186385969,acetylcholine,predicted
34681,LPLC2,right,visual_input,looming_sensor,acetylcholine,0.9618350140176259,acetylcholine,predicted
35632,LPLC2,right,visual_input,looming_sensor,acetylcholine,0.9634652244378623,acetylcholine,predicted
35680,LPLC2,right,visual_input,looming_sensor,acetylcholine,0.9508398264427125,acetylcholine,predicted
35838,LPLC2,right,visual_input,looming_sensor,acetylcholine,0.9508262242367057,acetylcholine,predicted
35889,LPLC2,right,visual_input,looming_sensor,acetylcholine,0.9543256699763389,acetylcholine,predicted
37431,LPLC2,right,visual_input,looming_sensor,acetylcholine,0.9539400820166709,acetylcholine,predicted
37613,LPLC2,right,visual_input,looming_sensor,acetylcholine,0.8271125192258431,acetylcholine,predicted
37925,LPLC2,right,visual_input,looming_sensor,acetylcholine,0.9543779853813951,acetylcholine,predicted
38542,LPLC2,right,visual_input,looming_sensor,acetylcholine,0.9699182965630361,acetylcholine,predicted
39620,LPLC2,right,visual_input,looming_sensor,acetylcholine,0.9653679396697173,acetylcholine,predicted
50287,LPLC2,right,visual_input,looming_sensor,acetylcholine,0.9266423461161072,acetylcholine,predicted
55627,LPLC2,right,visual_input,looming_sensor,acetylcholine,0.9309102481568533,acetylcholine,predicted
