bodyId,type,role,somaSide,soma_x,soma_y,soma_z,retinotopic_column_available,coordinate_type
34845,LC4,visual_projection,L,65016.0,32394.0,30848.0,False,soma_centroid_nm
35262,LC4,visual_projection,L,64682.0,32690.0,30676.0,False,soma_centroid_nm
35294,LPLC2,visual_projection,L,68003.0,19743.0,35628.0,False,soma_centroid_nm
35616,LC4,visual_projection,L,65991.0,32231.0,29357.0,False,soma_centroid_nm
35632,LPLC2,visual_projection,R,24702.0,18716.0,33386.0,False,soma_centroid_nm
35680,LPLC2,visual_projection,R,23970.0,18326.0,33868.0,False,soma_centroid_nm
35838,LPLC2,visual_projection,R,23984.0,19271.0,31874.0,False,soma_centroid_nm
35889,LPLC2,visual_projection,R,27122.0,18570.0,33428.0,False,soma_centroid_nm
37431,LPLC2,visual_projection,R,27166.0,20534.0,33342.0,False,soma_centroid_nm
37587,LC4,visual_projection,L,65478.0,30566.0,29612.0,False,soma_centroid_nm
37613,LPLC2,visual_projection,R,25130.0,20048.0,32146.0,False,soma_centroid_nm
37925,LPLC2,visual_projection,R,24896.0,18958.0,33028.0,False,soma_centroid_nm
38065,LC4,visual_projection,R,32070.0,33422.0,30823.0,False,soma_centroid_nm
38542,LPLC2,visual_projection,R,23226.0,18112.0,31840.0,False,soma_centroid_nm
39620,LPLC2,visual_projection,R,25981.0,18761.0,36023.0,False,soma_centroid_nm
40811,LPLC2,visual_projection,L,69859.0,18564.0,34744.0,False,soma_centroid_nm
40841,LPLC2,visual_projection,L,72576.0,16830.0,30980.0,False,soma_centroid_nm
