pre_bodyId,pre_type,pre_side,post_bodyId,post_type,post_side,weight,source_population,target_population,is_ipsilateral,survives_w3,survives_w10
21336,LC4,R,10106,DNp11,R,20,LC4,DNp11,True,True,True
21804,LC4,R,10117,DNp02,R,20,LC4,DNp02,True,True,True
24338,LC4,R,10117,DNp02,R,20,LC4,DNp02,True,True,True
531014,LPLC2,L,10223,DNpe056,L,20,LPLC2,DNpe056,True,True,True
12384,LPLC2,L,10228,DNp06,L,20,LPLC2,DNp06,True,True,True
17653,LC4,L,10228,DNp06,L,20,LC4,DNp06,True,True,True
516909,LC4,L,10228,DNp06,L,20,LC4,DNp06,True,True,True
22922,LC4,L,10259,DNp11,L,20,LC4,DNp11,True,True,True
25267,LPLC2,R,10283,DNp103,R,20,LPLC2,DNp103,True,True,True
28741,LPLC2,R,10283,DNp103,R,20,LPLC2,DNp103,True,True,True
19911,LPLC2,L,10361,DNg40,L,20,LPLC2,DNg40,True,True,True
536444,LPLC2,L,10361,DNg40,L,20,LPLC2,DNg40,True,True,True
12384,LPLC2,L,10417,DNp103,L,20,LPLC2,DNp103,True,True,True
23349,LPLC2,L,10417,DNp103,L,20,LPLC2,DNp103,True,True,True
26528,LPLC2,L,10417,DNp103,L,20,LPLC2,DNp103,True,True,True
41097,LPLC2,L,10417,DNp103,L,20,LPLC2,DNp103,True,True,True
25286,LPLC2,L,10449,DNpe025,L,20,LPLC2,DNpe025,True,True,True
517078,LPLC2,L,10449,DNpe025,L,20,LPLC2,DNpe025,True,True,True
27566,LPLC2,R,10584,DNp06,R,20,LPLC2,DNp06,True,True,True
29598,LPLC2,R,10584,DNp06,R,20,LPLC2,DNp06,True,True,True
33396,LPLC2,R,10584,DNp06,R,20,LPLC2,DNp06,True,True,True
39620,LPLC2,R,10584,DNp06,R,20,LPLC2,DNp06,True,True,True
34110,LPLC2,R,10732,DNpe056,R,20,LPLC2,DNpe056,True,True,True
39620,LPLC2,R,10732,DNpe056,R,20,LPLC2,DNpe056,True,True,True
14888,LC4,L,10752,DNp03,L,20,LC4,DNp03,True,True,True
17270,LC4,L,10752,DNp03,L,20,LC4,DNp03,True,True,True
22772,LC4,L,10752,DNp03,L,20,LC4,DNp03,True,True,True
30087,LC4,L,10752,DNp03,L,20,LC4,DNp03,True,True,True
31301,LC4,L,10752,DNp03,L,20,LC4,DNp03,True,True,True
19608,LPLC2,R,10923,DNg40,R,20,LPLC2,DNg40,True,True,True
27566,LPLC2,R,10923,DNg40,R,20,LPLC2,DNg40,True,True,True
34110,LPLC2,R,10923,DNg40,R,20,LPLC2,DNg40,True,True,True
22966,LC4,R,10989,DNp03,R,20,LC4,DNp03,True,True,True
30803,LC4,R,10989,DNp03,R,20,LC4,DNp03,True,True,True
21165,LC4,R,11020,DNp05,R,20,LC4,DNp05,True,True,True
19842,LPLC2,R,11137,DNp04,R,20,LPLC2,DNp04,True,True,True
22261,LPLC2,R,11137,DNp04,R,20,LPLC2,DNp04,True,True,True
34372,LPLC2,R,11137,DNp04,R,20,LPLC2,DNp04,True,True,True
19830,LPLC2,L,519771,DNp71,L,20,LPLC2,DNp71,True,True,True
20967,LC4,L,524001,DNp05,L,20,LC4,DNp05,True,True,True
81112,LC4,L,524001,DNp05,L,20,LC4,DNp05,True,True,True
26416,LPLC2,L,531898,DNp04,L,20,LPLC2,DNp04,True,True,True
27716,LPLC2,L,531898,DNp04,L,20,LPLC2,DNp04,True,True,True
521115,LPLC2,L,531898,DNp04,L,20,LPLC2,DNp04,True,True,True
20694,LPLC2,R,10001,DNp01,R,19,LPLC2,DNp01,True,True,True
31257,LPLC2,R,10001,DNp01,R,19,LPLC2,DNp01,True,True,True
32507,LPLC2,R,10001,DNp01,R,19,LPLC2,DNp01,True,True,True
34681,LPLC2,R,10001,DNp01,R,19,LPLC2,DNp01,True,True,True
17774,LPLC2,L,10010,DNp01,L,19,LPLC2,DNp01,True,True,True
32237,LPLC2,L,10010,DNp01,L,19,LPLC2,DNp01,True,True,True
23392,LC4,R,10106,DNp11,R,19,LC4,DNp11,True,True,True
20588,LC4,R,10117,DNp02,R,19,LC4,DNp02,True,True,True
22975,LC4,R,10117,DNp02,R,19,LC4,DNp02,True,True,True
27023,LPLC2,L,10223,DNpe056,L,19,LPLC2,DNpe056,True,True,True
27355,LPLC2,L,10223,DNpe056,L,19,LPLC2,DNpe056,True,True,True
35294,LPLC2,L,10223,DNpe056,L,19,LPLC2,DNpe056,True,True,True
17340,LC4,L,10228,DNp06,L,19,LC4,DNp06,True,True,True
17478,LC4,L,10228,DNp06,L,19,LC4,DNp06,True,True,True
81112,LC4,L,10228,DNp06,L,19,LC4,DNp06,True,True,True
81112,LC4,L,10259,DNp11,L,19,LC4,DNp11,True,True,True
15018,LC4,L,10361,DNg40,L,19,LC4,DNg40,True,True,True
27355,LPLC2,L,10361,DNg40,L,19,LPLC2,DNg40,True,True,True
30893,LPLC2,L,10361,DNg40,L,19,LPLC2,DNg40,True,True,True
518439,LC4,L,10361,DNg40,L,19,LC4,DNg40,True,True,True
25136,LPLC2,L,10417,DNp103,L,19,LPLC2,DNp103,True,True,True
25854,LPLC2,L,10417,DNp103,L,19,LPLC2,DNp103,True,True,True
29955,LPLC2,L,10417,DNp103,L,19,LPLC2,DNp103,True,True,True
30895,LPLC2,L,10417,DNp103,L,19,LPLC2,DNp103,True,True,True
112292,LPLC2,L,10417,DNp103,L,19,LPLC2,DNp103,True,True,True
19842,LPLC2,R,10601,DNpe025,R,19,LPLC2,DNpe025,True,True,True
21318,LPLC2,R,10601,DNpe025,R,19,LPLC2,DNpe025,True,True,True
24187,LPLC2,R,10732,DNpe056,R,19,LPLC2,DNpe056,True,True,True
24268,LPLC2,R,10732,DNpe056,R,19,LPLC2,DNpe056,True,True,True
16809,LC4,L,10752,DNp03,L,19,LC4,DNp03,True,True,True
20976,LC4,L,10752,DNp03,L,19,LC4,DNp03,True,True,True
111787,LC4,L,10752,DNp03,L,19,LC4,DNp03,True,True,True
518730,LC4,L,10752,DNp03,L,19,LC4,DNp03,True,True,True
22261,LPLC2,R,10923,DNg40,R,19,LPLC2,DNg40,True,True,True
24800,LPLC2,R,10923,DNg40,R,19,LPLC2,DNg40,True,True,True
25497,LPLC2,R,10923,DNg40,R,19,LPLC2,DNg40,True,True,True
30041,LPLC2,R,10923,DNg40,R,19,LPLC2,DNg40,True,True,True
33439,LPLC2,R,10923,DNg40,R,19,LPLC2,DNg40,True,True,True
20103,LPLC2,R,11137,DNp04,R,19,LPLC2,DNp04,True,True,True
20162,LPLC2,R,11137,DNp04,R,19,LPLC2,DNp04,True,True,True
28871,LPLC2,R,11137,DNp04,R,19,LPLC2,DNp04,True,True,True
12384,LPLC2,L,519771,DNp71,L,19,LPLC2,DNp71,True,True,True
19787,LPLC2,L,519771,DNp71,L,19,LPLC2,DNp71,True,True,True
518731,LPLC2,L,519771,DNp71,L,19,LPLC2,DNp71,True,True,True
24605,LPLC2,L,531898,DNp04,L,19,LPLC2,DNp04,True,True,True
25524,LPLC2,L,531898,DNp04,L,19,LPLC2,DNp04,True,True,True
34407,LPLC2,L,531898,DNp04,L,19,LPLC2,DNp04,True,True,True
29986,LPLC2,R,10001,DNp01,R,18,LPLC2,DNp01,True,True,True
30512,LPLC2,L,10010,DNp01,L,18,LPLC2,DNp01,True,True,True
134521,LPLC2,L,10010,DNp01,L,18,LPLC2,DNp01,True,True,True
27624,LC4,L,10197,DNp02,L,18,LC4,DNp02,True,True,True
512366,LC4,L,10197,DNp02,L,18,LC4,DNp02,True,True,True
19911,LPLC2,L,10223,DNpe056,L,18,LPLC2,DNpe056,True,True,True
25027,LPLC2,L,10223,DNpe056,L,18,LPLC2,DNpe056,True,True,True
18478,LC4,L,10228,DNp06,L,18,LC4,DNp06,True,True,True
34845,LC4,L,10228,DNp06,L,18,LC4,DNp06,True,True,True
518983,LC4,L,10228,DNp06,L,18,LC4,DNp06,True,True,True
31308,LC4,L,10259,DNp11,L,18,LC4,DNp11,True,True,True
21318,LPLC2,R,10283,DNp103,R,18,LPLC2,DNp103,True,True,True
16917,LC4,L,10361,DNg40,L,18,LC4,DNg40,True,True,True
18396,LC4,L,10361,DNg40,L,18,LC4,DNg40,True,True,True
25209,LPLC2,L,10361,DNg40,L,18,LPLC2,DNg40,True,True,True
28011,LPLC2,L,10361,DNg40,L,18,LPLC2,DNg40,True,True,True
29955,LPLC2,L,10361,DNg40,L,18,LPLC2,DNg40,True,True,True
13764,LPLC2,L,10417,DNp103,L,18,LPLC2,DNp103,True,True,True
33303,LPLC2,L,10417,DNp103,L,18,LPLC2,DNp103,True,True,True
12384,LPLC2,L,10449,DNpe025,L,18,LPLC2,DNpe025,True,True,True
14030,LPLC2,L,10449,DNpe025,L,18,LPLC2,DNpe025,True,True,True
18929,LPLC2,R,10584,DNp06,R,18,LPLC2,DNp06,True,True,True
37613,LPLC2,R,10584,DNp06,R,18,LPLC2,DNp06,True,True,True
20749,LPLC2,R,10601,DNpe025,R,18,LPLC2,DNpe025,True,True,True
22677,LPLC2,R,10601,DNpe025,R,18,LPLC2,DNpe025,True,True,True
21562,LPLC2,R,10732,DNpe056,R,18,LPLC2,DNpe056,True,True,True
28741,LPLC2,R,10732,DNpe056,R,18,LPLC2,DNpe056,True,True,True
20440,LC4,L,10752,DNp03,L,18,LC4,DNp03,True,True,True
20572,LC4,L,10752,DNp03,L,18,LC4,DNp03,True,True,True
517752,LC4,L,10752,DNp03,L,18,LC4,DNp03,True,True,True
518016,LC4,L,10752,DNp03,L,18,LC4,DNp03,True,True,True
17987,LC4,R,10923,DNg40,R,18,LC4,DNg40,True,True,True
19034,LPLC2,R,10923,DNg40,R,18,LPLC2,DNg40,True,True,True
37613,LPLC2,R,10923,DNg40,R,18,LPLC2,DNg40,True,True,True
38542,LPLC2,R,10923,DNg40,R,18,LPLC2,DNg40,True,True,True
50287,LPLC2,R,10923,DNg40,R,18,LPLC2,DNg40,True,True,True
17054,LC4,R,10989,DNp03,R,18,LC4,DNp03,True,True,True
19634,LC4,R,10989,DNp03,R,18,LC4,DNp03,True,True,True
16138,LC4,R,11020,DNp05,R,18,LC4,DNp05,True,True,True
19420,LC4,R,11020,DNp05,R,18,LC4,DNp05,True,True,True
20016,LC4,R,11020,DNp05,R,18,LC4,DNp05,True,True,True
18929,LPLC2,R,11137,DNp04,R,18,LPLC2,DNp04,True,True,True
20535,LPLC2,R,11137,DNp04,R,18,LPLC2,DNp04,True,True,True
29873,LPLC2,R,11137,DNp04,R,18,LPLC2,DNp04,True,True,True
25209,LPLC2,L,531898,DNp04,L,18,LPLC2,DNp04,True,True,True
30895,LPLC2,L,531898,DNp04,L,18,LPLC2,DNp04,True,True,True
32223,LPLC2,L,531898,DNp04,L,18,LPLC2,DNp04,True,True,True
40841,LPLC2,L,531898,DNp04,L,18,LPLC2,DNp04,True,True,True
27471,LPLC2,R,10001,DNp01,R,17,LPLC2,DNp01,True,True,True
29216,LPLC2,R,10001,DNp01,R,17,LPLC2,DNp01,True,True,True
50287,LPLC2,R,10001,DNp01,R,17,LPLC2,DNp01,True,True,True
29319,LPLC2,L,10010,DNp01,L,17,LPLC2,DNp01,True,True,True
34051,LPLC2,L,10010,DNp01,L,17,LPLC2,DNp01,True,True,True
40811,LPLC2,L,10010,DNp01,L,17,LPLC2,DNp01,True,True,True
111787,LC4,L,10197,DNp02,L,17,LC4,DNp02,True,True,True
25209,LPLC2,L,10223,DNpe056,L,17,LPLC2,DNpe056,True,True,True
34655,LPLC2,L,10223,DNpe056,L,17,LPLC2,DNpe056,True,True,True
17608,LC4,L,10228,DNp06,L,17,LC4,DNp06,True,True,True
29469,LC4,L,10228,DNp06,L,17,LC4,DNp06,True,True,True
77614,LC4,L,10259,DNp11,L,17,LC4,DNp11,True,True,True
20329,LPLC2,L,10361,DNg40,L,17,LPLC2,DNg40,True,True,True
25524,LPLC2,L,10361,DNg40,L,17,LPLC2,DNg40,True,True,True
31301,LC4,L,10361,DNg40,L,17,LC4,DNg40,True,True,True
34845,LC4,L,10361,DNg40,L,17,LC4,DNg40,True,True,True
40841,LPLC2,L,10361,DNg40,L,17,LPLC2,DNg40,True,True,True
129687,LPLC2,L,10361,DNg40,L,17,LPLC2,DNg40,True,True,True
134521,LPLC2,L,10361,DNg40,L,17,LPLC2,DNg40,True,True,True
531014,LPLC2,L,10361,DNg40,L,17,LPLC2,DNg40,True,True,True
19787,LPLC2,L,10417,DNp103,L,17,LPLC2,DNp103,True,True,True
21361,LPLC2,L,10417,DNp103,L,17,LPLC2,DNp103,True,True,True
134521,LPLC2,L,10417,DNp103,L,17,LPLC2,DNp103,True,True,True
13132,LPLC2,L,10449,DNpe025,L,17,LPLC2,DNpe025,True,True,True
21769,LPLC2,R,10584,DNp06,R,17,LPLC2,DNp06,True,True,True
25253,LPLC2,R,10732,DNpe056,R,17,LPLC2,DNpe056,True,True,True
33396,LPLC2,R,10732,DNpe056,R,17,LPLC2,DNpe056,True,True,True
27829,LC4,L,10752,DNp03,L,17,LC4,DNp03,True,True,True
20103,LPLC2,R,10923,DNg40,R,17,LPLC2,DNg40,True,True,True
29216,LPLC2,R,10923,DNg40,R,17,LPLC2,DNg40,True,True,True
22328,LC4,R,10989,DNp03,R,17,LC4,DNp03,True,True,True
17054,LC4,R,11020,DNp05,R,17,LC4,DNp05,True,True,True
17548,LC4,R,11020,DNp05,R,17,LC4,DNp05,True,True,True
20471,LPLC2,R,11137,DNp04,R,17,LPLC2,DNp04,True,True,True
21045,LPLC2,R,11137,DNp04,R,17,LPLC2,DNp04,True,True,True
27471,LPLC2,R,11137,DNp04,R,17,LPLC2,DNp04,True,True,True
22557,LPLC2,L,519771,DNp71,L,17,LPLC2,DNp71,True,True,True
520449,LC4,L,524001,DNp05,L,17,LC4,DNp05,True,True,True
27023,LPLC2,L,531898,DNp04,L,17,LPLC2,DNp04,True,True,True
29702,LPLC2,L,531898,DNp04,L,17,LPLC2,DNp04,True,True,True
29873,LPLC2,R,10001,DNp01,R,16,LPLC2,DNp01,True,True,True
34110,LPLC2,R,10001,DNp01,R,16,LPLC2,DNp01,True,True,True
55627,LPLC2,R,10001,DNp01,R,16,LPLC2,DNp01,True,True,True
100485,LC4,L,10197,DNp02,L,16,LC4,DNp02,True,True,True
22557,LPLC2,L,10223,DNpe056,L,16,LPLC2,DNpe056,True,True,True
31105,LPLC2,L,10223,DNpe056,L,16,LPLC2,DNpe056,True,True,True
12349,LC4,L,10228,DNp06,L,16,LC4,DNp06,True,True,True
20859,LC4,L,10228,DNp06,L,16,LC4,DNp06,True,True,True
27355,LPLC2,L,10228,DNp06,L,16,LPLC2,DNp06,True,True,True
33303,LPLC2,L,10228,DNp06,L,16,LPLC2,DNp06,True,True,True
107513,LC4,L,10228,DNp06,L,16,LC4,DNp06,True,True,True
33439,LPLC2,R,10283,DNp103,R,16,LPLC2,DNp103,True,True,True
19787,LPLC2,L,10361,DNg40,L,16,LPLC2,DNg40,True,True,True
27750,LC4,L,10361,DNg40,L,16,LC4,DNg40,True,True,True
28188,LPLC2,L,10361,DNg40,L,16,LPLC2,DNg40,True,True,True
29815,LPLC2,L,10361,DNg40,L,16,LPLC2,DNg40,True,True,True
33406,LPLC2,L,10361,DNg40,L,16,LPLC2,DNg40,True,True,True
34051,LPLC2,L,10361,DNg40,L,16,LPLC2,DNg40,True,True,True
517819,LPLC2,L,10361,DNg40,L,16,LPLC2,DNg40,True,True,True
22557,LPLC2,L,10417,DNp103,L,16,LPLC2,DNp103,True,True,True
25209,LPLC2,L,10417,DNp103,L,16,LPLC2,DNp103,True,True,True
29815,LPLC2,L,10417,DNp103,L,16,LPLC2,DNp103,True,True,True
40841,LPLC2,L,10417,DNp103,L,16,LPLC2,DNp103,True,True,True
100103,LPLC2,L,10417,DNp103,L,16,LPLC2,DNp103,True,True,True
13764,LPLC2,L,10449,DNpe025,L,16,LPLC2,DNpe025,True,True,True
18929,LPLC2,R,10558,DNp35,R,16,LPLC2,DNp35,True,True,True
21318,LPLC2,R,10558,DNp35,R,16,LPLC2,DNp35,True,True,True
21769,LPLC2,R,10558,DNp35,R,16,LPLC2,DNp35,True,True,True
19589,LPLC2,R,10584,DNp06,R,16,LPLC2,DNp06,True,True,True
22218,LPLC2,R,10601,DNpe025,R,16,LPLC2,DNpe025,True,True,True
24118,LPLC2,R,10732,DNpe056,R,16,LPLC2,DNpe056,True,True,True
26393,LPLC2,R,10732,DNpe056,R,16,LPLC2,DNpe056,True,True,True
31257,LPLC2,R,10732,DNpe056,R,16,LPLC2,DNpe056,True,True,True
20967,LC4,L,10752,DNp03,L,16,LC4,DNp03,True,True,True
519650,LC4,L,10752,DNp03,L,16,LC4,DNp03,True,True,True
20282,LC4,R,10923,DNg40,R,16,LC4,DNg40,True,True,True
22975,LC4,R,10923,DNg40,R,16,LC4,DNg40,True,True,True
31262,LC4,R,10923,DNg40,R,16,LC4,DNg40,True,True,True
527408,LC4,R,10923,DNg40,R,16,LC4,DNg40,True,True,True
31262,LC4,R,10989,DNp03,R,16,LC4,DNp03,True,True,True
20542,LC4,R,11020,DNp05,R,16,LC4,DNp05,True,True,True
19608,LPLC2,R,11137,DNp04,R,16,LPLC2,DNp04,True,True,True
20269,LPLC2,R,11137,DNp04,R,16,LPLC2,DNp04,True,True,True
24800,LPLC2,R,11137,DNp04,R,16,LPLC2,DNp04,True,True,True
25316,LPLC2,R,11159,DNp71,R,16,LPLC2,DNp71,True,True,True
13726,LPLC2,L,519771,DNp71,L,16,LPLC2,DNp71,True,True,True
517079,LPLC2,L,519771,DNp71,L,16,LPLC2,DNp71,True,True,True
533129,LC4,L,524001,DNp05,L,16,LC4,DNp05,True,True,True
25854,LPLC2,L,531898,DNp04,L,16,LPLC2,DNp04,True,True,True
33406,LPLC2,L,531898,DNp04,L,16,LPLC2,DNp04,True,True,True
21899,LPLC2,R,10001,DNp01,R,15,LPLC2,DNp01,True,True,True
17880,LPLC2,L,10010,DNp01,L,15,LPLC2,DNp01,True,True,True
25136,LPLC2,L,10010,DNp01,L,15,LPLC2,DNp01,True,True,True
517078,LPLC2,L,10010,DNp01,L,15,LPLC2,DNp01,True,True,True
28945,LC4,R,10117,DNp02,R,15,LC4,DNp02,True,True,True
31262,LC4,R,10117,DNp02,R,15,LC4,DNp02,True,True,True
23919,LPLC2,L,10223,DNpe056,L,15,LPLC2,DNpe056,True,True,True
27716,LPLC2,L,10223,DNpe056,L,15,LPLC2,DNpe056,True,True,True
28188,LPLC2,L,10223,DNpe056,L,15,LPLC2,DNpe056,True,True,True
33303,LPLC2,L,10223,DNpe056,L,15,LPLC2,DNpe056,True,True,True
525844,LPLC2,L,10223,DNpe056,L,15,LPLC2,DNpe056,True,True,True
13764,LPLC2,L,10228,DNp06,L,15,LPLC2,DNp06,True,True,True
27624,LC4,L,10228,DNp06,L,15,LC4,DNp06,True,True,True
31429,LC4,L,10259,DNp11,L,15,LC4,DNp11,True,True,True
20182,LPLC2,R,10283,DNp103,R,15,LPLC2,DNp103,True,True,True
20799,LPLC2,L,10361,DNg40,L,15,LPLC2,DNg40,True,True,True
27796,LPLC2,L,10361,DNg40,L,15,LPLC2,DNg40,True,True,True
31105,LPLC2,L,10361,DNg40,L,15,LPLC2,DNg40,True,True,True
525844,LPLC2,L,10361,DNg40,L,15,LPLC2,DNg40,True,True,True
11498,LPLC2,L,10417,DNp103,L,15,LPLC2,DNp103,True,True,True
20329,LPLC2,L,10417,DNp103,L,15,LPLC2,DNp103,True,True,True
23550,LPLC2,L,10417,DNp103,L,15,LPLC2,DNp103,True,True,True
23919,LPLC2,L,10417,DNp103,L,15,LPLC2,DNp103,True,True,True
27399,LPLC2,L,10417,DNp103,L,15,LPLC2,DNp103,True,True,True
28011,LPLC2,L,10417,DNp103,L,15,LPLC2,DNp103,True,True,True
35294,LPLC2,L,10417,DNp103,L,15,LPLC2,DNp103,True,True,True
14102,LPLC2,L,10449,DNpe025,L,15,LPLC2,DNpe025,True,True,True
20240,LPLC2,L,10449,DNpe025,L,15,LPLC2,DNpe025,True,True,True
21299,LPLC2,L,10449,DNpe025,L,15,LPLC2,DNpe025,True,True,True
100103,LPLC2,L,10449,DNpe025,L,15,LPLC2,DNpe025,True,True,True
22677,LPLC2,R,10558,DNp35,R,15,LPLC2,DNp35,True,True,True
25316,LPLC2,R,10558,DNp35,R,15,LPLC2,DNp35,True,True,True
20588,LC4,R,10584,DNp06,R,15,LC4,DNp06,True,True,True
21336,LC4,R,10584,DNp06,R,15,LC4,DNp06,True,True,True
28003,LPLC2,R,10584,DNp06,R,15,LPLC2,DNp06,True,True,True
29183,LPLC2,R,10584,DNp06,R,15,LPLC2,DNp06,True,True,True
34681,LPLC2,R,10584,DNp06,R,15,LPLC2,DNp06,True,True,True
29287,LPLC2,R,10732,DNpe056,R,15,LPLC2,DNpe056,True,True,True
20047,LPLC2,R,10923,DNg40,R,15,LPLC2,DNg40,True,True,True
20399,LC4,R,10923,DNg40,R,15,LC4,DNg40,True,True,True
34681,LPLC2,R,10923,DNg40,R,15,LPLC2,DNg40,True,True,True
21287,LC4,R,10989,DNp03,R,15,LC4,DNp03,True,True,True
21313,LC4,R,10989,DNp03,R,15,LC4,DNp03,True,True,True
30480,LC4,R,10989,DNp03,R,15,LC4,DNp03,True,True,True
17987,LC4,R,11020,DNp05,R,15,LC4,DNp05,True,True,True
25497,LPLC2,R,11137,DNp04,R,15,LPLC2,DNp04,True,True,True
32507,LPLC2,R,11137,DNp04,R,15,LPLC2,DNp04,True,True,True
20103,LPLC2,R,11159,DNp71,R,15,LPLC2,DNp71,True,True,True
25286,LPLC2,L,519771,DNp71,L,15,LPLC2,DNp71,True,True,True
526286,LC4,L,524001,DNp05,L,15,LC4,DNp05,True,True,True
532254,LC4,L,524001,DNp05,L,15,LC4,DNp05,True,True,True
19787,LPLC2,L,531898,DNp04,L,15,LPLC2,DNp04,True,True,True
20334,LPLC2,R,10001,DNp01,R,14,LPLC2,DNp01,True,True,True
21703,LPLC2,R,10001,DNp01,R,14,LPLC2,DNp01,True,True,True
22218,LPLC2,R,10001,DNp01,R,14,LPLC2,DNp01,True,True,True
29598,LPLC2,R,10001,DNp01,R,14,LPLC2,DNp01,True,True,True
26112,LC4,R,10117,DNp02,R,14,LC4,DNp02,True,True,True
27750,LC4,L,10197,DNp02,L,14,LC4,DNp02,True,True,True
524366,LPLC2,L,10223,DNpe056,L,14,LPLC2,DNpe056,True,True,True
536444,LPLC2,L,10223,DNpe056,L,14,LPLC2,DNpe056,True,True,True
14102,LPLC2,L,10228,DNp06,L,14,LPLC2,DNp06,True,True,True
20440,LC4,L,10228,DNp06,L,14,LC4,DNp06,True,True,True
24605,LPLC2,L,10228,DNp06,L,14,LPLC2,DNp06,True,True,True
29815,LPLC2,L,10228,DNp06,L,14,LPLC2,DNp06,True,True,True
77614,LC4,L,10228,DNp06,L,14,LC4,DNp06,True,True,True
18936,LPLC2,L,10234,DNp35,L,14,LPLC2,DNp35,True,True,True
25575,LPLC2,L,10234,DNp35,L,14,LPLC2,DNp35,True,True,True
35616,LC4,L,10259,DNp11,L,14,LC4,DNp11,True,True,True
33185,LPLC2,R,10283,DNp103,R,14,LPLC2,DNp103,True,True,True
22557,LPLC2,L,10361,DNg40,L,14,LPLC2,DNg40,True,True,True
25854,LPLC2,L,10361,DNg40,L,14,LPLC2,DNg40,True,True,True
26416,LPLC2,L,10361,DNg40,L,14,LPLC2,DNg40,True,True,True
29319,LPLC2,L,10361,DNg40,L,14,LPLC2,DNg40,True,True,True
32597,LC4,L,10361,DNg40,L,14,LC4,DNg40,True,True,True
32737,LPLC2,L,10361,DNg40,L,14,LPLC2,DNg40,True,True,True
35262,LC4,L,10361,DNg40,L,14,LC4,DNg40,True,True,True
41097,LPLC2,L,10361,DNg40,L,14,LPLC2,DNg40,True,True,True
107513,LC4,L,10361,DNg40,L,14,LC4,DNg40,True,True,True
28188,LPLC2,L,10417,DNp103,L,14,LPLC2,DNp103,True,True,True
34655,LPLC2,L,10417,DNp103,L,14,LPLC2,DNp103,True,True,True
24605,LPLC2,L,10449,DNpe025,L,14,LPLC2,DNpe025,True,True,True
19549,LPLC2,R,10584,DNp06,R,14,LPLC2,DNp06,True,True,True
21318,LPLC2,R,10584,DNp06,R,14,LPLC2,DNp06,True,True,True
22677,LPLC2,R,10584,DNp06,R,14,LPLC2,DNp06,True,True,True
35838,LPLC2,R,10584,DNp06,R,14,LPLC2,DNp06,True,True,True
20471,LPLC2,R,10732,DNpe056,R,14,LPLC2,DNpe056,True,True,True
23878,LPLC2,R,10732,DNpe056,R,14,LPLC2,DNpe056,True,True,True
29598,LPLC2,R,10732,DNpe056,R,14,LPLC2,DNpe056,True,True,True
30041,LPLC2,R,10732,DNpe056,R,14,LPLC2,DNpe056,True,True,True
33694,LPLC2,R,10732,DNpe056,R,14,LPLC2,DNpe056,True,True,True
33137,LC4,L,10752,DNp03,L,14,LC4,DNp03,True,True,True
19543,LC4,R,10923,DNg40,R,14,LC4,DNg40,True,True,True
21045,LPLC2,R,10923,DNg40,R,14,LPLC2,DNg40,True,True,True
30207,LPLC2,R,10923,DNg40,R,14,LPLC2,DNg40,True,True,True
30803,LC4,R,10923,DNg40,R,14,LC4,DNg40,True,True,True
16128,LC4,R,10989,DNp03,R,14,LC4,DNp03,True,True,True
17364,LC4,R,10989,DNp03,R,14,LC4,DNp03,True,True,True
17926,LC4,R,11020,DNp05,R,14,LC4,DNp05,True,True,True
19550,LC4,R,11020,DNp05,R,14,LC4,DNp05,True,True,True
26112,LC4,R,11020,DNp05,R,14,LC4,DNp05,True,True,True
21562,LPLC2,R,11137,DNp04,R,14,LPLC2,DNp04,True,True,True
25636,LPLC2,R,11137,DNp04,R,14,LPLC2,DNp04,True,True,True
30207,LPLC2,R,11137,DNp04,R,14,LPLC2,DNp04,True,True,True
19249,LPLC2,R,11159,DNp71,R,14,LPLC2,DNp71,True,True,True
19608,LPLC2,R,11159,DNp71,R,14,LPLC2,DNp71,True,True,True
11498,LPLC2,L,519771,DNp71,L,14,LPLC2,DNp71,True,True,True
17990,LPLC2,L,519771,DNp71,L,14,LPLC2,DNp71,True,True,True
18936,LPLC2,L,519771,DNp71,L,14,LPLC2,DNp71,True,True,True
20329,LPLC2,L,519771,DNp71,L,14,LPLC2,DNp71,True,True,True
23202,LC4,L,524001,DNp05,L,14,LC4,DNp05,True,True,True
33137,LC4,L,524001,DNp05,L,14,LC4,DNp05,True,True,True
23919,LPLC2,L,531898,DNp04,L,14,LPLC2,DNp04,True,True,True
24308,LPLC2,L,531898,DNp04,L,14,LPLC2,DNp04,True,True,True
28011,LPLC2,L,531898,DNp04,L,14,LPLC2,DNp04,True,True,True
34051,LPLC2,L,531898,DNp04,L,14,LPLC2,DNp04,True,True,True
41097,LPLC2,L,531898,DNp04,L,14,LPLC2,DNp04,True,True,True
129687,LPLC2,L,531898,DNp04,L,14,LPLC2,DNp04,True,True,True
29183,LPLC2,R,10001,DNp01,R,13,LPLC2,DNp01,True,True,True
26416,LPLC2,L,10010,DNp01,L,13,LPLC2,DNp01,True,True,True
31105,LPLC2,L,10091,DNpe042,L,13,LPLC2,DNpe042,True,True,True
531014,LPLC2,L,10091,DNpe042,L,13,LPLC2,DNpe042,True,True,True
17544,LPLC2,L,10223,DNpe056,L,13,LPLC2,DNpe056,True,True,True
27796,LPLC2,L,10223,DNpe056,L,13,LPLC2,DNpe056,True,True,True
29319,LPLC2,L,10223,DNpe056,L,13,LPLC2,DNpe056,True,True,True
29753,LPLC2,L,10223,DNpe056,L,13,LPLC2,DNpe056,True,True,True
30895,LPLC2,L,10223,DNpe056,L,13,LPLC2,DNpe056,True,True,True
