intermediate_bodyId,intermediate_type,intermediate_side,LC4_input_weight,LPLC2_input_weight,total_visual_input_weight,total_incoming_weight,visual_input_share,output_weight_to_candidate_dns,num_downstream_candidate_dns,path_score_product,min_path_capacity,predicted_nt,predicted_nt_confidence,survives_w3,survives_w10
10436,LPi12,R,0,11,11,,,1,1,11,1,gaba,0.9049396893455588,False,False
524806,MeLo7,L,1,1,2,,,5,1,10,2,acetylcholine,0.8523883834402437,False,False
62514,LLPC1,R,0,1,1,,,10,3,10,1,acetylcholine,0.943622682230794,False,False
354179228,UNKNOWN,UNKNOWN,0,5,5,,,2,1,10,2,unclear,0.9747326673375373,False,False
499650426,UNKNOWN,UNKNOWN,2,0,2,,,5,2,10,2,unclear,0.9747326673375373,False,False
465143833,CB1139,R,0,5,5,,,2,2,10,2,acetylcholine,0.9625651592610182,False,False
690599043,UNKNOWN,UNKNOWN,0,2,2,,,5,5,10,2,unclear,0.4898699114520403,False,False
902646,CB4101,R,10,0,10,,,1,1,10,1,acetylcholine,0.9645685378687536,False,False
519737,Tm4,L,0,1,1,,,10,1,10,1,acetylcholine,0.9747326673375373,False,False
62675,LC21,L,1,0,1,,,10,1,10,1,acetylcholine,0.9652507945062406,False,False
529628,Tm4,L,1,0,1,,,10,1,10,1,acetylcholine,0.9747326673375373,False,False
28451,LC9,L,3,2,5,,,2,1,10,2,acetylcholine,0.9533324462697551,False,False
47688,LLPC3,R,0,2,2,,,5,1,10,2,acetylcholine,0.9540869729966789,False,False
24055,AVLP149,R,2,0,2,,,5,4,10,2,acetylcholine,0.8788521316455882,False,False
32111,LC10a,L,0,2,2,,,5,1,10,2,acetylcholine,0.9486907636578626,False,False
523434,AVLP126,L,2,0,2,,,5,3,10,2,acetylcholine,0.9228731313026809,False,False
34931,LC6,R,1,0,1,,,10,4,10,1,acetylcholine,0.9574608823225588,False,False
551781,LPT23,R,0,10,10,,,1,1,10,1,acetylcholine,0.9620473852075452,False,False
101124,LLPC1,L,0,2,2,,,5,1,10,2,acetylcholine,0.9542351483802269,False,False
61134,LC21,R,1,0,1,,,10,1,10,1,acetylcholine,0.9202399391299384,False,False
103595,LPC1,L,0,5,5,,,2,1,10,2,acetylcholine,0.9747326673375373,False,False
20524,Li16,L,2,8,10,,,1,1,10,1,glutamate,0.7867093022615029,False,False
28587,TmY15,R,0,2,2,,,5,1,10,2,gaba,0.8846026678665116,False,False
59913,LLPC1,L,0,2,2,,,5,1,10,2,acetylcholine,0.9594323818662605,False,False
23304,TmY19a,R,2,0,2,,,5,1,10,2,gaba,0.8384141359365163,False,False
518169,MeLo2,L,0,1,1,,,10,1,10,1,acetylcholine,0.9747326673375372,False,False
32990,LC17,R,1,1,2,,,5,1,10,2,acetylcholine,0.947757846179414,False,False
556268,LC21,L,1,0,1,,,10,1,10,1,acetylcholine,0.9011506515063096,False,False
87379,LLPC1,R,0,1,1,,,10,1,10,1,acetylcholine,0.9555315609767314,False,False
59681,LC16,R,0,1,1,,,10,1,10,1,acetylcholine,0.939478404940174,False,False
61884,LPC1,R,0,2,2,,,5,1,10,2,acetylcholine,0.9681676456026275,False,False
15682,AVLP746m,R,0,1,1,,,10,5,10,1,acetylcholine,0.9642541610545993,False,False
38083,LC16,R,2,0,2,,,5,1,10,2,acetylcholine,0.9041263680349126,False,False
523467,LC21,L,1,0,1,,,10,1,10,1,acetylcholine,0.944749963312043,False,False
882548819,UNKNOWN,UNKNOWN,2,0,2,,,5,2,10,2,unclear,0.9747326673375373,False,False
115315,LC11,L,1,0,1,,,10,1,10,1,acetylcholine,0.9629729951883655,False,False
72213,LLPC1,R,0,2,2,,,5,2,10,2,acetylcholine,0.9465093637635944,False,False
876730721,UNKNOWN,UNKNOWN,2,0,2,,,5,2,10,2,unclear,0.9747326673375373,False,False
63809,Tlp13,L,2,0,2,,,5,1,10,2,glutamate,0.8137528281391269,False,False
511133,UNKNOWN,UNKNOWN,0,2,2,,,5,2,10,2,unclear,0.9747326673375373,False,False
1011490125,UNKNOWN,UNKNOWN,0,2,2,,,5,2,10,2,unclear,0.9747326673375373,False,False
76805,LLPC1,R,0,5,5,,,2,1,10,2,acetylcholine,0.9431991430701976,False,False
41072,LLPC2,L,0,2,2,,,5,1,10,2,acetylcholine,0.9472126727823417,False,False
42752,LC16,R,1,0,1,,,10,1,10,1,acetylcholine,0.9181292052736467,False,False
160293,LPC1,L,0,2,2,,,5,2,10,2,acetylcholine,0.9571965894421485,False,False
42851,LLPC1,R,0,1,1,,,10,2,10,1,acetylcholine,0.9622803342853553,False,False
30714,LC6,R,0,1,1,,,10,4,10,1,acetylcholine,0.9366915167363653,False,False
75878,TmY17,L,0,2,2,,,5,1,10,2,acetylcholine,0.9747326673375373,False,False
186587742,UNKNOWN,UNKNOWN,0,5,5,,,2,2,10,2,unclear,0.9154148783977109,False,False
37009,LC6,L,1,0,1,,,10,4,10,1,acetylcholine,0.939226567235814,False,False
44599,TmY15,L,1,0,1,,,10,1,10,1,gaba,0.8956078711633371,False,False
198869788,UNKNOWN,UNKNOWN,5,0,5,,,2,2,10,2,unclear,0.9109141500795648,False,False
17474,Li17,L,1,4,5,,,2,1,10,2,gaba,0.8767812195424884,False,False
26696,TmY19b,R,5,0,5,,,2,1,10,2,gaba,0.6489483574636212,False,False
74700,Li22,R,0,2,2,,,5,1,10,2,glutamate,0.7593423685621575,False,False
21588,MeLo2,L,1,1,2,,,5,1,10,2,acetylcholine,0.9510647742894562,False,False
44454,LLPC1,R,0,2,2,,,5,2,10,2,acetylcholine,0.9648399606857775,False,False
74404,LLPC2,R,0,2,2,,,5,2,10,2,acetylcholine,0.9301953941741197,False,False
513502,LLPC3,L,0,1,1,,,10,1,10,1,acetylcholine,0.9635751805561342,False,False
44304,LLPC2,R,0,1,1,,,10,1,10,1,acetylcholine,0.9538186080602524,False,False
10149,LT79,L,1,1,2,,,5,3,10,2,acetylcholine,0.9658571461231545,False,False
71309,LLPC2,L,0,1,1,,,10,1,10,1,acetylcholine,0.9601360603560511,False,False
214916290,UNKNOWN,UNKNOWN,0,5,5,,,2,1,10,2,unclear,0.9747326673375373,False,False
71311,LC16,L,0,1,1,,,10,1,10,1,acetylcholine,0.93928087323399,False,False
25952,LC10a,R,0,2,2,,,5,1,10,2,acetylcholine,0.9431281580189002,False,False
43937,LPC1,L,0,10,10,,,1,1,10,1,acetylcholine,0.9691824846057077,False,False
19702,TmY19b,R,2,0,2,,,5,1,10,2,gaba,0.6783496111716413,False,False
26325,UNKNOWN,L,2,0,2,,,5,3,10,2,acetylcholine,0.9620314750860058,False,False
26268,LC35a,R,3,2,5,,,2,2,10,2,acetylcholine,0.9224721829638788,False,False
26203,CB3376,R,5,0,5,,,2,1,10,2,acetylcholine,0.9621955935728062,False,False
154522,LC29,L,1,0,1,,,10,1,10,1,acetylcholine,0.7444732492262168,False,False
514407,Li29,L,9,1,10,,,1,1,10,1,gaba,0.8815197067994809,False,False
152068,LC21,L,1,0,1,,,10,2,10,1,acetylcholine,0.9540422739701628,False,False
133960,LC9,L,1,1,2,,,5,3,10,2,acetylcholine,0.9469893024905256,False,False
24954,LC17,R,1,0,1,,,10,1,10,1,acetylcholine,0.954235430375413,False,False
129121,TmY15,L,1,0,1,,,10,1,10,1,gaba,0.8860936565368188,False,False
25128,TmY19b,R,1,1,2,,,5,1,10,2,gaba,0.6997268393056351,False,False
516925,LC16,L,0,1,1,,,10,1,10,1,acetylcholine,0.9544150732486418,False,False
224943678,UNKNOWN,UNKNOWN,0,5,5,,,2,1,10,2,unclear,0.9747326673375373,False,False
17010,TmY19b,R,5,5,10,,,1,1,10,1,gaba,0.828535142837064,False,False
598446790,UNKNOWN,UNKNOWN,0,5,5,,,2,2,10,2,unclear,0.9747326673375373,False,False
132314,Tm4,L,1,0,1,,,10,1,10,1,acetylcholine,0.9665319171199548,False,False
65780,MeLo12,L,4,1,5,,,2,2,10,2,glutamate,0.814096462451915,False,False
730562849,UNKNOWN,UNKNOWN,2,3,5,,,2,1,10,2,unclear,0.9747326673375373,False,False
132879,UNKNOWN,L,0,5,5,,,2,2,10,2,gaba,0.8911620610930077,False,False
65601,LoVP33,L,1,0,1,,,10,3,10,1,gaba,0.8408649350554271,False,False
316679021,UNKNOWN,UNKNOWN,0,2,2,,,5,3,10,2,unclear,0.9747326673375373,False,False
57463,LoVP108,R,2,0,2,,,5,2,10,2,gaba,0.844751433576754,False,False
52689,LC11,L,1,1,2,,,5,1,10,2,acetylcholine,0.964018039821286,False,False
25444,MeLo12,R,5,0,5,,,2,1,10,2,glutamate,0.8151971886661724,False,False
11670,LT51,R,1,9,10,,,1,1,10,1,glutamate,0.7588120676987248,False,False
41867,LPC1,R,0,2,2,,,5,3,10,2,acetylcholine,0.9458790618066434,False,False
79754,LLPC2,R,0,2,2,,,5,1,10,2,acetylcholine,0.9388923515718065,False,False
532308,LC29,L,1,0,1,,,9,1,9,1,acetylcholine,0.8458274736507151,False,False
668882927,UNKNOWN,UNKNOWN,3,0,3,,,3,2,9,3,unclear,0.9747326673375373,True,False
34121,LC17,R,3,0,3,,,3,1,9,3,acetylcholine,0.9489980108398975,True,False
58289,MeLo12,R,3,0,3,,,3,2,9,3,glutamate,0.7861500976275192,True,False
51997,LLPC1,R,0,3,3,,,3,1,9,3,acetylcholine,0.9515099937421502,True,False
22595,TmY13,L,0,9,9,,,1,1,9,1,acetylcholine,0.9699480270514772,False,False
669404484,UNKNOWN,UNKNOWN,9,0,9,,,1,1,9,1,unclear,0.46285377358490565,False,False
533885,Tm4,L,0,1,1,,,9,1,9,1,acetylcholine,0.9406525979315657,False,False
22286,LC11,L,1,0,1,,,9,2,9,1,acetylcholine,0.9415981391569598,False,False
22299,LC11,L,1,2,3,,,3,1,9,3,acetylcholine,0.9649191531244813,True,False
16633,TmY19b,R,8,1,9,,,1,1,9,1,gaba,0.7574626959005419,False,False
22615,LLPC1,L,2,1,3,,,3,1,9,3,acetylcholine,0.9534704097428859,True,False
18013,PVLP099,R,0,3,3,,,3,3,9,3,gaba,0.8168459890504505,True,False
56277,LC21,R,0,1,1,,,9,2,9,1,acetylcholine,0.9237535700708861,False,False
22402,LoVP23,R,0,9,9,,,1,1,9,1,acetylcholine,0.923840997751331,False,False
51384,Y14,L,1,2,3,,,3,1,9,3,glutamate,0.823565000637606,True,False
58092,LPC1,R,0,3,3,,,3,1,9,3,acetylcholine,0.95604760547664,True,False
656357981,UNKNOWN,UNKNOWN,9,0,9,,,1,1,9,1,unclear,0.9747326673375373,False,False
666341705,UNKNOWN,UNKNOWN,0,3,3,,,3,2,9,3,unclear,0.9747326673375373,True,False
16479,CB0929,L,0,1,1,,,9,3,9,1,acetylcholine,0.9648097629943702,False,False
45530,LC9,L,1,0,1,,,9,2,9,1,acetylcholine,0.9057858387647572,False,False
44728,Y13,R,1,0,1,,,9,1,9,1,glutamate,0.8194901911109997,False,False
23965,TmY15,R,1,0,1,,,9,1,9,1,gaba,0.8867785433395893,False,False
12898,PVLP112,L,0,1,1,,,9,4,9,1,gaba,0.8651926357677585,False,False
911214811,UNKNOWN,UNKNOWN,9,0,9,,,1,1,9,1,unclear,0.9109141500795648,False,False
42475,LC6,R,0,1,1,,,9,1,9,1,acetylcholine,0.9546991989505959,False,False
77225,LLPC1,R,0,3,3,,,3,1,9,3,acetylcholine,0.9523278157482461,True,False
77255,LC18,R,3,0,3,,,3,1,9,3,acetylcholine,0.9705446362307844,True,False
527963460,UNKNOWN,UNKNOWN,0,3,3,,,3,1,9,3,unclear,0.9747326673375373,True,False
55006,LPC1,R,0,3,3,,,3,2,9,3,acetylcholine,0.9581588115846043,True,False
79080,LLPC1,R,1,0,1,,,9,3,9,1,acetylcholine,0.9332596958916212,False,False
320478375,UNKNOWN,UNKNOWN,0,9,9,,,1,1,9,1,unclear,0.9109141500795648,False,False
41562,LC11,R,1,0,1,,,9,1,9,1,acetylcholine,0.9616468327682894,False,False
130071,Li25,L,9,0,9,,,1,1,9,1,gaba,0.8755074779967406,False,False
83714,LT81,L,2,1,3,,,3,2,9,3,acetylcholine,0.9260380173363326,True,False
375013023,UNKNOWN,UNKNOWN,9,0,9,,,1,1,9,1,unclear,0.9747326673375373,False,False
28259,LC10a,R,3,0,3,,,3,1,9,3,acetylcholine,0.9472159695956273,True,False
49314,LC16,R,1,0,1,,,9,1,9,1,acetylcholine,0.9366360488205298,False,False
109057,LLPC1,L,0,1,1,,,9,2,9,1,acetylcholine,0.9747326673375373,False,False
20837,MeLo14,R,3,0,3,,,3,2,9,3,glutamate,0.8356197204342343,True,False
38136,MeLo2,R,1,0,1,,,9,1,9,1,acetylcholine,0.9650860479159208,False,False
398916118,UNKNOWN,UNKNOWN,9,0,9,,,1,1,9,1,unclear,0.9109141500795648,False,False
413414849,UNKNOWN,UNKNOWN,3,0,3,,,3,2,9,3,unclear,0.9747326673375373,True,False
38246,LLPC2,R,0,3,3,,,3,1,9,3,acetylcholine,0.8755057592525336,True,False
33670,LC9,L,3,0,3,,,3,1,9,3,acetylcholine,0.9456385769482966,True,False
20361,LC11,L,1,0,1,,,9,1,9,1,acetylcholine,0.9666015640995259,False,False
97200,LLPC1,L,0,3,3,,,3,1,9,3,acetylcholine,0.9603673951713048,True,False
38953,LLPC3,R,0,3,3,,,3,1,9,3,acetylcholine,0.9585823660067451,True,False
38874,LC9,R,0,1,1,,,9,3,9,1,acetylcholine,0.8159525439092143,False,False
12594,WED069,L,1,0,1,,,9,3,9,1,acetylcholine,0.9588421593761979,False,False
42640,TmY13,R,1,8,9,,,1,1,9,1,acetylcholine,0.9617876419748358,False,False
27006,LLPC1,R,1,2,3,,,3,1,9,3,acetylcholine,0.9368461607238343,True,False
21838,MeLo10,R,3,0,3,,,3,1,9,3,glutamate,0.7004450446900884,True,False
10755,H1,R,0,9,9,,,1,1,9,1,glutamate,0.8243387121705783,False,False
18931,TmY19b,R,4,5,9,,,1,1,9,1,gaba,0.7801182799702757,False,False
616861903,UNKNOWN,UNKNOWN,3,0,3,,,3,3,9,3,unclear,0.9747326673375373,True,False
583808,LC29,L,1,0,1,,,9,1,9,1,acetylcholine,0.8596377420322627,False,False
15182,Li17,L,6,3,9,,,1,1,9,1,gaba,0.8558890313874866,False,False
31598,LLPC1,R,0,1,1,,,9,3,9,1,acetylcholine,0.9503522559317277,False,False
35432,LC17,R,1,0,1,,,9,1,9,1,acetylcholine,0.9465798440768265,False,False
46669,LLPC3,R,0,3,3,,,3,2,9,3,acetylcholine,0.9689381252676287,True,False
64423,LC18,R,3,0,3,,,3,1,9,3,acetylcholine,0.9492969394491275,True,False
43125,LPC1,L,0,3,3,,,3,2,9,3,acetylcholine,0.9668506734198751,True,False
25138,Li26,R,3,0,3,,,3,2,9,3,gaba,0.8911328403556332,True,False
66177,Tm24,L,1,2,3,,,3,1,9,3,acetylcholine,0.9692451985348808,True,False
35905,LC17,R,0,1,1,,,9,1,9,1,acetylcholine,0.950571051646281,False,False
56193,CB3376,L,3,0,3,,,3,2,9,3,acetylcholine,0.9396925550089561,True,False
16115,LC21,L,0,1,1,,,9,1,9,1,acetylcholine,0.9506823378526277,False,False
25648,LC17,R,1,0,1,,,9,1,9,1,acetylcholine,0.9442495124178061,False,False
18608,CB1973,R,0,1,1,,,9,3,9,1,acetylcholine,0.966093772589925,False,False
36286,LC10a,L,0,1,1,,,9,1,9,1,acetylcholine,0.9332445697192305,False,False
206097731,UNKNOWN,UNKNOWN,0,3,3,,,3,2,9,3,unclear,0.9109141500795648,True,False
71801,LC21,R,1,0,1,,,9,1,9,1,acetylcholine,0.9550342078063263,False,False
72064,LC10c-2,R,0,1,1,,,9,1,9,1,acetylcholine,0.9068026456445059,False,False
34772,MeLo2,R,1,0,1,,,9,1,9,1,acetylcholine,0.9747326673375374,False,False
26427,LLPC2,L,0,3,3,,,3,1,9,3,acetylcholine,0.9612375256364276,True,False
26955,LLPC1,R,0,1,1,,,9,2,9,1,acetylcholine,0.9395829895767192,False,False
48137,Tm24,R,2,1,3,,,3,1,9,3,acetylcholine,0.968699860020331,True,False
54277,LC17,R,1,0,1,,,8,1,8,1,acetylcholine,0.947844270138779,False,False
21370,MeLo10,R,4,0,4,,,2,2,8,2,glutamate,0.7223061673028452,False,False
21832,LLPC1,R,0,1,1,,,8,2,8,1,acetylcholine,0.9456382047724335,False,False
523599,LPi2b,L,0,4,4,,,2,2,8,2,gaba,0.9003488063574204,False,False
21648,LLPC1,R,1,1,2,,,4,2,8,2,acetylcholine,0.9596992429775265,False,False
523850,TmY19a,L,1,3,4,,,2,1,8,2,gaba,0.8610993454507023,False,False
54812,LPC1,R,0,4,4,,,2,1,8,2,acetylcholine,0.9693672957856752,False,False
690290346,UNKNOWN,UNKNOWN,4,0,4,,,2,2,8,2,unclear,0.9747326673375373,False,False
22131,LC35a,L,1,3,4,,,2,2,8,2,acetylcholine,0.8894107391621223,False,False
174703,ME_unclear,L,1,7,8,,,1,1,8,1,unclear,0.5897146299224456,False,False
77325,LLPC2,L,0,1,1,,,8,2,8,1,acetylcholine,0.9668328527993817,False,False
141402,LPC1,L,0,1,1,,,8,4,8,1,acetylcholine,0.961695325350018,False,False
79883,LPC1,R,0,1,1,,,8,2,8,1,acetylcholine,0.9452964332677691,False,False
27619,PVLP216m,R,1,1,2,,,4,2,8,2,acetylcholine,0.9421662265696378,False,False
28185,MeLo12,R,4,0,4,,,2,1,8,2,glutamate,0.8065148958307896,False,False
84169,Tm4,R,1,1,2,,,4,1,8,2,acetylcholine,0.9747326673375373,False,False
85031,LLPC2,L,0,2,2,,,4,2,8,2,acetylcholine,0.9679377219655573,False,False
113833,MeLo12,L,4,0,4,,,2,2,8,2,glutamate,0.8045825832081774,False,False
28273,LC17,R,1,1,2,,,4,2,8,2,acetylcholine,0.9287449828954734,False,False
88591,LPC1,R,0,2,2,,,4,1,8,2,acetylcholine,0.9567393116478679,False,False
89662,LLPC1,R,1,1,2,,,4,2,8,2,acetylcholine,0.9640987274949578,False,False
102914,LPC1,L,0,4,4,,,2,1,8,2,acetylcholine,0.9667685426099417,False,False
29102,LC17,R,0,1,1,,,8,1,8,1,acetylcholine,0.8990137398591735,False,False
29076,LC9,R,2,0,2,,,4,1,8,2,acetylcholine,0.9254410416192378,False,False
100230,LLPC1,L,1,3,4,,,2,1,8,2,acetylcholine,0.9682551792257595,False,False
11277,LoVP90c,L,0,4,4,,,2,1,8,2,acetylcholine,0.9487329624704588,False,False
98666,Y14,L,4,0,4,,,2,1,8,2,glutamate,0.8114797671919445,False,False
95118,LPC1,L,1,0,1,,,8,2,8,1,acetylcholine,0.9619740374530544,False,False
29024,LC9,L,3,1,4,,,2,2,8,2,acetylcholine,0.9495276358349108,False,False
77055,LC18,L,1,0,1,,,8,1,8,1,acetylcholine,0.9595523875392163,False,False
186081,LC29,L,1,0,1,,,8,1,8,1,acetylcholine,0.8922669947576224,False,False
57299,LLPC2,R,0,1,1,,,8,1,8,1,acetylcholine,0.9382401942898048,False,False
512261,MeLo14,L,3,1,4,,,2,1,8,2,glutamate,0.8181947689818238,False,False
22945,Li26,R,3,5,8,,,1,1,8,1,gaba,0.8808597252845995,False,False
23139,MeLo10,R,3,1,4,,,2,2,8,2,glutamate,0.6965499059856772,False,False
58816,LC16,R,0,1,1,,,8,1,8,1,acetylcholine,0.9253005627377856,False,False
24663,LC9,L,2,0,2,,,4,1,8,2,acetylcholine,0.9485001856610797,False,False
718727439,UNKNOWN,UNKNOWN,0,8,8,,,1,1,8,1,unclear,0.9747326673375373,False,False
878857622,UNKNOWN,UNKNOWN,0,8,8,,,1,1,8,1,unclear,0.9109141500795648,False,False
24900,MeLo10,R,2,2,4,,,2,2,8,2,glutamate,0.739415463589637,False,False
25008,LoVP43,R,1,0,1,,,8,1,8,1,acetylcholine,0.9278185190109998,False,False
10836,OLVC3,L,0,1,1,,,8,3,8,1,acetylcholine,0.9579621709629084,False,False
67130,Y13,R,2,0,2,,,4,1,8,2,glutamate,0.8087048677503826,False,False
67145,LPC1,R,0,2,2,,,4,2,8,2,acetylcholine,0.9672312058981982,False,False
20264,Li28,L,2,0,2,,,4,1,8,2,gaba,0.8538469817569426,False,False
25458,LC17,R,2,0,2,,,4,1,8,2,acetylcholine,0.9497279301084175,False,False
67612,LC18,R,2,0,2,,,4,1,8,2,acetylcholine,0.9591276044359688,False,False
68023,LC29,L,0,4,4,,,2,2,8,2,acetylcholine,0.8880893025965627,False,False
30601,LC17,R,1,0,1,,,8,1,8,1,acetylcholine,0.9370554821586886,False,False
70167,Li17,L,3,5,8,,,1,1,8,1,gaba,0.858757814942498,False,False
30544,Y13,L,2,0,2,,,4,1,8,2,glutamate,0.8395983281293907,False,False
72811,TmY13,R,0,4,4,,,2,1,8,2,acetylcholine,0.9747326673375374,False,False
33557,PVLP065,R,8,0,8,,,1,1,8,1,acetylcholine,0.9133026907220789,False,False
28873,LLPC1,R,0,4,4,,,2,1,8,2,acetylcholine,0.9538687328793294,False,False
14792,LPC1,L,0,8,8,,,1,1,8,1,acetylcholine,0.9747326673375373,False,False
539010,LLPC1,L,0,1,1,,,8,1,8,1,acetylcholine,0.9670213719663734,False,False
551536784,UNKNOWN,UNKNOWN,1,0,1,,,8,3,8,1,unclear,0.9747326673375373,False,False
18394,MeLo10,L,4,0,4,,,2,1,8,2,glutamate,0.764401429369894,False,False
16900,TmY19b,L,1,3,4,,,2,1,8,2,gaba,0.8585931444844183,False,False
534521,LLPC2,L,0,2,2,,,4,1,8,2,acetylcholine,0.9621134830752887,False,False
667808618,UNKNOWN,UNKNOWN,0,4,4,,,2,2,8,2,unclear,0.9747326673375373,False,False
1001671055,UNKNOWN,UNKNOWN,0,2,2,,,4,2,8,2,unclear,0.6521698254459607,False,False
530569,Y11,L,0,1,1,,,8,1,8,1,glutamate,0.8049089197619073,False,False
14479,LoVP47,R,0,2,2,,,4,2,8,2,glutamate,0.7703588323411945,False,False
52319,LC18,R,2,0,2,,,4,1,8,2,acetylcholine,0.9664800472785251,False,False
18819,MeLo14,R,7,1,8,,,1,1,8,1,glutamate,0.8362449788269528,False,False
529724,LoVP92,L,1,1,2,,,4,2,8,2,acetylcholine,0.9476769025961838,False,False
42031,LPC1,L,0,4,4,,,2,1,8,2,acetylcholine,0.9747326673375373,False,False
18996,Y3,L,0,4,4,,,2,1,8,2,acetylcholine,0.9714401860559434,False,False
40105,LC6,L,1,0,1,,,8,2,8,1,acetylcholine,0.7943667593707175,False,False
10294,OLVC5,L,1,1,2,,,4,3,8,2,acetylcholine,0.9473006211616313,False,False
51687,LPC1,R,0,2,2,,,4,2,8,2,acetylcholine,0.9580180497500084,False,False
11709,LPi12,L,0,4,4,,,2,2,8,2,gaba,0.8947695999508539,False,False
45394,LC18,R,1,0,1,,,8,2,8,1,acetylcholine,0.9586387939562809,False,False
50793,MeLo2,L,0,2,2,,,4,1,8,2,acetylcholine,0.9747326673375373,False,False
34708,LC17,R,1,0,1,,,8,1,8,1,acetylcholine,0.9593330966660027,False,False
45241,LPC1,R,0,1,1,,,8,3,8,1,acetylcholine,0.9699463460726769,False,False
532653,LC10a,L,0,1,1,,,8,1,8,1,acetylcholine,0.9315599560645507,False,False
16159,PVLP201m_d,L,1,0,1,,,8,4,8,1,acetylcholine,0.9639073026802641,False,False
14358,LLPC1,L,0,1,1,,,8,2,8,1,acetylcholine,0.9653550730164321,False,False
359768746,UNKNOWN,UNKNOWN,0,4,4,,,2,1,8,2,unclear,0.9747326673375373,False,False
48315,LC16,L,1,0,1,,,8,1,8,1,acetylcholine,0.94429544445611,False,False
48606,LLPC3,R,0,2,2,,,4,1,8,2,acetylcholine,0.9455763419216975,False,False
39826,LC14b,L,3,5,8,,,1,1,8,1,acetylcholine,0.9226062788855621,False,False
45581,Y11,R,0,2,2,,,4,1,8,2,glutamate,0.8017130921098353,False,False
51513,LLPC2,R,1,3,4,,,2,1,8,2,acetylcholine,0.9238016923020251,False,False
42897,LLPC3,R,0,2,2,,,4,1,8,2,acetylcholine,0.9584484793470347,False,False
17859,MeLo12,L,4,0,4,,,2,1,8,2,glutamate,0.8109100317367007,False,False
44058,LLPC2,L,0,1,1,,,8,1,8,1,acetylcholine,0.9685436406611478,False,False
33885,LC6,R,0,1,1,,,8,5,8,1,acetylcholine,0.9586061409181736,False,False
19213,MeLo10,R,3,1,4,,,2,1,8,2,glutamate,0.7597320973275009,False,False
46930,LLPC2,R,0,1,1,,,8,2,8,1,acetylcholine,0.9285983609883302,False,False
38681,LLPC3,R,0,2,2,,,4,1,8,2,acetylcholine,0.9556076655736154,False,False
46427,Y11,R,0,4,4,,,2,1,8,2,glutamate,0.7961885808085443,False,False
42550,LC17,L,1,0,1,,,8,1,8,1,acetylcholine,0.9069186560236008,False,False
251992087,UNKNOWN,UNKNOWN,4,0,4,,,2,2,8,2,unclear,0.9109141500795648,False,False
13211,LPT114,R,0,2,2,,,4,2,8,2,gaba,0.896663007830119,False,False
53963,LLPC1,R,0,2,2,,,4,1,8,2,acetylcholine,0.9554810099327948,False,False
33688,LLPC1,R,1,3,4,,,2,2,8,2,acetylcholine,0.9550017796557702,False,False
40292,LPC1,L,0,2,2,,,4,2,8,2,acetylcholine,0.9552282214445617,False,False
37465,LPT28,R,0,4,4,,,2,1,8,2,acetylcholine,0.9451584954154962,False,False
46841,LLPC2,R,0,1,1,,,8,1,8,1,acetylcholine,0.9491972032843705,False,False
14148,MeLo14,L,2,0,2,,,4,2,8,2,glutamate,0.808692480106152,False,False
1026802624,UNKNOWN,UNKNOWN,8,0,8,,,1,1,8,1,unclear,0.5540487421383647,False,False
1027161182,UNKNOWN,UNKNOWN,4,0,4,,,2,1,8,2,unclear,0.9109141500795648,False,False
317803210,UNKNOWN,UNKNOWN,0,8,8,,,1,1,8,1,unclear,0.9747326673375373,False,False
53643,LC18,L,2,0,2,,,4,2,8,2,acetylcholine,0.9483737820722503,False,False
525730,LLPC2,L,0,1,1,,,8,1,8,1,acetylcholine,0.9396652731145062,False,False
41209,LLPC3,R,0,2,2,,,4,1,8,2,acetylcholine,0.9598042421987629,False,False
46046,LC21,R,0,1,1,,,8,1,8,1,acetylcholine,0.9614631851670207,False,False
39210,LC16,L,1,3,4,,,2,2,8,2,acetylcholine,0.926635295016376,False,False
13776,MeLo8,R,6,2,8,,,1,1,8,1,gaba,0.8689228111736649,False,False
47532,LLPC2,R,1,0,1,,,8,2,8,1,acetylcholine,0.9416345911260845,False,False
13642,CL309,L,1,0,1,,,8,7,8,1,acetylcholine,0.9593079868093332,False,False
42334,WED029,R,0,1,1,,,8,4,8,1,gaba,0.7803364133425159,False,False
488273509,UNKNOWN,UNKNOWN,2,0,2,,,4,3,8,2,unclear,0.9747326673375373,False,False
19703,LC10a,L,2,0,2,,,4,1,8,2,acetylcholine,0.9367511123942467,False,False
44656,LC10a,R,1,1,2,,,4,1,8,2,acetylcholine,0.9091048596587631,False,False
12833,LoVP92,L,0,2,2,,,4,3,8,2,acetylcholine,0.9466381049574937,False,False
537140,Tm4,L,1,0,1,,,7,1,7,1,acetylcholine,0.968916607588614,False,False
184712894,UNKNOWN,UNKNOWN,0,1,1,,,7,2,7,1,unclear,0.9747326673375373,False,False
987137898,UNKNOWN,UNKNOWN,0,1,1,,,7,2,7,1,unclear,0.9747326673375373,False,False
60160,LLPC3,R,0,1,1,,,7,1,7,1,acetylcholine,0.9450003606995988,False,False
84913,LC18,L,1,0,1,,,7,2,7,1,acetylcholine,0.9703756125538303,False,False
513930,MeVPMe2,L,0,1,1,,,7,2,7,1,glutamate,0.8268686181211932,False,False
35992,TmY15,L,0,1,1,,,7,1,7,1,gaba,0.8849158297946232,False,False
534219045,UNKNOWN,UNKNOWN,7,0,7,,,1,1,7,1,unclear,0.9747326673375373,False,False
