source_type,intermediate_body,visual_to_intermediate_weight,descending_body,intermediate_to_descending_weight,intermediate_type,descending_type,path_product_weight,path_min_weight,survives_w3,survives_w10
LPLC2,202892,308,11088,61,,DNp55,18788,61,True,True
LC4,532839,208,10449,90,CL140,DNpe025,18720,90,True,True
LPLC2,11677,2073,10234,9,PVLP151,DNp35,18657,9,True,False
LC4,519389,582,10228,32,AVLP452,DNp06,18624,32,True,True
LC4,10992,979,12628,19,PVLP122,DNpe042,18601,19,True,True
LC4,10074,1238,10030,15,PVLP010,pIP1,18570,15,True,True
LPLC2,523921,580,10361,32,PVLP122,DNg40,18560,32,True,True
LPLC2,523564,4640,10259,4,PVLP011,DNp11,18560,4,True,False
LPLC2,523564,4640,10010,4,PVLP011,DNp01,18560,4,True,False
LC4,16475,2651,10001,7,PVLP024,DNp01,18557,7,True,False
LC4,16475,2651,531898,7,PVLP024,DNp04,18557,7,True,False
LC4,16475,2651,10228,7,PVLP024,DNp06,18557,7,True,False
LC4,11826,350,10361,53,PVLP151,DNg40,18550,53,True,True
LPLC2,10297,974,10106,19,LHAD1g1,DNp11,18506,19,True,True
LPLC2,10173,1320,12628,14,PVLP151,DNpe042,18480,14,True,True
LPLC2,11697,1076,519771,17,AVLP500,DNp71,18292,17,True,True
LC4,16459,2026,10010,9,PVLP024,DNp01,18234,9,True,False
LC4,10257,1821,10584,10,AMMC-A1,DNp06,18210,10,True,True
LC4,14091,267,10001,68,CB3544,DNp01,18156,68,True,True
LPLC2,523921,580,10580,31,PVLP122,DNp70,17980,31,True,True
LC4,10147,233,10234,77,LHAD1g1,DNp35,17941,77,True,True
LC4,10017,1992,10197,9,AMMC-A1,DNp02,17928,9,True,False
LPLC2,11727,448,10283,40,AVLP258,DNp103,17920,40,True,True
LC4,529031,84,10001,213,GNG300,DNp01,17892,84,True,True
LPLC2,10992,363,11133,49,PVLP122,DNp70,17787,49,True,True
LC4,10147,233,33037,76,LHAD1g1,DNp69,17708,76,True,True
LPLC2,16482,101,10010,174,PVLP123,DNp01,17574,101,True,True
LC4,19454,2173,10558,8,PVLP024,DNp35,17384,8,True,False
LPLC2,10147,1075,10713,16,LHAD1g1,DNp42,17200,16,True,True
LPLC2,11435,96,10283,178,LoVP54,DNp103,17088,96,True,True
LC4,15994,589,10752,29,CB3513,DNp03,17081,29,True,True
LC4,12419,226,10601,75,CL140,DNpe025,16950,75,True,True
LC4,12395,208,10280,81,IB114,DNp47,16848,81,True,True
LPLC2,555383,580,10223,29,PVLP076,DNpe056,16820,29,True,True
LC4,15068,275,10106,61,PVLP019,DNp11,16775,61,True,True
LPLC2,12275,2095,575082,8,PVLP151,DNpe021,16760,8,True,False
LPLC2,11826,1283,12218,13,PVLP151,DNpe031,16679,13,True,True
LPLC2,21342,216,10228,77,CL323,DNp06,16632,77,True,True
LPLC2,10297,974,10068,17,LHAD1g1,DNp30,16558,17,True,True
LC4,17939,176,531898,94,PVLP046,DNp04,16544,94,True,True
LC4,556303,211,10228,78,CB1498,DNp06,16458,78,True,True
LC4,65991,912,10752,18,PVLP021,DNp03,16416,18,True,True
LC4,527690,1167,10989,14,PVLP022,DNp03,16338,14,True,True
LC4,21342,362,33037,45,CL323,DNp69,16290,45,True,True
LC4,10936,267,10417,61,LT61b,DNp103,16287,61,True,True
LPLC2,523921,580,10010,28,PVLP122,DNp01,16240,28,True,True
LPLC2,10147,1075,10752,15,LHAD1g1,DNp03,16125,15,True,True
LC4,12236,187,10732,86,LC31b,DNpe056,16082,86,True,True
LC4,11895,804,10030,20,PVLP022,pIP1,16080,20,True,True
LPLC2,10867,758,10732,21,PVLP076,DNpe056,15918,21,True,True
LC4,10728,164,10001,97,WED116,DNp01,15908,97,True,True
LPLC2,10173,1320,11133,12,PVLP151,DNp70,15840,12,True,True
LPLC2,22574,367,10244,43,CB1852,DNp55,15781,43,True,True
LPLC2,11187,105,10417,149,LoVP54,DNp103,15645,105,True,True
LPLC2,15890,919,11020,17,PVLP071,DNp05,15623,17,True,True
LC4,10263,60,10010,258,GNG300,DNp01,15480,60,True,True
LPLC2,12236,303,11088,51,LC31b,DNp55,15453,51,True,True
LC4,15414,103,10584,150,PVLP123,DNp06,15450,103,True,True
LC4,531899,856,10197,18,AVLP452,DNp02,15408,18,True,True
LPLC2,12041,497,11334,31,AVLP396,DNpe045,15407,31,True,True
LC4,10609,148,10558,104,PVLP120,DNp35,15392,104,True,True
LC4,10173,394,11137,39,PVLP151,DNp04,15366,39,True,True
LC4,15815,697,10001,22,PVLP021,DNp01,15334,22,True,True
LC4,15994,589,10197,26,CB3513,DNp02,15314,26,True,True
LPLC2,10993,108,519771,141,AVLP078,DNp71,15228,108,True,True
LPLC2,523626,891,524001,17,PVLP071,DNp05,15147,17,True,True
LPLC2,14112,147,11290,103,AVLP370_a,DNp66,15141,103,True,True
LPLC2,10943,3025,11133,5,AVLP531,DNp70,15125,5,True,False
LPLC2,10943,3025,10283,5,AVLP531,DNp103,15125,5,True,False
LC4,11927,1248,10001,12,PVLP122,DNp01,14976,12,True,True
LC4,25438,340,10228,44,SAD064,DNp06,14960,44,True,True
LC4,25438,340,10417,44,SAD064,DNp103,14960,44,True,True
LC4,15665,311,10923,48,SAD064,DNg40,14928,48,True,True
LPLC2,12041,497,10957,30,AVLP396,DNp69,14910,30,True,True
LPLC2,11794,191,10223,78,LC31b,DNpe056,14898,78,True,True
LPLC2,11191,424,10223,35,AVLP340,DNpe056,14840,35,True,True
LC4,16887,526,10584,28,AVLP259,DNp06,14728,28,True,True
LPLC2,12275,2095,10106,7,PVLP151,DNp11,14665,7,True,False
LPLC2,11252,305,10010,48,PVLP017,DNp01,14640,48,True,True
LC4,10173,394,11334,37,PVLP151,DNpe045,14578,37,True,True
LPLC2,12427,4857,10030,3,PVLP069,pIP1,14571,3,True,False
LC4,527699,454,10923,32,SAD064,DNg40,14528,32,True,True
LPLC2,10828,1610,10417,9,AVLP531,DNp103,14490,9,True,False
LC4,12419,226,11020,64,CL140,DNp05,14464,64,True,True
LPLC2,10145,1200,10038,12,PVLP130,pIP1,14400,12,True,True
LC4,11826,350,531898,41,PVLP151,DNp04,14350,41,True,True
LC4,21392,646,531898,22,CB3400,DNp04,14212,22,True,True
LC4,16459,2026,10989,7,PVLP024,DNp03,14182,7,True,False
LC4,15994,589,10259,24,CB3513,DNp11,14136,24,True,True
LC4,531985,938,10601,15,PVLP010,DNpe025,14070,15,True,True
LC4,23446,390,531898,36,CB3201,DNp04,14040,36,True,True
LC4,527690,1167,10584,12,PVLP022,DNp06,14004,12,True,True
LPLC2,10147,1075,10091,13,LHAD1g1,DNpe042,13975,13,True,True
LPLC2,588414,254,10417,55,CB4163,DNp103,13970,55,True,True
LPLC2,16659,6983,11159,2,PVLP011,DNp71,13966,2,False,False
LPLC2,16659,6983,10296,2,PVLP011,DNge054,13966,2,False,False
LPLC2,11895,273,11020,51,PVLP022,DNp05,13923,51,True,True
LPLC2,523564,4640,10244,3,PVLP011,DNp55,13920,3,True,False
LC4,12275,435,11137,32,PVLP151,DNp04,13920,32,True,True
LPLC2,555383,580,531898,24,PVLP076,DNp04,13920,24,True,True
LPLC2,534040,142,11020,97,PVLP015,DNp05,13774,97,True,True
LC4,11927,1248,10197,11,PVLP122,DNp02,13728,11,True,True
LC4,15665,311,10283,44,SAD064,DNp103,13684,44,True,True
LC4,12557,123,524001,111,PLP093,DNp05,13653,111,True,True
LPLC2,11895,273,10038,50,PVLP022,pIP1,13650,50,True,True
LPLC2,10297,974,10989,14,LHAD1g1,DNp03,13636,14,True,True
LPLC2,530085,278,10244,49,PVLP022,DNp55,13622,49,True,True
LPLC2,11018,348,12218,39,AVLP258,DNpe031,13572,39,True,True
LC4,21392,646,10228,21,CB3400,DNp06,13566,21,True,True
LC4,15994,589,10228,23,CB3513,DNp06,13547,23,True,True
LC4,15994,589,531898,23,CB3513,DNp04,13547,23,True,True
LPLC2,23112,409,10283,33,PVLP074,DNp103,13497,33,True,True
LPLC2,12041,497,10923,27,AVLP396,DNg40,13419,27,True,True
LPLC2,530085,278,10030,48,PVLP022,pIP1,13344,48,True,True
LPLC2,523921,580,10091,23,PVLP122,DNpe042,13340,23,True,True
LPLC2,10609,492,11137,27,PVLP120,DNp04,13284,27,True,True
LC4,16482,60,10228,221,PVLP123,DNp06,13260,60,True,True
LC4,16475,2651,10197,5,PVLP024,DNp02,13255,5,True,False
LPLC2,12870,1642,12628,8,AVLP500,DNpe042,13136,8,True,False
LPLC2,11252,305,10228,43,PVLP017,DNp06,13115,43,True,True
LC4,10936,267,10283,49,LT61b,DNp103,13083,49,True,True
LPLC2,14112,147,10732,88,AVLP370_a,DNpe056,12936,88,True,True
LC4,523921,923,522345,14,PVLP122,DNpe037,12922,14,True,True
LC4,530085,807,10038,16,PVLP022,pIP1,12912,16,True,True
LPLC2,16554,991,11020,13,PVLP071,DNp05,12883,13,True,True
LC4,11895,804,11573,16,PVLP022,DNpe021,12864,16,True,True
LC4,11472,292,10259,44,PVLP015,DNp11,12848,44,True,True
LC4,527690,1167,10010,11,PVLP022,DNp01,12837,11,True,True
LPLC2,10609,492,10234,26,PVLP120,DNp35,12792,26,True,True
LPLC2,523921,580,10106,22,PVLP122,DNp11,12760,22,True,True
LPLC2,10780,425,10361,30,AVLP396,DNg40,12750,30,True,True
LC4,10992,979,10197,13,PVLP122,DNp02,12727,13,True,True
LC4,10992,979,33037,13,PVLP122,DNp69,12727,13,True,True
LC4,517426,192,10010,66,PVLP026,DNp01,12672,66,True,True
LPLC2,12275,2095,10361,6,PVLP151,DNg40,12570,6,True,False
LPLC2,11677,2073,10584,6,PVLP151,DNp06,12438,6,True,False
LPLC2,11883,288,10283,43,PVLP017,DNp103,12384,43,True,True
LPLC2,12395,152,10280,81,IB114,DNp47,12312,81,True,True
LPLC2,30194,150,10361,82,SAD013,DNg40,12300,82,True,True
LPLC2,11435,96,10584,128,LoVP54,DNp06,12288,96,True,True
LPLC2,10263,250,10197,49,GNG300,DNp02,12250,49,True,True
LPLC2,10995,612,531898,20,PVLP120,DNp04,12240,20,True,True
LPLC2,534040,142,10558,86,PVLP015,DNp35,12212,86,True,True
LC4,13794,1110,10117,11,PVLP021,DNp02,12210,11,True,True
LPLC2,11252,305,10417,40,PVLP017,DNp103,12200,40,True,True
LC4,531985,938,11177,13,PVLP010,DNp09,12194,13,True,True
LC4,17556,290,33037,42,,DNp69,12180,42,True,True
LC4,85544,487,10584,25,AVLP452,DNp06,12175,25,True,True
LC4,527694,206,10584,59,CL323,DNp06,12154,59,True,True
LPLC2,10867,758,10038,16,PVLP076,pIP1,12128,16,True,True
LC4,17375,466,33037,26,SAD064,DNp69,12116,26,True,True
LC4,17375,466,10417,26,SAD064,DNp103,12116,26,True,True
LC4,17065,673,11137,18,CB3513,DNp04,12114,18,True,True
LC4,10145,1001,10038,12,PVLP130,pIP1,12012,12,True,True
LPLC2,19658,200,10228,60,PVLP074,DNp06,12000,60,True,True
LC4,531899,856,33037,14,AVLP452,DNp69,11984,14,True,True
LC4,10017,1992,10361,6,AMMC-A1,DNg40,11952,6,True,False
LC4,10017,1992,10010,6,AMMC-A1,DNp01,11952,6,True,False
LC4,21342,362,10417,33,CL323,DNp103,11946,33,True,True
LC4,11599,212,10584,56,AVLP429,DNp06,11872,56,True,True
LC4,65991,912,10259,13,PVLP021,DNp11,11856,13,True,True
LC4,15791,50,10010,237,SAD064,DNp01,11850,50,True,True
LC4,10992,979,10558,12,PVLP122,DNp35,11748,12,True,True
LC4,527690,1167,524001,10,PVLP022,DNp05,11670,10,True,True
LC4,514764,726,10030,16,PVLP141,pIP1,11616,16,True,True
LPLC2,555383,580,10931,20,PVLP076,DNpe045,11600,20,True,True
LC4,11102,154,531898,75,PVLP046,DNp04,11550,75,True,True
LPLC2,11826,1283,10001,9,PVLP151,DNp01,11547,9,True,False
LPLC2,11826,1283,10283,9,PVLP151,DNp103,11547,9,True,False
LC4,17284,296,10584,39,,DNp06,11544,39,True,True
LC4,17284,296,10957,39,,DNp69,11544,39,True,True
LPLC2,532839,128,10449,90,CL140,DNpe025,11520,90,True,True
LPLC2,21342,216,10197,53,CL323,DNp02,11448,53,True,True
LC4,10147,233,10259,49,LHAD1g1,DNp11,11417,49,True,True
LC4,12556,99,11020,115,PLP093,DNp05,11385,99,True,True
LC4,22309,270,10584,42,CB3201,DNp06,11340,42,True,True
LC4,12275,435,12628,26,PVLP151,DNpe042,11310,26,True,True
LC4,17939,176,11137,64,PVLP046,DNp04,11264,64,True,True
LC4,531985,938,10732,12,PVLP010,DNpe056,11256,12,True,True
LPLC2,21342,216,10010,52,CL323,DNp01,11232,52,True,True
LC4,10936,267,10584,42,LT61b,DNp06,11214,42,True,True
LC4,10020,2239,10283,5,AMMC-A1,DNp103,11195,5,True,False
LC4,17375,466,10228,24,SAD064,DNp06,11184,24,True,True
LC4,13600,73,10197,153,CB2664,DNp02,11169,73,True,True
LC4,531899,856,10234,13,AVLP452,DNp35,11128,13,True,True
LC4,531899,856,10580,13,AVLP452,DNp70,11128,13,True,True
LC4,523921,923,10957,12,PVLP122,DNp69,11076,12,True,True
LC4,532839,208,524001,53,CL140,DNp05,11024,53,True,True
LC4,15733,250,10010,44,CB3544,DNp01,11000,44,True,True
LC4,21392,646,10417,17,CB3400,DNp103,10982,17,True,True
LC4,556817,186,10010,59,SAD023,DNp01,10974,59,True,True
LPLC2,11883,288,10584,38,PVLP017,DNp06,10944,38,True,True
LC4,11926,304,11513,36,LoVP85,DNp07,10944,36,True,True
LC4,10257,1821,10228,6,AMMC-A1,DNp06,10926,6,True,False
LPLC2,10992,363,10091,30,PVLP122,DNpe042,10890,30,True,True
LC4,13114,111,10106,98,SAD064,DNp11,10878,98,True,True
LC4,19454,2173,10989,5,PVLP024,DNp03,10865,5,True,False
LC4,19454,2173,10010,5,PVLP024,DNp01,10865,5,True,False
LC4,19454,2173,11137,5,PVLP024,DNp04,10865,5,True,False
LC4,11826,350,10091,31,PVLP151,DNpe042,10850,31,True,True
LC4,523564,594,10234,18,PVLP011,DNp35,10692,18,True,True
LPLC2,11895,273,11088,39,PVLP022,DNp55,10647,39,True,True
LC4,10297,322,11159,33,LHAD1g1,DNp71,10626,33,True,True
LC4,16475,2651,10234,4,PVLP024,DNp35,10604,4,True,False
LC4,15665,311,10957,34,SAD064,DNp69,10574,34,True,True
LPLC2,10173,1320,575082,8,PVLP151,DNpe021,10560,8,True,False
LPLC2,12507,810,11290,13,AVLP340,DNp66,10530,13,True,True
LC4,12215,1313,10091,8,PVLP122,DNpe042,10504,8,True,False
LC4,12215,1313,10361,8,PVLP122,DNg40,10504,8,True,False
LPLC2,12275,2095,10957,5,PVLP151,DNp69,10475,5,True,False
LPLC2,12275,2095,10234,5,PVLP151,DNp35,10475,5,True,False
LC4,16482,60,10010,174,PVLP123,DNp01,10440,60,True,True
LPLC2,555383,580,10197,18,PVLP076,DNp02,10440,18,True,True
LC4,514481,60,10228,173,PVLP123,DNp06,10380,60,True,True
LPLC2,11677,2073,12222,5,PVLP151,DNpe031,10365,5,True,False
LPLC2,11677,2073,10580,5,PVLP151,DNp70,10365,5,True,False
LC4,13114,111,10117,93,SAD064,DNp02,10323,93,True,True
LC4,531985,938,10038,11,PVLP010,pIP1,10318,11,True,True
LC4,10297,322,12628,32,LHAD1g1,DNpe042,10304,32,True,True
LC4,10297,322,10117,32,LHAD1g1,DNp02,10304,32,True,True
LC4,531899,856,10931,12,AVLP452,DNpe045,10272,12,True,True
LC4,531899,856,10417,12,AVLP452,DNp103,10272,12,True,True
LPLC2,11826,1283,12222,8,PVLP151,DNpe031,10264,8,True,False
LPLC2,11826,1283,10584,8,PVLP151,DNp06,10264,8,True,False
LPLC2,19658,200,10234,51,PVLP074,DNp35,10200,51,True,True
LC4,11440,46,10989,221,PLP060,DNp03,10166,46,True,True
LPLC2,16904,121,10234,84,AVLP259,DNp35,10164,84,True,True
LC4,523921,923,10931,11,PVLP122,DNpe045,10153,11,True,True
LC4,14091,267,10923,38,CB3544,DNg40,10146,38,True,True
LPLC2,19756,229,11088,44,CB1852,DNp55,10076,44,True,True
LPLC2,16445,173,10283,58,PVLP123,DNp103,10034,58,True,True
LC4,15994,589,10417,17,CB3513,DNp103,10013,17,True,True
LC4,13794,1110,10558,9,PVLP021,DNp35,9990,9,True,False
LC4,11927,1248,12628,8,PVLP122,DNpe042,9984,8,True,False
LPLC2,11187,105,10234,95,LoVP54,DNp35,9975,95,True,True
LPLC2,19463,114,11088,87,CB1688,DNp55,9918,87,True,True
LPLC2,16445,173,10117,57,PVLP123,DNp02,9861,57,True,True
LPLC2,555383,580,12222,17,PVLP076,DNpe031,9860,17,True,True
LPLC2,10867,758,11334,13,PVLP076,DNpe045,9854,13,True,True
LC4,10089,113,10752,87,PLP034,DNp03,9831,87,True,True
LPLC2,11883,288,10001,34,PVLP017,DNp01,9792,34,True,True
LC4,11599,212,12218,46,AVLP429,DNpe031,9752,46,True,True
LPLC2,11018,348,12222,28,AVLP258,DNpe031,9744,28,True,True
LPLC2,11018,348,10417,28,AVLP258,DNp103,9744,28,True,True
LC4,513904,51,10259,191,SAD049,DNp11,9741,51,True,True
LPLC2,10297,974,506334,10,LHAD1g1,DNp42,9740,10,True,True
LPLC2,21342,216,33037,45,CL323,DNp69,9720,45,True,True
LPLC2,12427,4857,536048,2,PVLP069,DNp27,9714,2,False,False
LC4,517426,192,10228,50,PVLP026,DNp06,9600,50,True,True
LC4,12236,187,11088,51,LC31b,DNp55,9537,51,True,True
LC4,527699,454,10584,21,SAD064,DNp06,9534,21,True,True
LPLC2,16445,173,10923,55,PVLP123,DNg40,9515,55,True,True
LC4,18340,287,33037,33,WED125,DNp69,9471,33,True,True
LC4,20338,163,10584,58,CB1498,DNp06,9454,58,True,True
LC4,531899,856,11334,11,AVLP452,DNpe045,9416,11,True,True
LC4,512121,89,10117,105,CB1280,DNp02,9345,89,True,True
LC4,527690,1167,10283,8,PVLP022,DNp103,9336,8,True,False
LPLC2,570458,69,10417,135,AVLP176_d,DNp103,9315,69,True,True
LPLC2,523564,4640,10931,2,PVLP011,DNpe045,9280,2,False,False
LPLC2,555383,580,524001,16,PVLP076,DNp05,9280,16,True,True
LC4,19951,773,10558,12,CB3400,DNp35,9276,12,True,True
LC4,15733,250,11137,37,CB3544,DNp04,9250,37,True,True
LPLC2,10173,1320,10417,7,PVLP151,DNp103,9240,7,True,False
LPLC2,16246,128,10558,72,AVLP259,DNp35,9216,72,True,True
LC4,12215,1313,11177,7,PVLP122,DNp09,9191,7,True,False
LPLC2,11794,191,10244,48,LC31b,DNp55,9168,48,True,True
LC4,65991,912,10038,10,PVLP021,pIP1,9120,10,True,True
LPLC2,10992,363,10259,25,PVLP122,DNp11,9075,25,True,True
LC4,15815,697,10117,13,PVLP021,DNp02,9061,13,True,True
LPLC2,14586,150,11088,60,LC31b,DNp55,9000,60,True,True
LC4,15733,250,10361,36,CB3544,DNg40,9000,36,True,True
LPLC2,11826,1283,10752,7,PVLP151,DNp03,8981,7,True,False
LC4,18907,147,10361,61,PVLP123,DNg40,8967,61,True,True
LC4,21548,154,10001,58,AVLP094,DNp01,8932,58,True,True
LC4,13794,1110,10989,8,PVLP021,DNp03,8880,8,True,False
LC4,13794,1110,10118,8,PVLP021,DNb05,8880,8,True,False
LC4,530085,807,11020,11,PVLP022,DNp05,8877,11,True,True
LC4,71157,682,531898,13,CB3513,DNp04,8866,13,True,True
LPLC2,24410,134,10244,66,CB1852,DNp55,8844,66,True,True
LC4,11895,804,10001,11,PVLP022,DNp01,8844,11,True,True
LC4,18907,147,10417,60,PVLP123,DNp103,8820,60,True,True
LC4,10277,1260,10417,7,AMMC-A1,DNp103,8820,7,True,False
LC4,10992,979,10001,9,PVLP122,DNp01,8811,9,True,False
LC4,27194,133,531898,66,PVLP046,DNp04,8778,66,True,True
LC4,85544,487,10283,18,AVLP452,DNp103,8766,18,True,True
LC4,16659,417,10558,21,PVLP011,DNp35,8757,21,True,True
LC4,21342,362,10234,24,CL323,DNp35,8688,24,True,True
LPLC2,25438,40,10010,217,SAD064,DNp01,8680,40,True,True
LC4,11677,347,531898,25,PVLP151,DNp04,8675,25,True,True
LC4,10074,1238,10223,7,PVLP010,DNpe056,8666,7,True,False
LC4,15597,228,10197,38,,DNp02,8664,38,True,True
LC4,534040,541,10732,16,PVLP015,DNpe056,8656,16,True,True
LPLC2,514481,50,10228,173,PVLP123,DNp06,8650,50,True,True
LPLC2,202892,308,10601,28,,DNpe025,8624,28,True,True
LC4,10251,125,10752,68,MeVP53,DNp03,8500,68,True,True
LC4,13825,197,10228,43,AVLP429,DNp06,8471,43,True,True
LC4,10146,2114,10228,4,AMMC-A1,DNp06,8456,4,True,False
LC4,531648,939,10584,9,,DNp06,8451,9,True,False
LPLC2,12041,497,10558,17,AVLP396,DNp35,8449,17,True,True
LC4,17556,290,10228,29,,DNp06,8410,29,True,True
LPLC2,30194,150,10010,56,SAD013,DNp01,8400,56,True,True
LPLC2,527690,323,11020,26,PVLP022,DNp05,8398,26,True,True
LPLC2,12275,2095,10010,4,PVLP151,DNp01,8380,4,True,False
LPLC2,10992,363,11334,23,PVLP122,DNpe045,8349,23,True,True
LPLC2,10867,758,11133,11,PVLP076,DNp70,8338,11,True,True
LPLC2,10867,758,11137,11,PVLP076,DNp04,8338,11,True,True
LC4,13114,111,11088,75,SAD064,DNp55,8325,75,True,True
LC4,21548,154,11334,54,AVLP094,DNpe045,8316,54,True,True
LC4,523921,923,10234,9,PVLP122,DNp35,8307,9,True,False
LPLC2,11677,2073,10001,4,PVLP151,DNp01,8292,4,True,False
LC4,15068,275,11088,30,PVLP019,DNp55,8250,30,True,True
LC4,11378,66,10117,125,CB1280,DNp02,8250,66,True,True
LPLC2,15414,55,10584,150,PVLP123,DNp06,8250,55,True,True
LC4,15994,589,10989,14,CB3513,DNp03,8246,14,True,True
LC4,65991,912,10244,9,PVLP021,DNp55,8208,9,True,False
LC4,15791,50,10197,164,SAD064,DNp02,8200,50,True,True
LC4,11378,66,10197,124,CB1280,DNp02,8184,66,True,True
LC4,11472,292,522345,28,PVLP015,DNpe037,8176,28,True,True
LC4,562991,302,11513,27,LoVP85,DNp07,8154,27,True,True
LPLC2,588414,254,10228,32,CB4163,DNp06,8128,32,True,True
LPLC2,523921,580,522345,14,PVLP122,DNpe037,8120,14,True,True
LC4,534040,541,10283,15,PVLP015,DNp103,8115,15,True,True
LPLC2,534040,142,10106,57,PVLP015,DNp11,8094,57,True,True
LPLC2,10074,19,10228,426,PVLP010,DNp06,8094,19,True,True
LC4,17908,311,11137,26,WED125,DNp04,8086,26,True,True
LPLC2,11187,105,10091,77,LoVP54,DNpe042,8085,77,True,True
LC4,530085,807,10361,10,PVLP022,DNg40,8070,10,True,True
LC4,11599,212,12222,38,AVLP429,DNpe031,8056,38,True,True
LC4,12242,66,524001,122,SAD055,DNp05,8052,66,True,True
LC4,10297,322,11133,25,LHAD1g1,DNp70,8050,25,True,True
LPLC2,10828,1610,519771,5,AVLP531,DNp71,8050,5,True,False
LC4,11895,804,10732,10,PVLP022,DNpe056,8040,10,True,True
LC4,18340,287,531898,28,WED125,DNp04,8036,28,True,True
LC4,527694,206,10283,39,CL323,DNp103,8034,39,True,True
LC4,11397,103,10923,78,SAD013,DNg40,8034,78,True,True
LC4,512121,89,10197,90,CB1280,DNp02,8010,89,True,True
LC4,21548,154,10923,52,AVLP094,DNg40,8008,52,True,True
LC4,15597,228,33037,35,,DNp69,7980,35,True,True
LC4,10017,1992,33037,4,AMMC-A1,DNp69,7968,4,True,False
LC4,16475,2651,11573,3,PVLP024,DNpe021,7953,3,True,False
LC4,16475,2651,10417,3,PVLP024,DNp103,7953,3,True,False
LC4,16475,2651,10117,3,PVLP024,DNp02,7953,3,True,False
LC4,512121,89,10001,89,CB1280,DNp01,7921,89,True,True
LPLC2,10173,1320,10228,6,PVLP151,DNp06,7920,6,True,False
LC4,16887,526,10117,15,AVLP259,DNp02,7890,15,True,True
LC4,12215,1313,11159,6,PVLP122,DNp71,7878,6,True,False
LC4,12215,1313,522345,6,PVLP122,DNpe037,7878,6,True,False
LC4,10728,164,10283,48,WED116,DNp103,7872,48,True,True
LPLC2,10074,19,10010,414,PVLP010,DNp01,7866,19,True,True
LC4,10992,979,10234,8,PVLP122,DNp35,7832,8,True,False
LPLC2,11794,191,10783,41,LC31b,DNp09,7831,41,True,True
LPLC2,16887,135,10558,58,AVLP259,DNp35,7830,58,True,True
LPLC2,30194,150,524001,52,SAD013,DNp05,7800,52,True,True
LC4,21641,200,10957,39,,DNp69,7800,39,True,True
LPLC2,10297,974,11137,8,LHAD1g1,DNp04,7792,8,True,False
LC4,30194,95,10361,82,SAD013,DNg40,7790,82,True,True
LPLC2,527690,323,10001,24,PVLP022,DNp01,7752,24,True,True
LC4,21392,646,10234,12,CB3400,DNp35,7752,12,True,True
LC4,14091,267,10010,29,CB3544,DNp01,7743,29,True,True
LC4,523564,594,10223,13,PVLP011,DNpe056,7722,13,True,True
LC4,527699,454,10283,17,SAD064,DNp103,7718,17,True,True
LPLC2,30883,188,10584,41,CL323,DNp06,7708,41,True,True
LC4,531899,856,10091,9,AVLP452,DNpe042,7704,9,True,False
LPLC2,11826,1283,10580,6,PVLP151,DNp70,7698,6,True,False
LPLC2,11826,1283,11573,6,PVLP151,DNpe021,7698,6,True,False
LC4,17284,296,10117,26,,DNp02,7696,26,True,True
LPLC2,12255,57,10223,135,PVLP019,DNpe056,7695,57,True,True
LPLC2,529031,383,11137,20,GNG300,DNp04,7660,20,True,True
LC4,11677,347,10091,22,PVLP151,DNpe042,7634,22,True,True
LPLC2,11727,448,12218,17,AVLP258,DNpe031,7616,17,True,True
LPLC2,11727,448,10558,17,AVLP258,DNp35,7616,17,True,True
LPLC2,19658,200,10417,38,PVLP074,DNp103,7600,38,True,True
LC4,21641,200,10117,38,,DNp02,7600,38,True,True
LPLC2,10172,20,10234,380,AVLP080,DNp35,7600,20,True,True
LPLC2,10867,758,11020,10,PVLP076,DNp05,7580,10,True,True
LC4,519389,582,10931,13,AVLP452,DNpe045,7566,13,True,True
LC4,519389,582,10580,13,AVLP452,DNp70,7566,13,True,True
LPLC2,10147,1075,10783,7,LHAD1g1,DNp09,7525,7,True,False
LPLC2,24410,134,10449,56,CB1852,DNpe025,7504,56,True,True
LC4,527536,1069,10752,7,,DNp03,7483,7,True,False
LC4,14091,267,531898,28,CB3544,DNp04,7476,28,True,True
LC4,33474,57,10106,131,SAD049,DNp11,7467,57,True,True
LC4,23446,390,10417,19,CB3201,DNp103,7410,19,True,True
LC4,17065,673,10989,11,CB3513,DNp03,7403,11,True,True
LC4,523921,923,10117,8,PVLP122,DNp02,7384,8,True,False
LPLC2,18907,45,10228,164,PVLP123,DNp06,7380,45,True,True
LPLC2,30194,150,10752,49,SAD013,DNp03,7350,49,True,True
LC4,12184,42,10923,175,PVLP122,DNg40,7350,42,True,True
